case_id,cdr_id,anomaly_pattern
CASE025,CDR5965,single_use_contact
CASE025,CDR5966,odd_hour_contact|single_use_contact
CASE025,CDR5967,single_use_contact
CASE025,CDR5968,single_use_contact
CASE025,CDR5969,single_use_contact
CASE025,CDR5970,single_use_contact
CASE025,CDR5971,single_use_contact
CASE025,CDR5972,odd_hour_contact|single_use_contact
CASE025,CDR5973,odd_hour_contact|single_use_contact
CASE025,CDR5974,single_use_contact
CASE025,CDR5975,single_use_contact
CASE025,CDR5976,odd_hour_contact|single_use_contact
CASE025,CDR5977,single_use_contact
CASE025,CDR5978,single_use_contact
CASE025,CDR5979,odd_hour_contact|single_use_contact
CASE025,CDR5980,single_use_contact
CASE025,CDR5981,single_use_contact
CASE025,CDR5982,single_use_contact
CASE025,CDR5983,odd_hour_contact|single_use_contact
CASE025,CDR5984,single_use_contact
CASE025,CDR5985,single_use_contact
CASE025,CDR5986,single_use_contact
CASE025,CDR5987,single_use_contact
CASE025,CDR5988,single_use_contact
CASE025,CDR5989,single_use_contact
CASE025,CDR5990,single_use_contact
CASE025,CDR5991,single_use_contact
CASE025,CDR5992,single_use_contact
CASE025,CDR5993,single_use_contact
CASE025,CDR5994,single_use_contact
CASE025,CDR5995,single_use_contact
CASE025,CDR5996,single_use_contact
CASE025,CDR5997,odd_hour_contact|single_use_contact
CASE025,CDR5998,odd_hour_contact|single_use_contact
CASE025,CDR5999,single_use_contact
CASE025,CDR6000,single_use_contact
CASE025,CDR6001,odd_hour_contact|single_use_contact
CASE025,CDR6002,single_use_contact
CASE025,CDR6003,single_use_contact
CASE026,CDR6004,odd_hour_contact|burst_calling
CASE026,CDR6005,burst_calling
CASE026,CDR6006,odd_hour_contact|burst_calling
CASE026,CDR6007,burst_calling
CASE026,CDR6008,burst_calling
CASE026,CDR6011,odd_hour_contact
CASE026,CDR6012,odd_hour_contact
CASE026,CDR6017,burst_calling
CASE026,CDR6018,burst_calling
CASE026,CDR6019,odd_hour_contact|burst_calling
CASE026,CDR6020,burst_calling
CASE026,CDR6021,burst_calling
CASE026,CDR6022,burst_calling
CASE026,CDR6023,burst_calling
CASE026,CDR6024,burst_calling
CASE026,CDR6025,odd_hour_contact|burst_calling
CASE026,CDR6026,burst_calling
CASE026,CDR6027,odd_hour_contact|burst_calling
CASE026,CDR6028,burst_calling
CASE026,CDR6029,burst_calling
CASE026,CDR6030,burst_calling
CASE026,CDR6031,burst_calling
CASE026,CDR6032,burst_calling
CASE026,CDR6033,odd_hour_contact|burst_calling
CASE026,CDR6034,burst_calling
CASE026,CDR6035,burst_calling
CASE026,CDR6036,burst_calling
CASE026,CDR6037,odd_hour_contact|burst_calling
CASE026,CDR6038,odd_hour_contact|burst_calling
CASE026,CDR6039,odd_hour_contact|burst_calling
CASE026,CDR6040,odd_hour_contact
CASE026,CDR6045,odd_hour_contact
CASE026,CDR6050,odd_hour_contact
CASE026,CDR6053,odd_hour_contact|burst_calling
CASE026,CDR6054,burst_calling
CASE026,CDR6055,burst_calling
CASE026,CDR6056,odd_hour_contact|burst_calling
CASE026,CDR6057,burst_calling
CASE026,CDR6058,burst_calling
CASE026,CDR6059,burst_calling
CASE026,CDR6060,burst_calling
CASE026,CDR6061,burst_calling
CASE026,CDR6062,burst_calling
CASE026,CDR6063,burst_calling
CASE026,CDR6069,odd_hour_contact
CASE026,CDR6070,odd_hour_contact
CASE026,CDR6071,odd_hour_contact
CASE026,CDR6073,odd_hour_contact
CASE026,CDR6077,odd_hour_contact
CASE026,CDR6078,burst_calling
CASE026,CDR6079,burst_calling
CASE026,CDR6080,burst_calling
CASE026,CDR6081,burst_calling
CASE026,CDR6082,odd_hour_contact|burst_calling
CASE026,CDR6083,burst_calling
CASE026,CDR6084,burst_calling
CASE026,CDR6085,odd_hour_contact|burst_calling
CASE026,CDR6086,burst_calling
CASE026,CDR6087,odd_hour_contact|burst_calling
CASE026,CDR6088,odd_hour_contact
CASE026,CDR6090,odd_hour_contact
CASE026,CDR6093,odd_hour_contact
CASE026,CDR6098,burst_calling
CASE026,CDR6099,burst_calling
CASE026,CDR6100,burst_calling
CASE026,CDR6101,burst_calling
CASE026,CDR6102,burst_calling
CASE026,CDR6103,odd_hour_contact|burst_calling
CASE026,CDR6104,burst_calling
CASE026,CDR6105,odd_hour_contact|burst_calling
CASE026,CDR6106,odd_hour_contact|burst_calling
CASE026,CDR6107,burst_calling
CASE026,CDR6108,odd_hour_contact|burst_calling
CASE026,CDR6109,burst_calling
CASE026,CDR6110,burst_calling
CASE026,CDR6111,burst_calling
CASE026,CDR6112,burst_calling
CASE026,CDR6113,burst_calling
CASE026,CDR6118,single_use_contact
CASE026,CDR6119,single_use_contact
CASE026,CDR6120,single_use_contact
CASE026,CDR6121,single_use_contact
CASE026,CDR6122,single_use_contact
CASE026,CDR6123,single_use_contact
CASE026,CDR6124,single_use_contact
CASE026,CDR6125,single_use_contact
CASE026,CDR6126,single_use_contact
CASE026,CDR6127,odd_hour_contact|single_use_contact
CASE026,CDR6128,single_use_contact
CASE026,CDR6129,single_use_contact
CASE026,CDR6130,single_use_contact
CASE026,CDR6131,single_use_contact
CASE026,CDR6132,single_use_contact
CASE026,CDR6133,odd_hour_contact|single_use_contact
CASE026,CDR6134,single_use_contact
CASE026,CDR6135,single_use_contact
CASE026,CDR6136,single_use_contact
CASE026,CDR6137,single_use_contact
CASE026,CDR6138,single_use_contact
CASE026,CDR6139,odd_hour_contact|single_use_contact
CASE026,CDR6140,odd_hour_contact|single_use_contact
CASE026,CDR6141,odd_hour_contact|single_use_contact
CASE026,CDR6142,single_use_contact
CASE026,CDR6143,single_use_contact
CASE026,CDR6144,single_use_contact
CASE026,CDR6145,single_use_contact
CASE026,CDR6146,single_use_contact
CASE026,CDR6147,single_use_contact
CASE026,CDR6148,odd_hour_contact|single_use_contact
CASE026,CDR6149,single_use_contact
CASE026,CDR6150,single_use_contact
CASE026,CDR6151,single_use_contact
CASE026,CDR6152,single_use_contact
CASE026,CDR6153,odd_hour_contact|single_use_contact
CASE026,CDR6154,odd_hour_contact|single_use_contact
CASE026,CDR6155,single_use_contact
CASE026,CDR6156,single_use_contact
CASE026,CDR6157,single_use_contact
CASE026,CDR6158,single_use_contact
CASE026,CDR6159,single_use_contact
CASE026,CDR6160,single_use_contact
CASE026,CDR6161,single_use_contact
CASE026,CDR6162,single_use_contact
CASE026,CDR6163,single_use_contact
CASE026,CDR6164,single_use_contact
CASE026,CDR6165,single_use_contact
CASE026,CDR6166,odd_hour_contact|single_use_contact
CASE026,CDR6167,odd_hour_contact|single_use_contact
CASE026,CDR6168,single_use_contact
CASE026,CDR6169,single_use_contact
CASE026,CDR6170,single_use_contact
CASE026,CDR6171,single_use_contact
CASE026,CDR6172,odd_hour_contact|single_use_contact
CASE026,CDR6173,odd_hour_contact|single_use_contact
CASE026,CDR6174,single_use_contact
CASE026,CDR6175,single_use_contact
CASE026,CDR6176,single_use_contact
CASE026,CDR6177,single_use_contact
CASE026,CDR6178,odd_hour_contact|single_use_contact
CASE026,CDR6179,single_use_contact
CASE026,CDR6180,single_use_contact
CASE026,CDR6181,single_use_contact
CASE026,CDR6182,single_use_contact
CASE026,CDR6183,odd_hour_contact|single_use_contact
CASE026,CDR6184,single_use_contact
CASE026,CDR6185,single_use_contact
CASE026,CDR6186,single_use_contact
CASE026,CDR6187,single_use_contact
CASE026,CDR6188,single_use_contact
CASE026,CDR6189,odd_hour_contact|single_use_contact
CASE026,CDR6190,single_use_contact
CASE026,CDR6191,single_use_contact
CASE026,CDR6192,single_use_contact
CASE026,CDR6193,single_use_contact
CASE026,CDR6194,odd_hour_contact|single_use_contact
CASE026,CDR6195,single_use_contact
CASE026,CDR6196,single_use_contact
CASE026,CDR6197,single_use_contact
CASE026,CDR6198,single_use_contact
CASE026,CDR6199,odd_hour_contact|single_use_contact
CASE026,CDR6200,single_use_contact
CASE026,CDR6201,odd_hour_contact|single_use_contact
CASE026,CDR6202,single_use_contact
CASE026,CDR6203,single_use_contact
CASE026,CDR6204,single_use_contact
CASE026,CDR6205,single_use_contact
CASE026,CDR6206,single_use_contact
CASE026,CDR6207,single_use_contact
CASE027,CDR6208,burst_calling
CASE027,CDR6209,odd_hour_contact|burst_calling
CASE027,CDR6210,burst_calling
CASE027,CDR6211,burst_calling
CASE027,CDR6212,burst_calling
CASE027,CDR6213,burst_calling
CASE027,CDR6214,burst_calling
CASE027,CDR6215,odd_hour_contact|burst_calling
CASE027,CDR6216,burst_calling
CASE027,CDR6217,odd_hour_contact|burst_calling
CASE027,CDR6218,burst_calling
CASE027,CDR6223,odd_hour_contact
CASE027,CDR6224,odd_hour_contact
CASE027,CDR6227,odd_hour_contact
CASE027,CDR6233,burst_calling
CASE027,CDR6234,burst_calling
CASE027,CDR6235,burst_calling
CASE027,CDR6236,burst_calling
CASE027,CDR6237,burst_calling
CASE027,CDR6241,odd_hour_contact
CASE027,CDR6242,odd_hour_contact
CASE027,CDR6245,burst_calling
CASE027,CDR6246,burst_calling
CASE027,CDR6247,burst_calling
CASE027,CDR6248,burst_calling
CASE027,CDR6249,odd_hour_contact|burst_calling
CASE027,CDR6250,burst_calling
CASE027,CDR6257,odd_hour_contact
CASE027,CDR6260,odd_hour_contact
CASE027,CDR6261,odd_hour_contact
CASE027,CDR6263,odd_hour_contact
CASE027,CDR6265,burst_calling
CASE027,CDR6266,odd_hour_contact|burst_calling
CASE027,CDR6267,burst_calling
CASE027,CDR6268,burst_calling
CASE027,CDR6269,burst_calling
CASE027,CDR6270,burst_calling
CASE027,CDR6272,odd_hour_contact
CASE027,CDR6273,odd_hour_contact
CASE027,CDR6275,odd_hour_contact|burst_calling
CASE027,CDR6276,burst_calling
CASE027,CDR6277,burst_calling
CASE027,CDR6278,burst_calling
CASE027,CDR6279,odd_hour_contact|burst_calling
CASE027,CDR6280,burst_calling
CASE027,CDR6281,burst_calling
CASE027,CDR6282,burst_calling
CASE027,CDR6283,odd_hour_contact|burst_calling
CASE027,CDR6284,odd_hour_contact|burst_calling
CASE027,CDR6285,burst_calling
CASE027,CDR6292,burst_calling
CASE027,CDR6293,burst_calling
CASE027,CDR6294,burst_calling
CASE027,CDR6295,burst_calling
CASE027,CDR6296,burst_calling
CASE027,CDR6297,burst_calling
CASE027,CDR6298,odd_hour_contact|burst_calling
CASE027,CDR6299,burst_calling
CASE027,CDR6300,burst_calling
CASE027,CDR6301,burst_calling
CASE027,CDR6302,burst_calling
CASE027,CDR6306,odd_hour_contact
CASE027,CDR6307,odd_hour_contact|burst_calling
CASE027,CDR6308,burst_calling
CASE027,CDR6309,burst_calling
CASE027,CDR6310,burst_calling
CASE027,CDR6311,burst_calling
CASE027,CDR6312,burst_calling
CASE027,CDR6313,burst_calling
CASE027,CDR6314,odd_hour_contact|burst_calling
CASE027,CDR6315,burst_calling
CASE027,CDR6316,burst_calling
CASE027,CDR6320,odd_hour_contact
CASE027,CDR6321,burst_calling
CASE027,CDR6322,burst_calling
CASE027,CDR6323,burst_calling
CASE027,CDR6324,burst_calling
CASE027,CDR6325,burst_calling
CASE027,CDR6334,single_use_contact
CASE027,CDR6335,single_use_contact
CASE027,CDR6336,odd_hour_contact|single_use_contact
CASE027,CDR6337,single_use_contact
CASE027,CDR6338,odd_hour_contact|single_use_contact
CASE027,CDR6339,single_use_contact
CASE027,CDR6340,single_use_contact
CASE027,CDR6341,single_use_contact
CASE027,CDR6342,single_use_contact
CASE027,CDR6343,single_use_contact
CASE027,CDR6344,odd_hour_contact|single_use_contact
CASE027,CDR6345,single_use_contact
CASE027,CDR6346,single_use_contact
CASE027,CDR6347,odd_hour_contact|single_use_contact
CASE027,CDR6348,single_use_contact
CASE027,CDR6349,single_use_contact
CASE027,CDR6350,single_use_contact
CASE027,CDR6351,single_use_contact
CASE027,CDR6352,single_use_contact
CASE027,CDR6353,odd_hour_contact|single_use_contact
CASE027,CDR6354,odd_hour_contact|single_use_contact
CASE027,CDR6355,single_use_contact
CASE027,CDR6356,single_use_contact
CASE027,CDR6357,single_use_contact
CASE027,CDR6358,odd_hour_contact|single_use_contact
CASE027,CDR6359,single_use_contact
CASE027,CDR6360,single_use_contact
CASE027,CDR6361,single_use_contact
CASE027,CDR6362,odd_hour_contact|single_use_contact
CASE027,CDR6363,odd_hour_contact|single_use_contact
CASE027,CDR6364,single_use_contact
CASE027,CDR6365,single_use_contact
CASE027,CDR6366,single_use_contact
CASE027,CDR6367,single_use_contact
CASE027,CDR6368,single_use_contact
CASE027,CDR6369,single_use_contact
CASE027,CDR6370,single_use_contact
CASE027,CDR6371,single_use_contact
CASE027,CDR6372,single_use_contact
CASE027,CDR6373,single_use_contact
CASE027,CDR6374,odd_hour_contact|single_use_contact
CASE027,CDR6375,odd_hour_contact|single_use_contact
CASE027,CDR6376,burst_calling
CASE027,CDR6377,single_use_contact
CASE027,CDR6378,single_use_contact
CASE027,CDR6379,odd_hour_contact|single_use_contact
CASE027,CDR6380,odd_hour_contact|single_use_contact
CASE027,CDR6381,single_use_contact
CASE027,CDR6382,single_use_contact
CASE027,CDR6383,single_use_contact
CASE027,CDR6384,single_use_contact
CASE027,CDR6385,single_use_contact
CASE027,CDR6386,odd_hour_contact|single_use_contact
CASE027,CDR6387,odd_hour_contact|single_use_contact
CASE027,CDR6388,single_use_contact
CASE027,CDR6389,single_use_contact
CASE027,CDR6390,single_use_contact
CASE027,CDR6391,single_use_contact
CASE027,CDR6392,single_use_contact
CASE027,CDR6393,odd_hour_contact|single_use_contact
CASE027,CDR6394,single_use_contact
CASE027,CDR6395,single_use_contact
CASE027,CDR6396,odd_hour_contact|single_use_contact
CASE027,CDR6397,single_use_contact
CASE027,CDR6398,odd_hour_contact|single_use_contact
CASE027,CDR6399,odd_hour_contact|single_use_contact
CASE027,CDR6400,odd_hour_contact|single_use_contact
CASE027,CDR6401,odd_hour_contact|single_use_contact
CASE027,CDR6402,single_use_contact
CASE027,CDR6403,single_use_contact
CASE027,CDR6404,single_use_contact
CASE027,CDR6405,single_use_contact
CASE027,CDR6406,single_use_contact
CASE027,CDR6407,single_use_contact
CASE027,CDR6408,single_use_contact
CASE027,CDR6409,single_use_contact
CASE027,CDR6410,odd_hour_contact|single_use_contact
CASE027,CDR6411,single_use_contact
CASE027,CDR6412,odd_hour_contact|single_use_contact
CASE027,CDR6413,odd_hour_contact|single_use_contact
CASE027,CDR6414,single_use_contact
CASE027,CDR6415,single_use_contact
CASE027,CDR6416,odd_hour_contact|single_use_contact
CASE027,CDR6417,single_use_contact
CASE027,CDR6418,single_use_contact
CASE027,CDR6419,single_use_contact
CASE027,CDR6420,single_use_contact
CASE027,CDR6421,odd_hour_contact|single_use_contact
CASE027,CDR6422,single_use_contact
CASE027,CDR6423,single_use_contact
CASE028,CDR6426,burst_calling
CASE028,CDR6427,odd_hour_contact|burst_calling
CASE028,CDR6428,burst_calling
CASE028,CDR6429,odd_hour_contact|burst_calling
CASE028,CDR6430,burst_calling
CASE028,CDR6431,burst_calling
CASE028,CDR6434,odd_hour_contact
CASE028,CDR6437,odd_hour_contact
CASE028,CDR6439,burst_calling
CASE028,CDR6440,burst_calling
CASE028,CDR6441,burst_calling
CASE028,CDR6442,burst_calling
CASE028,CDR6443,burst_calling
CASE028,CDR6444,burst_calling
CASE028,CDR6445,odd_hour_contact
CASE028,CDR6450,odd_hour_contact
CASE028,CDR6452,burst_calling
CASE028,CDR6453,burst_calling
CASE028,CDR6454,burst_calling
CASE028,CDR6455,burst_calling
CASE028,CDR6456,burst_calling
CASE028,CDR6460,burst_calling
CASE028,CDR6461,burst_calling
CASE028,CDR6462,burst_calling
CASE028,CDR6463,burst_calling
CASE028,CDR6464,odd_hour_contact|burst_calling
CASE028,CDR6465,odd_hour_contact|burst_calling
CASE028,CDR6466,burst_calling
CASE028,CDR6467,burst_calling
CASE028,CDR6468,burst_calling
CASE028,CDR6469,burst_calling
CASE028,CDR6470,odd_hour_contact|single_use_contact
CASE028,CDR6471,single_use_contact
CASE028,CDR6472,odd_hour_contact|single_use_contact
CASE028,CDR6473,single_use_contact
CASE028,CDR6474,odd_hour_contact|single_use_contact
CASE028,CDR6475,single_use_contact
CASE028,CDR6476,odd_hour_contact|single_use_contact
CASE028,CDR6477,single_use_contact
CASE028,CDR6478,single_use_contact
CASE028,CDR6479,single_use_contact
CASE028,CDR6480,odd_hour_contact|single_use_contact
CASE028,CDR6481,odd_hour_contact|single_use_contact
CASE028,CDR6482,single_use_contact
CASE028,CDR6483,odd_hour_contact|single_use_contact
CASE028,CDR6484,single_use_contact
CASE028,CDR6485,single_use_contact
CASE028,CDR6486,odd_hour_contact|single_use_contact
CASE028,CDR6487,single_use_contact
CASE028,CDR6488,odd_hour_contact|single_use_contact
CASE028,CDR6489,single_use_contact
CASE028,CDR6490,single_use_contact
CASE028,CDR6491,odd_hour_contact|single_use_contact
CASE028,CDR6492,odd_hour_contact|single_use_contact
CASE028,CDR6493,single_use_contact
CASE028,CDR6494,single_use_contact
CASE028,CDR6495,odd_hour_contact|single_use_contact
CASE028,CDR6496,single_use_contact
CASE028,CDR6497,single_use_contact
CASE028,CDR6498,single_use_contact
CASE028,CDR6499,single_use_contact
CASE028,CDR6500,single_use_contact
CASE028,CDR6501,single_use_contact
CASE028,CDR6502,single_use_contact
CASE028,CDR6503,single_use_contact
CASE028,CDR6504,single_use_contact
CASE028,CDR6505,single_use_contact
CASE028,CDR6506,single_use_contact
CASE028,CDR6507,single_use_contact
CASE028,CDR6508,odd_hour_contact|single_use_contact
CASE028,CDR6509,odd_hour_contact|single_use_contact
CASE028,CDR6510,single_use_contact
CASE028,CDR6511,single_use_contact
CASE028,CDR6512,single_use_contact
CASE028,CDR6513,odd_hour_contact|single_use_contact
CASE028,CDR6514,single_use_contact
CASE028,CDR6516,single_use_contact
CASE028,CDR6517,single_use_contact
CASE028,CDR6518,single_use_contact
CASE028,CDR6519,odd_hour_contact|single_use_contact
CASE028,CDR6520,single_use_contact
CASE028,CDR6521,single_use_contact
CASE028,CDR6522,odd_hour_contact|single_use_contact
CASE028,CDR6523,single_use_contact
CASE028,CDR6524,single_use_contact
CASE028,CDR6525,single_use_contact
CASE028,CDR6526,single_use_contact
CASE028,CDR6527,single_use_contact
CASE028,CDR6528,single_use_contact
CASE028,CDR6529,odd_hour_contact|single_use_contact
CASE028,CDR6530,single_use_contact
CASE028,CDR6531,single_use_contact
CASE028,CDR6532,odd_hour_contact|single_use_contact
CASE028,CDR6533,single_use_contact
CASE028,CDR6534,odd_hour_contact|single_use_contact
CASE028,CDR6535,single_use_contact
CASE028,CDR6536,odd_hour_contact|single_use_contact
CASE028,CDR6537,single_use_contact
CASE028,CDR6538,single_use_contact
CASE028,CDR6539,odd_hour_contact|single_use_contact
CASE028,CDR6540,single_use_contact
CASE028,CDR6541,single_use_contact
CASE028,CDR6542,single_use_contact
CASE028,CDR6543,single_use_contact
CASE028,CDR6544,single_use_contact
CASE028,CDR6545,single_use_contact
CASE028,CDR6546,single_use_contact
CASE028,CDR6547,single_use_contact
CASE028,CDR6548,single_use_contact
CASE028,CDR6549,single_use_contact
CASE028,CDR6550,single_use_contact
CASE028,CDR6552,odd_hour_contact|single_use_contact
CASE028,CDR6553,single_use_contact
CASE028,CDR6554,single_use_contact
CASE028,CDR6555,odd_hour_contact|single_use_contact
CASE028,CDR6556,single_use_contact
CASE028,CDR6557,single_use_contact
CASE028,CDR6558,single_use_contact
CASE028,CDR6559,odd_hour_contact|single_use_contact
CASE029,CDR6570,odd_hour_contact
CASE029,CDR6571,odd_hour_contact
CASE029,CDR6572,odd_hour_contact
CASE029,CDR6577,burst_calling
CASE029,CDR6578,burst_calling
CASE029,CDR6579,burst_calling
CASE029,CDR6580,burst_calling
CASE029,CDR6581,burst_calling
CASE029,CDR6584,single_use_contact
CASE029,CDR6585,odd_hour_contact|single_use_contact
CASE029,CDR6586,single_use_contact
CASE029,CDR6587,single_use_contact
CASE029,CDR6588,single_use_contact
CASE029,CDR6589,single_use_contact
CASE029,CDR6590,odd_hour_contact|single_use_contact
CASE029,CDR6591,odd_hour_contact|single_use_contact
CASE029,CDR6592,single_use_contact
CASE029,CDR6593,single_use_contact
CASE029,CDR6594,single_use_contact
CASE029,CDR6595,single_use_contact
CASE029,CDR6596,odd_hour_contact|single_use_contact
CASE029,CDR6597,single_use_contact
CASE029,CDR6598,single_use_contact
CASE029,CDR6599,single_use_contact
CASE029,CDR6600,single_use_contact
CASE029,CDR6601,single_use_contact
CASE029,CDR6602,single_use_contact
CASE029,CDR6603,single_use_contact
CASE029,CDR6604,single_use_contact
CASE029,CDR6605,single_use_contact
CASE029,CDR6606,single_use_contact
CASE029,CDR6607,single_use_contact
CASE029,CDR6608,single_use_contact
CASE029,CDR6609,single_use_contact
CASE029,CDR6610,single_use_contact
CASE029,CDR6611,single_use_contact
CASE029,CDR6612,single_use_contact
CASE029,CDR6613,single_use_contact
CASE029,CDR6614,single_use_contact
CASE029,CDR6615,single_use_contact
CASE029,CDR6616,single_use_contact
CASE029,CDR6617,single_use_contact
CASE029,CDR6618,single_use_contact
CASE029,CDR6619,single_use_contact
CASE029,CDR6620,odd_hour_contact|single_use_contact
CASE029,CDR6621,single_use_contact
CASE029,CDR6622,single_use_contact
CASE029,CDR6623,single_use_contact
CASE029,CDR6624,single_use_contact
CASE029,CDR6625,single_use_contact
CASE029,CDR6626,single_use_contact
CASE029,CDR6627,single_use_contact
CASE029,CDR6628,single_use_contact
CASE029,CDR6629,single_use_contact
CASE029,CDR6630,single_use_contact
CASE029,CDR6631,single_use_contact
CASE029,CDR6632,single_use_contact
CASE029,CDR6633,single_use_contact
CASE029,CDR6634,single_use_contact
CASE029,CDR6635,single_use_contact
CASE029,CDR6636,single_use_contact
CASE029,CDR6637,odd_hour_contact|single_use_contact
CASE029,CDR6638,single_use_contact
CASE029,CDR6639,single_use_contact
CASE029,CDR6640,odd_hour_contact|single_use_contact
CASE029,CDR6641,single_use_contact
CASE029,CDR6642,single_use_contact
CASE029,CDR6643,single_use_contact
CASE029,CDR6644,single_use_contact
CASE029,CDR6645,single_use_contact
CASE029,CDR6646,odd_hour_contact|single_use_contact
CASE029,CDR6647,single_use_contact
CASE029,CDR6648,single_use_contact
CASE029,CDR6649,single_use_contact
CASE029,CDR6650,single_use_contact
CASE029,CDR6651,single_use_contact
CASE029,CDR6652,single_use_contact
CASE029,CDR6653,single_use_contact
CASE029,CDR6655,single_use_contact
CASE029,CDR6656,single_use_contact
CASE029,CDR6657,single_use_contact
CASE029,CDR6658,single_use_contact
CASE029,CDR6659,single_use_contact
CASE029,CDR6660,single_use_contact
CASE029,CDR6661,single_use_contact
CASE029,CDR6662,single_use_contact
CASE029,CDR6663,odd_hour_contact|single_use_contact
CASE029,CDR6664,single_use_contact
CASE029,CDR6665,odd_hour_contact|single_use_contact
CASE029,CDR6666,single_use_contact
CASE029,CDR6667,single_use_contact
CASE029,CDR6668,single_use_contact
CASE029,CDR6669,single_use_contact
CASE029,CDR6670,single_use_contact
CASE029,CDR6671,odd_hour_contact|single_use_contact
CASE029,CDR6672,single_use_contact
CASE029,CDR6673,single_use_contact
CASE030,CDR6676,odd_hour_contact
CASE030,CDR6680,odd_hour_contact
CASE030,CDR6682,odd_hour_contact
CASE030,CDR6684,burst_calling
CASE030,CDR6685,burst_calling
CASE030,CDR6686,burst_calling
CASE030,CDR6687,burst_calling
CASE030,CDR6688,odd_hour_contact|burst_calling
CASE030,CDR6689,burst_calling
CASE030,CDR6690,burst_calling
CASE030,CDR6691,burst_calling
CASE030,CDR6692,burst_calling
CASE030,CDR6693,odd_hour_contact|burst_calling
CASE030,CDR6694,burst_calling
CASE030,CDR6695,burst_calling
CASE030,CDR6704,odd_hour_contact
CASE030,CDR6709,odd_hour_contact
CASE030,CDR6713,odd_hour_contact
CASE030,CDR6715,burst_calling
CASE030,CDR6716,odd_hour_contact|burst_calling
CASE030,CDR6717,burst_calling
CASE030,CDR6718,burst_calling
CASE030,CDR6719,odd_hour_contact|burst_calling
CASE030,CDR6720,odd_hour_contact
CASE030,CDR6725,odd_hour_contact|burst_calling
CASE030,CDR6726,burst_calling
CASE030,CDR6727,burst_calling
CASE030,CDR6728,odd_hour_contact|burst_calling
CASE030,CDR6729,burst_calling
CASE030,CDR6733,single_use_contact
CASE030,CDR6734,single_use_contact
CASE030,CDR6735,single_use_contact
CASE030,CDR6736,single_use_contact
CASE030,CDR6737,single_use_contact
CASE030,CDR6738,odd_hour_contact|single_use_contact
CASE030,CDR6739,single_use_contact
CASE030,CDR6740,single_use_contact
CASE030,CDR6741,single_use_contact
CASE030,CDR6742,single_use_contact
CASE030,CDR6743,odd_hour_contact|single_use_contact
CASE030,CDR6744,odd_hour_contact|single_use_contact
CASE030,CDR6745,single_use_contact
CASE030,CDR6746,odd_hour_contact|single_use_contact
CASE030,CDR6747,odd_hour_contact|single_use_contact
CASE030,CDR6748,odd_hour_contact|single_use_contact
CASE030,CDR6749,single_use_contact
CASE030,CDR6750,single_use_contact
CASE030,CDR6751,single_use_contact
CASE030,CDR6752,single_use_contact
CASE030,CDR6753,single_use_contact
CASE030,CDR6754,single_use_contact
CASE030,CDR6755,odd_hour_contact
CASE030,CDR6756,single_use_contact
CASE030,CDR6757,single_use_contact
CASE030,CDR6758,single_use_contact
CASE030,CDR6759,single_use_contact
CASE030,CDR6760,single_use_contact
CASE030,CDR6761,odd_hour_contact|single_use_contact
CASE030,CDR6762,single_use_contact
CASE030,CDR6763,odd_hour_contact|single_use_contact
CASE030,CDR6764,odd_hour_contact|single_use_contact
CASE030,CDR6765,single_use_contact
CASE030,CDR6766,single_use_contact
CASE030,CDR6767,single_use_contact
CASE030,CDR6768,single_use_contact
CASE030,CDR6769,odd_hour_contact|single_use_contact
CASE030,CDR6770,single_use_contact
CASE030,CDR6771,single_use_contact
CASE030,CDR6772,single_use_contact
CASE030,CDR6773,single_use_contact
CASE030,CDR6774,single_use_contact
CASE030,CDR6775,single_use_contact
CASE030,CDR6776,single_use_contact
CASE030,CDR6777,single_use_contact
CASE030,CDR6778,single_use_contact
CASE030,CDR6779,single_use_contact
CASE030,CDR6780,odd_hour_contact|single_use_contact
CASE030,CDR6781,single_use_contact
CASE030,CDR6782,single_use_contact
CASE030,CDR6783,single_use_contact
CASE030,CDR6784,single_use_contact
CASE030,CDR6785,odd_hour_contact|single_use_contact
CASE030,CDR6786,odd_hour_contact|single_use_contact
CASE030,CDR6787,single_use_contact
CASE030,CDR6788,single_use_contact
CASE030,CDR6789,single_use_contact
CASE030,CDR6790,single_use_contact
CASE030,CDR6791,single_use_contact
CASE030,CDR6792,single_use_contact
CASE030,CDR6793,single_use_contact
CASE030,CDR6794,single_use_contact
CASE030,CDR6795,single_use_contact
CASE030,CDR6796,single_use_contact
CASE030,CDR6797,single_use_contact
CASE030,CDR6798,odd_hour_contact
CASE030,CDR6799,single_use_contact
CASE030,CDR6800,single_use_contact
CASE030,CDR6801,odd_hour_contact|single_use_contact
CASE030,CDR6802,single_use_contact
CASE030,CDR6803,single_use_contact
CASE030,CDR6804,odd_hour_contact|single_use_contact
CASE030,CDR6805,single_use_contact
CASE030,CDR6806,single_use_contact
CASE030,CDR6807,odd_hour_contact|single_use_contact
CASE030,CDR6808,single_use_contact
CASE030,CDR6809,single_use_contact
CASE030,CDR6810,single_use_contact
CASE030,CDR6811,odd_hour_contact|single_use_contact
CASE030,CDR6812,single_use_contact
CASE030,CDR6813,single_use_contact
CASE030,CDR6814,odd_hour_contact|single_use_contact
CASE030,CDR6815,single_use_contact
CASE030,CDR6816,single_use_contact
CASE030,CDR6817,single_use_contact
CASE030,CDR6818,single_use_contact
CASE030,CDR6819,single_use_contact
CASE030,CDR6820,odd_hour_contact|single_use_contact
