case_id,person_id,true_role,is_innocent
CASE024,P0366,Unrelated Person,Y
CASE024,P0384,Operational Member,N
CASE024,P0544,Vehicle Provider,N
CASE024,P0212,Associate,N
CASE024,P0169,Document Handler,N
CASE024,P0070,Associate,N
CASE024,P0038,Operational Member,N
CASE024,P0318,Communicator,N
CASE024,P0882,Unrelated Person,Y
CASE024,P0772,Document Handler,N
CASE024,P0206,Associate,N
CASE024,P0241,Logistics Coordinator,N
CASE024,P0482,Vehicle Provider,N
CASE024,P0263,Communicator,N
CASE024,P0684,Recruiter,N
CASE024,P0590,Operational Member,N
CASE024,P0666,Document Handler,N
CASE024,P0780,Associate,N
CASE024,P0221,Associate,N
CASE024,P0635,Operational Member,N
CASE024,P0960,Associate,N
CASE024,P0205,Communicator,N
CASE024,P0063,Logistics Coordinator,N
CASE024,P0266,Recruiter,N
CASE024,P0391,Communicator,N
CASE024,P0963,Vehicle Provider,N
CASE024,P0219,Logistics Coordinator,N
CASE024,P0250,Communicator,N
CASE024,P0249,Vehicle Provider,N
CASE024,P0297,Vehicle Provider,N
CASE024,P0337,Vehicle Provider,N
CASE024,P0885,Unrelated Person,Y
CASE024,P0736,Document Handler,N
CASE024,P0865,Vehicle Provider,N
CASE024,P0824,Associate,N
CASE024,P0451,Recruiter,N
CASE024,P0529,Unrelated Person,Y
CASE024,P0240,Associate,N
CASE024,P0491,Document Handler,N
CASE024,P0353,Communicator,N
CASE024,P0850,Associate,N
CASE024,P0806,Unrelated Person,Y
CASE024,P0245,Logistics Coordinator,N
CASE024,P0557,Document Handler,N
CASE024,P0158,Document Handler,N
CASE024,P0310,Unrelated Person,Y
CASE024,P0537,Associate,N
CASE024,P0421,Logistics Coordinator,N
CASE024,P0925,Associate,N
CASE024,P0903,Unrelated Person,Y
CASE024,P0302,Unrelated Person,Y
CASE024,P0223,Operational Member,N
CASE024,P0438,Document Handler,N
CASE024,P0155,Logistics Coordinator,N
CASE024,P0880,Communicator,N
CASE024,P0702,Associate,N
CASE024,P0182,Associate,N
CASE024,P0074,Associate,N
CASE024,P0778,Document Handler,N
CASE024,P0541,Recruiter,N
CASE024,P0387,Vehicle Provider,N
CASE024,P0422,Operational Member,N
CASE024,P0402,Operational Member,N
CASE024,P0731,Document Handler,N
CASE024,P0447,Document Handler,N
CASE024,P0328,Operational Member,N
CASE025,P0510,Coordinator,N
CASE025,P0603,Financial Intermediary,N
CASE025,P0751,False Lead,Y
CASE025,P0625,Bridge / Communicator,N
CASE025,P0711,Document Handler,N
CASE025,P0223,Vehicle Provider,N
CASE025,P0550,Associate,N
CASE025,P0900,Associate,N
CASE026,P0689,Coordinator,N
CASE026,P0759,Financial Intermediary,N
CASE026,P0992,False Lead,Y
CASE026,P0095,False Lead,Y
CASE026,P0094,Bridge / Communicator,N
CASE026,P0734,Recruiter,N
CASE026,P0903,Vehicle Provider,N
CASE026,P0290,Logistics Coordinator,N
CASE026,P0069,Unrelated Person,Y
CASE026,P0577,Operational Member,N
CASE026,P0162,Communicator,N
CASE026,P0034,Recruiter,N
CASE026,P0843,Vehicle Provider,N
CASE026,P0397,Operational Member,N
CASE026,P0187,Recruiter,N
CASE026,P0946,Document Handler,N
CASE026,P0473,Document Handler,N
CASE026,P0979,Communicator,N
CASE026,P0767,Communicator,N
CASE026,P0895,Operational Member,N
CASE026,P0431,Logistics Coordinator,N
CASE026,P0851,Vehicle Provider,N
CASE026,P0773,Document Handler,N
CASE026,P0394,Vehicle Provider,N
CASE026,P0153,Document Handler,N
CASE026,P0849,Recruiter,N
CASE026,P0883,Unrelated Person,Y
CASE027,P0627,Coordinator,N
CASE027,P0126,Financial Intermediary,N
CASE027,P0899,False Lead,Y
CASE027,P0995,False Lead,Y
CASE027,P0586,False Lead,Y
CASE027,P0158,Bridge / Communicator,N
CASE027,P0811,Operational Member,N
CASE027,P0937,Communicator,N
CASE027,P0203,Document Handler,N
CASE027,P0943,Communicator,N
CASE027,P0532,Recruiter,N
CASE027,P0292,Associate,N
CASE027,P0149,Vehicle Provider,N
CASE027,P0153,Logistics Coordinator,N
CASE027,P0547,Communicator,N
CASE027,P0068,Associate,N
CASE027,P0558,Unrelated Person,Y
CASE027,P0688,Logistics Coordinator,N
CASE027,P0870,Associate,N
CASE027,P0327,Unrelated Person,Y
CASE027,P0218,Associate,N
CASE027,P0823,Associate,N
CASE027,P0692,Unrelated Person,Y
CASE027,P0971,Vehicle Provider,N
CASE027,P0975,Recruiter,N
CASE027,P0154,Unrelated Person,Y
CASE027,P0664,Vehicle Provider,N
CASE027,P0258,Vehicle Provider,N
CASE027,P0066,Associate,N
CASE027,P0541,Vehicle Provider,N
CASE027,P0259,Unrelated Person,Y
CASE027,P0467,Associate,N
CASE028,P0813,Coordinator,N
CASE028,P0054,Financial Intermediary,N
CASE028,P0146,False Lead,Y
CASE028,P0250,Logistics Coordinator,N
CASE028,P0648,Recruiter,N
CASE028,P0502,Recruiter,N
CASE028,P0431,Recruiter,N
CASE028,P0430,Unrelated Person,Y
CASE028,P0588,Document Handler,N
CASE028,P0226,Associate,N
CASE028,P0414,Recruiter,N
CASE028,P0003,Associate,N
CASE028,P0170,Recruiter,N
CASE029,P0849,Coordinator,N
CASE029,P0341,Financial Intermediary,N
CASE029,P0901,False Lead,Y
CASE029,P0125,Operational Member,N
CASE029,P0171,Vehicle Provider,N
CASE029,P0378,Associate,N
CASE029,P0822,Logistics Coordinator,N
CASE029,P0842,Associate,N
CASE029,P0933,Vehicle Provider,N
CASE029,P0634,Logistics Coordinator,N
CASE029,P0810,Vehicle Provider,N
CASE029,P0282,Document Handler,N
CASE029,P0870,Communicator,N
CASE029,P0597,Vehicle Provider,N
CASE029,P0986,Logistics Coordinator,N
CASE029,P0322,Recruiter,N
CASE029,P0791,Recruiter,N
CASE029,P0845,Operational Member,N
CASE029,P0851,Logistics Coordinator,N
CASE030,P0026,Coordinator,N
CASE030,P0501,Financial Intermediary,N
CASE030,P0069,False Lead,Y
CASE030,P0184,False Lead,Y
CASE030,P0810,False Lead,Y
CASE030,P0374,Unrelated Person,Y
CASE030,P0320,Communicator,N
CASE030,P0477,Operational Member,N
CASE030,P0327,Logistics Coordinator,N
CASE030,P0813,Logistics Coordinator,N
CASE030,P0375,Communicator,N
CASE030,P0740,Logistics Coordinator,N
CASE030,P0011,Associate,N
CASE030,P0857,Document Handler,N
CASE030,P0354,Operational Member,N
CASE030,P0411,Logistics Coordinator,N
CASE030,P0027,Document Handler,N
CASE030,P0269,Document Handler,N
CASE030,P0818,Unrelated Person,Y
CASE030,P0984,Document Handler,N
CASE030,P0883,Vehicle Provider,N
CASE030,P0355,Document Handler,N
CASE030,P0055,Recruiter,N
CASE030,P0697,Unrelated Person,Y
CASE030,P0716,Document Handler,N
CASE030,P0478,Communicator,N
CASE030,P0880,Operational Member,N
CASE030,P0409,Operational Member,N
CASE030,P0489,Operational Member,N
CASE030,P0016,Associate,N
CASE030,P0758,Unrelated Person,Y
CASE030,P0920,Communicator,N
CASE030,P0266,Document Handler,N
CASE030,P0596,Associate,N
CASE031,P0323,Coordinator,N
CASE031,P0805,Financial Intermediary,N
CASE031,P0514,False Lead,Y
CASE031,P0260,False Lead,Y
CASE031,P0160,False Lead,Y
CASE031,P0585,False Lead,Y
CASE031,P0635,False Lead,Y
CASE031,P0495,False Lead,Y
CASE031,P0629,False Lead,Y
CASE031,P0117,Logistics Coordinator,N
CASE031,P0170,Unrelated Person,Y
CASE031,P0978,Operational Member,N
CASE031,P0694,Associate,N
CASE031,P0595,Unrelated Person,Y
CASE031,P0139,Logistics Coordinator,N
CASE031,P0999,Vehicle Provider,N
CASE031,P0998,Vehicle Provider,N
CASE031,P0211,Document Handler,N
CASE031,P0533,Unrelated Person,Y
CASE031,P0440,Vehicle Provider,N
CASE031,P0778,Operational Member,N
CASE031,P0927,Communicator,N
CASE031,P0770,Associate,N
CASE031,P0016,Unrelated Person,Y
CASE031,P0494,Document Handler,N
CASE031,P0107,Recruiter,N
CASE031,P0603,Operational Member,N
CASE031,P0539,Operational Member,N
CASE031,P0898,Logistics Coordinator,N
CASE031,P0997,Unrelated Person,Y
CASE031,P0723,Logistics Coordinator,N
CASE031,P0466,Operational Member,N
CASE031,P0541,Communicator,N
CASE031,P0480,Operational Member,N
CASE031,P0492,Operational Member,N
CASE031,P0885,Document Handler,N
CASE031,P0922,Document Handler,N
CASE031,P0940,Communicator,N
CASE031,P0656,Communicator,N
CASE031,P0034,Document Handler,N
CASE031,P0055,Logistics Coordinator,N
CASE031,P0593,Operational Member,N
CASE031,P0611,Unrelated Person,Y
CASE031,P0780,Associate,N
CASE031,P0022,Communicator,N
CASE031,P0575,Unrelated Person,Y
CASE031,P0269,Communicator,N
CASE031,P0263,Operational Member,N
CASE031,P0327,Unrelated Person,Y
CASE031,P0423,Unrelated Person,Y
CASE031,P0243,Operational Member,N
CASE031,P0929,Unrelated Person,Y
CASE031,P0788,Operational Member,N
CASE031,P0058,Unrelated Person,Y
CASE031,P0484,Associate,N
CASE031,P0100,Vehicle Provider,N
CASE031,P0353,Vehicle Provider,N
CASE031,P0763,Unrelated Person,Y
CASE031,P0869,Logistics Coordinator,N
CASE031,P0787,Recruiter,N
CASE031,P0481,Logistics Coordinator,N
CASE031,P0802,Unrelated Person,Y
CASE031,P0883,Vehicle Provider,N
CASE031,P0919,Recruiter,N
CASE031,P0094,Operational Member,N
CASE031,P0738,Associate,N
CASE031,P0120,Unrelated Person,Y
CASE031,P0207,Vehicle Provider,N
CASE031,P0948,Recruiter,N
CASE031,P0281,Communicator,N
CASE031,P0033,Recruiter,N
CASE031,P0512,Associate,N
CASE031,P0192,Logistics Coordinator,N
CASE031,P0887,Recruiter,N
CASE031,P0557,Communicator,N
CASE031,P0054,Vehicle Provider,N
CASE031,P0989,Document Handler,N
CASE032,P0019,Coordinator,N
CASE032,P0791,Financial Intermediary,N
CASE032,P0832,False Lead,Y
CASE032,P0918,Operational Member,N
CASE032,P0615,Communicator,N
CASE032,P0716,Logistics Coordinator,N
CASE032,P0210,Vehicle Provider,N
CASE032,P0614,Associate,N
CASE032,P0207,Logistics Coordinator,N
CASE032,P0773,Associate,N
CASE032,P0994,Vehicle Provider,N
CASE032,P0649,Document Handler,N
CASE032,P0843,Document Handler,N
CASE032,P0138,Operational Member,N
CASE032,P0583,Logistics Coordinator,N
CASE032,P0631,Document Handler,N
CASE032,P0332,Document Handler,N
CASE032,P0866,Logistics Coordinator,N
CASE033,P0535,Coordinator,N
CASE033,P0490,Financial Intermediary,N
CASE033,P0752,False Lead,Y
CASE033,P0094,Bridge / Communicator,N
CASE033,P0979,Unrelated Person,Y
CASE033,P0095,Communicator,N
CASE033,P0059,Logistics Coordinator,N
CASE033,P0844,Document Handler,N
CASE033,P0560,Vehicle Provider,N
CASE033,P0675,Vehicle Provider,N
CASE033,P0642,Associate,N
CASE033,P0823,Unrelated Person,Y
CASE033,P0799,Communicator,N
CASE033,P0388,Logistics Coordinator,N
CASE034,P0287,Coordinator,N
CASE034,P0216,Financial Intermediary,N
CASE034,P0251,False Lead,Y
CASE035,P0414,Coordinator,N
CASE035,P0894,Financial Intermediary,N
CASE035,P0587,False Lead,Y
CASE035,P0628,False Lead,Y
CASE035,P0124,False Lead,Y
CASE035,P0193,False Lead,Y
CASE035,P0856,False Lead,Y
CASE035,P0418,Communicator,N
CASE035,P0770,Vehicle Provider,N
CASE035,P0180,Operational Member,N
CASE035,P0483,Associate,N
CASE035,P0938,Communicator,N
CASE035,P0064,Unrelated Person,Y
CASE035,P0660,Unrelated Person,Y
CASE035,P0076,Unrelated Person,Y
CASE035,P0235,Vehicle Provider,N
CASE035,P0387,Operational Member,N
CASE035,P0925,Vehicle Provider,N
CASE035,P0299,Unrelated Person,Y
CASE035,P0244,Associate,N
CASE035,P0291,Operational Member,N
CASE035,P0530,Logistics Coordinator,N
CASE035,P0243,Logistics Coordinator,N
CASE035,P0261,Associate,N
CASE035,P0727,Document Handler,N
CASE035,P0832,Unrelated Person,Y
CASE035,P0210,Document Handler,N
CASE035,P0070,Document Handler,N
CASE035,P0537,Associate,N
CASE035,P0968,Associate,N
CASE035,P0930,Document Handler,N
CASE035,P0741,Logistics Coordinator,N
CASE035,P0236,Operational Member,N
CASE035,P0361,Recruiter,N
CASE035,P0569,Associate,N
CASE035,P0276,Vehicle Provider,N
CASE035,P0931,Vehicle Provider,N
CASE035,P0100,Vehicle Provider,N
CASE035,P0839,Document Handler,N
CASE035,P0428,Document Handler,N
CASE035,P0729,Document Handler,N
CASE035,P0564,Communicator,N
CASE035,P0001,Communicator,N
CASE035,P0423,Operational Member,N
CASE035,P0252,Associate,N
CASE035,P0590,Recruiter,N
CASE035,P0278,Associate,N
CASE035,P0306,Recruiter,N
CASE035,P0972,Vehicle Provider,N
CASE035,P0020,Logistics Coordinator,N
CASE035,P0300,Communicator,N
CASE035,P0634,Operational Member,N
CASE036,P0970,Coordinator,N
CASE036,P0954,Financial Intermediary,N
CASE036,P0351,False Lead,Y
CASE036,P0595,Operational Member,N
CASE036,P0851,Associate,N
CASE036,P0437,Document Handler,N
CASE036,P0442,Communicator,N
CASE036,P0644,Operational Member,N
CASE037,P0723,Coordinator,N
CASE037,P0557,Financial Intermediary,N
CASE037,P0004,False Lead,Y
CASE037,P0441,Logistics Coordinator,N
CASE037,P0599,Document Handler,N
CASE037,P0094,Recruiter,N
CASE037,P0926,Document Handler,N
CASE037,P0063,Operational Member,N
CASE037,P0159,Communicator,N
CASE037,P0644,Vehicle Provider,N
CASE037,P0047,Vehicle Provider,N
CASE037,P0708,Communicator,N
CASE037,P0419,Recruiter,N
CASE037,P0852,Recruiter,N
CASE037,P0545,Associate,N
CASE037,P0881,Recruiter,N
CASE037,P0609,Recruiter,N
CASE038,P0899,Coordinator,N
CASE038,P0938,Financial Intermediary,N
CASE038,P0239,False Lead,Y
CASE038,P0158,Bridge / Communicator,N
CASE038,P0818,Document Handler,N
CASE038,P0514,Vehicle Provider,N
CASE038,P0426,Logistics Coordinator,N
CASE038,P0781,Associate,N
CASE039,P0826,Coordinator,N
CASE039,P0285,Financial Intermediary,N
CASE039,P0342,False Lead,Y
CASE039,P0234,False Lead,Y
CASE039,P0711,False Lead,Y
CASE039,P0608,False Lead,Y
CASE039,P0811,False Lead,Y
CASE039,P0054,Logistics Coordinator,N
CASE039,P0458,Logistics Coordinator,N
CASE039,P0364,Recruiter,N
CASE039,P0085,Communicator,N
CASE039,P0244,Document Handler,N
CASE039,P0463,Document Handler,N
CASE039,P0730,Vehicle Provider,N
CASE039,P0564,Communicator,N
CASE039,P0279,Associate,N
CASE039,P0981,Communicator,N
CASE039,P0597,Unrelated Person,Y
CASE039,P0143,Operational Member,N
CASE039,P0581,Vehicle Provider,N
CASE039,P0264,Communicator,N
CASE039,P0817,Unrelated Person,Y
CASE039,P0004,Operational Member,N
CASE039,P0894,Operational Member,N
CASE039,P0920,Unrelated Person,Y
CASE039,P0425,Recruiter,N
CASE039,P0490,Logistics Coordinator,N
CASE039,P0984,Document Handler,N
CASE039,P0737,Associate,N
CASE039,P0047,Unrelated Person,Y
CASE039,P0697,Vehicle Provider,N
CASE039,P0961,Vehicle Provider,N
CASE039,P0093,Logistics Coordinator,N
CASE039,P0231,Operational Member,N
CASE039,P0089,Recruiter,N
CASE039,P0033,Logistics Coordinator,N
CASE039,P0945,Logistics Coordinator,N
CASE039,P0735,Recruiter,N
CASE039,P0139,Communicator,N
CASE039,P0947,Vehicle Provider,N
CASE039,P0302,Communicator,N
CASE039,P0477,Document Handler,N
CASE039,P0621,Vehicle Provider,N
CASE039,P0549,Vehicle Provider,N
CASE039,P0413,Vehicle Provider,N
CASE039,P0729,Logistics Coordinator,N
CASE039,P0024,Document Handler,N
CASE039,P0485,Recruiter,N
CASE039,P0766,Recruiter,N
CASE039,P0319,Unrelated Person,Y
CASE039,P0733,Logistics Coordinator,N
CASE040,P0869,Coordinator,N
CASE040,P0581,Financial Intermediary,N
CASE040,P0335,False Lead,Y
CASE041,P0772,Coordinator,N
CASE041,P0917,Financial Intermediary,N
CASE041,P0759,False Lead,Y
CASE041,P0636,False Lead,Y
CASE041,P0671,Bridge / Communicator,N
CASE041,P0714,Recruiter,N
CASE041,P0659,Unrelated Person,Y
CASE041,P0311,Unrelated Person,Y
CASE041,P0176,Associate,N
CASE041,P0535,Document Handler,N
CASE041,P0186,Logistics Coordinator,N
CASE041,P0095,Unrelated Person,Y
CASE041,P0461,Associate,N
CASE041,P0544,Communicator,N
CASE041,P0153,Document Handler,N
CASE041,P0640,Associate,N
CASE041,P0382,Logistics Coordinator,N
CASE041,P0954,Vehicle Provider,N
CASE041,P0610,Communicator,N
CASE041,P0124,Vehicle Provider,N
CASE041,P0947,Vehicle Provider,N
CASE041,P0928,Associate,N
CASE041,P0729,Document Handler,N
CASE041,P0410,Associate,N
CASE041,P0310,Associate,N
CASE041,P0534,Vehicle Provider,N
CASE042,P0431,Coordinator,N
CASE042,P0529,Financial Intermediary,N
CASE042,P0194,False Lead,Y
CASE042,P0513,Document Handler,N
CASE042,P0754,Communicator,N
CASE042,P0013,Logistics Coordinator,N
CASE042,P0427,Recruiter,N
CASE042,P0490,Operational Member,N
CASE042,P0512,Logistics Coordinator,N
CASE042,P0588,Operational Member,N
CASE042,P0546,Logistics Coordinator,N
CASE042,P0987,Document Handler,N
CASE042,P0954,Unrelated Person,Y
CASE042,P0217,Operational Member,N
CASE042,P0468,Logistics Coordinator,N
CASE042,P0772,Operational Member,N
CASE042,P0583,Document Handler,N
CASE042,P0907,Document Handler,N
CASE042,P0043,Operational Member,N
CASE043,P0310,Coordinator,N
CASE043,P0133,Financial Intermediary,N
CASE043,P0844,False Lead,Y
CASE043,P0984,Logistics Coordinator,N
CASE043,P0074,Logistics Coordinator,N
CASE044,P0227,Coordinator,N
CASE044,P0689,Financial Intermediary,N
CASE044,P0052,False Lead,Y
CASE044,P0758,Recruiter,N
CASE044,P0747,Recruiter,N
CASE044,P0800,Communicator,N
CASE044,P0449,Recruiter,N
CASE044,P0934,Operational Member,N
CASE044,P0030,Unrelated Person,Y
CASE044,P0823,Recruiter,N
CASE044,P0481,Communicator,N
CASE044,P0476,Associate,N
CASE044,P0049,Logistics Coordinator,N
CASE044,P0517,Vehicle Provider,N
CASE044,P0976,Communicator,N
CASE044,P0600,Vehicle Provider,N
CASE044,P0919,Operational Member,N
CASE044,P0892,Unrelated Person,Y
CASE044,P0729,Document Handler,N
CASE045,P0125,Coordinator,N
CASE045,P0916,Financial Intermediary,N
CASE045,P0281,False Lead,Y
CASE045,P0573,Communicator,N
CASE045,P0755,Vehicle Provider,N
CASE045,P0242,Document Handler,N
CASE045,P0748,Logistics Coordinator,N
CASE045,P0768,Logistics Coordinator,N
CASE045,P0297,Vehicle Provider,N
CASE045,P0002,Document Handler,N
CASE045,P0785,Operational Member,N
CASE045,P0261,Unrelated Person,Y
CASE045,P0491,Unrelated Person,Y
CASE045,P0055,Associate,N
CASE046,P0253,Coordinator,N
CASE046,P0170,Financial Intermediary,N
CASE046,P0296,False Lead,Y
CASE046,P0498,Operational Member,N
CASE047,P0296,Coordinator,N
CASE047,P0817,Financial Intermediary,N
CASE047,P0195,False Lead,Y
CASE047,P0443,Bridge / Communicator,N
CASE048,P0632,Coordinator,N
CASE048,P0482,Financial Intermediary,N
CASE048,P0419,False Lead,Y
CASE048,P0961,False Lead,Y
CASE048,P0144,False Lead,Y
CASE048,P0394,Logistics Coordinator,N
CASE048,P0947,Operational Member,N
CASE048,P0378,Communicator,N
CASE048,P0005,Document Handler,N
CASE048,P0231,Operational Member,N
CASE048,P0346,Unrelated Person,Y
CASE048,P0228,Communicator,N
CASE048,P0564,Communicator,N
CASE048,P0593,Associate,N
CASE048,P0930,Recruiter,N
CASE048,P0053,Vehicle Provider,N
CASE048,P0673,Unrelated Person,Y
CASE048,P0124,Document Handler,N
CASE048,P0894,Communicator,N
CASE048,P0422,Recruiter,N
CASE048,P0734,Document Handler,N
CASE048,P0235,Communicator,N
CASE048,P0264,Logistics Coordinator,N
CASE048,P0359,Vehicle Provider,N
CASE048,P0230,Document Handler,N
CASE048,P0563,Unrelated Person,Y
CASE048,P0709,Document Handler,N
CASE048,P0506,Communicator,N
CASE048,P0111,Document Handler,N
CASE048,P0873,Associate,N
CASE048,P0035,Document Handler,N
CASE048,P0022,Unrelated Person,Y
CASE048,P0297,Document Handler,N
CASE048,P0533,Vehicle Provider,N
CASE048,P0558,Unrelated Person,Y
CASE048,P0731,Communicator,N
CASE048,P0464,Unrelated Person,Y
CASE049,P0736,Coordinator,N
CASE049,P0837,Financial Intermediary,N
CASE049,P0224,False Lead,Y
CASE049,P0662,False Lead,Y
CASE049,P0145,Communicator,N
CASE049,P0923,Unrelated Person,Y
CASE049,P0507,Document Handler,N
CASE049,P0324,Associate,N
CASE049,P0165,Document Handler,N
CASE049,P0059,Communicator,N
CASE049,P0998,Communicator,N
CASE049,P0172,Recruiter,N
CASE049,P0153,Unrelated Person,Y
CASE049,P0896,Logistics Coordinator,N
CASE049,P0405,Document Handler,N
CASE049,P0156,Logistics Coordinator,N
CASE049,P1000,Unrelated Person,Y
CASE049,P0616,Vehicle Provider,N
CASE049,P0274,Document Handler,N
CASE049,P0843,Associate,N
CASE049,P0147,Vehicle Provider,N
CASE049,P0818,Communicator,N
CASE049,P0287,Logistics Coordinator,N
CASE049,P0417,Unrelated Person,Y
CASE049,P0125,Document Handler,N
CASE049,P0755,Logistics Coordinator,N
CASE049,P0216,Operational Member,N
CASE050,P0118,Coordinator,N
CASE050,P0156,Financial Intermediary,N
CASE050,P0942,False Lead,Y
CASE050,P0278,False Lead,Y
CASE050,P0430,False Lead,Y
CASE050,P0843,False Lead,Y
CASE050,P0700,Logistics Coordinator,N
CASE050,P0393,Unrelated Person,Y
CASE050,P0486,Recruiter,N
CASE050,P0691,Communicator,N
CASE050,P0046,Document Handler,N
CASE050,P0433,Associate,N
CASE050,P0503,Logistics Coordinator,N
CASE050,P0272,Vehicle Provider,N
CASE050,P0136,Unrelated Person,Y
CASE050,P0630,Logistics Coordinator,N
CASE050,P0544,Operational Member,N
CASE050,P0533,Logistics Coordinator,N
CASE050,P0080,Recruiter,N
CASE050,P0065,Operational Member,N
CASE050,P0575,Associate,N
CASE050,P0653,Vehicle Provider,N
CASE050,P0453,Document Handler,N
CASE050,P0333,Recruiter,N
CASE050,P0534,Document Handler,N
CASE050,P0720,Logistics Coordinator,N
CASE050,P0021,Document Handler,N
CASE050,P0686,Associate,N
CASE050,P0816,Communicator,N
CASE050,P0984,Communicator,N
CASE050,P0013,Vehicle Provider,N
CASE050,P0938,Document Handler,N
CASE050,P0190,Unrelated Person,Y
CASE050,P0378,Vehicle Provider,N
CASE050,P0582,Unrelated Person,Y
CASE050,P0732,Communicator,N
CASE050,P0956,Document Handler,N
CASE050,P0998,Document Handler,N
CASE050,P0180,Communicator,N
CASE050,P0482,Vehicle Provider,N
CASE050,P0227,Communicator,N
CASE050,P0943,Logistics Coordinator,N
CASE050,P0401,Associate,N
CASE050,P0441,Vehicle Provider,N
CASE051,P0009,Coordinator,N
CASE051,P0201,Financial Intermediary,N
CASE051,P0145,False Lead,Y
CASE052,P0086,Coordinator,N
CASE052,P0716,Financial Intermediary,N
CASE052,P0783,False Lead,Y
CASE052,P0102,Operational Member,N
CASE053,P0968,Coordinator,N
CASE053,P0494,Financial Intermediary,N
CASE053,P0873,False Lead,Y
CASE053,P0158,Bridge / Communicator,N
CASE053,P0774,Operational Member,N
CASE053,P0808,Communicator,N
CASE053,P0438,Document Handler,N
CASE053,P0874,Operational Member,N
CASE053,P0241,Logistics Coordinator,N
CASE053,P0988,Unrelated Person,Y
CASE053,P0901,Vehicle Provider,N
CASE053,P0688,Associate,N
CASE054,P0497,Coordinator,N
CASE054,P0366,Financial Intermediary,N
CASE054,P0126,False Lead,Y
CASE054,P0251,Document Handler,N
CASE054,P0815,Communicator,N
CASE054,P0287,Vehicle Provider,N
CASE054,P0053,Document Handler,N
CASE054,P0559,Vehicle Provider,N
CASE055,P0476,Coordinator,N
CASE055,P0101,Financial Intermediary,N
CASE055,P0964,False Lead,Y
CASE055,P0117,Operational Member,N
CASE055,P0563,Logistics Coordinator,N
CASE055,P0712,Logistics Coordinator,N
CASE055,P0398,Unrelated Person,Y
CASE055,P0856,Operational Member,N
CASE055,P0430,Associate,N
CASE055,P0426,Recruiter,N
CASE055,P0402,Document Handler,N
CASE055,P0981,Vehicle Provider,N
CASE055,P0280,Vehicle Provider,N
CASE055,P0996,Document Handler,N
CASE055,P0711,Communicator,N
CASE055,P0890,Vehicle Provider,N
CASE055,P0011,Recruiter,N
CASE056,P0179,Coordinator,N
CASE056,P0725,Financial Intermediary,N
CASE056,P0698,False Lead,Y
CASE056,P0532,False Lead,Y
CASE056,P0124,False Lead,Y
CASE056,P0688,Unrelated Person,Y
CASE056,P0485,Document Handler,N
CASE056,P0986,Logistics Coordinator,N
CASE056,P0379,Operational Member,N
CASE056,P0687,Associate,N
CASE056,P0783,Logistics Coordinator,N
CASE056,P0607,Unrelated Person,Y
CASE056,P0847,Communicator,N
CASE056,P0315,Communicator,N
CASE056,P0702,Logistics Coordinator,N
CASE056,P0992,Operational Member,N
CASE056,P0251,Recruiter,N
CASE056,P0480,Operational Member,N
CASE056,P0178,Vehicle Provider,N
CASE056,P0728,Associate,N
CASE056,P0966,Communicator,N
CASE056,P0555,Vehicle Provider,N
CASE056,P0192,Operational Member,N
CASE056,P0809,Associate,N
CASE056,P0406,Associate,N
CASE056,P0822,Vehicle Provider,N
CASE056,P0699,Vehicle Provider,N
CASE056,P0775,Operational Member,N
CASE056,P0297,Communicator,N
CASE056,P0328,Vehicle Provider,N
CASE056,P0429,Recruiter,N
CASE057,P0851,Coordinator,N
CASE057,P0285,Financial Intermediary,N
CASE057,P0714,False Lead,Y
CASE058,P0637,Coordinator,N
CASE058,P0821,Financial Intermediary,N
CASE058,P0187,False Lead,Y
CASE058,P0828,Bridge / Communicator,N
CASE058,P0193,Associate,N
CASE058,P0543,Associate,N
CASE058,P0487,Operational Member,N
CASE058,P0862,Vehicle Provider,N
CASE058,P0373,Associate,N
CASE058,P0771,Operational Member,N
CASE058,P0424,Logistics Coordinator,N
CASE058,P0426,Associate,N
CASE058,P0602,Document Handler,N
CASE058,P0350,Unrelated Person,Y
CASE059,P0780,Coordinator,N
CASE059,P0642,Financial Intermediary,N
CASE059,P0678,False Lead,Y
CASE059,P0009,False Lead,Y
CASE059,P0405,False Lead,Y
CASE059,P0529,False Lead,Y
CASE059,P0373,Communicator,N
CASE059,P0223,Vehicle Provider,N
CASE059,P0671,Document Handler,N
CASE059,P0077,Associate,N
CASE059,P0075,Document Handler,N
CASE059,P0325,Associate,N
CASE059,P0466,Operational Member,N
CASE059,P0850,Document Handler,N
CASE059,P0958,Operational Member,N
CASE059,P0334,Associate,N
CASE059,P0117,Associate,N
CASE059,P0818,Associate,N
CASE059,P0676,Recruiter,N
CASE059,P0131,Associate,N
CASE059,P0425,Document Handler,N
CASE059,P0320,Document Handler,N
CASE059,P0130,Document Handler,N
CASE059,P0551,Communicator,N
CASE059,P0296,Unrelated Person,Y
CASE059,P0970,Operational Member,N
CASE059,P0248,Operational Member,N
CASE059,P0960,Operational Member,N
CASE059,P0071,Recruiter,N
CASE059,P0541,Document Handler,N
CASE059,P0585,Vehicle Provider,N
CASE059,P0019,Logistics Coordinator,N
CASE059,P0503,Operational Member,N
CASE059,P0445,Logistics Coordinator,N
CASE059,P0617,Document Handler,N
CASE059,P0426,Document Handler,N
CASE059,P0157,Unrelated Person,Y
CASE059,P0324,Unrelated Person,Y
CASE059,P0140,Vehicle Provider,N
CASE059,P0613,Document Handler,N
