case_id,timestamp,event_type,source_table,source_id,description,entities_involved
CASE011,2025-09-20T05:12:00,cdr_voice,cdr,CDR2519,voice 682s,P0549|P0587
CASE011,2025-09-20T05:12:00,cdr_sms,cdr,CDR2548,sms 37s,P0510|P0238
CASE011,2025-09-20T06:12:00,cdr_sms,cdr,CDR2613,sms 593s,P0705|P0097
CASE011,2025-09-20T07:12:00,cdr_sms,cdr,CDR2535,sms 715s,P0587|P0416
CASE011,2025-09-20T08:12:00,cdr_sms,cdr,CDR2553,sms 88s,P0649|P0065
CASE011,2025-09-20T14:12:00,cdr_voice,cdr,CDR2464,voice 231s,P0649|P0510
CASE011,2025-09-20T14:12:00,cdr_sms,cdr,CDR2490,sms 539s,P0361|P0705
CASE011,2025-09-20T14:12:00,cdr_voice,cdr,CDR2530,voice 382s,P0587|P0794
CASE011,2025-09-20T16:12:00,cdr_voice,cdr,CDR2480,voice 397s,P0437|P0361
CASE011,2025-09-20T16:12:00,cdr_sms,cdr,CDR2629,sms 62s,P0416|P0247
CASE011,2025-09-20T19:12:00,meeting,timelines,CASE011-EVT016,Interaction preceding the reported incident.,P0842|P0587
CASE011,2025-09-20T21:12:00,cdr_voice,cdr,CDR2498,voice 733s,P0361|P0402
CASE011,2025-09-20T22:12:00,cdr_voice,cdr,CDR2506,voice 602s,P0402|P0842
CASE011,2025-09-20T23:12:00,cdr_voice,cdr,CDR2508,voice 357s,P0402|P0842
CASE011,2025-09-21T01:12:00,cdr_sms,cdr,CDR2527,sms 584s,P0549|P0794
CASE011,2025-09-21T03:12:00,cdr_sms,cdr,CDR2537,sms 158s,P0794|P0416
CASE011,2025-09-21T03:12:00,transaction,transactions,TX0489,legitimate transfer amount=9647,ACC0372|ACC0237
CASE011,2025-09-21T04:12:00,cdr_voice,cdr,CDR2487,voice 87s,P0137|P0705
CASE011,2025-09-21T05:12:00,cdr_voice,cdr,CDR2468,voice 421s,P0510|P0437
CASE011,2025-09-21T10:12:00,cdr_sms,cdr,CDR2554,sms 239s,P0361|P0081
CASE011,2025-09-21T10:12:00,cdr_voice,cdr,CDR2585,voice 62s,P0649|P0861
CASE011,2025-09-21T11:12:00,cdr_voice,cdr,CDR2547,voice 140s,P0649|P0629
CASE011,2025-09-21T12:12:00,cdr_sms,cdr,CDR2525,sms 388s,P0549|P0794
CASE011,2025-09-21T14:12:00,cdr_voice,cdr,CDR2477,voice 796s,P0437|P0137
CASE011,2025-09-21T15:12:00,meeting,timelines,CASE011-EVT009,Interaction preceding the reported incident.,P0361|P0705
CASE011,2025-09-21T16:12:00,cdr_sms,cdr,CDR2541,sms 841s,P0794|P0416
CASE011,2025-09-21T18:12:00,cdr_voice,cdr,CDR2496,voice 198s,P0361|P0402
CASE011,2025-09-21T21:12:00,cdr_sms,cdr,CDR2625,sms 351s,P0416|P0028
CASE011,2025-09-21T22:12:00,vehicle_movement,timelines,CASE011-EVT001,Interaction preceding the reported incident.,P0649|P0510
CASE011,2025-09-21T22:12:00,cdr_voice,cdr,CDR2466,voice 594s,P0649|P0437
CASE011,2025-09-22T00:12:00,cdr_voice,cdr,CDR2463,voice 75s,P0649|P0510
CASE011,2025-09-22T02:12:00,cdr_voice,cdr,CDR2529,voice 883s,P0549|P0794
CASE011,2025-09-22T03:12:00,cdr_sms,cdr,CDR2564,sms 197s,P0416|P0113
CASE011,2025-09-22T03:12:00,transaction,transactions,TX0497,legitimate transfer amount=18448,ACC0673|ACC0104
CASE011,2025-09-22T03:12:00,transaction,transactions,TX0511,legitimate transfer amount=3895,ACC0710|ACC0205
CASE011,2025-09-22T03:12:00,location_routine,location_events,CASE011-LE0054,seen at LOC0030,P0794
CASE011,2025-09-22T04:12:00,cdr_voice,cdr,CDR2582,voice 315s,P0361|P0012
CASE011,2025-09-22T07:12:00,cdr_sms,cdr,CDR2522,sms 128s,P0549|P0587
CASE011,2025-09-22T08:12:00,cdr_sms,cdr,CDR2526,sms 389s,P0549|P0794
CASE011,2025-09-22T08:12:00,cdr_sms,cdr,CDR2604,sms 482s,P0649|P0797
CASE011,2025-09-22T08:12:00,cdr_voice,cdr,CDR2621,voice 84s,P0510|P0034
CASE011,2025-09-22T10:12:00,cdr_voice,cdr,CDR2576,voice 40s,P0510|P0904
CASE011,2025-09-22T10:12:00,cdr_sms,cdr,CDR2606,sms 38s,P0137|P0545
CASE011,2025-09-22T11:12:00,cdr_sms,cdr,CDR2532,sms 710s,P0587|P0416
CASE011,2025-09-22T14:12:00,cdr_sms,cdr,CDR2552,sms 471s,P0402|P0445
CASE011,2025-09-22T15:12:00,cdr_voice,cdr,CDR2502,voice 668s,P0705|P0402
CASE011,2025-09-22T18:12:00,cdr_voice,cdr,CDR2469,voice 439s,P0510|P0437
CASE011,2025-09-22T18:12:00,cdr_voice,cdr,CDR2509,voice 68s,P0402|P0842
CASE011,2025-09-22T20:12:00,cdr_sms,cdr,CDR2528,sms 55s,P0549|P0794
CASE011,2025-09-22T21:12:00,cdr_sms,cdr,CDR2491,sms 129s,P0361|P0705
CASE011,2025-09-22T22:12:00,cdr_sms,cdr,CDR2483,sms 535s,P0437|P0361
CASE011,2025-09-22T22:12:00,cdr_sms,cdr,CDR2558,sms 77s,P0416|P0746
CASE011,2025-09-23T01:12:00,cdr_voice,cdr,CDR2501,voice 899s,P0705|P0402
CASE011,2025-09-23T01:12:00,cdr_sms,cdr,CDR2580,sms 321s,P0649|P0947
CASE011,2025-09-23T03:12:00,cdr_sms,cdr,CDR2584,sms 479s,P0510|P0681
CASE011,2025-09-23T03:12:00,cdr_sms,cdr,CDR2611,sms 119s,P0649|P0316
CASE011,2025-09-23T03:12:00,cdr_voice,cdr,CDR2614,voice 82s,P0649|P0632
CASE011,2025-09-23T04:12:00,cdr_sms,cdr,CDR2596,sms 354s,P0402|P0726
CASE011,2025-09-23T05:12:00,cdr_voice,cdr,CDR2592,voice 511s,P0402|P0158
CASE011,2025-09-23T07:12:00,cdr_sms,cdr,CDR2520,sms 97s,P0549|P0587
CASE011,2025-09-23T11:12:00,cdr_voice,cdr,CDR2531,voice 694s,P0587|P0794
CASE011,2025-09-23T13:12:00,cdr_sms,cdr,CDR2627,sms 533s,P0361|P0923
CASE011,2025-09-23T14:12:00,meeting,timelines,CASE011-EVT020,Interaction preceding the reported incident.,P0587|P0416
CASE011,2025-09-23T14:12:00,cdr_voice,cdr,CDR2505,voice 701s,P0705|P0842
CASE011,2025-09-23T14:12:00,cdr_voice,cdr,CDR2533,voice 124s,P0587|P0416
CASE011,2025-09-23T16:12:00,cdr_voice,cdr,CDR2544,voice 357s,P0416|P0034
CASE011,2025-09-23T18:12:00,cdr_sms,cdr,CDR2462,sms 246s,P0649|P0510
CASE011,2025-09-23T20:12:00,cdr_sms,cdr,CDR2555,sms 28s,P0587|P0649
CASE011,2025-09-23T22:12:00,location_co-location,location_events,CASE011-LE0053,seen at LOC0195,P0510
CASE011,2025-09-24T00:12:00,vehicle_movement,timelines,CASE011-EVT008,Interaction preceding the reported incident.,P0137|P0705
CASE011,2025-09-24T03:12:00,transaction,transactions,TX0477,transfer amount=49500,ACC0545|ACC0523
CASE011,2025-09-24T03:12:00,transaction,transactions,TX0479,transfer amount=82000,ACC0581|ACC0003
CASE011,2025-09-24T03:12:00,transaction,transactions,TX0487,legitimate transfer amount=2158,ACC0607|ACC0166
CASE011,2025-09-24T03:12:00,transaction,transactions,TX0507,legitimate transfer amount=5695,ACC0178|ACC0546
CASE011,2025-09-24T05:12:00,cdr_voice,cdr,CDR2546,voice 73s,P0416|P0346
CASE011,2025-09-24T06:12:00,cdr_voice,cdr,CDR2484,voice 715s,P0437|P0361
CASE011,2025-09-24T06:12:00,cdr_sms,cdr,CDR2515,sms 877s,P0842|P0549
CASE011,2025-09-24T10:12:00,cdr_voice,cdr,CDR2479,voice 758s,P0437|P0137
CASE011,2025-09-24T16:12:00,cdr_voice,cdr,CDR2545,voice 530s,P0416|P0034
CASE011,2025-09-24T17:12:00,cdr_voice,cdr,CDR2512,voice 830s,P0402|P0549
CASE011,2025-09-24T20:12:00,cdr_sms,cdr,CDR2565,sms 45s,P0587|P0295
CASE011,2025-09-24T23:12:00,vehicle_movement,timelines,CASE011-EVT011,Interaction preceding the reported incident.,P0705|P0402
CASE011,2025-09-25T01:12:00,meeting,timelines,CASE011-EVT013,Interaction preceding the reported incident.,P0402|P0842
CASE011,2025-09-25T01:12:00,location_co-location,location_events,CASE011-LE0052,seen at LOC0195,P0649
CASE011,2025-09-25T03:12:00,cdr_sms,cdr,CDR2492,sms 270s,P0361|P0705
CASE011,2025-09-25T03:12:00,transaction,transactions,TX0510,legitimate transfer amount=4000,ACC0457|ACC0497
CASE011,2025-09-25T03:12:00,location_routine,location_events,CASE011-LE0055,seen at LOC0071,P0510
CASE011,2025-09-25T10:12:00,cdr_voice,cdr,CDR2488,voice 900s,P0137|P0705
CASE011,2025-09-25T11:12:00,cdr_sms,cdr,CDR2504,sms 655s,P0705|P0842
CASE011,2025-09-25T11:12:00,cdr_voice,cdr,CDR2601,voice 396s,P0416|P0954
CASE011,2025-09-25T12:12:00,cdr_sms,cdr,CDR2633,sms 83s,P0034|P0745
CASE011,2025-09-25T13:12:00,cdr_voice,cdr,CDR2539,voice 542s,P0794|P0416
CASE011,2025-09-25T14:12:00,phone_call,timelines,CASE011-EVT003,Interaction preceding the reported incident.,P0510|P0437
CASE011,2025-09-25T16:12:00,cdr_voice,cdr,CDR2499,voice 677s,P0361|P0402
CASE011,2025-09-25T18:12:00,meeting,timelines,CASE011-EVT022,Interaction preceding the reported incident.,P0794|P0034
CASE011,2025-09-25T21:12:00,cdr_voice,cdr,CDR2495,voice 348s,P0361|P0402
CASE011,2025-09-25T21:12:00,cdr_voice,cdr,CDR2542,voice 692s,P0794|P0034
CASE011,2025-09-25T22:12:00,vehicle_movement,timelines,CASE011-EVT012,Interaction preceding the reported incident.,P0705|P0842
CASE011,2025-09-26T00:12:00,cdr_sms,cdr,CDR2500,sms 584s,P0361|P0402
CASE011,2025-09-26T01:12:00,cdr_voice,cdr,CDR2538,voice 403s,P0794|P0416
CASE011,2025-09-26T03:12:00,transaction,transactions,TX0506,legitimate transfer amount=16600,ACC0552|ACC0799
CASE011,2025-09-26T07:12:00,meeting,timelines,CASE011-EVT021,Interaction preceding the reported incident.,P0794|P0416
CASE011,2025-09-26T07:12:00,cdr_voice,cdr,CDR2475,voice 266s,P0510|P0137
CASE011,2025-09-26T07:12:00,cdr_sms,cdr,CDR2489,sms 898s,P0361|P0705
CASE011,2025-09-26T08:12:00,cdr_sms,cdr,CDR2571,sms 316s,P0416|P0316
CASE011,2025-09-26T09:12:00,cdr_voice,cdr,CDR2481,voice 668s,P0437|P0361
CASE011,2025-09-26T12:12:00,cdr_voice,cdr,CDR2511,voice 545s,P0402|P0549
CASE011,2025-09-26T14:12:00,vehicle_movement,timelines,CASE011-EVT019,Interaction preceding the reported incident.,P0587|P0794
CASE011,2025-09-26T15:12:00,phone_call,timelines,CASE011-EVT007,Interaction preceding the reported incident.,P0137|P0361
CASE011,2025-09-26T16:12:00,cdr_voice,cdr,CDR2472,voice 341s,P0510|P0437
CASE011,2025-09-26T17:12:00,cdr_voice,cdr,CDR2510,voice 264s,P0402|P0549
CASE011,2025-09-26T22:12:00,vehicle_movement,timelines,CASE011-EVT010,Interaction preceding the reported incident.,P0361|P0402
CASE011,2025-09-26T22:12:00,cdr_voice,cdr,CDR2476,voice 700s,P0510|P0137
CASE011,2025-09-26T22:12:00,cdr_voice,cdr,CDR2607,voice 104s,P0549|P0404
CASE011,2025-09-27T00:12:00,cdr_sms,cdr,CDR2465,sms 730s,P0649|P0510
CASE011,2025-09-27T00:12:00,cdr_sms,cdr,CDR2581,sms 288s,P0649|P0426
CASE011,2025-09-27T03:12:00,meeting,timelines,CASE011-EVT015,Interaction preceding the reported incident.,P0842|P0549
CASE011,2025-09-27T03:12:00,cdr_sms,cdr,CDR2516,sms 459s,P0842|P0587
CASE011,2025-09-27T03:12:00,cdr_sms,cdr,CDR2518,sms 84s,P0842|P0587
CASE011,2025-09-27T03:12:00,cdr_voice,cdr,CDR2603,voice 155s,P0361|P0097
CASE011,2025-09-27T03:12:00,transaction,transactions,TX0520,legitimate transfer amount=15508,ACC0437|ACC0210
CASE011,2025-09-27T05:12:00,cdr_sms,cdr,CDR2560,sms 198s,P0137|P0107
CASE011,2025-09-27T06:12:00,cdr_voice,cdr,CDR2574,voice 321s,P0510|P0958
CASE011,2025-09-27T07:12:00,cdr_sms,cdr,CDR2474,sms 651s,P0510|P0137
CASE011,2025-09-27T11:12:00,cdr_voice,cdr,CDR2485,voice 276s,P0137|P0361
CASE011,2025-09-27T12:12:00,cdr_voice,cdr,CDR2493,voice 194s,P0361|P0705
CASE011,2025-09-27T13:12:00,cdr_voice,cdr,CDR2536,voice 88s,P0587|P0416
CASE011,2025-09-27T13:12:00,cdr_voice,cdr,CDR2612,voice 146s,P0402|P0226
CASE011,2025-09-27T14:12:00,cdr_voice,cdr,CDR2471,voice 852s,P0510|P0437
CASE011,2025-09-27T14:12:00,cdr_voice,cdr,CDR2473,voice 656s,P0510|P0437
CASE011,2025-09-27T17:12:00,cdr_sms,cdr,CDR2543,sms 139s,P0794|P0034
CASE011,2025-09-27T18:12:00,cdr_voice,cdr,CDR2594,voice 341s,P0416|P0608
CASE011,2025-09-27T19:12:00,cdr_voice,cdr,CDR2503,voice 454s,P0705|P0402
CASE011,2025-09-28T03:12:00,incident,timelines,CASE011-EVT024,Reported investment fraud incident.,P0649
CASE011,2025-09-28T03:12:00,transaction,transactions,TX0478,transfer amount=150000,ACC0523|ACC0581
CASE011,2025-09-28T03:12:00,transaction,transactions,TX0503,legitimate transfer amount=3868,ACC0115|ACC0351
CASE011,2025-09-28T03:12:00,transaction,transactions,TX0522,legitimate transfer amount=1185,ACC0587|ACC0229
CASE011,2025-09-29,fir_registration,fir,FIR0011,FIR FIR/2025/011/012 registered (Investment Fraud),P0402
CASE011,2026-06-14T00:00:00,transaction,transactions,TX4836,transfer amount=238535,ACC0545|ACC0523
CASE011,2026-06-14T03:00:00,transaction,transactions,TX4837,transfer amount=126343,ACC0545|ACC0578
CASE011,2026-06-14T06:00:00,transaction,transactions,TX4838,transfer amount=105294,ACC0545|ACC0523
CASE011,2026-06-14T09:00:00,transaction,transactions,TX4839,transfer amount=235066,ACC0545|ACC0578
CASE011,2026-06-14T12:00:00,transaction,transactions,TX4840,transfer amount=192358,ACC0545|ACC0003
CASE011,2026-06-14T15:00:00,transaction,transactions,TX4841,transfer amount=95070,ACC0545|ACC0523
CASE012,2026-04-25T10:40:00,transaction,transactions,TX0547,legitimate transfer amount=19526,ACC0137|ACC0655
CASE012,2026-04-25T10:40:00,transaction,transactions,TX0555,legitimate transfer amount=10889,ACC0003|ACC0023
CASE012,2026-04-26T10:40:00,transaction,transactions,TX0559,legitimate transfer amount=6520,ACC0342|ACC0686
CASE012,2026-04-26T10:40:00,transaction,transactions,TX0562,legitimate transfer amount=9395,ACC0041|ACC0367
CASE012,2026-04-27T10:40:00,transaction,transactions,TX0541,legitimate transfer amount=3920,ACC0374|ACC0159
CASE012,2026-04-27T10:40:00,transaction,transactions,TX0551,legitimate transfer amount=5882,ACC0271|ACC0249
CASE012,2026-04-28T10:40:00,transaction,transactions,TX0536,legitimate transfer amount=10462,ACC0269|ACC0288
CASE012,2026-04-28T10:40:00,transaction,transactions,TX0561,legitimate transfer amount=17432,ACC0011|ACC0510
CASE012,2026-04-29T10:40:00,transaction,transactions,TX0544,legitimate transfer amount=6752,ACC0365|ACC0020
CASE012,2026-04-29T10:40:00,transaction,transactions,TX0558,legitimate transfer amount=10190,ACC0195|ACC0653
CASE012,2026-04-30T10:40:00,transaction,transactions,TX0540,legitimate transfer amount=9380,ACC0054|ACC0347
CASE012,2026-05-01T10:40:00,transaction,transactions,TX0560,legitimate transfer amount=2132,ACC0184|ACC0082
CASE012,2026-05-03T10:40:00,transaction,transactions,TX0537,legitimate transfer amount=1918,ACC0050|ACC0555
CASE012,2026-05-04T00:40:00,cdr_sms,cdr,CDR2724,sms 450s,P0257|P0042
CASE012,2026-05-04T01:40:00,cdr_sms,cdr,CDR2701,sms 527s,P0257|P0649
CASE012,2026-05-04T02:40:00,cdr_voice,cdr,CDR2688,voice 292s,P0257|P0528
CASE012,2026-05-04T04:40:00,cdr_sms,cdr,CDR2698,sms 585s,P0096|P0481
CASE012,2026-05-04T10:40:00,transaction,transactions,TX0564,legitimate transfer amount=12949,ACC0173|ACC0546
CASE012,2026-05-04T10:40:00,transaction,transactions,TX0567,legitimate transfer amount=17225,ACC0318|ACC0268
CASE012,2026-05-04T12:40:00,cdr_voice,cdr,CDR2745,voice 315s,P0235|P0885
CASE012,2026-05-04T15:40:00,cdr_voice,cdr,CDR2681,voice 232s,P0670|P0729
CASE012,2026-05-04T19:40:00,cdr_sms,cdr,CDR2672,sms 375s,P0096|P0681
CASE012,2026-05-04T21:40:00,cdr_sms,cdr,CDR2680,sms 159s,P0670|P0649
CASE012,2026-05-05T08:40:00,cdr_sms,cdr,CDR2730,sms 176s,P0174|P0601
CASE012,2026-05-06T07:40:00,cdr_voice,cdr,CDR2727,voice 234s,P0174|P0839
CASE012,2026-05-06T10:40:00,transaction,transactions,TX0563,legitimate transfer amount=13971,ACC0331|ACC0183
CASE012,2026-05-06T13:40:00,cdr_voice,cdr,CDR2663,voice 282s,P0715|P0110
CASE012,2026-05-06T13:40:00,cdr_voice,cdr,CDR2709,voice 363s,P0927|P0310
CASE012,2026-05-06T17:40:00,cdr_voice,cdr,CDR2689,voice 168s,P0174|P0053
CASE012,2026-05-07T05:00:00,transaction,transactions,TX4844,transfer amount=48378,ACC0285|ACC0544
CASE012,2026-05-07T06:00:00,transaction,transactions,TX4843,transfer amount=47661,ACC0285|ACC0544
CASE012,2026-05-07T07:00:00,transaction,transactions,TX4845,transfer amount=48297,ACC0285|ACC0544
CASE012,2026-05-07T09:00:00,transaction,transactions,TX4842,transfer amount=46663,ACC0285|ACC0544
CASE012,2026-05-07T10:00:00,transaction,transactions,TX4846,transfer amount=46246,ACC0285|ACC0544
CASE012,2026-05-07T10:40:00,transaction,transactions,TX0538,legitimate transfer amount=1306,ACC0378|ACC0468
CASE012,2026-05-07T16:40:00,cdr_voice,cdr,CDR2665,voice 427s,P0715|P0220
CASE012,2026-05-07T20:40:00,cdr_sms,cdr,CDR2687,sms 519s,P0174|P0330
CASE012,2026-05-08T10:40:00,transaction,transactions,TX0528,legitimate transfer amount=18155,ACC0011|ACC0763
CASE012,2026-05-08T10:40:00,transaction,transactions,TX0530,legitimate transfer amount=17028,ACC0175|ACC0577
CASE012,2026-05-08T10:40:00,transaction,transactions,TX0531,legitimate transfer amount=15811,ACC0210|ACC0561
CASE012,2026-05-08T10:40:00,transaction,transactions,TX0532,legitimate transfer amount=10781,ACC0396|ACC0328
CASE012,2026-05-08T10:40:00,transaction,transactions,TX0548,legitimate transfer amount=13901,ACC0655|ACC0330
CASE012,2026-05-08T10:40:00,transaction,transactions,TX0554,legitimate transfer amount=17600,ACC0504|ACC0517
CASE012,2026-05-08T10:40:00,transaction,transactions,TX0568,legitimate transfer amount=14054,ACC0639|ACC0269
CASE012,2026-05-08T11:40:00,cdr_voice,cdr,CDR2662,voice 521s,P0257|P0621
CASE012,2026-05-08T11:40:00,cdr_voice,cdr,CDR2746,voice 506s,P0637|P0288
CASE012,2026-05-08T12:40:00,cdr_voice,cdr,CDR2678,voice 22s,P0715|P0252
CASE012,2026-05-08T15:40:00,cdr_sms,cdr,CDR2669,sms 405s,P0174|P0671
CASE012,2026-05-08T19:40:00,cdr_voice,cdr,CDR2667,voice 47s,P0637|P0561
CASE012,2026-05-08T20:40:00,cdr_voice,cdr,CDR2703,voice 196s,P0174|P0019
CASE012,2026-05-08T22:40:00,cdr_voice,cdr,CDR2671,voice 385s,P0257|P0086
CASE012,2026-05-09T16:40:00,cdr_voice,cdr,CDR2700,voice 231s,P0174|P0527
CASE012,2026-05-09T17:40:00,cdr_sms,cdr,CDR2693,sms 173s,P0715|P0171
CASE012,2026-05-09T18:40:00,cdr_voice,cdr,CDR2722,voice 114s,P0235|P0982
CASE012,2026-05-10T10:40:00,transaction,transactions,TX0552,legitimate transfer amount=632,ACC0246|ACC0742
CASE012,2026-05-10T10:40:00,location_routine,location_events,CASE012-LE0059,seen at LOC0266,P0637
CASE012,2026-05-10T11:40:00,cdr_sms,cdr,CDR2711,sms 285s,P0235|P0726
CASE012,2026-05-10T19:40:00,cdr_voice,cdr,CDR2721,voice 371s,P0174|P0083
CASE012,2026-05-10T20:40:00,cdr_sms,cdr,CDR2660,sms 175s,P0715|P0013
CASE012,2026-05-11T03:40:00,cdr_voice,cdr,CDR2731,voice 235s,P0670|P0923
CASE012,2026-05-11T04:40:00,cdr_voice,cdr,CDR2716,voice 407s,P0257|P0871
CASE012,2026-05-11T07:40:00,cdr_sms,cdr,CDR2694,sms 125s,P0096|P0195
CASE012,2026-05-11T07:40:00,cdr_sms,cdr,CDR2718,sms 377s,P0174|P0809
CASE012,2026-05-11T08:40:00,cdr_voice,cdr,CDR2735,voice 11s,P0174|P0858
CASE012,2026-05-11T10:40:00,transaction,transactions,TX0565,legitimate transfer amount=5910,ACC0201|ACC0113
CASE012,2026-05-11T10:40:00,transaction,transactions,TX0569,legitimate transfer amount=6157,ACC0216|ACC0588
CASE012,2026-05-11T10:40:00,transaction,transactions,TX0572,legitimate transfer amount=15108,ACC0785|ACC0323
CASE012,2026-05-11T13:40:00,cdr_sms,cdr,CDR2729,sms 595s,P0637|P0928
CASE012,2026-05-12T05:40:00,cdr_sms,cdr,CDR2675,sms 384s,P0174|P0411
CASE012,2026-05-12T06:40:00,cdr_sms,cdr,CDR2732,sms 410s,P0257|P0655
CASE012,2026-05-12T07:40:00,cdr_sms,cdr,CDR2710,sms 258s,P0174|P0450
CASE012,2026-05-12T10:40:00,cdr_voice,cdr,CDR2664,voice 487s,P0927|P0999
CASE012,2026-05-12T10:40:00,cdr_sms,cdr,CDR2691,sms 115s,P0715|P0415
CASE012,2026-05-12T11:40:00,cdr_sms,cdr,CDR2699,sms 418s,P0235|P0946
CASE012,2026-05-12T15:40:00,cdr_voice,cdr,CDR2747,voice 483s,P0637|P0570
CASE012,2026-05-12T18:40:00,cdr_sms,cdr,CDR2740,sms 548s,P0637|P0802
CASE012,2026-05-13T02:40:00,cdr_sms,cdr,CDR2676,sms 321s,P0235|P0647
CASE012,2026-05-13T10:40:00,transaction,transactions,TX0545,legitimate transfer amount=17022,ACC0214|ACC0394
CASE012,2026-05-13T10:40:00,transaction,transactions,TX0556,legitimate transfer amount=13095,ACC0623|ACC0578
CASE012,2026-05-13T10:40:00,transaction,transactions,TX0571,legitimate transfer amount=19177,ACC0428|ACC0549
CASE012,2026-05-14T04:40:00,meeting,timelines,CASE012-EVT006,Interaction preceding the reported incident.,P0257|P0096
CASE012,2026-05-14T05:40:00,cdr_sms,cdr,CDR2695,sms 562s,P0235|P0812
CASE012,2026-05-14T10:40:00,vehicle_movement,timelines,CASE012-EVT002,Interaction preceding the reported incident.,P0927|P0235
CASE012,2026-05-14T10:40:00,transaction,transactions,TX0529,legitimate transfer amount=799,ACC0307|ACC0146
CASE012,2026-05-14T12:40:00,cdr_sms,cdr,CDR2692,sms 255s,P0257|P0442
CASE012,2026-05-14T13:40:00,cdr_voice,cdr,CDR2659,voice 108s,P0096|P0703
CASE012,2026-05-14T14:40:00,cdr_voice,cdr,CDR2645,voice 504s,P0715|P0637
CASE012,2026-05-14T14:40:00,cdr_voice,cdr,CDR2720,voice 132s,P0257|P0626
CASE012,2026-05-14T17:40:00,meeting,timelines,CASE012-EVT007,Interaction preceding the reported incident.,P0670|P0715
CASE012,2026-05-14T17:40:00,cdr_sms,cdr,CDR2737,sms 477s,P0637|P0676
CASE012,2026-05-14T20:40:00,cdr_voice,cdr,CDR2640,voice 816s,P0927|P0235
CASE012,2026-05-14T20:40:00,cdr_sms,cdr,CDR2717,sms 52s,P0637|P0363
CASE012,2026-05-15T04:40:00,cdr_sms,cdr,CDR2705,sms 564s,P0174|P0426
CASE012,2026-05-15T08:40:00,cdr_sms,cdr,CDR2654,sms 450s,P0257|P0096
CASE012,2026-05-15T10:40:00,cdr_voice,cdr,CDR2742,voice 316s,P0235|P0779
CASE012,2026-05-15T10:40:00,transaction,transactions,TX0542,legitimate transfer amount=12538,ACC0018|ACC0427
CASE012,2026-05-15T10:40:00,transaction,transactions,TX0546,legitimate transfer amount=19218,ACC0357|ACC0336
CASE012,2026-05-15T10:40:00,transaction,transactions,TX0557,legitimate transfer amount=9982,ACC0125|ACC0633
CASE012,2026-05-15T16:40:00,cdr_voice,cdr,CDR2682,voice 119s,P0715|P0181
CASE012,2026-05-15T17:40:00,cdr_sms,cdr,CDR2653,sms 281s,P0257|P0096
CASE012,2026-05-15T19:40:00,cdr_voice,cdr,CDR2719,voice 498s,P0174|P0629
CASE012,2026-05-15T23:40:00,cdr_voice,cdr,CDR2649,voice 851s,P0637|P0257
CASE012,2026-05-16T02:40:00,vehicle_movement,timelines,CASE012-EVT005,Interaction preceding the reported incident.,P0637|P0257
CASE012,2026-05-16T03:40:00,vehicle_movement,timelines,CASE012-EVT003,Interaction preceding the reported incident.,P0235|P0670
CASE012,2026-05-16T10:40:00,cdr_sms,cdr,CDR2646,sms 891s,P0715|P0637
CASE012,2026-05-16T10:40:00,cdr_sms,cdr,CDR2733,sms 169s,P0715|P0312
CASE012,2026-05-16T10:40:00,cdr_voice,cdr,CDR2743,voice 302s,P0257|P0193
CASE012,2026-05-16T10:40:00,transaction,transactions,TX0550,legitimate transfer amount=7906,ACC0017|ACC0232
CASE012,2026-05-16T12:40:00,cdr_voice,cdr,CDR2644,voice 244s,P0235|P0670
CASE012,2026-05-16T19:40:00,cdr_voice,cdr,CDR2690,voice 22s,P0257|P0813
CASE012,2026-05-16T20:40:00,cdr_voice,cdr,CDR2679,voice 508s,P0235|P0092
CASE012,2026-05-17T06:40:00,cdr_voice,cdr,CDR2715,voice 494s,P0235|P0175
CASE012,2026-05-17T08:40:00,cdr_sms,cdr,CDR2708,sms 458s,P0637|P0895
CASE012,2026-05-17T16:40:00,cdr_voice,cdr,CDR2686,voice 403s,P0174|P0352
CASE012,2026-05-17T18:40:00,cdr_sms,cdr,CDR2734,sms 79s,P0174|P0752
CASE012,2026-05-17T21:40:00,cdr_sms,cdr,CDR2674,sms 310s,P0235|P0482
CASE012,2026-05-18T05:40:00,cdr_voice,cdr,CDR2652,voice 319s,P0257|P0096
CASE012,2026-05-18T05:40:00,cdr_voice,cdr,CDR2685,voice 584s,P0174|P0732
CASE012,2026-05-18T09:40:00,cdr_voice,cdr,CDR2697,voice 432s,P0174|P0237
CASE012,2026-05-18T10:40:00,cdr_voice,cdr,CDR2714,voice 150s,P0637|P0131
CASE012,2026-05-18T10:40:00,transaction,transactions,TX0543,legitimate transfer amount=15365,ACC0306|ACC0051
CASE012,2026-05-18T10:40:00,transaction,transactions,TX0566,legitimate transfer amount=8134,ACC0038|ACC0394
CASE012,2026-05-18T13:40:00,cdr_voice,cdr,CDR2651,voice 57s,P0257|P0096
CASE012,2026-05-18T15:40:00,cdr_voice,cdr,CDR2657,voice 669s,P0670|P0715
CASE012,2026-05-18T15:40:00,cdr_sms,cdr,CDR2723,sms 118s,P0257|P0857
CASE012,2026-05-18T21:40:00,cdr_voice,cdr,CDR2673,voice 181s,P0257|P0810
CASE012,2026-05-19T05:40:00,cdr_sms,cdr,CDR2643,sms 562s,P0235|P0670
CASE012,2026-05-19T07:40:00,cdr_voice,cdr,CDR2726,voice 560s,P0637|P0511
