event_id,case_id,timestamp,person_ids,location_id,event_type,description
CASE017-EVT038,CASE017,2026-01-08T10:16:00,P0397|P0463,LOC0110,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT039,CASE017,2026-01-03T00:16:00,P0953|P0463,LOC0170,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT040,CASE017,2026-01-10T02:16:00,P0953|P0404,LOC0135,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT041,CASE017,2026-01-03T08:16:00,P0463|P0404,LOC0239,phone_call,Interaction preceding the reported incident.
CASE017-EVT042,CASE017,2026-01-04T10:16:00,P0463|P0693,LOC0261,phone_call,Interaction preceding the reported incident.
CASE017-EVT043,CASE017,2026-01-09T11:16:00,P0404|P0693,LOC0066,meeting,Interaction preceding the reported incident.
CASE017-EVT044,CASE017,2026-01-07T12:16:00,P0404|P0748,LOC0177,meeting,Interaction preceding the reported incident.
CASE017-EVT045,CASE017,2026-01-05T16:16:00,P0693|P0748,LOC0137,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT046,CASE017,2026-01-03T23:16:00,P0693|P0728,LOC0128,meeting,Interaction preceding the reported incident.
CASE017-EVT047,CASE017,2026-01-02T22:16:00,P0748|P0728,LOC0045,meeting,Interaction preceding the reported incident.
CASE017-EVT048,CASE017,2026-01-06T18:16:00,P0748|P0029,LOC0221,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT049,CASE017,2026-01-02T07:16:00,P0728|P0029,LOC0079,phone_call,Interaction preceding the reported incident.
CASE017-EVT050,CASE017,2026-01-01T01:16:00,P0728|P0198,LOC0005,meeting,Interaction preceding the reported incident.
CASE017-EVT051,CASE017,2026-01-02T02:16:00,P0029|P0198,LOC0251,phone_call,Interaction preceding the reported incident.
CASE017-EVT052,CASE017,2026-01-07T02:16:00,P0029|P0970,LOC0219,phone_call,Interaction preceding the reported incident.
CASE017-EVT053,CASE017,2026-01-02T20:16:00,P0198|P0970,LOC0005,phone_call,Interaction preceding the reported incident.
CASE017-EVT054,CASE017,2026-01-06T14:16:00,P0198|P0026,LOC0242,phone_call,Interaction preceding the reported incident.
CASE017-EVT055,CASE017,2026-01-05T02:16:00,P0970|P0026,LOC0284,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT056,CASE017,2026-01-02T22:16:00,P0970|P0356,LOC0013,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT057,CASE017,2026-01-05T01:16:00,P0026|P0356,LOC0220,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT058,CASE017,2025-12-31T20:16:00,P0026|P0009,LOC0140,meeting,Interaction preceding the reported incident.
CASE017-EVT059,CASE017,2026-01-05T10:16:00,P0356|P0009,LOC0190,meeting,Interaction preceding the reported incident.
CASE017-EVT060,CASE017,2026-01-05T21:16:00,P0356|P0775,LOC0017,meeting,Interaction preceding the reported incident.
CASE017-EVT061,CASE017,2026-01-10T02:16:00,P0009|P0775,LOC0224,phone_call,Interaction preceding the reported incident.
CASE017-EVT062,CASE017,2026-01-06T08:16:00,P0009|P0520,LOC0037,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT063,CASE017,2026-01-04T07:16:00,P0775|P0520,LOC0048,phone_call,Interaction preceding the reported incident.
CASE017-EVT064,CASE017,2026-01-02T19:16:00,P0775|P0043,LOC0130,meeting,Interaction preceding the reported incident.
CASE017-EVT065,CASE017,2026-01-02T20:16:00,P0520|P0043,LOC0200,meeting,Interaction preceding the reported incident.
CASE017-EVT066,CASE017,2026-01-02T18:16:00,P0520|P0785,LOC0130,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT067,CASE017,2026-01-07T10:16:00,P0043|P0785,LOC0009,meeting,Interaction preceding the reported incident.
CASE017-EVT068,CASE017,2026-01-09T09:16:00,P0043|P0456,LOC0158,meeting,Interaction preceding the reported incident.
CASE017-EVT069,CASE017,2026-01-08T12:16:00,P0785|P0456,LOC0127,meeting,Interaction preceding the reported incident.
CASE017-EVT070,CASE017,2026-01-07T07:16:00,P0785|P0806,LOC0010,meeting,Interaction preceding the reported incident.
CASE017-EVT071,CASE017,2026-01-01T09:16:00,P0456|P0806,LOC0038,phone_call,Interaction preceding the reported incident.
CASE017-EVT072,CASE017,2026-01-06T13:16:00,P0456|P0249,LOC0069,phone_call,Interaction preceding the reported incident.
CASE017-EVT073,CASE017,2026-01-06T19:16:00,P0806|P0249,LOC0178,meeting,Interaction preceding the reported incident.
CASE017-EVT074,CASE017,2026-01-08T23:16:00,P0806|P0287,LOC0086,meeting,Interaction preceding the reported incident.
CASE017-EVT075,CASE017,2026-01-08T06:16:00,P0249|P0287,LOC0192,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT076,CASE017,2026-01-07T09:16:00,P0249|P0550,LOC0272,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT077,CASE017,2026-01-05T07:16:00,P0287|P0550,LOC0107,meeting,Interaction preceding the reported incident.
CASE017-EVT078,CASE017,2026-01-08T08:16:00,P0287|P0178,LOC0226,meeting,Interaction preceding the reported incident.
CASE017-EVT079,CASE017,2026-01-05T02:16:00,P0550|P0178,LOC0138,phone_call,Interaction preceding the reported incident.
CASE017-EVT080,CASE017,2026-01-01T06:16:00,P0550|P0814,LOC0239,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT081,CASE017,2026-01-08T06:16:00,P0178|P0814,LOC0196,vehicle_movement,Interaction preceding the reported incident.
CASE017-EVT082,CASE017,2026-01-03T00:16:00,P0178|P0511,LOC0286,meeting,Interaction preceding the reported incident.
CASE017-EVT083,CASE017,2026-01-04T10:16:00,P0814|P0511,LOC0201,phone_call,Interaction preceding the reported incident.
CASE017-EVT084,CASE017,2026-01-08T14:16:00,P0814|P0307,LOC0091,meeting,Interaction preceding the reported incident.
CASE017-EVT085,CASE017,2026-01-09T20:16:00,P0511|P0307,LOC0076,meeting,Interaction preceding the reported incident.
CASE017-EVT086,CASE017,2026-01-11T02:16:00,P0186,LOC0066,incident,Reported document forgery incident.
CASE018-EVT001,CASE018,2025-07-21T02:18:00,P0772|P0613,LOC0282,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT002,CASE018,2025-07-21T22:18:00,P0772|P0970,LOC0267,meeting,Interaction preceding the reported incident.
CASE018-EVT003,CASE018,2025-07-22T08:18:00,P0772|P0664,LOC0277,meeting,Interaction preceding the reported incident.
CASE018-EVT004,CASE018,2025-07-18T23:18:00,P0772|P0103,LOC0128,phone_call,Interaction preceding the reported incident.
CASE018-EVT005,CASE018,2025-07-17T04:18:00,P0772|P0021,LOC0148,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT006,CASE018,2025-07-17T16:18:00,P0772|P0273,LOC0032,meeting,Interaction preceding the reported incident.
CASE018-EVT007,CASE018,2025-07-26T05:18:00,P0772|P0810,LOC0051,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT008,CASE018,2025-07-19T17:18:00,P0772|P0728,LOC0114,phone_call,Interaction preceding the reported incident.
CASE018-EVT009,CASE018,2025-07-22T15:18:00,P0772|P0893,LOC0089,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT010,CASE018,2025-07-17T11:18:00,P0772|P0930,LOC0096,phone_call,Interaction preceding the reported incident.
CASE018-EVT011,CASE018,2025-07-21T10:18:00,P0772|P0148,LOC0140,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT012,CASE018,2025-07-20T23:18:00,P0772|P0663,LOC0030,meeting,Interaction preceding the reported incident.
CASE018-EVT013,CASE018,2025-07-26T01:18:00,P0772|P0732,LOC0257,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT014,CASE018,2025-07-26T11:18:00,P0772|P0355,LOC0251,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT015,CASE018,2025-07-19T07:18:00,P0772|P0552,LOC0074,meeting,Interaction preceding the reported incident.
CASE018-EVT016,CASE018,2025-07-22T12:18:00,P0772|P0239,LOC0002,phone_call,Interaction preceding the reported incident.
CASE018-EVT017,CASE018,2025-07-19T08:18:00,P0772|P0277,LOC0059,phone_call,Interaction preceding the reported incident.
CASE018-EVT018,CASE018,2025-07-20T07:18:00,P0772|P0589,LOC0034,phone_call,Interaction preceding the reported incident.
CASE018-EVT019,CASE018,2025-07-17T10:18:00,P0772|P0448,LOC0097,phone_call,Interaction preceding the reported incident.
CASE018-EVT020,CASE018,2025-07-25T09:18:00,P0772|P0585,LOC0009,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT021,CASE018,2025-07-18T16:18:00,P0772|P0120,LOC0158,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT022,CASE018,2025-07-19T21:18:00,P0772|P0745,LOC0054,meeting,Interaction preceding the reported incident.
CASE018-EVT023,CASE018,2025-07-25T10:18:00,P0772|P0326,LOC0124,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT024,CASE018,2025-07-24T01:18:00,P0772|P0778,LOC0075,phone_call,Interaction preceding the reported incident.
CASE018-EVT025,CASE018,2025-07-19T08:18:00,P0772|P0535,LOC0241,meeting,Interaction preceding the reported incident.
CASE018-EVT026,CASE018,2025-07-25T22:18:00,P0772|P0757,LOC0232,meeting,Interaction preceding the reported incident.
CASE018-EVT027,CASE018,2025-07-25T10:18:00,P0772|P0921,LOC0099,meeting,Interaction preceding the reported incident.
CASE018-EVT028,CASE018,2025-07-19T04:18:00,P0772|P0924,LOC0089,meeting,Interaction preceding the reported incident.
CASE018-EVT029,CASE018,2025-07-18T03:18:00,P0772|P0036,LOC0181,meeting,Interaction preceding the reported incident.
CASE018-EVT030,CASE018,2025-07-24T22:18:00,P0772|P0248,LOC0270,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT031,CASE018,2025-07-17T10:18:00,P0772|P0786,LOC0238,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT032,CASE018,2025-07-22T07:18:00,P0772|P0789,LOC0297,meeting,Interaction preceding the reported incident.
CASE018-EVT033,CASE018,2025-07-24T00:18:00,P0772|P0918,LOC0031,phone_call,Interaction preceding the reported incident.
CASE018-EVT034,CASE018,2025-07-16T22:18:00,P0772|P0219,LOC0272,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT035,CASE018,2025-07-24T13:18:00,P0772|P0673,LOC0038,phone_call,Interaction preceding the reported incident.
CASE018-EVT036,CASE018,2025-07-19T12:18:00,P0772|P0680,LOC0131,meeting,Interaction preceding the reported incident.
CASE018-EVT037,CASE018,2025-07-18T14:18:00,P0772|P0393,LOC0230,phone_call,Interaction preceding the reported incident.
CASE018-EVT038,CASE018,2025-07-17T06:18:00,P0772|P0012,LOC0025,meeting,Interaction preceding the reported incident.
CASE018-EVT039,CASE018,2025-07-25T05:18:00,P0772|P0991,LOC0162,phone_call,Interaction preceding the reported incident.
CASE018-EVT040,CASE018,2025-07-23T07:18:00,P0772|P0776,LOC0163,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT041,CASE018,2025-07-17T13:18:00,P0772|P0665,LOC0170,meeting,Interaction preceding the reported incident.
CASE018-EVT042,CASE018,2025-07-25T15:18:00,P0772|P0931,LOC0013,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT043,CASE018,2025-07-25T15:18:00,P0772|P0246,LOC0090,phone_call,Interaction preceding the reported incident.
CASE018-EVT044,CASE018,2025-07-17T10:18:00,P0772|P0986,LOC0001,meeting,Interaction preceding the reported incident.
CASE018-EVT045,CASE018,2025-07-21T14:18:00,P0772|P0005,LOC0220,phone_call,Interaction preceding the reported incident.
CASE018-EVT046,CASE018,2025-07-23T11:18:00,P0772|P0531,LOC0039,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT047,CASE018,2025-07-23T01:18:00,P0772|P0466,LOC0154,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT048,CASE018,2025-07-26T03:18:00,P0772|P0584,LOC0071,meeting,Interaction preceding the reported incident.
CASE018-EVT049,CASE018,2025-07-17T13:18:00,P0772|P0163,LOC0235,vehicle_movement,Interaction preceding the reported incident.
CASE018-EVT050,CASE018,2025-07-26T07:18:00,P0772|P0746,LOC0207,phone_call,Interaction preceding the reported incident.
CASE018-EVT051,CASE018,2025-07-24T17:18:00,P0772|P0168,LOC0033,phone_call,Interaction preceding the reported incident.
CASE018-EVT052,CASE018,2025-07-25T07:18:00,P0772|P0854,LOC0217,phone_call,Interaction preceding the reported incident.
CASE018-EVT053,CASE018,2025-07-21T09:18:00,P0772|P0596,LOC0193,meeting,Interaction preceding the reported incident.
CASE018-EVT054,CASE018,2025-07-27T17:18:00,P0772,LOC0261,incident,Reported missing-person investigation incident.
CASE019-EVT001,CASE019,2025-07-22T09:19:00,P0888|P0333,LOC0029,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT002,CASE019,2025-07-23T07:19:00,P0333|P0406,LOC0040,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT003,CASE019,2025-07-23T05:19:00,P0406|P0538,LOC0124,phone_call,Interaction preceding the reported incident.
CASE019-EVT004,CASE019,2025-07-19T03:19:00,P0538|P0283,LOC0090,phone_call,Interaction preceding the reported incident.
CASE019-EVT005,CASE019,2025-07-27T01:19:00,P0283|P0215,LOC0069,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT006,CASE019,2025-07-27T08:19:00,P0215|P0498,LOC0189,meeting,Interaction preceding the reported incident.
CASE019-EVT007,CASE019,2025-07-18T17:19:00,P0498|P0354,LOC0080,meeting,Interaction preceding the reported incident.
CASE019-EVT008,CASE019,2025-07-20T23:19:00,P0354|P0772,LOC0243,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT009,CASE019,2025-07-22T20:19:00,P0772|P0222,LOC0224,meeting,Interaction preceding the reported incident.
CASE019-EVT010,CASE019,2025-07-19T23:19:00,P0222|P0547,LOC0278,phone_call,Interaction preceding the reported incident.
CASE019-EVT011,CASE019,2025-07-26T23:19:00,P0547|P0257,LOC0069,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT012,CASE019,2025-07-23T09:19:00,P0257|P0816,LOC0129,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT013,CASE019,2025-07-18T10:19:00,P0816|P0723,LOC0232,meeting,Interaction preceding the reported incident.
CASE019-EVT014,CASE019,2025-07-19T11:19:00,P0723|P0242,LOC0044,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT015,CASE019,2025-07-20T21:19:00,P0242|P0722,LOC0088,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT016,CASE019,2025-07-27T03:19:00,P0722|P0431,LOC0019,meeting,Interaction preceding the reported incident.
CASE019-EVT017,CASE019,2025-07-20T05:19:00,P0431|P0635,LOC0178,meeting,Interaction preceding the reported incident.
CASE019-EVT018,CASE019,2025-07-20T17:19:00,P0635|P0458,LOC0191,phone_call,Interaction preceding the reported incident.
CASE019-EVT019,CASE019,2025-07-25T05:19:00,P0458|P0929,LOC0077,meeting,Interaction preceding the reported incident.
CASE019-EVT020,CASE019,2025-07-26T02:19:00,P0929|P0404,LOC0241,meeting,Interaction preceding the reported incident.
CASE019-EVT021,CASE019,2025-07-24T20:19:00,P0404|P0052,LOC0137,meeting,Interaction preceding the reported incident.
CASE019-EVT022,CASE019,2025-07-20T06:19:00,P0052|P0228,LOC0083,phone_call,Interaction preceding the reported incident.
CASE019-EVT023,CASE019,2025-07-24T20:19:00,P0228|P0050,LOC0174,phone_call,Interaction preceding the reported incident.
CASE019-EVT024,CASE019,2025-07-20T03:19:00,P0050|P0587,LOC0053,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT025,CASE019,2025-07-21T00:19:00,P0587|P0613,LOC0126,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT026,CASE019,2025-07-26T20:19:00,P0613|P0270,LOC0266,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT027,CASE019,2025-07-23T19:19:00,P0270|P0582,LOC0256,phone_call,Interaction preceding the reported incident.
CASE019-EVT028,CASE019,2025-07-18T23:19:00,P0582|P0710,LOC0272,meeting,Interaction preceding the reported incident.
CASE019-EVT029,CASE019,2025-07-27T03:19:00,P0710|P0703,LOC0097,phone_call,Interaction preceding the reported incident.
CASE019-EVT030,CASE019,2025-07-18T17:19:00,P0703|P0998,LOC0052,phone_call,Interaction preceding the reported incident.
CASE019-EVT031,CASE019,2025-07-26T06:19:00,P0998|P0313,LOC0240,meeting,Interaction preceding the reported incident.
CASE019-EVT032,CASE019,2025-07-25T10:19:00,P0313|P0759,LOC0213,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT033,CASE019,2025-07-20T03:19:00,P0759|P0741,LOC0206,phone_call,Interaction preceding the reported incident.
CASE019-EVT034,CASE019,2025-07-22T01:19:00,P0741|P0933,LOC0091,phone_call,Interaction preceding the reported incident.
CASE019-EVT035,CASE019,2025-07-18T01:19:00,P0933|P0762,LOC0283,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT036,CASE019,2025-07-19T07:19:00,P0762|P0528,LOC0199,meeting,Interaction preceding the reported incident.
CASE019-EVT037,CASE019,2025-07-26T09:19:00,P0528|P0734,LOC0068,phone_call,Interaction preceding the reported incident.
CASE019-EVT038,CASE019,2025-07-17T19:19:00,P0734|P0777,LOC0014,phone_call,Interaction preceding the reported incident.
CASE019-EVT039,CASE019,2025-07-26T02:19:00,P0777|P0912,LOC0184,meeting,Interaction preceding the reported incident.
CASE019-EVT040,CASE019,2025-07-24T01:19:00,P0912|P0295,LOC0112,phone_call,Interaction preceding the reported incident.
CASE019-EVT041,CASE019,2025-07-24T23:19:00,P0295|P0438,LOC0122,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT042,CASE019,2025-07-21T01:19:00,P0438|P0894,LOC0141,phone_call,Interaction preceding the reported incident.
CASE019-EVT043,CASE019,2025-07-27T01:19:00,P0894|P0850,LOC0255,meeting,Interaction preceding the reported incident.
CASE019-EVT044,CASE019,2025-07-19T20:19:00,P0850|P0990,LOC0108,meeting,Interaction preceding the reported incident.
CASE019-EVT045,CASE019,2025-07-19T04:19:00,P0990|P0687,LOC0186,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT046,CASE019,2025-07-26T02:19:00,P0687|P0755,LOC0018,phone_call,Interaction preceding the reported incident.
CASE019-EVT047,CASE019,2025-07-20T08:19:00,P0755|P0733,LOC0187,meeting,Interaction preceding the reported incident.
CASE019-EVT048,CASE019,2025-07-20T07:19:00,P0733|P0107,LOC0081,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT049,CASE019,2025-07-20T02:19:00,P0107|P0823,LOC0245,phone_call,Interaction preceding the reported incident.
CASE019-EVT050,CASE019,2025-07-18T20:19:00,P0823|P0532,LOC0117,meeting,Interaction preceding the reported incident.
CASE019-EVT051,CASE019,2025-07-26T00:19:00,P0532|P0463,LOC0100,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT052,CASE019,2025-07-21T17:19:00,P0463|P0343,LOC0109,meeting,Interaction preceding the reported incident.
CASE019-EVT053,CASE019,2025-07-21T07:19:00,P0343|P0291,LOC0100,phone_call,Interaction preceding the reported incident.
CASE019-EVT054,CASE019,2025-07-22T07:19:00,P0291|P0062,LOC0146,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT055,CASE019,2025-07-23T01:19:00,P0062|P0649,LOC0042,phone_call,Interaction preceding the reported incident.
CASE019-EVT056,CASE019,2025-07-18T03:19:00,P0649|P0407,LOC0080,vehicle_movement,Interaction preceding the reported incident.
CASE019-EVT057,CASE019,2025-07-20T17:19:00,P0407|P0625,LOC0198,meeting,Interaction preceding the reported incident.
CASE019-EVT058,CASE019,2025-07-28T12:19:00,P0888,LOC0170,incident,Reported procurement fraud incident.
CASE020-EVT001,CASE020,2025-12-04T20:54:00,P0985|P0820,LOC0060,meeting,Interaction preceding the reported incident.
CASE020-EVT002,CASE020,2025-12-02T02:54:00,P0820|P0850,LOC0155,meeting,Interaction preceding the reported incident.
CASE020-EVT003,CASE020,2025-12-07T09:54:00,P0850|P0541,LOC0119,meeting,Interaction preceding the reported incident.
CASE020-EVT004,CASE020,2025-12-07T13:54:00,P0541|P0435,LOC0074,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT005,CASE020,2025-12-06T01:54:00,P0435|P0023,LOC0199,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT006,CASE020,2025-12-07T00:54:00,P0023|P0565,LOC0124,phone_call,Interaction preceding the reported incident.
CASE020-EVT007,CASE020,2025-12-07T22:54:00,P0565|P0911,LOC0168,meeting,Interaction preceding the reported incident.
CASE020-EVT008,CASE020,2025-12-03T23:54:00,P0911|P0714,LOC0283,phone_call,Interaction preceding the reported incident.
CASE020-EVT009,CASE020,2025-12-08T07:54:00,P0714|P0693,LOC0102,phone_call,Interaction preceding the reported incident.
CASE020-EVT010,CASE020,2025-12-01T22:54:00,P0693|P0951,LOC0058,phone_call,Interaction preceding the reported incident.
CASE020-EVT011,CASE020,2025-12-05T13:54:00,P0951|P0273,LOC0122,phone_call,Interaction preceding the reported incident.
CASE020-EVT012,CASE020,2025-12-09T05:54:00,P0273|P0065,LOC0016,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT013,CASE020,2025-12-10T05:54:00,P0065|P0132,LOC0032,phone_call,Interaction preceding the reported incident.
CASE020-EVT014,CASE020,2025-12-09T15:54:00,P0132|P0443,LOC0195,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT015,CASE020,2025-12-02T02:54:00,P0443|P0494,LOC0298,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT016,CASE020,2025-12-03T12:54:00,P0494|P0214,LOC0262,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT017,CASE020,2025-12-10T23:54:00,P0214|P0239,LOC0221,phone_call,Interaction preceding the reported incident.
CASE020-EVT018,CASE020,2025-12-10T20:54:00,P0239|P1000,LOC0238,meeting,Interaction preceding the reported incident.
CASE020-EVT019,CASE020,2025-12-05T02:54:00,P1000|P0041,LOC0076,meeting,Interaction preceding the reported incident.
CASE020-EVT020,CASE020,2025-12-04T03:54:00,P0041|P0669,LOC0105,meeting,Interaction preceding the reported incident.
CASE020-EVT021,CASE020,2025-12-01T23:54:00,P0669|P0206,LOC0191,phone_call,Interaction preceding the reported incident.
CASE020-EVT022,CASE020,2025-12-03T06:54:00,P0206|P0010,LOC0013,phone_call,Interaction preceding the reported incident.
CASE020-EVT023,CASE020,2025-12-09T12:54:00,P0010|P0817,LOC0086,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT024,CASE020,2025-12-06T04:54:00,P0817|P0345,LOC0022,phone_call,Interaction preceding the reported incident.
CASE020-EVT025,CASE020,2025-12-05T03:54:00,P0345|P0964,LOC0173,phone_call,Interaction preceding the reported incident.
CASE020-EVT026,CASE020,2025-12-04T20:54:00,P0964|P0048,LOC0155,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT027,CASE020,2025-12-08T07:54:00,P0048|P0763,LOC0296,meeting,Interaction preceding the reported incident.
CASE020-EVT028,CASE020,2025-12-02T03:54:00,P0763|P0203,LOC0206,meeting,Interaction preceding the reported incident.
CASE020-EVT029,CASE020,2025-12-05T23:54:00,P0203|P0572,LOC0086,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT030,CASE020,2025-12-02T05:54:00,P0572|P0397,LOC0173,meeting,Interaction preceding the reported incident.
CASE020-EVT031,CASE020,2025-12-08T08:54:00,P0397|P0789,LOC0292,meeting,Interaction preceding the reported incident.
CASE020-EVT032,CASE020,2025-12-07T20:54:00,P0789|P0950,LOC0152,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT033,CASE020,2025-12-03T05:54:00,P0950|P0606,LOC0047,meeting,Interaction preceding the reported incident.
CASE020-EVT034,CASE020,2025-12-11T01:54:00,P0606|P0296,LOC0150,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT035,CASE020,2025-12-07T11:54:00,P0296|P0487,LOC0141,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT036,CASE020,2025-12-05T09:54:00,P0487|P0411,LOC0003,meeting,Interaction preceding the reported incident.
CASE020-EVT037,CASE020,2025-12-09T02:54:00,P0949|P0767,LOC0051,meeting,Interaction preceding the reported incident.
CASE020-EVT038,CASE020,2025-12-02T20:54:00,P0767|P0742,LOC0002,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT039,CASE020,2025-12-03T04:54:00,P0742|P0975,LOC0157,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT040,CASE020,2025-12-10T21:54:00,P0975|P0007,LOC0182,phone_call,Interaction preceding the reported incident.
CASE020-EVT041,CASE020,2025-12-05T12:54:00,P0007|P0502,LOC0257,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT042,CASE020,2025-12-05T04:54:00,P0502|P0191,LOC0174,phone_call,Interaction preceding the reported incident.
CASE020-EVT043,CASE020,2025-12-09T21:54:00,P0191|P0621,LOC0079,phone_call,Interaction preceding the reported incident.
CASE020-EVT044,CASE020,2025-12-07T19:54:00,P0621|P0930,LOC0029,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT045,CASE020,2025-12-08T15:54:00,P0930|P0125,LOC0030,phone_call,Interaction preceding the reported incident.
CASE020-EVT046,CASE020,2025-12-06T22:54:00,P0125|P0927,LOC0124,phone_call,Interaction preceding the reported incident.
CASE020-EVT047,CASE020,2025-12-04T22:54:00,P0927|P0707,LOC0137,meeting,Interaction preceding the reported incident.
CASE020-EVT048,CASE020,2025-12-05T12:54:00,P0707|P0127,LOC0189,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT049,CASE020,2025-12-03T00:54:00,P0127|P0670,LOC0024,phone_call,Interaction preceding the reported incident.
CASE020-EVT050,CASE020,2025-12-04T08:54:00,P0670|P0842,LOC0086,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT051,CASE020,2025-12-01T20:54:00,P0842|P0561,LOC0113,meeting,Interaction preceding the reported incident.
CASE020-EVT052,CASE020,2025-12-04T07:54:00,P0561|P0195,LOC0172,phone_call,Interaction preceding the reported incident.
CASE020-EVT053,CASE020,2025-12-11T11:54:00,P0195|P0651,LOC0151,phone_call,Interaction preceding the reported incident.
CASE020-EVT054,CASE020,2025-12-01T20:54:00,P0651|P0674,LOC0210,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT055,CASE020,2025-12-07T05:54:00,P0674|P0066,LOC0213,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT056,CASE020,2025-12-06T19:54:00,P0066|P0302,LOC0069,meeting,Interaction preceding the reported incident.
CASE020-EVT057,CASE020,2025-12-10T06:54:00,P0302|P0255,LOC0007,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT058,CASE020,2025-12-07T10:54:00,P0255|P0076,LOC0053,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT059,CASE020,2025-12-03T21:54:00,P0076|P0406,LOC0099,phone_call,Interaction preceding the reported incident.
CASE020-EVT060,CASE020,2025-12-08T13:54:00,P0406|P0543,LOC0236,meeting,Interaction preceding the reported incident.
CASE020-EVT061,CASE020,2025-12-11T12:54:00,P0543|P0107,LOC0214,meeting,Interaction preceding the reported incident.
CASE020-EVT062,CASE020,2025-12-07T23:54:00,P0107|P0448,LOC0121,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT063,CASE020,2025-12-10T12:54:00,P0448|P0708,LOC0122,vehicle_movement,Interaction preceding the reported incident.
CASE020-EVT064,CASE020,2025-12-07T08:54:00,P0708|P0802,LOC0136,phone_call,Interaction preceding the reported incident.
CASE020-EVT065,CASE020,2025-12-08T15:54:00,P0802|P0177,LOC0212,phone_call,Interaction preceding the reported incident.
CASE020-EVT066,CASE020,2025-12-03T05:54:00,P0177|P0826,LOC0037,meeting,Interaction preceding the reported incident.
