case_id,source,target,type
CASE016,P0486,P0384,TRUE_NETWORK_EDGE
CASE016,P0486,P0002,TRUE_NETWORK_EDGE
CASE016,P0486,P0906,TRUE_NETWORK_EDGE
CASE016,P0486,P0534,TRUE_NETWORK_EDGE
CASE016,P0486,P0730,TRUE_NETWORK_EDGE
CASE016,P0486,P0489,TRUE_NETWORK_EDGE
CASE016,P0486,P0889,TRUE_NETWORK_EDGE
CASE016,P0486,P0447,TRUE_NETWORK_EDGE
CASE016,P0486,P0956,TRUE_NETWORK_EDGE
CASE016,P0486,P0210,TRUE_NETWORK_EDGE
CASE016,P0486,P0829,TRUE_NETWORK_EDGE
CASE016,P0486,P0076,TRUE_NETWORK_EDGE
CASE016,P0486,P0732,TRUE_NETWORK_EDGE
CASE016,P0486,P0032,TRUE_NETWORK_EDGE
CASE017,P0186,P0723,TRUE_NETWORK_EDGE
CASE017,P0186,P0695,TRUE_NETWORK_EDGE
CASE017,P0723,P0695,TRUE_NETWORK_EDGE
CASE017,P0723,P0727,TRUE_NETWORK_EDGE
CASE017,P0695,P0727,TRUE_NETWORK_EDGE
CASE017,P0695,P0139,TRUE_NETWORK_EDGE
CASE017,P0727,P0139,TRUE_NETWORK_EDGE
CASE017,P0727,P0862,TRUE_NETWORK_EDGE
CASE017,P0139,P0862,TRUE_NETWORK_EDGE
CASE017,P0139,P0318,TRUE_NETWORK_EDGE
CASE017,P0862,P0318,TRUE_NETWORK_EDGE
CASE017,P0862,P0870,TRUE_NETWORK_EDGE
CASE017,P0318,P0870,TRUE_NETWORK_EDGE
CASE017,P0318,P0219,TRUE_NETWORK_EDGE
CASE017,P0870,P0219,TRUE_NETWORK_EDGE
CASE017,P0870,P0624,TRUE_NETWORK_EDGE
CASE017,P0219,P0624,TRUE_NETWORK_EDGE
CASE017,P0219,P0313,TRUE_NETWORK_EDGE
CASE017,P0624,P0313,TRUE_NETWORK_EDGE
CASE017,P0624,P0730,TRUE_NETWORK_EDGE
CASE017,P0313,P0730,TRUE_NETWORK_EDGE
CASE017,P0313,P0579,TRUE_NETWORK_EDGE
CASE017,P0730,P0579,TRUE_NETWORK_EDGE
CASE017,P0730,P1000,TRUE_NETWORK_EDGE
CASE017,P0579,P1000,TRUE_NETWORK_EDGE
CASE017,P0579,P0600,TRUE_NETWORK_EDGE
CASE017,P1000,P0600,TRUE_NETWORK_EDGE
CASE017,P1000,P0450,TRUE_NETWORK_EDGE
CASE017,P0600,P0450,TRUE_NETWORK_EDGE
CASE017,P0600,P0196,TRUE_NETWORK_EDGE
CASE017,P0450,P0196,TRUE_NETWORK_EDGE
CASE017,P0450,P0359,TRUE_NETWORK_EDGE
CASE017,P0196,P0359,TRUE_NETWORK_EDGE
CASE017,P0196,P0397,TRUE_NETWORK_EDGE
CASE017,P0359,P0397,TRUE_NETWORK_EDGE
CASE017,P0359,P0953,TRUE_NETWORK_EDGE
CASE017,P0397,P0953,TRUE_NETWORK_EDGE
CASE017,P0397,P0463,TRUE_NETWORK_EDGE
CASE017,P0953,P0463,TRUE_NETWORK_EDGE
CASE017,P0953,P0404,TRUE_NETWORK_EDGE
CASE017,P0463,P0404,TRUE_NETWORK_EDGE
CASE017,P0463,P0693,TRUE_NETWORK_EDGE
CASE017,P0404,P0693,TRUE_NETWORK_EDGE
CASE017,P0404,P0748,TRUE_NETWORK_EDGE
CASE017,P0693,P0748,TRUE_NETWORK_EDGE
CASE017,P0693,P0728,TRUE_NETWORK_EDGE
CASE017,P0748,P0728,TRUE_NETWORK_EDGE
CASE017,P0748,P0029,TRUE_NETWORK_EDGE
CASE017,P0728,P0029,TRUE_NETWORK_EDGE
CASE017,P0728,P0198,TRUE_NETWORK_EDGE
CASE017,P0029,P0198,TRUE_NETWORK_EDGE
CASE017,P0029,P0970,TRUE_NETWORK_EDGE
CASE017,P0198,P0970,TRUE_NETWORK_EDGE
CASE017,P0198,P0026,TRUE_NETWORK_EDGE
CASE017,P0970,P0026,TRUE_NETWORK_EDGE
CASE017,P0970,P0356,TRUE_NETWORK_EDGE
CASE017,P0026,P0356,TRUE_NETWORK_EDGE
CASE017,P0026,P0009,TRUE_NETWORK_EDGE
CASE017,P0356,P0009,TRUE_NETWORK_EDGE
CASE017,P0356,P0775,TRUE_NETWORK_EDGE
CASE017,P0009,P0775,TRUE_NETWORK_EDGE
CASE017,P0009,P0520,TRUE_NETWORK_EDGE
CASE017,P0775,P0520,TRUE_NETWORK_EDGE
CASE017,P0775,P0043,TRUE_NETWORK_EDGE
CASE017,P0520,P0043,TRUE_NETWORK_EDGE
CASE017,P0520,P0785,TRUE_NETWORK_EDGE
CASE017,P0043,P0785,TRUE_NETWORK_EDGE
CASE017,P0043,P0456,TRUE_NETWORK_EDGE
CASE017,P0785,P0456,TRUE_NETWORK_EDGE
CASE017,P0785,P0806,TRUE_NETWORK_EDGE
CASE017,P0456,P0806,TRUE_NETWORK_EDGE
CASE017,P0456,P0249,TRUE_NETWORK_EDGE
CASE017,P0806,P0249,TRUE_NETWORK_EDGE
CASE017,P0806,P0287,TRUE_NETWORK_EDGE
CASE017,P0249,P0287,TRUE_NETWORK_EDGE
CASE017,P0249,P0550,TRUE_NETWORK_EDGE
CASE017,P0287,P0550,TRUE_NETWORK_EDGE
CASE017,P0287,P0178,TRUE_NETWORK_EDGE
CASE017,P0550,P0178,TRUE_NETWORK_EDGE
CASE017,P0550,P0814,TRUE_NETWORK_EDGE
CASE017,P0178,P0814,TRUE_NETWORK_EDGE
CASE017,P0178,P0511,TRUE_NETWORK_EDGE
CASE017,P0814,P0511,TRUE_NETWORK_EDGE
CASE017,P0814,P0307,TRUE_NETWORK_EDGE
CASE017,P0511,P0307,TRUE_NETWORK_EDGE
CASE018,P0772,P0613,TRUE_NETWORK_EDGE
CASE018,P0772,P0970,TRUE_NETWORK_EDGE
CASE018,P0772,P0664,TRUE_NETWORK_EDGE
CASE018,P0772,P0103,TRUE_NETWORK_EDGE
CASE018,P0772,P0021,TRUE_NETWORK_EDGE
CASE018,P0772,P0273,TRUE_NETWORK_EDGE
CASE018,P0772,P0810,TRUE_NETWORK_EDGE
CASE018,P0772,P0728,TRUE_NETWORK_EDGE
CASE018,P0772,P0893,TRUE_NETWORK_EDGE
CASE018,P0772,P0930,TRUE_NETWORK_EDGE
CASE018,P0772,P0148,TRUE_NETWORK_EDGE
CASE018,P0772,P0663,TRUE_NETWORK_EDGE
CASE018,P0772,P0732,TRUE_NETWORK_EDGE
CASE018,P0772,P0355,TRUE_NETWORK_EDGE
CASE018,P0772,P0552,TRUE_NETWORK_EDGE
CASE018,P0772,P0239,TRUE_NETWORK_EDGE
CASE018,P0772,P0277,TRUE_NETWORK_EDGE
CASE018,P0772,P0589,TRUE_NETWORK_EDGE
CASE018,P0772,P0448,TRUE_NETWORK_EDGE
CASE018,P0772,P0585,TRUE_NETWORK_EDGE
CASE018,P0772,P0120,TRUE_NETWORK_EDGE
CASE018,P0772,P0745,TRUE_NETWORK_EDGE
CASE018,P0772,P0326,TRUE_NETWORK_EDGE
CASE018,P0772,P0778,TRUE_NETWORK_EDGE
CASE018,P0772,P0535,TRUE_NETWORK_EDGE
CASE018,P0772,P0757,TRUE_NETWORK_EDGE
CASE018,P0772,P0921,TRUE_NETWORK_EDGE
CASE018,P0772,P0924,TRUE_NETWORK_EDGE
CASE018,P0772,P0036,TRUE_NETWORK_EDGE
CASE018,P0772,P0248,TRUE_NETWORK_EDGE
CASE018,P0772,P0786,TRUE_NETWORK_EDGE
CASE018,P0772,P0789,TRUE_NETWORK_EDGE
CASE018,P0772,P0918,TRUE_NETWORK_EDGE
CASE018,P0772,P0219,TRUE_NETWORK_EDGE
CASE018,P0772,P0673,TRUE_NETWORK_EDGE
CASE018,P0772,P0680,TRUE_NETWORK_EDGE
CASE018,P0772,P0393,TRUE_NETWORK_EDGE
CASE018,P0772,P0012,TRUE_NETWORK_EDGE
CASE018,P0772,P0991,TRUE_NETWORK_EDGE
CASE018,P0772,P0776,TRUE_NETWORK_EDGE
CASE018,P0772,P0665,TRUE_NETWORK_EDGE
CASE018,P0772,P0931,TRUE_NETWORK_EDGE
CASE018,P0772,P0246,TRUE_NETWORK_EDGE
CASE018,P0772,P0986,TRUE_NETWORK_EDGE
CASE018,P0772,P0005,TRUE_NETWORK_EDGE
CASE018,P0772,P0531,TRUE_NETWORK_EDGE
CASE018,P0772,P0466,TRUE_NETWORK_EDGE
CASE018,P0772,P0584,TRUE_NETWORK_EDGE
CASE018,P0772,P0163,TRUE_NETWORK_EDGE
CASE018,P0772,P0746,TRUE_NETWORK_EDGE
CASE018,P0772,P0168,TRUE_NETWORK_EDGE
CASE018,P0772,P0854,TRUE_NETWORK_EDGE
CASE018,P0772,P0596,TRUE_NETWORK_EDGE
CASE019,P0888,P0333,TRUE_NETWORK_EDGE
CASE019,P0333,P0406,TRUE_NETWORK_EDGE
CASE019,P0406,P0538,TRUE_NETWORK_EDGE
CASE019,P0538,P0283,TRUE_NETWORK_EDGE
CASE019,P0283,P0215,TRUE_NETWORK_EDGE
CASE019,P0215,P0498,TRUE_NETWORK_EDGE
CASE019,P0498,P0354,TRUE_NETWORK_EDGE
CASE019,P0354,P0772,TRUE_NETWORK_EDGE
CASE019,P0772,P0222,TRUE_NETWORK_EDGE
CASE019,P0222,P0547,TRUE_NETWORK_EDGE
CASE019,P0547,P0257,TRUE_NETWORK_EDGE
CASE019,P0257,P0816,TRUE_NETWORK_EDGE
CASE019,P0816,P0723,TRUE_NETWORK_EDGE
CASE019,P0723,P0242,TRUE_NETWORK_EDGE
CASE019,P0242,P0722,TRUE_NETWORK_EDGE
CASE019,P0722,P0431,TRUE_NETWORK_EDGE
CASE019,P0431,P0635,TRUE_NETWORK_EDGE
CASE019,P0635,P0458,TRUE_NETWORK_EDGE
CASE019,P0458,P0929,TRUE_NETWORK_EDGE
CASE019,P0929,P0404,TRUE_NETWORK_EDGE
CASE019,P0404,P0052,TRUE_NETWORK_EDGE
CASE019,P0052,P0228,TRUE_NETWORK_EDGE
CASE019,P0228,P0050,TRUE_NETWORK_EDGE
CASE019,P0050,P0587,TRUE_NETWORK_EDGE
CASE019,P0587,P0613,TRUE_NETWORK_EDGE
CASE019,P0613,P0270,TRUE_NETWORK_EDGE
CASE019,P0270,P0582,TRUE_NETWORK_EDGE
CASE019,P0582,P0710,TRUE_NETWORK_EDGE
CASE019,P0710,P0703,TRUE_NETWORK_EDGE
CASE019,P0703,P0998,TRUE_NETWORK_EDGE
CASE019,P0998,P0313,TRUE_NETWORK_EDGE
CASE019,P0313,P0759,TRUE_NETWORK_EDGE
CASE019,P0759,P0741,TRUE_NETWORK_EDGE
CASE019,P0741,P0933,TRUE_NETWORK_EDGE
CASE019,P0933,P0762,TRUE_NETWORK_EDGE
CASE019,P0762,P0528,TRUE_NETWORK_EDGE
CASE019,P0528,P0734,TRUE_NETWORK_EDGE
CASE019,P0734,P0777,TRUE_NETWORK_EDGE
CASE019,P0777,P0912,TRUE_NETWORK_EDGE
CASE019,P0912,P0295,TRUE_NETWORK_EDGE
CASE019,P0295,P0438,TRUE_NETWORK_EDGE
CASE019,P0438,P0894,TRUE_NETWORK_EDGE
CASE019,P0894,P0850,TRUE_NETWORK_EDGE
CASE019,P0850,P0990,TRUE_NETWORK_EDGE
CASE019,P0990,P0687,TRUE_NETWORK_EDGE
CASE019,P0687,P0755,TRUE_NETWORK_EDGE
CASE019,P0755,P0733,TRUE_NETWORK_EDGE
CASE019,P0733,P0107,TRUE_NETWORK_EDGE
CASE019,P0107,P0823,TRUE_NETWORK_EDGE
CASE019,P0823,P0532,TRUE_NETWORK_EDGE
CASE019,P0532,P0463,TRUE_NETWORK_EDGE
CASE019,P0463,P0343,TRUE_NETWORK_EDGE
CASE019,P0343,P0291,TRUE_NETWORK_EDGE
CASE019,P0291,P0062,TRUE_NETWORK_EDGE
CASE019,P0062,P0649,TRUE_NETWORK_EDGE
CASE019,P0649,P0407,TRUE_NETWORK_EDGE
CASE019,P0407,P0625,TRUE_NETWORK_EDGE
CASE020,P0985,P0820,TRUE_NETWORK_EDGE
CASE020,P0820,P0850,TRUE_NETWORK_EDGE
CASE020,P0850,P0541,TRUE_NETWORK_EDGE
CASE020,P0541,P0435,TRUE_NETWORK_EDGE
CASE020,P0435,P0023,TRUE_NETWORK_EDGE
CASE020,P0023,P0565,TRUE_NETWORK_EDGE
CASE020,P0565,P0911,TRUE_NETWORK_EDGE
CASE020,P0911,P0714,TRUE_NETWORK_EDGE
CASE020,P0714,P0693,TRUE_NETWORK_EDGE
CASE020,P0693,P0951,TRUE_NETWORK_EDGE
CASE020,P0951,P0273,TRUE_NETWORK_EDGE
CASE020,P0273,P0065,TRUE_NETWORK_EDGE
CASE020,P0065,P0132,TRUE_NETWORK_EDGE
CASE020,P0132,P0443,TRUE_NETWORK_EDGE
CASE020,P0443,P0494,TRUE_NETWORK_EDGE
CASE020,P0494,P0214,TRUE_NETWORK_EDGE
CASE020,P0214,P0239,TRUE_NETWORK_EDGE
CASE020,P0239,P1000,TRUE_NETWORK_EDGE
CASE020,P1000,P0041,TRUE_NETWORK_EDGE
CASE020,P0041,P0669,TRUE_NETWORK_EDGE
CASE020,P0669,P0206,TRUE_NETWORK_EDGE
CASE020,P0206,P0010,TRUE_NETWORK_EDGE
CASE020,P0010,P0817,TRUE_NETWORK_EDGE
CASE020,P0817,P0345,TRUE_NETWORK_EDGE
CASE020,P0345,P0964,TRUE_NETWORK_EDGE
CASE020,P0964,P0048,TRUE_NETWORK_EDGE
CASE020,P0048,P0763,TRUE_NETWORK_EDGE
CASE020,P0763,P0203,TRUE_NETWORK_EDGE
CASE020,P0203,P0572,TRUE_NETWORK_EDGE
CASE020,P0572,P0397,TRUE_NETWORK_EDGE
CASE020,P0397,P0789,TRUE_NETWORK_EDGE
CASE020,P0789,P0950,TRUE_NETWORK_EDGE
CASE020,P0950,P0606,TRUE_NETWORK_EDGE
CASE020,P0606,P0296,TRUE_NETWORK_EDGE
CASE020,P0296,P0487,TRUE_NETWORK_EDGE
CASE020,P0487,P0411,TRUE_NETWORK_EDGE
CASE020,P0949,P0767,TRUE_NETWORK_EDGE
CASE020,P0767,P0742,TRUE_NETWORK_EDGE
CASE020,P0742,P0975,TRUE_NETWORK_EDGE
CASE020,P0975,P0007,TRUE_NETWORK_EDGE
CASE020,P0007,P0502,TRUE_NETWORK_EDGE
CASE020,P0502,P0191,TRUE_NETWORK_EDGE
CASE020,P0191,P0621,TRUE_NETWORK_EDGE
CASE020,P0621,P0930,TRUE_NETWORK_EDGE
CASE020,P0930,P0125,TRUE_NETWORK_EDGE
CASE020,P0125,P0927,TRUE_NETWORK_EDGE
CASE020,P0927,P0707,TRUE_NETWORK_EDGE
CASE020,P0707,P0127,TRUE_NETWORK_EDGE
CASE020,P0127,P0670,TRUE_NETWORK_EDGE
CASE020,P0670,P0842,TRUE_NETWORK_EDGE
CASE020,P0842,P0561,TRUE_NETWORK_EDGE
CASE020,P0561,P0195,TRUE_NETWORK_EDGE
CASE020,P0195,P0651,TRUE_NETWORK_EDGE
CASE020,P0651,P0674,TRUE_NETWORK_EDGE
CASE020,P0674,P0066,TRUE_NETWORK_EDGE
CASE020,P0066,P0302,TRUE_NETWORK_EDGE
CASE020,P0302,P0255,TRUE_NETWORK_EDGE
CASE020,P0255,P0076,TRUE_NETWORK_EDGE
CASE020,P0076,P0406,TRUE_NETWORK_EDGE
CASE020,P0406,P0543,TRUE_NETWORK_EDGE
CASE020,P0543,P0107,TRUE_NETWORK_EDGE
CASE020,P0107,P0448,TRUE_NETWORK_EDGE
CASE020,P0448,P0708,TRUE_NETWORK_EDGE
CASE020,P0708,P0802,TRUE_NETWORK_EDGE
CASE020,P0802,P0177,TRUE_NETWORK_EDGE
CASE020,P0177,P0826,TRUE_NETWORK_EDGE
CASE020,P0826,P0038,TRUE_NETWORK_EDGE
CASE020,P0038,P0071,TRUE_NETWORK_EDGE
CASE020,P0071,P0544,TRUE_NETWORK_EDGE
CASE020,P0544,P0620,TRUE_NETWORK_EDGE
CASE020,P0620,P0421,TRUE_NETWORK_EDGE
CASE020,P0421,P0907,TRUE_NETWORK_EDGE
CASE020,P0907,P0812,TRUE_NETWORK_EDGE
CASE020,P0411,P0949,TRUE_NETWORK_EDGE
CASE021,P0801,P0038,TRUE_NETWORK_EDGE
CASE021,P0038,P0127,TRUE_NETWORK_EDGE
CASE021,P0127,P0113,TRUE_NETWORK_EDGE
CASE021,P0113,P0401,TRUE_NETWORK_EDGE
CASE021,P0401,P0624,TRUE_NETWORK_EDGE
CASE021,P0624,P0954,TRUE_NETWORK_EDGE
CASE021,P0954,P0591,TRUE_NETWORK_EDGE
CASE021,P0591,P0738,TRUE_NETWORK_EDGE
CASE021,P0738,P0328,TRUE_NETWORK_EDGE
CASE021,P0328,P0483,TRUE_NETWORK_EDGE
CASE021,P0483,P0132,TRUE_NETWORK_EDGE
CASE021,P0132,P0616,TRUE_NETWORK_EDGE
CASE021,P0585,P0431,TRUE_NETWORK_EDGE
CASE021,P0431,P0187,TRUE_NETWORK_EDGE
CASE021,P0187,P0922,TRUE_NETWORK_EDGE
CASE021,P0922,P0840,TRUE_NETWORK_EDGE
CASE021,P0840,P0090,TRUE_NETWORK_EDGE
CASE021,P0090,P0974,TRUE_NETWORK_EDGE
CASE021,P0974,P0938,TRUE_NETWORK_EDGE
CASE021,P0938,P0942,TRUE_NETWORK_EDGE
CASE021,P0942,P0200,TRUE_NETWORK_EDGE
CASE021,P0200,P0806,TRUE_NETWORK_EDGE
CASE021,P0806,P0763,TRUE_NETWORK_EDGE
CASE021,P0763,P0358,TRUE_NETWORK_EDGE
CASE021,P0616,P0585,TRUE_NETWORK_EDGE
CASE022,P0875,P0364,TRUE_NETWORK_EDGE
CASE022,P0184,P0346,TRUE_NETWORK_EDGE
CASE022,P0364,P0498,TRUE_NETWORK_EDGE
CASE022,P0346,P0908,TRUE_NETWORK_EDGE
CASE023,P0933,P0760,TRUE_NETWORK_EDGE
CASE023,P0760,P0892,TRUE_NETWORK_EDGE
CASE023,P0892,P0393,TRUE_NETWORK_EDGE
CASE023,P0393,P0246,TRUE_NETWORK_EDGE
CASE023,P0246,P0093,TRUE_NETWORK_EDGE
CASE023,P0093,P0536,TRUE_NETWORK_EDGE
CASE023,P0536,P0063,TRUE_NETWORK_EDGE
CASE023,P0063,P0992,TRUE_NETWORK_EDGE
CASE023,P0992,P0678,TRUE_NETWORK_EDGE
CASE023,P0678,P0925,TRUE_NETWORK_EDGE
CASE023,P0925,P0624,TRUE_NETWORK_EDGE
CASE023,P0624,P0358,TRUE_NETWORK_EDGE
CASE023,P0358,P0315,TRUE_NETWORK_EDGE
CASE023,P0315,P0444,TRUE_NETWORK_EDGE
CASE023,P0444,P0679,TRUE_NETWORK_EDGE
CASE023,P0679,P0149,TRUE_NETWORK_EDGE
CASE023,P0149,P0878,TRUE_NETWORK_EDGE
CASE023,P0878,P0058,TRUE_NETWORK_EDGE
CASE023,P0058,P0434,TRUE_NETWORK_EDGE
CASE023,P0434,P0191,TRUE_NETWORK_EDGE
CASE023,P0191,P0575,TRUE_NETWORK_EDGE
CASE023,P0575,P0084,TRUE_NETWORK_EDGE
CASE023,P0084,P0915,TRUE_NETWORK_EDGE
CASE023,P0915,P0756,TRUE_NETWORK_EDGE
CASE023,P0756,P0048,TRUE_NETWORK_EDGE
CASE023,P0048,P0176,TRUE_NETWORK_EDGE
CASE023,P0176,P0346,TRUE_NETWORK_EDGE
CASE023,P0346,P0479,TRUE_NETWORK_EDGE
CASE023,P0479,P0182,TRUE_NETWORK_EDGE
CASE023,P0182,P0172,TRUE_NETWORK_EDGE
CASE023,P0172,P0843,TRUE_NETWORK_EDGE
CASE023,P0843,P0245,TRUE_NETWORK_EDGE
CASE023,P0245,P0596,TRUE_NETWORK_EDGE
CASE023,P0596,P0630,TRUE_NETWORK_EDGE
CASE023,P0630,P0905,TRUE_NETWORK_EDGE
CASE023,P0905,P0081,TRUE_NETWORK_EDGE
CASE023,P0081,P0531,TRUE_NETWORK_EDGE
CASE023,P0714,P0857,TRUE_NETWORK_EDGE
CASE023,P0857,P0699,TRUE_NETWORK_EDGE
CASE023,P0699,P0024,TRUE_NETWORK_EDGE
CASE023,P0024,P0665,TRUE_NETWORK_EDGE
CASE023,P0665,P0526,TRUE_NETWORK_EDGE
CASE023,P0526,P0303,TRUE_NETWORK_EDGE
CASE023,P0303,P0123,TRUE_NETWORK_EDGE
CASE023,P0123,P0644,TRUE_NETWORK_EDGE
CASE023,P0644,P0166,TRUE_NETWORK_EDGE
CASE023,P0166,P0098,TRUE_NETWORK_EDGE
CASE023,P0098,P0380,TRUE_NETWORK_EDGE
CASE023,P0380,P0340,TRUE_NETWORK_EDGE
CASE023,P0340,P0101,TRUE_NETWORK_EDGE
CASE023,P0101,P0397,TRUE_NETWORK_EDGE
CASE023,P0397,P0970,TRUE_NETWORK_EDGE
CASE023,P0970,P0386,TRUE_NETWORK_EDGE
CASE023,P0386,P0602,TRUE_NETWORK_EDGE
CASE023,P0602,P0914,TRUE_NETWORK_EDGE
CASE023,P0914,P0518,TRUE_NETWORK_EDGE
CASE023,P0518,P0167,TRUE_NETWORK_EDGE
CASE023,P0167,P0208,TRUE_NETWORK_EDGE
CASE023,P0208,P0731,TRUE_NETWORK_EDGE
CASE023,P0731,P0431,TRUE_NETWORK_EDGE
CASE023,P0431,P0594,TRUE_NETWORK_EDGE
CASE023,P0594,P0334,TRUE_NETWORK_EDGE
CASE023,P0334,P0898,TRUE_NETWORK_EDGE
CASE023,P0898,P0803,TRUE_NETWORK_EDGE
CASE023,P0803,P0522,TRUE_NETWORK_EDGE
CASE023,P0522,P0932,TRUE_NETWORK_EDGE
CASE023,P0932,P0675,TRUE_NETWORK_EDGE
CASE023,P0675,P0832,TRUE_NETWORK_EDGE
CASE023,P0832,P0827,TRUE_NETWORK_EDGE
CASE023,P0827,P0060,TRUE_NETWORK_EDGE
CASE023,P0060,P0661,TRUE_NETWORK_EDGE
CASE023,P0661,P0552,TRUE_NETWORK_EDGE
CASE023,P0552,P0351,TRUE_NETWORK_EDGE
CASE023,P0351,P0629,TRUE_NETWORK_EDGE
CASE023,P0629,P0353,TRUE_NETWORK_EDGE
CASE023,P0531,P0714,TRUE_NETWORK_EDGE
CASE024,P0436,P0824,TRUE_NETWORK_EDGE
CASE024,P0429,P0337,TRUE_NETWORK_EDGE
CASE024,P0236,P0963,TRUE_NETWORK_EDGE
CASE024,P0630,P0960,TRUE_NETWORK_EDGE
CASE024,P0162,P0221,TRUE_NETWORK_EDGE
CASE024,P0288,P0205,TRUE_NETWORK_EDGE
CASE024,P0967,P0240,TRUE_NETWORK_EDGE
CASE024,P0366,P0885,TRUE_NETWORK_EDGE
CASE024,P0384,P0963,TRUE_NETWORK_EDGE
CASE024,P0544,P0249,TRUE_NETWORK_EDGE
CASE024,P0212,P0391,TRUE_NETWORK_EDGE
CASE024,P0404,P0824,TRUE_NETWORK_EDGE
CASE024,P0169,P0221,TRUE_NETWORK_EDGE
CASE024,P0070,P0249,TRUE_NETWORK_EDGE
CASE024,P0038,P0885,TRUE_NETWORK_EDGE
CASE024,P0318,P0451,TRUE_NETWORK_EDGE
CASE024,P0882,P0249,TRUE_NETWORK_EDGE
CASE024,P0772,P0240,TRUE_NETWORK_EDGE
CASE024,P0206,P0963,TRUE_NETWORK_EDGE
CASE024,P0241,P0885,TRUE_NETWORK_EDGE
CASE024,P0482,P0451,TRUE_NETWORK_EDGE
CASE024,P0263,P0451,TRUE_NETWORK_EDGE
CASE024,P0684,P0221,TRUE_NETWORK_EDGE
CASE024,P0590,P0565,TRUE_NETWORK_EDGE
CASE024,P0666,P0865,TRUE_NETWORK_EDGE
CASE024,P0780,P0297,TRUE_NETWORK_EDGE
CASE024,P0221,P0387,TRUE_NETWORK_EDGE
CASE024,P0635,P0245,TRUE_NETWORK_EDGE
CASE024,P0960,P0364,TRUE_NETWORK_EDGE
CASE024,P0205,P0421,TRUE_NETWORK_EDGE
CASE024,P0063,P0421,TRUE_NETWORK_EDGE
CASE024,P0266,P0387,TRUE_NETWORK_EDGE
CASE024,P0391,P0328,TRUE_NETWORK_EDGE
CASE024,P0963,P0438,TRUE_NETWORK_EDGE
CASE024,P0219,P0731,TRUE_NETWORK_EDGE
CASE024,P0250,P0310,TRUE_NETWORK_EDGE
CASE024,P0249,P0422,TRUE_NETWORK_EDGE
CASE024,P0297,P0422,TRUE_NETWORK_EDGE
CASE024,P0337,P0302,TRUE_NETWORK_EDGE
CASE024,P0565,P0310,TRUE_NETWORK_EDGE
CASE024,P0885,P0925,TRUE_NETWORK_EDGE
CASE024,P0736,P0302,TRUE_NETWORK_EDGE
CASE024,P0865,P0364,TRUE_NETWORK_EDGE
CASE024,P0352,P0731,TRUE_NETWORK_EDGE
CASE024,P0878,P0310,TRUE_NETWORK_EDGE
CASE024,P0824,P0158,TRUE_NETWORK_EDGE
CASE024,P0451,P0074,TRUE_NETWORK_EDGE
CASE024,P0529,P0074,TRUE_NETWORK_EDGE
CASE024,P0240,P0806,TRUE_NETWORK_EDGE
CASE024,P0491,P0541,TRUE_NETWORK_EDGE
CASE024,P0353,P0182,TRUE_NETWORK_EDGE
CASE024,P0850,P0438,TRUE_NETWORK_EDGE
CASE025,P0510,P0603,TRUE_NETWORK_EDGE
CASE025,P0510,P0711,TRUE_NETWORK_EDGE
CASE025,P0603,P0711,TRUE_NETWORK_EDGE
CASE025,P0603,P0223,TRUE_NETWORK_EDGE
CASE025,P0711,P0223,TRUE_NETWORK_EDGE
CASE025,P0711,P0550,TRUE_NETWORK_EDGE
CASE025,P0223,P0550,TRUE_NETWORK_EDGE
CASE025,P0223,P0900,TRUE_NETWORK_EDGE
CASE025,P0550,P0900,TRUE_NETWORK_EDGE
CASE025,P0550,P0751,TRUE_NETWORK_EDGE
CASE025,P0900,P0751,TRUE_NETWORK_EDGE
CASE025,P0900,P0625,TRUE_NETWORK_EDGE
CASE025,P0751,P0625,TRUE_NETWORK_EDGE
CASE026,P0689,P0759,TRUE_NETWORK_EDGE
CASE026,P0759,P0734,TRUE_NETWORK_EDGE
CASE026,P0734,P0095,TRUE_NETWORK_EDGE
CASE026,P0095,P0903,TRUE_NETWORK_EDGE
CASE026,P0903,P0290,TRUE_NETWORK_EDGE
CASE026,P0290,P0069,TRUE_NETWORK_EDGE
CASE026,P0069,P0577,TRUE_NETWORK_EDGE
CASE026,P0577,P0162,TRUE_NETWORK_EDGE
CASE026,P0162,P0034,TRUE_NETWORK_EDGE
CASE026,P0034,P0843,TRUE_NETWORK_EDGE
CASE026,P0843,P0397,TRUE_NETWORK_EDGE
CASE026,P0397,P0187,TRUE_NETWORK_EDGE
CASE026,P0187,P0992,TRUE_NETWORK_EDGE
CASE026,P0992,P0946,TRUE_NETWORK_EDGE
CASE026,P0946,P0473,TRUE_NETWORK_EDGE
CASE026,P0473,P0979,TRUE_NETWORK_EDGE
CASE026,P0979,P0767,TRUE_NETWORK_EDGE
CASE026,P0767,P0895,TRUE_NETWORK_EDGE
CASE026,P0895,P0431,TRUE_NETWORK_EDGE
CASE026,P0431,P0851,TRUE_NETWORK_EDGE
CASE026,P0851,P0773,TRUE_NETWORK_EDGE
CASE026,P0773,P0394,TRUE_NETWORK_EDGE
CASE026,P0394,P0153,TRUE_NETWORK_EDGE
CASE026,P0153,P0849,TRUE_NETWORK_EDGE
CASE026,P0849,P0883,TRUE_NETWORK_EDGE
CASE026,P0883,P0094,TRUE_NETWORK_EDGE
CASE027,P0627,P0126,TRUE_NETWORK_EDGE
CASE027,P0126,P0811,TRUE_NETWORK_EDGE
CASE027,P0811,P0937,TRUE_NETWORK_EDGE
