transaction_id,case_id,timestamp,sender_account,receiver_account,amount,transaction_type,location,description
TX0988,CASE021,2026-01-19T21:59:00,ACC0280,ACC0570,14571,legitimate transfer,Bhopal,Routine payment
TX0989,CASE021,2026-01-27T21:59:00,ACC0144,ACC0121,1842,legitimate transfer,Bhopal,Routine payment
TX0990,CASE021,2025-12-31T21:59:00,ACC0634,ACC0251,13073,legitimate transfer,Agra,Routine payment
TX0991,CASE021,2026-01-02T21:59:00,ACC0371,ACC0643,6028,legitimate transfer,Ranchi,Routine payment
TX0992,CASE021,2026-01-09T21:59:00,ACC0046,ACC0412,14427,legitimate transfer,Surat,Routine payment
TX0993,CASE021,2026-01-21T21:59:00,ACC0280,ACC0498,19952,legitimate transfer,Kanpur,Routine payment
TX0994,CASE021,2026-01-14T21:59:00,ACC0237,ACC0099,1475,legitimate transfer,Dehradun,Routine payment
TX0995,CASE021,2025-12-31T21:59:00,ACC0332,ACC0730,10205,legitimate transfer,Ludhiana,Routine payment
TX0996,CASE021,2025-12-30T21:59:00,ACC0606,ACC0448,8889,legitimate transfer,Mumbai,Routine payment
TX0997,CASE021,2025-12-29T21:59:00,ACC0665,ACC0550,19199,legitimate transfer,Ludhiana,Routine payment
TX0998,CASE021,2026-01-12T21:59:00,ACC0499,ACC0166,12739,legitimate transfer,Ranchi,Routine payment
TX0999,CASE021,2026-01-12T21:59:00,ACC0013,ACC0750,15621,legitimate transfer,Dehradun,Routine payment
TX1000,CASE021,2026-01-10T21:59:00,ACC0606,ACC0055,2376,legitimate transfer,Gurugram,Routine payment
TX1001,CASE021,2026-01-20T21:59:00,ACC0059,ACC0140,3230,legitimate transfer,Chandigarh,Routine payment
TX1002,CASE022,2025-09-07T20:54:00,ACC0450,ACC0202,49500,transfer,Jaipur,Fund transfer
TX1003,CASE022,2025-09-07T20:54:00,ACC0202,ACC0470,235000,transfer,Jaipur,Fund transfer
TX1004,CASE022,2025-09-05T20:54:00,ACC0470,ACC0640,82000,transfer,Jaipur,Fund transfer
TX1005,CASE022,2025-09-02T20:54:00,ACC0154,ACC0231,16812,legitimate transfer,Pune,Routine payment
TX1006,CASE022,2025-08-23T20:54:00,ACC0204,ACC0788,5476,legitimate transfer,Pune,Routine payment
TX1007,CASE022,2025-08-11T20:54:00,ACC0583,ACC0492,4434,legitimate transfer,Hyderabad,Routine payment
TX1008,CASE022,2025-08-31T20:54:00,ACC0097,ACC0241,16575,legitimate transfer,Haridwar,Routine payment
TX1009,CASE022,2025-08-17T20:54:00,ACC0478,ACC0196,9257,legitimate transfer,Jaipur,Routine payment
TX1010,CASE022,2025-08-20T20:54:00,ACC0455,ACC0646,7768,legitimate transfer,Delhi,Routine payment
TX1011,CASE022,2025-09-09T20:54:00,ACC0280,ACC0105,15728,legitimate transfer,Agra,Routine payment
TX1012,CASE022,2025-09-03T20:54:00,ACC0699,ACC0097,14819,legitimate transfer,Pune,Routine payment
TX1013,CASE022,2025-08-12T20:54:00,ACC0397,ACC0117,19513,legitimate transfer,Patna,Routine payment
TX1014,CASE022,2025-09-03T20:54:00,ACC0047,ACC0217,18882,legitimate transfer,Dehradun,Routine payment
TX1015,CASE022,2025-09-10T20:54:00,ACC0232,ACC0388,869,legitimate transfer,Bhubaneswar,Routine payment
TX1016,CASE022,2025-08-16T20:54:00,ACC0281,ACC0747,15860,legitimate transfer,Ludhiana,Routine payment
TX1017,CASE022,2025-08-18T20:54:00,ACC0161,ACC0737,13932,legitimate transfer,Ahmedabad,Routine payment
TX1018,CASE022,2025-08-28T20:54:00,ACC0144,ACC0740,13932,legitimate transfer,Ludhiana,Routine payment
TX1019,CASE022,2025-08-21T20:54:00,ACC0784,ACC0635,11260,legitimate transfer,Amritsar,Routine payment
TX1020,CASE022,2025-09-06T20:54:00,ACC0685,ACC0440,17104,legitimate transfer,Jaipur,Routine payment
TX1021,CASE022,2025-08-24T20:54:00,ACC0351,ACC0154,19409,legitimate transfer,Indore,Routine payment
TX1022,CASE022,2025-09-04T20:54:00,ACC0192,ACC0780,2050,legitimate transfer,Pune,Routine payment
TX1023,CASE022,2025-08-24T20:54:00,ACC0293,ACC0227,10237,legitimate transfer,Faridabad,Routine payment
TX1024,CASE022,2025-08-15T20:54:00,ACC0252,ACC0628,11944,legitimate transfer,Gurugram,Routine payment
TX1025,CASE022,2025-08-28T20:54:00,ACC0481,ACC0575,19145,legitimate transfer,Bhubaneswar,Routine payment
TX1026,CASE022,2025-08-12T20:54:00,ACC0597,ACC0553,7781,legitimate transfer,Kolkata,Routine payment
TX1027,CASE022,2025-09-01T20:54:00,ACC0663,ACC0538,5910,legitimate transfer,Gurugram,Routine payment
TX1028,CASE022,2025-08-21T20:54:00,ACC0182,ACC0118,3509,legitimate transfer,Bengaluru,Routine payment
TX1029,CASE022,2025-08-13T20:54:00,ACC0239,ACC0058,9980,legitimate transfer,Noida,Routine payment
TX1030,CASE022,2025-09-06T20:54:00,ACC0004,ACC0303,12623,legitimate transfer,Bhopal,Routine payment
TX1031,CASE022,2025-09-05T20:54:00,ACC0324,ACC0572,13968,legitimate transfer,Amritsar,Routine payment
TX1032,CASE022,2025-08-25T20:54:00,ACC0706,ACC0478,6331,legitimate transfer,Indore,Routine payment
TX1033,CASE022,2025-08-15T20:54:00,ACC0697,ACC0420,11169,legitimate transfer,Noida,Routine payment
TX1034,CASE022,2025-08-27T20:54:00,ACC0703,ACC0120,12497,legitimate transfer,Surat,Routine payment
TX1035,CASE022,2025-08-20T20:54:00,ACC0616,ACC0511,17575,legitimate transfer,Ranchi,Routine payment
TX1036,CASE022,2025-08-29T20:54:00,ACC0712,ACC0781,8206,legitimate transfer,Bhopal,Routine payment
TX1037,CASE022,2025-08-18T20:54:00,ACC0049,ACC0223,19045,legitimate transfer,Ranchi,Routine payment
TX1038,CASE022,2025-09-04T20:54:00,ACC0058,ACC0319,10614,legitimate transfer,Chandigarh,Routine payment
TX1039,CASE022,2025-08-30T20:54:00,ACC0649,ACC0457,7154,legitimate transfer,Patna,Routine payment
TX1040,CASE022,2025-08-26T20:54:00,ACC0319,ACC0470,15044,legitimate transfer,Lucknow,Routine payment
TX1041,CASE022,2025-08-20T20:54:00,ACC0125,ACC0043,14895,legitimate transfer,Bhopal,Routine payment
TX1042,CASE022,2025-08-12T20:54:00,ACC0055,ACC0595,14523,legitimate transfer,Delhi,Routine payment
TX1043,CASE022,2025-08-14T20:54:00,ACC0558,ACC0092,720,legitimate transfer,Delhi,Routine payment
TX1044,CASE022,2025-08-25T20:54:00,ACC0153,ACC0472,14065,legitimate transfer,Ghaziabad,Routine payment
TX1045,CASE022,2025-08-15T20:54:00,ACC0570,ACC0462,9875,legitimate transfer,Gurugram,Routine payment
TX1046,CASE022,2025-08-17T20:54:00,ACC0296,ACC0433,17487,legitimate transfer,Gurugram,Routine payment
TX1047,CASE022,2025-08-11T20:54:00,ACC0521,ACC0117,7571,legitimate transfer,Ghaziabad,Routine payment
TX1048,CASE022,2025-09-08T20:54:00,ACC0605,ACC0595,2880,legitimate transfer,Patna,Routine payment
TX1049,CASE022,2025-08-13T20:54:00,ACC0442,ACC0285,4308,legitimate transfer,Kanpur,Routine payment
TX1050,CASE023,2025-06-27T01:43:00,ACC0638,ACC0601,49500,transfer,Bhubaneswar,Fund transfer
TX1051,CASE023,2025-06-23T01:43:00,ACC0601,ACC0341,82000,transfer,Bhubaneswar,Fund transfer
TX1052,CASE023,2025-06-26T01:43:00,ACC0341,ACC0262,235000,transfer,Bhubaneswar,Fund transfer
TX1053,CASE023,2025-06-24T01:43:00,ACC0262,ACC0798,49500,transfer,Bhubaneswar,Fund transfer
TX1054,CASE023,2025-06-15T01:43:00,ACC0754,ACC0462,12539,legitimate transfer,Indore,Routine payment
TX1055,CASE023,2025-06-05T01:43:00,ACC0793,ACC0168,11071,legitimate transfer,Chandigarh,Routine payment
TX1056,CASE023,2025-05-28T01:43:00,ACC0071,ACC0629,7828,legitimate transfer,Faridabad,Routine payment
TX1057,CASE023,2025-06-22T01:43:00,ACC0198,ACC0277,12451,legitimate transfer,Jaipur,Routine payment
TX1058,CASE023,2025-06-22T01:43:00,ACC0796,ACC0079,7247,legitimate transfer,Amritsar,Routine payment
TX1059,CASE023,2025-06-10T01:43:00,ACC0764,ACC0573,2889,legitimate transfer,Bhubaneswar,Routine payment
TX1060,CASE023,2025-06-12T01:43:00,ACC0588,ACC0114,10137,legitimate transfer,Chennai,Routine payment
TX1061,CASE023,2025-06-03T01:43:00,ACC0021,ACC0749,9619,legitimate transfer,Amritsar,Routine payment
TX1062,CASE023,2025-06-15T01:43:00,ACC0700,ACC0356,899,legitimate transfer,Kanpur,Routine payment
TX1063,CASE023,2025-05-30T01:43:00,ACC0707,ACC0041,12111,legitimate transfer,Pune,Routine payment
TX1064,CASE023,2025-06-24T01:43:00,ACC0096,ACC0144,17329,legitimate transfer,Agra,Routine payment
TX1065,CASE023,2025-06-19T01:43:00,ACC0540,ACC0686,18574,legitimate transfer,Patna,Routine payment
TX1066,CASE023,2025-06-17T01:43:00,ACC0517,ACC0359,16493,legitimate transfer,Noida,Routine payment
TX1067,CASE023,2025-06-16T01:43:00,ACC0224,ACC0084,15508,legitimate transfer,Noida,Routine payment
TX1068,CASE023,2025-06-15T01:43:00,ACC0061,ACC0477,16762,legitimate transfer,Bengaluru,Routine payment
TX1069,CASE023,2025-05-30T01:43:00,ACC0467,ACC0521,12967,legitimate transfer,Kolkata,Routine payment
TX1070,CASE023,2025-06-27T01:43:00,ACC0657,ACC0094,7875,legitimate transfer,Mumbai,Routine payment
TX1071,CASE023,2025-06-15T01:43:00,ACC0342,ACC0432,17903,legitimate transfer,Indore,Routine payment
TX1072,CASE023,2025-05-29T01:43:00,ACC0714,ACC0007,3484,legitimate transfer,Indore,Routine payment
TX1073,CASE023,2025-06-18T01:43:00,ACC0522,ACC0716,4515,legitimate transfer,Lucknow,Routine payment
TX1074,CASE023,2025-06-16T01:43:00,ACC0488,ACC0595,19710,legitimate transfer,Bhopal,Routine payment
TX1075,CASE023,2025-06-08T01:43:00,ACC0012,ACC0372,11612,legitimate transfer,Dehradun,Routine payment
TX1076,CASE023,2025-06-21T01:43:00,ACC0179,ACC0673,19272,legitimate transfer,Bhopal,Routine payment
TX1077,CASE023,2025-06-12T01:43:00,ACC0429,ACC0546,11798,legitimate transfer,Indore,Routine payment
TX1078,CASE023,2025-06-19T01:43:00,ACC0233,ACC0622,19657,legitimate transfer,Pune,Routine payment
TX1079,CASE023,2025-06-03T01:43:00,ACC0566,ACC0572,2821,legitimate transfer,Amritsar,Routine payment
TX1080,CASE023,2025-06-09T01:43:00,ACC0329,ACC0337,8959,legitimate transfer,Mumbai,Routine payment
TX1081,CASE023,2025-06-16T01:43:00,ACC0037,ACC0060,7943,legitimate transfer,Dehradun,Routine payment
TX1082,CASE023,2025-05-30T01:43:00,ACC0498,ACC0740,2728,legitimate transfer,Jaipur,Routine payment
TX1083,CASE023,2025-06-19T01:43:00,ACC0797,ACC0335,13516,legitimate transfer,Haridwar,Routine payment
TX1084,CASE023,2025-06-18T01:43:00,ACC0492,ACC0776,19888,legitimate transfer,Indore,Routine payment
TX1085,CASE023,2025-06-18T01:43:00,ACC0581,ACC0592,9041,legitimate transfer,Bengaluru,Routine payment
TX1086,CASE023,2025-06-12T01:43:00,ACC0004,ACC0302,12878,legitimate transfer,Dehradun,Routine payment
TX1087,CASE023,2025-06-09T01:43:00,ACC0557,ACC0342,14673,legitimate transfer,Delhi,Routine payment
TX1088,CASE023,2025-06-11T01:43:00,ACC0275,ACC0484,12586,legitimate transfer,Dehradun,Routine payment
TX1089,CASE023,2025-06-09T01:43:00,ACC0678,ACC0662,8857,legitimate transfer,Dehradun,Routine payment
TX1090,CASE023,2025-06-12T01:43:00,ACC0497,ACC0643,6106,legitimate transfer,Ghaziabad,Routine payment
TX1091,CASE023,2025-06-05T01:43:00,ACC0613,ACC0300,14179,legitimate transfer,Kanpur,Routine payment
TX1092,CASE023,2025-06-11T01:43:00,ACC0350,ACC0741,2911,legitimate transfer,Pune,Routine payment
TX1093,CASE023,2025-06-11T01:43:00,ACC0203,ACC0191,3924,legitimate transfer,Pune,Routine payment
TX1094,CASE023,2025-05-30T01:43:00,ACC0663,ACC0380,842,legitimate transfer,Agra,Routine payment
TX1095,CASE023,2025-06-13T01:43:00,ACC0688,ACC0599,6015,legitimate transfer,Lucknow,Routine payment
TX1096,CASE023,2025-06-06T01:43:00,ACC0516,ACC0636,10182,legitimate transfer,Bengaluru,Routine payment
TX1097,CASE023,2025-06-01T01:43:00,ACC0794,ACC0626,11167,legitimate transfer,Agra,Routine payment
TX1098,CASE023,2025-06-02T01:43:00,ACC0249,ACC0535,17919,legitimate transfer,Bhubaneswar,Routine payment
TX1099,CASE024,2025-07-09T03:50:00,ACC0214,ACC0762,235000,transfer,Bengaluru,Fund transfer
TX1100,CASE024,2025-07-13T03:50:00,ACC0762,ACC0290,150000,transfer,Bengaluru,Fund transfer
TX1101,CASE024,2025-06-27T03:50:00,ACC0083,ACC0627,4890,legitimate transfer,Lucknow,Routine payment
TX1102,CASE024,2025-06-26T03:50:00,ACC0236,ACC0428,798,legitimate transfer,Noida,Routine payment
TX1103,CASE024,2025-06-26T03:50:00,ACC0369,ACC0444,8983,legitimate transfer,Patna,Routine payment
TX1104,CASE024,2025-06-27T03:50:00,ACC0012,ACC0588,2999,legitimate transfer,Ghaziabad,Routine payment
TX1105,CASE024,2025-07-02T03:50:00,ACC0406,ACC0188,10334,legitimate transfer,Bhubaneswar,Routine payment
TX1106,CASE024,2025-07-06T03:50:00,ACC0001,ACC0599,509,legitimate transfer,Mumbai,Routine payment
TX1107,CASE024,2025-06-23T03:50:00,ACC0385,ACC0499,13091,legitimate transfer,Delhi,Routine payment
TX1108,CASE024,2025-07-02T03:50:00,ACC0440,ACC0202,9316,legitimate transfer,Ludhiana,Routine payment
TX1109,CASE024,2025-06-19T03:50:00,ACC0752,ACC0276,11090,legitimate transfer,Dehradun,Routine payment
TX1110,CASE024,2025-07-07T03:50:00,ACC0164,ACC0226,11430,legitimate transfer,Faridabad,Routine payment
TX1111,CASE024,2025-07-04T03:50:00,ACC0284,ACC0238,2335,legitimate transfer,Bhubaneswar,Routine payment
TX1112,CASE024,2025-06-27T03:50:00,ACC0696,ACC0627,16238,legitimate transfer,Haridwar,Routine payment
TX1113,CASE024,2025-06-20T03:50:00,ACC0586,ACC0740,4839,legitimate transfer,Mumbai,Routine payment
TX1114,CASE024,2025-07-14T03:50:00,ACC0688,ACC0324,9557,legitimate transfer,Pune,Routine payment
TX1115,CASE024,2025-06-14T03:50:00,ACC0404,ACC0324,2816,legitimate transfer,Hyderabad,Routine payment
TX1116,CASE024,2025-07-07T03:50:00,ACC0483,ACC0371,17824,legitimate transfer,Faridabad,Routine payment
TX1117,CASE024,2025-06-20T03:50:00,ACC0350,ACC0518,17392,legitimate transfer,Delhi,Routine payment
TX1118,CASE024,2025-07-03T03:50:00,ACC0553,ACC0170,18367,legitimate transfer,Ahmedabad,Routine payment
TX1119,CASE024,2025-07-04T03:50:00,ACC0145,ACC0203,5859,legitimate transfer,Hyderabad,Routine payment
TX1120,CASE024,2025-07-04T03:50:00,ACC0235,ACC0135,16671,legitimate transfer,Agra,Routine payment
TX1121,CASE024,2025-07-07T03:50:00,ACC0717,ACC0195,4270,legitimate transfer,Noida,Routine payment
TX1122,CASE024,2025-06-27T03:50:00,ACC0332,ACC0657,18467,legitimate transfer,Bhubaneswar,Routine payment
TX1123,CASE024,2025-06-29T03:50:00,ACC0620,ACC0360,12144,legitimate transfer,Delhi,Routine payment
TX1124,CASE024,2025-07-11T03:50:00,ACC0644,ACC0419,6065,legitimate transfer,Ahmedabad,Routine payment
TX1125,CASE024,2025-07-14T03:50:00,ACC0730,ACC0227,13593,legitimate transfer,Patna,Routine payment
TX1126,CASE024,2025-06-25T03:50:00,ACC0245,ACC0750,7089,legitimate transfer,Bhubaneswar,Routine payment
TX1127,CASE024,2025-07-05T03:50:00,ACC0442,ACC0419,9263,legitimate transfer,Agra,Routine payment
TX1128,CASE024,2025-06-17T03:50:00,ACC0472,ACC0691,9584,legitimate transfer,Ludhiana,Routine payment
TX1129,CASE024,2025-06-15T03:50:00,ACC0468,ACC0499,17640,legitimate transfer,Chennai,Routine payment
TX1130,CASE024,2025-07-02T03:50:00,ACC0476,ACC0339,17722,legitimate transfer,Amritsar,Routine payment
TX1131,CASE024,2025-07-03T03:50:00,ACC0072,ACC0707,5536,legitimate transfer,Surat,Routine payment
TX1132,CASE024,2025-06-18T03:50:00,ACC0272,ACC0475,17907,legitimate transfer,Noida,Routine payment
TX1133,CASE024,2025-06-25T03:50:00,ACC0726,ACC0004,6555,legitimate transfer,Dehradun,Routine payment
TX1134,CASE024,2025-06-26T03:50:00,ACC0262,ACC0435,6690,legitimate transfer,Kanpur,Routine payment
TX1135,CASE024,2025-06-23T03:50:00,ACC0445,ACC0756,4157,legitimate transfer,Bengaluru,Routine payment
TX1136,CASE024,2025-07-04T03:50:00,ACC0744,ACC0599,6184,legitimate transfer,Ludhiana,Routine payment
TX1137,CASE024,2025-07-06T03:50:00,ACC0301,ACC0128,15540,legitimate transfer,Bengaluru,Routine payment
TX1138,CASE024,2025-06-16T03:50:00,ACC0499,ACC0571,19624,legitimate transfer,Surat,Routine payment
TX1139,CASE024,2025-06-17T03:50:00,ACC0688,ACC0160,5439,legitimate transfer,Amritsar,Routine payment
TX1140,CASE024,2025-06-25T03:50:00,ACC0486,ACC0102,1645,legitimate transfer,Chandigarh,Routine payment
TX1141,CASE024,2025-07-10T03:50:00,ACC0004,ACC0027,11793,legitimate transfer,Dehradun,Routine payment
TX1142,CASE024,2025-06-15T03:50:00,ACC0136,ACC0259,19301,legitimate transfer,Mumbai,Routine payment
TX1143,CASE024,2025-06-29T03:50:00,ACC0266,ACC0644,8257,legitimate transfer,Bhopal,Routine payment
TX1144,CASE024,2025-06-26T03:50:00,ACC0454,ACC0016,18606,legitimate transfer,Bhopal,Routine payment
TX1145,CASE024,2025-06-30T03:50:00,ACC0444,ACC0589,1687,legitimate transfer,Bhubaneswar,Routine payment
TX1146,CASE025,2026-03-04T17:19:00,ACC0545,ACC0767,235000,transfer,Ahmedabad,Fund transfer
TX1147,CASE025,2026-03-03T17:19:00,ACC0767,ACC0281,150000,transfer,Ahmedabad,Fund transfer
TX1148,CASE025,2026-02-18T17:19:00,ACC0461,ACC0565,9382,legitimate transfer,Ghaziabad,Routine payment
TX1149,CASE025,2026-02-28T17:19:00,ACC0300,ACC0551,1224,legitimate transfer,Noida,Routine payment
TX1150,CASE025,2026-02-15T17:19:00,ACC0771,ACC0479,10962,legitimate transfer,Amritsar,Routine payment
TX1151,CASE025,2026-03-06T17:19:00,ACC0794,ACC0295,4585,legitimate transfer,Haridwar,Routine payment
TX1152,CASE025,2026-02-22T17:19:00,ACC0224,ACC0075,1307,legitimate transfer,Kanpur,Routine payment
TX1153,CASE025,2026-02-23T17:19:00,ACC0771,ACC0081,2975,legitimate transfer,Chennai,Routine payment
TX1154,CASE025,2026-03-04T17:19:00,ACC0214,ACC0549,2298,legitimate transfer,Faridabad,Routine payment
TX1155,CASE025,2026-02-22T17:19:00,ACC0478,ACC0219,18323,legitimate transfer,Mumbai,Routine payment
TX1156,CASE025,2026-02-28T17:19:00,ACC0368,ACC0761,4898,legitimate transfer,Kolkata,Routine payment
TX1157,CASE025,2026-02-24T17:19:00,ACC0595,ACC0037,1957,legitimate transfer,Ghaziabad,Routine payment
TX1158,CASE025,2026-02-21T17:19:00,ACC0682,ACC0213,11944,legitimate transfer,Noida,Routine payment
TX1159,CASE025,2026-02-28T17:19:00,ACC0228,ACC0721,10528,legitimate transfer,Delhi,Routine payment
TX1160,CASE025,2026-03-08T17:19:00,ACC0421,ACC0766,18036,legitimate transfer,Ludhiana,Routine payment
TX1161,CASE025,2026-02-16T17:19:00,ACC0181,ACC0396,9454,legitimate transfer,Ludhiana,Routine payment
TX1162,CASE025,2026-03-08T17:19:00,ACC0099,ACC0593,7451,legitimate transfer,Kanpur,Routine payment
TX1163,CASE025,2026-02-08T17:19:00,ACC0689,ACC0614,16790,legitimate transfer,Agra,Routine payment
TX1164,CASE025,2026-02-25T17:19:00,ACC0424,ACC0194,10319,legitimate transfer,Bhubaneswar,Routine payment
TX1165,CASE025,2026-02-11T17:19:00,ACC0407,ACC0243,3865,legitimate transfer,Jaipur,Routine payment
TX1166,CASE025,2026-02-18T17:19:00,ACC0404,ACC0760,15532,legitimate transfer,Bhubaneswar,Routine payment
TX1167,CASE025,2026-02-07T17:19:00,ACC0551,ACC0048,15724,legitimate transfer,Ghaziabad,Routine payment
TX1168,CASE025,2026-02-08T17:19:00,ACC0473,ACC0641,9115,legitimate transfer,Gurugram,Routine payment
TX1169,CASE025,2026-02-23T17:19:00,ACC0018,ACC0331,5018,legitimate transfer,Pune,Routine payment
TX1170,CASE025,2026-02-23T17:19:00,ACC0175,ACC0589,16220,legitimate transfer,Noida,Routine payment
TX1171,CASE025,2026-02-13T17:19:00,ACC0290,ACC0251,14561,legitimate transfer,Pune,Routine payment
TX1172,CASE025,2026-03-08T17:19:00,ACC0261,ACC0444,8805,legitimate transfer,Kanpur,Routine payment
TX1173,CASE025,2026-02-27T17:19:00,ACC0701,ACC0550,4777,legitimate transfer,Faridabad,Routine payment
TX1174,CASE025,2026-02-07T17:19:00,ACC0356,ACC0474,15493,legitimate transfer,Chandigarh,Routine payment
TX1175,CASE025,2026-02-10T17:19:00,ACC0320,ACC0489,8559,legitimate transfer,Pune,Routine payment
TX1176,CASE025,2026-02-13T17:19:00,ACC0089,ACC0453,2589,legitimate transfer,Hyderabad,Routine payment
TX1177,CASE025,2026-02-25T17:19:00,ACC0133,ACC0424,11601,legitimate transfer,Dehradun,Routine payment
TX1178,CASE025,2026-02-27T17:19:00,ACC0590,ACC0788,8070,legitimate transfer,Ahmedabad,Routine payment
TX1179,CASE025,2026-03-05T17:19:00,ACC0360,ACC0395,3229,legitimate transfer,Gurugram,Routine payment
TX1180,CASE025,2026-03-05T17:19:00,ACC0062,ACC0724,1576,legitimate transfer,Surat,Routine payment
TX1181,CASE025,2026-02-27T17:19:00,ACC0737,ACC0257,3326,legitimate transfer,Ranchi,Routine payment
TX1182,CASE025,2026-02-19T17:19:00,ACC0573,ACC0158,19009,legitimate transfer,Jaipur,Routine payment
TX1183,CASE025,2026-02-09T17:19:00,ACC0114,ACC0196,10993,legitimate transfer,Noida,Routine payment
TX1184,CASE025,2026-03-08T17:19:00,ACC0787,ACC0748,3433,legitimate transfer,Bhubaneswar,Routine payment
TX1185,CASE025,2026-02-12T17:19:00,ACC0124,ACC0280,5687,legitimate transfer,Lucknow,Routine payment
TX1186,CASE025,2026-02-10T17:19:00,ACC0123,ACC0658,13030,legitimate transfer,Ghaziabad,Routine payment
TX1187,CASE025,2026-02-11T17:19:00,ACC0145,ACC0684,12602,legitimate transfer,Delhi,Routine payment
TX1188,CASE025,2026-02-13T17:19:00,ACC0693,ACC0477,6563,legitimate transfer,Bhopal,Routine payment
TX1189,CASE025,2026-02-06T17:19:00,ACC0629,ACC0761,1890,legitimate transfer,Ahmedabad,Routine payment
TX1190,CASE025,2026-02-06T17:19:00,ACC0482,ACC0069,8075,legitimate transfer,Chandigarh,Routine payment
TX1191,CASE025,2026-02-06T17:19:00,ACC0644,ACC0206,13743,legitimate transfer,Patna,Routine payment
TX1192,CASE025,2026-02-08T17:19:00,ACC0700,ACC0076,14208,legitimate transfer,Pune,Routine payment
TX1193,CASE026,2026-06-02T04:37:00,ACC0301,ACC0459,235000,transfer,Gurugram,Fund transfer
TX1194,CASE026,2026-06-03T04:37:00,ACC0459,ACC0270,150000,transfer,Gurugram,Fund transfer
TX1195,CASE026,2026-06-02T04:37:00,ACC0270,ACC0608,82000,transfer,Gurugram,Fund transfer
TX1196,CASE026,2026-05-25T04:37:00,ACC0592,ACC0646,2471,legitimate transfer,Lucknow,Routine payment
TX1197,CASE026,2026-05-13T04:37:00,ACC0018,ACC0553,10916,legitimate transfer,Faridabad,Routine payment
TX1198,CASE026,2026-05-08T04:37:00,ACC0031,ACC0015,6920,legitimate transfer,Pune,Routine payment
TX1199,CASE026,2026-05-19T04:37:00,ACC0300,ACC0766,13994,legitimate transfer,Jaipur,Routine payment
TX1200,CASE026,2026-05-04T04:37:00,ACC0121,ACC0768,8876,legitimate transfer,Haridwar,Routine payment
TX1201,CASE026,2026-05-12T04:37:00,ACC0492,ACC0234,18440,legitimate transfer,Patna,Routine payment
TX1202,CASE026,2026-05-27T04:37:00,ACC0573,ACC0575,18926,legitimate transfer,Bhubaneswar,Routine payment
TX1203,CASE026,2026-06-03T04:37:00,ACC0193,ACC0075,7336,legitimate transfer,Ahmedabad,Routine payment
TX1204,CASE026,2026-05-22T04:37:00,ACC0007,ACC0692,5592,legitimate transfer,Hyderabad,Routine payment
TX1205,CASE026,2026-05-05T04:37:00,ACC0366,ACC0660,12817,legitimate transfer,Ranchi,Routine payment
TX1206,CASE026,2026-05-22T04:37:00,ACC0725,ACC0373,11058,legitimate transfer,Bhopal,Routine payment
TX1207,CASE026,2026-05-12T04:37:00,ACC0524,ACC0474,11486,legitimate transfer,Amritsar,Routine payment
TX1208,CASE026,2026-05-06T04:37:00,ACC0252,ACC0311,11333,legitimate transfer,Pune,Routine payment
TX1209,CASE026,2026-05-10T04:37:00,ACC0597,ACC0618,17676,legitimate transfer,Dehradun,Routine payment
TX1210,CASE026,2026-05-19T04:37:00,ACC0012,ACC0500,2504,legitimate transfer,Mumbai,Routine payment
TX1211,CASE026,2026-05-25T04:37:00,ACC0419,ACC0187,4296,legitimate transfer,Dehradun,Routine payment
TX1212,CASE026,2026-05-07T04:37:00,ACC0782,ACC0132,19811,legitimate transfer,Bhopal,Routine payment
TX1213,CASE026,2026-05-04T04:37:00,ACC0535,ACC0576,12994,legitimate transfer,Amritsar,Routine payment
TX1214,CASE026,2026-05-22T04:37:00,ACC0434,ACC0671,10545,legitimate transfer,Faridabad,Routine payment
TX1215,CASE026,2026-05-25T04:37:00,ACC0191,ACC0046,8019,legitimate transfer,Lucknow,Routine payment
TX1216,CASE026,2026-05-31T04:37:00,ACC0365,ACC0678,3171,legitimate transfer,Surat,Routine payment
TX1217,CASE026,2026-05-08T04:37:00,ACC0792,ACC0569,10038,legitimate transfer,Dehradun,Routine payment
TX1218,CASE026,2026-05-10T04:37:00,ACC0369,ACC0130,4242,legitimate transfer,Agra,Routine payment
TX1219,CASE026,2026-05-27T04:37:00,ACC0346,ACC0095,2641,legitimate transfer,Chennai,Routine payment
TX1220,CASE026,2026-05-22T04:37:00,ACC0706,ACC0765,12424,legitimate transfer,Surat,Routine payment
TX1221,CASE026,2026-06-01T04:37:00,ACC0192,ACC0690,7643,legitimate transfer,Chandigarh,Routine payment
TX1222,CASE026,2026-05-24T04:37:00,ACC0558,ACC0125,16235,legitimate transfer,Chandigarh,Routine payment
TX1223,CASE026,2026-05-24T04:37:00,ACC0470,ACC0526,1197,legitimate transfer,Bengaluru,Routine payment
TX1224,CASE026,2026-05-14T04:37:00,ACC0107,ACC0418,19198,legitimate transfer,Hyderabad,Routine payment
TX1225,CASE026,2026-05-10T04:37:00,ACC0737,ACC0547,12286,legitimate transfer,Surat,Routine payment
TX1226,CASE026,2026-05-25T04:37:00,ACC0800,ACC0368,6281,legitimate transfer,Pune,Routine payment
TX1227,CASE026,2026-06-02T04:37:00,ACC0263,ACC0685,14320,legitimate transfer,Ludhiana,Routine payment
TX1228,CASE026,2026-05-17T04:37:00,ACC0667,ACC0636,9220,legitimate transfer,Pune,Routine payment
