sim_id,phone_id,imsi,operator,activation_date
SIM0490,PH0463,4051100000491,Airtel,2021-07-30
SIM0491,PH0464,4051100000492,BSNL,2023-01-09
SIM0492,PH0465,4051100000493,Airtel,2023-04-28
SIM0493,PH0466,4051100000494,Vi,2023-03-28
SIM0494,PH0467,4051100000495,Airtel,2023-07-05
SIM0495,PH0467,4051100000496,Jio,2021-06-28
SIM0496,PH0468,4051100000497,Vi,2021-06-16
SIM0497,PH0469,4051100000498,Airtel,2022-09-20
SIM0498,PH0470,4051100000499,Jio,2024-01-11
SIM0499,PH0471,4051100000500,Vi,2023-01-20
SIM0500,PH0472,4051100000501,Vi,2021-02-17
SIM0501,PH0473,4051100000502,Jio,2024-05-04
SIM0502,PH0474,4051100000503,BSNL,2022-01-06
SIM0503,PH0475,4051100000504,Airtel,2024-03-10
SIM0504,PH0476,4051100000505,Vi,2023-04-30
SIM0505,PH0477,4051100000506,Airtel,2021-03-06
SIM0506,PH0478,4051100000507,Vi,2022-08-10
SIM0507,PH0479,4051100000508,Vi,2020-01-31
SIM0508,PH0480,4051100000509,Vi,2024-06-21
SIM0509,PH0481,4051100000510,BSNL,2020-10-12
SIM0510,PH0482,4051100000511,Jio,2020-07-13
SIM0511,PH0483,4051100000512,Jio,2025-03-11
SIM0512,PH0484,4051100000513,Airtel,2020-04-22
SIM0513,PH0485,4051100000514,Airtel,2022-09-27
SIM0514,PH0486,4051100000515,Airtel,2023-06-30
SIM0515,PH0487,4051100000516,Airtel,2020-01-19
SIM0516,PH0488,4051100000517,BSNL,2025-06-12
SIM0517,PH0489,4051100000518,Vi,2021-08-25
SIM0518,PH0490,4051100000519,Vi,2022-08-09
SIM0519,PH0491,4051100000520,BSNL,2022-01-11
SIM0520,PH0492,4051100000521,Jio,2024-07-15
SIM0521,PH0493,4051100000522,Airtel,2021-02-04
SIM0522,PH0494,4051100000523,Airtel,2021-04-27
SIM0523,PH0495,4051100000524,BSNL,2025-05-21
SIM0524,PH0496,4051100000525,Vi,2023-07-02
SIM0525,PH0497,4051100000526,BSNL,2024-11-19
SIM0526,PH0498,4051100000527,BSNL,2023-07-26
SIM0527,PH0499,4051100000528,Vi,2025-01-16
SIM0528,PH0500,4051100000529,Vi,2023-03-17
SIM0529,PH0501,4051100000530,Jio,2025-04-30
SIM0530,PH0502,4051100000531,Jio,2025-03-26
SIM0531,PH0503,4051100000532,Vi,2020-12-24
SIM0532,PH0504,4051100000533,Vi,2021-06-29
SIM0533,PH0505,4051100000534,Vi,2022-07-25
SIM0534,PH0506,4051100000535,Jio,2024-06-11
SIM0535,PH0507,4051100000536,Jio,2021-02-27
SIM0536,PH0508,4051100000537,Airtel,2020-10-07
SIM0537,PH0509,4051100000538,Vi,2022-09-05
SIM0538,PH0510,4051100000539,Airtel,2024-07-29
SIM0539,PH0511,4051100000540,Jio,2020-05-20
SIM0540,PH0512,4051100000541,Jio,2025-06-18
SIM0541,PH0513,4051100000542,BSNL,2024-11-30
SIM0542,PH0514,4051100000543,Airtel,2021-12-26
SIM0543,PH0515,4051100000544,Jio,2022-12-17
SIM0544,PH0516,4051100000545,BSNL,2025-05-16
SIM0545,PH0517,4051100000546,Airtel,2024-10-20
SIM0546,PH0518,4051100000547,Vi,2024-02-24
SIM0547,PH0519,4051100000548,Jio,2024-10-16
SIM0548,PH0520,4051100000549,Jio,2020-08-13
SIM0549,PH0521,4051100000550,BSNL,2025-02-04
SIM0550,PH0522,4051100000551,Vi,2023-11-07
SIM0551,PH0523,4051100000552,BSNL,2020-02-07
SIM0552,PH0524,4051100000553,Jio,2022-10-08
SIM0553,PH0525,4051100000554,Airtel,2024-06-14
SIM0554,PH0526,4051100000555,Jio,2024-09-10
SIM0555,PH0527,4051100000556,Airtel,2024-10-03
SIM0556,PH0528,4051100000557,Vi,2020-02-12
SIM0557,PH0529,4051100000558,Airtel,2022-08-12
SIM0558,PH0530,4051100000559,BSNL,2020-07-21
SIM0559,PH0531,4051100000560,BSNL,2023-12-29
SIM0560,PH0532,4051100000561,Airtel,2021-01-06
SIM0561,PH0533,4051100000562,Jio,2022-01-23
SIM0562,PH0534,4051100000563,Jio,2023-12-01
SIM0563,PH0535,4051100000564,BSNL,2025-02-19
SIM0564,PH0536,4051100000565,BSNL,2020-11-29
SIM0565,PH0537,4051100000566,Jio,2021-06-13
SIM0566,PH0538,4051100000567,BSNL,2024-06-17
SIM0567,PH0539,4051100000568,BSNL,2021-08-23
SIM0568,PH0539,4051100000569,Jio,2022-12-10
SIM0569,PH0540,4051100000570,Jio,2024-09-12
SIM0570,PH0541,4051100000571,BSNL,2024-08-08
SIM0571,PH0541,4051100000572,Jio,2022-08-26
SIM0572,PH0542,4051100000573,Vi,2021-04-11
SIM0573,PH0543,4051100000574,Airtel,2020-09-09
SIM0574,PH0544,4051100000575,Vi,2024-02-08
SIM0575,PH0545,4051100000576,Vi,2023-06-09
SIM0576,PH0546,4051100000577,Airtel,2023-01-12
SIM0577,PH0547,4051100000578,Vi,2024-03-05
SIM0578,PH0547,4051100000579,Airtel,2022-12-15
SIM0579,PH0548,4051100000580,Jio,2020-07-31
SIM0580,PH0549,4051100000581,BSNL,2022-12-30
SIM0581,PH0550,4051100000582,BSNL,2020-09-05
SIM0582,PH0551,4051100000583,Vi,2024-12-12
SIM0583,PH0552,4051100000584,Vi,2022-01-24
SIM0584,PH0553,4051100000585,BSNL,2024-10-20
SIM0585,PH0554,4051100000586,Airtel,2022-08-15
SIM0586,PH0555,4051100000587,Jio,2022-12-28
SIM0587,PH0556,4051100000588,Airtel,2025-05-19
SIM0588,PH0557,4051100000589,Airtel,2022-01-11
SIM0589,PH0558,4051100000590,BSNL,2022-10-16
SIM0590,PH0559,4051100000591,BSNL,2020-01-18
SIM0591,PH0560,4051100000592,Jio,2024-03-22
SIM0592,PH0561,4051100000593,Vi,2020-03-24
SIM0593,PH0562,4051100000594,Vi,2022-12-30
SIM0594,PH0563,4051100000595,Airtel,2023-11-19
SIM0595,PH0564,4051100000596,Jio,2020-01-23
SIM0596,PH0565,4051100000597,Jio,2024-06-17
SIM0597,PH0566,4051100000598,Jio,2022-04-15
SIM0598,PH0567,4051100000599,Jio,2023-04-23
SIM0599,PH0568,4051100000600,Vi,2025-01-28
SIM0600,PH0569,4051100000601,BSNL,2020-06-02
SIM0601,PH0570,4051100000602,Airtel,2021-08-21
SIM0602,PH0571,4051100000603,Jio,2020-10-22
SIM0603,PH0572,4051100000604,Vi,2020-12-02
SIM0604,PH0573,4051100000605,Vi,2020-12-24
SIM0605,PH0574,4051100000606,BSNL,2021-12-09
SIM0606,PH0575,4051100000607,Airtel,2023-04-21
SIM0607,PH0576,4051100000608,BSNL,2022-10-06
SIM0608,PH0577,4051100000609,Airtel,2023-04-08
SIM0609,PH0578,4051100000610,BSNL,2023-07-29
SIM0610,PH0579,4051100000611,BSNL,2021-10-14
SIM0611,PH0580,4051100000612,BSNL,2022-04-17
SIM0612,PH0581,4051100000613,Airtel,2020-06-24
SIM0613,PH0582,4051100000614,Airtel,2023-06-08
SIM0614,PH0583,4051100000615,Jio,2020-08-07
SIM0615,PH0584,4051100000616,Airtel,2020-05-13
SIM0616,PH0585,4051100000617,BSNL,2024-04-01
SIM0617,PH0586,4051100000618,Airtel,2024-02-05
SIM0618,PH0587,4051100000619,Jio,2023-07-12
SIM0619,PH0588,4051100000620,BSNL,2025-01-26
SIM0620,PH0589,4051100000621,BSNL,2021-10-04
SIM0621,PH0590,4051100000622,Jio,2023-09-20
SIM0622,PH0591,4051100000623,Jio,2024-02-22
SIM0623,PH0592,4051100000624,Vi,2023-06-24
SIM0624,PH0593,4051100000625,Jio,2023-08-19
SIM0625,PH0594,4051100000626,BSNL,2025-06-20
SIM0626,PH0595,4051100000627,Jio,2022-07-19
SIM0627,PH0596,4051100000628,Airtel,2024-04-15
SIM0628,PH0597,4051100000629,BSNL,2022-04-28
SIM0629,PH0598,4051100000630,BSNL,2022-11-14
SIM0630,PH0599,4051100000631,Airtel,2025-01-18
SIM0631,PH0600,4051100000632,Airtel,2024-07-04
SIM0632,PH0601,4051100000633,Vi,2020-09-19
SIM0633,PH0602,4051100000634,BSNL,2020-12-18
SIM0634,PH0603,4051100000635,BSNL,2023-01-20
SIM0635,PH0604,4051100000636,Airtel,2025-04-21
SIM0636,PH0605,4051100000637,Airtel,2020-09-27
SIM0637,PH0606,4051100000638,Airtel,2022-09-22
SIM0638,PH0607,4051100000639,BSNL,2024-09-07
SIM0639,PH0608,4051100000640,Jio,2023-03-04
SIM0640,PH0609,4051100000641,Airtel,2022-03-17
SIM0641,PH0610,4051100000642,Jio,2021-10-15
SIM0642,PH0611,4051100000643,Vi,2022-04-04
SIM0643,PH0612,4051100000644,Jio,2024-02-06
SIM0644,PH0613,4051100000645,Jio,2023-11-24
SIM0645,PH0614,4051100000646,Vi,2025-05-06
SIM0646,PH0615,4051100000647,Jio,2022-03-18
SIM0647,PH0616,4051100000648,Jio,2022-02-19
SIM0648,PH0617,4051100000649,BSNL,2021-01-27
SIM0649,PH0618,4051100000650,Vi,2021-05-30
SIM0650,PH0619,4051100000651,Airtel,2023-06-09
SIM0651,PH0620,4051100000652,Jio,2025-05-19
SIM0652,PH0621,4051100000653,Jio,2023-10-26
SIM0653,PH0622,4051100000654,Jio,2021-08-07
SIM0654,PH0623,4051100000655,BSNL,2022-07-19
SIM0655,PH0624,4051100000656,Airtel,2023-09-27
SIM0656,PH0625,4051100000657,Jio,2020-03-02
SIM0657,PH0626,4051100000658,BSNL,2020-03-21
SIM0658,PH0627,4051100000659,Jio,2021-03-09
SIM0659,PH0628,4051100000660,Jio,2022-02-23
SIM0660,PH0628,4051100000661,BSNL,2022-04-18
SIM0661,PH0629,4051100000662,Airtel,2021-01-03
SIM0662,PH0630,4051100000663,BSNL,2020-08-15
SIM0663,PH0631,4051100000664,Vi,2024-11-07
SIM0664,PH0632,4051100000665,Vi,2023-12-15
SIM0665,PH0633,4051100000666,BSNL,2022-02-19
SIM0666,PH0634,4051100000667,BSNL,2024-03-31
SIM0667,PH0635,4051100000668,Airtel,2021-06-17
SIM0668,PH0636,4051100000669,BSNL,2021-04-05
SIM0669,PH0637,4051100000670,Vi,2022-08-30
SIM0670,PH0638,4051100000671,BSNL,2023-03-19
SIM0671,PH0639,4051100000672,Vi,2021-02-10
SIM0672,PH0640,4051100000673,BSNL,2024-08-25
SIM0673,PH0641,4051100000674,Vi,2024-11-25
SIM0674,PH0642,4051100000675,Airtel,2020-03-21
SIM0675,PH0643,4051100000676,Airtel,2020-03-09
SIM0676,PH0644,4051100000677,Vi,2020-04-26
SIM0677,PH0645,4051100000678,Jio,2024-01-03
SIM0678,PH0646,4051100000679,Vi,2022-06-26
SIM0679,PH0647,4051100000680,Jio,2022-09-11
SIM0680,PH0648,4051100000681,BSNL,2021-05-13
SIM0681,PH0649,4051100000682,Jio,2020-05-16
SIM0682,PH0650,4051100000683,BSNL,2022-04-19
SIM0683,PH0651,4051100000684,Jio,2021-07-19
SIM0684,PH0652,4051100000685,BSNL,2021-03-11
SIM0685,PH0653,4051100000686,Airtel,2024-11-22
SIM0686,PH0654,4051100000687,BSNL,2020-06-18
SIM0687,PH0655,4051100000688,Jio,2022-03-27
SIM0688,PH0656,4051100000689,BSNL,2022-05-05
SIM0689,PH0657,4051100000690,BSNL,2024-11-19
SIM0690,PH0658,4051100000691,Airtel,2022-03-08
SIM0691,PH0659,4051100000692,Airtel,2020-03-03
SIM0692,PH0660,4051100000693,Vi,2022-01-19
SIM0693,PH0660,4051100000694,Airtel,2020-11-15
SIM0694,PH0661,4051100000695,Vi,2025-02-04
SIM0695,PH0662,4051100000696,Jio,2022-04-16
SIM0696,PH0663,4051100000697,Jio,2024-12-28
SIM0697,PH0664,4051100000698,Jio,2024-11-07
SIM0698,PH0665,4051100000699,Airtel,2023-02-25
SIM0699,PH0666,4051100000700,BSNL,2022-04-06
SIM0700,PH0666,4051100000701,Jio,2024-03-04
SIM0701,PH0667,4051100000702,Jio,2025-05-12
SIM0702,PH0668,4051100000703,Vi,2024-08-24
SIM0703,PH0669,4051100000704,Airtel,2022-08-19
SIM0704,PH0670,4051100000705,Jio,2024-03-30
SIM0705,PH0671,4051100000706,Airtel,2022-04-16
SIM0706,PH0672,4051100000707,Airtel,2020-07-03
SIM0707,PH0673,4051100000708,BSNL,2020-12-26
SIM0708,PH0674,4051100000709,BSNL,2023-04-01
SIM0709,PH0675,4051100000710,Airtel,2024-08-04
SIM0710,PH0676,4051100000711,Jio,2023-04-12
SIM0711,PH0677,4051100000712,Vi,2022-09-27
SIM0712,PH0678,4051100000713,Vi,2023-09-24
SIM0713,PH0679,4051100000714,Jio,2021-12-16
SIM0714,PH0680,4051100000715,Airtel,2022-08-23
SIM0715,PH0681,4051100000716,Vi,2025-06-06
SIM0716,PH0682,4051100000717,Airtel,2024-08-24
SIM0717,PH0683,4051100000718,BSNL,2023-05-23
SIM0718,PH0684,4051100000719,Vi,2022-05-04
SIM0719,PH0685,4051100000720,Jio,2022-12-19
SIM0720,PH0686,4051100000721,Airtel,2021-01-12
SIM0721,PH0686,4051100000722,Airtel,2024-09-07
SIM0722,PH0687,4051100000723,Vi,2023-06-09
SIM0723,PH0688,4051100000724,Airtel,2021-06-29
SIM0724,PH0689,4051100000725,Jio,2020-10-21
SIM0725,PH0690,4051100000726,Vi,2024-02-12
SIM0726,PH0691,4051100000727,Vi,2021-01-29
SIM0727,PH0692,4051100000728,Jio,2021-07-08
SIM0728,PH0693,4051100000729,BSNL,2023-07-12
SIM0729,PH0694,4051100000730,Vi,2022-08-16
SIM0730,PH0695,4051100000731,BSNL,2020-03-26
SIM0731,PH0696,4051100000732,Airtel,2024-08-09
SIM0732,PH0697,4051100000733,Vi,2021-03-25
SIM0733,PH0698,4051100000734,Airtel,2021-08-26
SIM0734,PH0699,4051100000735,BSNL,2023-08-28
SIM0735,PH0700,4051100000736,Airtel,2024-08-15
SIM0736,PH0701,4051100000737,Airtel,2021-04-20
SIM0737,PH0702,4051100000738,Vi,2021-04-23
SIM0738,PH0702,4051100000739,Jio,2022-05-05
SIM0739,PH0703,4051100000740,Airtel,2020-11-06
SIM0740,PH0704,4051100000741,Vi,2024-03-13
SIM0741,PH0705,4051100000742,Jio,2020-05-15
SIM0742,PH0706,4051100000743,Vi,2022-01-08
SIM0743,PH0707,4051100000744,BSNL,2024-02-19
SIM0744,PH0708,4051100000745,Vi,2023-07-16
SIM0745,PH0709,4051100000746,Jio,2025-01-22
SIM0746,PH0710,4051100000747,Airtel,2023-10-02
SIM0747,PH0711,4051100000748,BSNL,2025-02-06
SIM0748,PH0712,4051100000749,BSNL,2020-09-23
SIM0749,PH0713,4051100000750,Jio,2022-10-23
SIM0750,PH0714,4051100000751,Vi,2020-02-13
SIM0751,PH0715,4051100000752,Airtel,2024-10-05
SIM0752,PH0716,4051100000753,Airtel,2022-04-25
SIM0753,PH0717,4051100000754,BSNL,2023-06-22
SIM0754,PH0718,4051100000755,Vi,2022-01-29
SIM0755,PH0719,4051100000756,Airtel,2022-06-16
SIM0756,PH0720,4051100000757,Jio,2022-09-09
SIM0757,PH0721,4051100000758,BSNL,2023-06-09
SIM0758,PH0722,4051100000759,Jio,2022-09-03
SIM0759,PH0723,4051100000760,Vi,2020-03-07
SIM0760,PH0724,4051100000761,Jio,2023-02-13
SIM0761,PH0724,4051100000762,Airtel,2022-03-07
SIM0762,PH0725,4051100000763,Jio,2020-06-01
SIM0763,PH0726,4051100000764,Vi,2022-07-05
SIM0764,PH0727,4051100000765,BSNL,2023-10-01
SIM0765,PH0728,4051100000766,Vi,2024-06-01
SIM0766,PH0729,4051100000767,Vi,2021-08-21
SIM0767,PH0730,4051100000768,Vi,2025-05-24
SIM0768,PH0731,4051100000769,Jio,2022-07-04
SIM0769,PH0732,4051100000770,Airtel,2020-12-20
SIM0770,PH0733,4051100000771,Jio,2022-09-18
SIM0771,PH0733,4051100000772,Airtel,2021-05-16
SIM0772,PH0734,4051100000773,Airtel,2025-04-05
SIM0773,PH0735,4051100000774,Vi,2020-10-17
SIM0774,PH0736,4051100000775,Jio,2022-10-05
SIM0775,PH0737,4051100000776,Vi,2025-05-20
SIM0776,PH0738,4051100000777,BSNL,2021-09-03
SIM0777,PH0739,4051100000778,BSNL,2020-06-05
SIM0778,PH0740,4051100000779,Jio,2024-12-07
SIM0779,PH0740,4051100000780,Vi,2020-11-26
SIM0780,PH0741,4051100000781,BSNL,2021-01-27
SIM0781,PH0742,4051100000782,Vi,2024-06-05
SIM0782,PH0743,4051100000783,Airtel,2023-06-24
SIM0783,PH0744,4051100000784,Vi,2021-01-14
SIM0784,PH0745,4051100000785,Vi,2020-01-18
SIM0785,PH0746,4051100000786,BSNL,2023-02-09
SIM0786,PH0747,4051100000787,Jio,2020-06-15
SIM0787,PH0748,4051100000788,Airtel,2020-07-20
SIM0788,PH0749,4051100000789,Airtel,2021-12-23
SIM0789,PH0750,4051100000790,BSNL,2023-05-05
SIM0790,PH0751,4051100000791,BSNL,2022-05-16
SIM0791,PH0752,4051100000792,BSNL,2024-05-07
SIM0792,PH0753,4051100000793,BSNL,2021-07-31
SIM0793,PH0754,4051100000794,BSNL,2023-05-11
SIM0794,PH0755,4051100000795,Vi,2025-02-25
SIM0795,PH0756,4051100000796,Jio,2024-11-10
SIM0796,PH0757,4051100000797,Jio,2020-03-19
SIM0797,PH0758,4051100000798,Vi,2020-09-16
SIM0798,PH0759,4051100000799,Vi,2024-05-31
SIM0799,PH0760,4051100000800,Jio,2020-11-11
SIM0800,PH0761,4051100000801,Vi,2022-07-06
SIM0801,PH0762,4051100000802,BSNL,2021-01-19
SIM0802,PH0763,4051100000803,Airtel,2023-04-07
SIM0803,PH0764,4051100000804,Vi,2024-07-26
SIM0804,PH0765,4051100000805,Vi,2023-01-27
SIM0805,PH0766,4051100000806,Jio,2024-08-15
SIM0806,PH0767,4051100000807,Airtel,2024-01-17
SIM0807,PH0768,4051100000808,Vi,2025-06-08
SIM0808,PH0769,4051100000809,BSNL,2020-06-16
SIM0809,PH0770,4051100000810,Vi,2022-05-23
SIM0810,PH0771,4051100000811,Vi,2020-03-10
SIM0811,PH0772,4051100000812,Vi,2024-12-03
SIM0812,PH0773,4051100000813,BSNL,2023-07-05
SIM0813,PH0774,4051100000814,Airtel,2022-06-11
SIM0814,PH0775,4051100000815,Airtel,2020-07-23
SIM0815,PH0776,4051100000816,Jio,2023-05-03
SIM0816,PH0777,4051100000817,Jio,2024-04-11
SIM0817,PH0778,4051100000818,Airtel,2020-10-14
SIM0818,PH0779,4051100000819,Jio,2021-02-14
SIM0819,PH0780,4051100000820,Vi,2020-05-12
SIM0820,PH0781,4051100000821,Vi,2021-01-19
SIM0821,PH0782,4051100000822,Airtel,2020-07-24
SIM0822,PH0783,4051100000823,Jio,2020-08-26
SIM0823,PH0784,4051100000824,Airtel,2020-03-18
SIM0824,PH0785,4051100000825,Jio,2022-08-08
SIM0825,PH0786,4051100000826,Vi,2022-01-03
SIM0826,PH0787,4051100000827,Airtel,2022-10-18
SIM0827,PH0788,4051100000828,Vi,2020-04-07
SIM0828,PH0789,4051100000829,Vi,2022-12-21
SIM0829,PH0790,4051100000830,Airtel,2022-05-08
SIM0830,PH0791,4051100000831,Vi,2023-07-14
SIM0831,PH0792,4051100000832,Vi,2023-03-24
SIM0832,PH0793,4051100000833,Vi,2022-10-29
SIM0833,PH0794,4051100000834,BSNL,2021-11-26
SIM0834,PH0795,4051100000835,Vi,2024-02-20
SIM0835,PH0796,4051100000836,Jio,2020-02-18
SIM0836,PH0797,4051100000837,Jio,2022-11-22
SIM0837,PH0798,4051100000838,Airtel,2024-08-25
SIM0838,PH0799,4051100000839,Jio,2020-10-13
SIM0839,PH0800,4051100000840,BSNL,2023-01-01
SIM0840,PH0801,4051100000841,BSNL,2024-02-15
SIM0841,PH0802,4051100000842,Airtel,2022-05-15
SIM0842,PH0803,4051100000843,Airtel,2022-05-06
SIM0843,PH0804,4051100000844,BSNL,2025-06-22
SIM0844,PH0805,4051100000845,Jio,2021-04-05
SIM0845,PH0806,4051100000846,Airtel,2022-07-25
SIM0846,PH0807,4051100000847,Jio,2023-04-23
SIM0847,PH0808,4051100000848,BSNL,2023-04-14
SIM0848,PH0809,4051100000849,Jio,2020-06-17
SIM0849,PH0810,4051100000850,BSNL,2024-09-15
SIM0850,PH0811,4051100000851,Vi,2020-04-11
SIM0851,PH0812,4051100000852,Vi,2022-05-26
SIM0852,PH0813,4051100000853,Airtel,2025-06-22
SIM0853,PH0814,4051100000854,BSNL,2022-04-11
SIM0854,PH0815,4051100000855,Vi,2020-04-15
SIM0855,PH0815,4051100000856,Jio,2022-02-01
SIM0856,PH0816,4051100000857,Jio,2022-02-16
SIM0857,PH0817,4051100000858,Vi,2022-07-02
SIM0858,PH0818,4051100000859,Airtel,2024-05-15
SIM0859,PH0819,4051100000860,Jio,2024-03-26
SIM0860,PH0820,4051100000861,Vi,2021-05-19
SIM0861,PH0821,4051100000862,Airtel,2024-09-04
SIM0862,PH0822,4051100000863,Jio,2025-02-03
SIM0863,PH0823,4051100000864,Airtel,2021-10-19
SIM0864,PH0824,4051100000865,BSNL,2024-05-24
SIM0865,PH0825,4051100000866,BSNL,2024-01-22
SIM0866,PH0826,4051100000867,Jio,2020-01-17
SIM0867,PH0827,4051100000868,BSNL,2024-02-29
SIM0868,PH0828,4051100000869,Airtel,2021-09-06
SIM0869,PH0829,4051100000870,BSNL,2025-02-11
SIM0870,PH0830,4051100000871,Vi,2021-10-16
SIM0871,PH0831,4051100000872,BSNL,2022-01-04
SIM0872,PH0832,4051100000873,Airtel,2022-12-12
SIM0873,PH0833,4051100000874,Vi,2022-02-19
SIM0874,PH0834,4051100000875,Vi,2023-03-11
SIM0875,PH0835,4051100000876,Jio,2023-01-06
SIM0876,PH0836,4051100000877,Jio,2022-07-02
SIM0877,PH0836,4051100000878,BSNL,2022-11-29
SIM0878,PH0837,4051100000879,Jio,2024-10-14
SIM0879,PH0838,4051100000880,Jio,2020-07-17
SIM0880,PH0839,4051100000881,Vi,2021-04-20
SIM0881,PH0840,4051100000882,Airtel,2022-06-16
SIM0882,PH0841,4051100000883,Jio,2023-09-28
SIM0883,PH0842,4051100000884,Vi,2022-04-27
SIM0884,PH0843,4051100000885,BSNL,2022-09-05
SIM0885,PH0844,4051100000886,BSNL,2022-12-22
SIM0886,PH0845,4051100000887,BSNL,2023-05-08
SIM0887,PH0846,4051100000888,Airtel,2025-05-24
SIM0888,PH0847,4051100000889,BSNL,2024-01-27
SIM0889,PH0848,4051100000890,Vi,2025-05-25
SIM0890,PH0849,4051100000891,Jio,2022-12-06
SIM0891,PH0850,4051100000892,Vi,2020-04-07
SIM0892,PH0851,4051100000893,Airtel,2022-08-09
SIM0893,PH0852,4051100000894,BSNL,2021-06-07
SIM0894,PH0853,4051100000895,Jio,2025-05-11
SIM0895,PH0854,4051100000896,Vi,2020-10-30
SIM0896,PH0855,4051100000897,Vi,2024-09-12
SIM0897,PH0855,4051100000898,Jio,2024-12-25
SIM0898,PH0856,4051100000899,Airtel,2021-09-30
SIM0899,PH0857,4051100000900,Airtel,2021-11-05
SIM0900,PH0858,4051100000901,Vi,2024-01-20
SIM0901,PH0859,4051100000902,Vi,2024-01-07
SIM0902,PH0860,4051100000903,Jio,2021-09-15
SIM0903,PH0861,4051100000904,Airtel,2022-07-04
SIM0904,PH0862,4051100000905,Jio,2020-12-18
SIM0905,PH0863,4051100000906,BSNL,2020-11-23
SIM0906,PH0864,4051100000907,Jio,2022-11-11
SIM0907,PH0865,4051100000908,Airtel,2020-01-01
SIM0908,PH0866,4051100000909,Airtel,2020-05-25
SIM0909,PH0867,4051100000910,Jio,2023-06-06
SIM0910,PH0868,4051100000911,Jio,2021-07-26
SIM0911,PH0869,4051100000912,BSNL,2021-08-04
SIM0912,PH0870,4051100000913,Jio,2024-11-24
SIM0913,PH0871,4051100000914,Airtel,2024-05-13
SIM0914,PH0872,4051100000915,Jio,2022-07-09
SIM0915,PH0873,4051100000916,Jio,2022-12-26
SIM0916,PH0874,4051100000917,Airtel,2023-04-23
SIM0917,PH0875,4051100000918,Vi,2022-08-26
SIM0918,PH0876,4051100000919,BSNL,2024-04-05
SIM0919,PH0877,4051100000920,Vi,2020-07-18
SIM0920,PH0878,4051100000921,Jio,2020-09-19
SIM0921,PH0879,4051100000922,Airtel,2023-11-28
SIM0922,PH0880,4051100000923,BSNL,2025-02-01
SIM0923,PH0881,4051100000924,BSNL,2023-09-12
SIM0924,PH0882,4051100000925,Airtel,2021-04-25
SIM0925,PH0883,4051100000926,Jio,2022-12-13
SIM0926,PH0884,4051100000927,Airtel,2021-12-10
SIM0927,PH0884,4051100000928,Airtel,2021-01-16
SIM0928,PH0885,4051100000929,BSNL,2023-06-08
SIM0929,PH0886,4051100000930,BSNL,2023-09-18
SIM0930,PH0887,4051100000931,Jio,2024-03-21
SIM0931,PH0888,4051100000932,Vi,2022-01-25
SIM0932,PH0889,4051100000933,Vi,2020-01-24
SIM0933,PH0889,4051100000934,Jio,2024-02-25
SIM0934,PH0890,4051100000935,Vi,2022-11-27
SIM0935,PH0891,4051100000936,BSNL,2020-05-15
SIM0936,PH0892,4051100000937,BSNL,2023-01-17
SIM0937,PH0893,4051100000938,Vi,2022-07-10
SIM0938,PH0894,4051100000939,BSNL,2024-08-18
SIM0939,PH0895,4051100000940,Vi,2024-08-08
SIM0940,PH0895,4051100000941,Jio,2020-04-25
SIM0941,PH0896,4051100000942,Jio,2024-06-06
SIM0942,PH0897,4051100000943,Airtel,2021-01-31
SIM0943,PH0898,4051100000944,Jio,2025-02-18
SIM0944,PH0899,4051100000945,BSNL,2022-06-25
SIM0945,PH0900,4051100000946,Vi,2020-06-28
SIM0946,PH0901,4051100000947,Airtel,2021-06-22
SIM0947,PH0902,4051100000948,Vi,2024-10-05
SIM0948,PH0903,4051100000949,Airtel,2024-04-26
SIM0949,PH0904,4051100000950,Airtel,2025-01-16
SIM0950,PH0905,4051100000951,BSNL,2021-04-26
SIM0951,PH0906,4051100000952,BSNL,2022-03-25
SIM0952,PH0907,4051100000953,BSNL,2021-12-19
SIM0953,PH0908,4051100000954,Jio,2021-07-30
SIM0954,PH0909,4051100000955,BSNL,2022-11-13
SIM0955,PH0910,4051100000956,Vi,2023-06-11
SIM0956,PH0911,4051100000957,BSNL,2021-03-27
SIM0957,PH0912,4051100000958,Airtel,2022-04-11
SIM0958,PH0913,4051100000959,Jio,2025-01-30
SIM0959,PH0914,4051100000960,Airtel,2021-08-14
SIM0960,PH0915,4051100000961,Vi,2025-04-26
SIM0961,PH0916,4051100000962,BSNL,2020-05-04
SIM0962,PH0917,4051100000963,Jio,2021-01-11
SIM0963,PH0918,4051100000964,Jio,2020-07-14
SIM0964,PH0919,4051100000965,Vi,2021-04-20
SIM0965,PH0920,4051100000966,BSNL,2024-07-15
SIM0966,PH0921,4051100000967,Airtel,2024-03-05
SIM0967,PH0921,4051100000968,Jio,2020-01-31
SIM0968,PH0922,4051100000969,Vi,2024-07-09
SIM0969,PH0923,4051100000970,Jio,2021-04-11
SIM0970,PH0924,4051100000971,BSNL,2020-07-06
SIM0971,PH0925,4051100000972,Jio,2023-05-14
SIM0972,PH0926,4051100000973,Airtel,2022-07-03
SIM0973,PH0927,4051100000974,BSNL,2021-07-17
SIM0974,PH0928,4051100000975,BSNL,2025-04-29
SIM0975,PH0929,4051100000976,Jio,2022-08-16
SIM0976,PH0930,4051100000977,Jio,2024-08-07
SIM0977,PH0931,4051100000978,Vi,2024-05-17
SIM0978,PH0932,4051100000979,Jio,2021-08-11
SIM0979,PH0933,4051100000980,Vi,2022-11-02
