cdr_id,case_id,caller_phone_id,receiver_phone_id,timestamp,duration_seconds,call_type,tower_location_id
CDR6151,CASE026,PH0173,PH1000,2026-05-26T06:37:00,273,voice,LOC0009
CDR6152,CASE026,PH0332,PH0317,2026-05-27T18:37:00,391,sms,LOC0174
CDR6153,CASE026,PH1099,PH0544,2026-06-02T04:37:00,49,voice,LOC0098
CDR6154,CASE026,PH0457,PH0506,2026-05-15T03:37:00,320,sms,LOC0076
CDR6155,CASE026,PH0173,PH0057,2026-05-19T17:37:00,352,sms,LOC0075
CDR6156,CASE026,PH0038,PH0711,2026-05-19T20:37:00,141,voice,LOC0132
CDR6157,CASE026,PH0184,PH0835,2026-06-01T15:37:00,257,sms,LOC0130
CDR6158,CASE026,PH1138,PH0896,2026-05-18T09:37:00,297,sms,LOC0284
CDR6159,CASE026,PH0039,PH1043,2026-05-30T10:37:00,553,voice,LOC0236
CDR6160,CASE026,PH0976,PH0974,2026-05-28T22:37:00,331,sms,LOC0110
CDR6161,CASE026,PH0039,PH0074,2026-05-18T19:37:00,223,voice,LOC0073
CDR6162,CASE026,PH0498,PH0165,2026-05-13T21:37:00,577,voice,LOC0010
CDR6163,CASE026,PH0453,PH0148,2026-05-13T21:37:00,597,sms,LOC0069
CDR6164,CASE026,PH0498,PH0413,2026-06-02T11:37:00,178,voice,LOC0059
CDR6165,CASE026,PH0882,PH0204,2026-05-22T20:37:00,467,voice,LOC0100
CDR6166,CASE026,PH0985,PH1034,2026-05-20T04:37:00,158,voice,LOC0272
CDR6167,CASE026,PH0212,PH1096,2026-05-16T03:37:00,210,sms,LOC0283
CDR6168,CASE026,PH0081,PH1122,2026-05-29T08:37:00,528,voice,LOC0222
CDR6169,CASE026,PH0803,PH1095,2026-05-17T13:37:00,96,sms,LOC0216
CDR6170,CASE026,PH0890,PH0035,2026-05-14T17:37:00,430,voice,LOC0005
CDR6171,CASE026,PH0890,PH0163,2026-05-18T05:37:00,59,voice,LOC0217
CDR6172,CASE026,PH0882,PH0792,2026-05-16T03:37:00,416,sms,LOC0229
CDR6173,CASE026,PH0670,PH0616,2026-05-31T03:37:00,378,voice,LOC0253
CDR6174,CASE026,PH0332,PH0678,2026-06-01T12:37:00,547,sms,LOC0220
CDR6175,CASE026,PH0982,PH0572,2026-05-25T15:37:00,273,sms,LOC0120
CDR6176,CASE026,PH0982,PH0036,2026-05-24T14:37:00,251,sms,LOC0123
CDR6177,CASE026,PH0108,PH0644,2026-05-24T20:37:00,243,voice,LOC0242
CDR6178,CASE026,PH0890,PH0335,2026-05-30T03:37:00,281,sms,LOC0147
CDR6179,CASE026,PH1024,PH0908,2026-05-24T12:37:00,263,sms,LOC0164
CDR6180,CASE026,PH0890,PH1157,2026-05-21T06:37:00,373,voice,LOC0236
CDR6181,CASE026,PH0803,PH0803,2026-05-26T07:37:00,171,voice,LOC0085
CDR6182,CASE026,PH0890,PH1083,2026-05-16T22:37:00,542,sms,LOC0068
CDR6183,CASE026,PH0457,PH0269,2026-05-24T01:37:00,355,sms,LOC0250
CDR6184,CASE026,PH1024,PH0399,2026-05-24T09:37:00,68,voice,LOC0068
CDR6185,CASE026,PH1153,PH0928,2026-05-25T10:37:00,271,sms,LOC0135
CDR6186,CASE026,PH0890,PH0322,2026-05-27T12:37:00,434,voice,LOC0185
CDR6187,CASE026,PH0184,PH0315,2026-05-19T15:37:00,78,voice,LOC0049
CDR6188,CASE026,PH0212,PH0002,2026-05-25T15:37:00,34,sms,LOC0250
CDR6189,CASE026,PH0982,PH0923,2026-05-16T01:37:00,433,sms,LOC0060
CDR6190,CASE026,PH0548,PH0359,2026-05-21T14:37:00,172,sms,LOC0133
CDR6191,CASE026,PH0548,PH0946,2026-05-29T06:37:00,513,sms,LOC0253
CDR6192,CASE026,PH0457,PH0285,2026-06-01T17:37:00,392,voice,LOC0217
CDR6193,CASE026,PH0457,PH0112,2026-05-15T18:37:00,528,sms,LOC0104
CDR6194,CASE026,PH0108,PH0733,2026-05-16T01:37:00,281,sms,LOC0149
CDR6195,CASE026,PH0173,PH0693,2026-05-20T16:37:00,466,voice,LOC0226
CDR6196,CASE026,PH0890,PH1076,2026-05-16T08:37:00,371,voice,LOC0080
CDR6197,CASE026,PH0982,PH0696,2026-06-01T21:37:00,102,voice,LOC0148
CDR6198,CASE026,PH1038,PH0253,2026-05-23T08:37:00,131,sms,LOC0283
CDR6199,CASE026,PH1047,PH0739,2026-05-26T01:37:00,449,voice,LOC0171
CDR6200,CASE026,PH1038,PH0338,2026-05-20T08:37:00,141,sms,LOC0032
CDR6201,CASE026,PH0108,PH0136,2026-05-20T00:37:00,190,sms,LOC0275
CDR6202,CASE026,PH0453,PH0214,2026-05-25T21:37:00,383,sms,LOC0254
CDR6203,CASE026,PH1099,PH0581,2026-05-28T13:37:00,489,voice,LOC0283
CDR6204,CASE026,PH1047,PH0261,2026-05-29T14:37:00,231,sms,LOC0147
CDR6205,CASE026,PH0890,PH1104,2026-05-16T11:37:00,585,voice,LOC0166
CDR6206,CASE026,PH0332,PH0013,2026-05-13T09:37:00,481,sms,LOC0231
CDR6207,CASE026,PH0453,PH0528,2026-05-26T16:37:00,15,voice,LOC0056
CDR6208,CASE027,PH0734,PH0143,2026-06-05T15:13:00,648,sms,LOC0245
CDR6209,CASE027,PH0735,PH0143,2026-06-05T00:13:00,211,voice,LOC0059
CDR6210,CASE027,PH0735,PH0143,2026-06-11T23:13:00,508,voice,LOC0160
CDR6211,CASE027,PH0735,PH0143,2026-06-08T17:13:00,692,sms,LOC0062
CDR6212,CASE027,PH0734,PH0143,2026-06-13T18:13:00,620,voice,LOC0250
CDR6213,CASE027,PH0735,PH0143,2026-06-06T07:13:00,529,voice,LOC0060
CDR6214,CASE027,PH0143,PH0940,2026-06-05T19:13:00,272,voice,LOC0166
CDR6215,CASE027,PH0143,PH0940,2026-06-11T04:13:00,889,voice,LOC0285
CDR6216,CASE027,PH0143,PH0940,2026-06-04T15:13:00,338,voice,LOC0021
CDR6217,CASE027,PH0143,PH0940,2026-06-14T03:13:00,738,sms,LOC0248
CDR6218,CASE027,PH0143,PH0940,2026-06-12T13:13:00,444,voice,LOC0220
CDR6219,CASE027,PH0940,PH1089,2026-06-06T18:13:00,304,sms,LOC0174
CDR6220,CASE027,PH0940,PH1089,2026-06-09T08:13:00,70,sms,LOC0122
CDR6221,CASE027,PH0940,PH1089,2026-06-04T16:13:00,322,voice,LOC0034
CDR6222,CASE027,PH0940,PH1089,2026-06-05T20:13:00,355,sms,LOC0241
CDR6223,CASE027,PH1089,PH0230,2026-06-10T02:13:00,657,voice,LOC0113
CDR6224,CASE027,PH1089,PH0230,2026-06-11T04:13:00,177,voice,LOC0060
CDR6225,CASE027,PH1089,PH0230,2026-06-08T15:13:00,547,voice,LOC0019
CDR6226,CASE027,PH1089,PH0230,2026-06-04T17:13:00,879,voice,LOC0077
CDR6227,CASE027,PH0229,PH1095,2026-06-06T02:13:00,611,sms,LOC0291
CDR6228,CASE027,PH0230,PH1095,2026-06-09T13:13:00,275,sms,LOC0291
CDR6229,CASE027,PH0230,PH1095,2026-06-13T17:13:00,667,sms,LOC0139
CDR6230,CASE027,PH1095,PH0617,2026-06-12T21:13:00,858,sms,LOC0132
CDR6231,CASE027,PH1095,PH0617,2026-06-12T17:13:00,422,voice,LOC0233
CDR6232,CASE027,PH1095,PH0617,2026-06-13T22:13:00,890,sms,LOC0294
CDR6233,CASE027,PH0617,PH0335,2026-06-12T17:13:00,155,sms,LOC0242
CDR6234,CASE027,PH0617,PH0335,2026-06-13T10:13:00,81,voice,LOC0152
CDR6235,CASE027,PH0617,PH0335,2026-06-06T18:13:00,696,voice,LOC0056
CDR6236,CASE027,PH0617,PH0335,2026-06-08T22:13:00,83,voice,LOC0025
CDR6237,CASE027,PH0617,PH0335,2026-06-08T23:13:00,459,voice,LOC0300
CDR6238,CASE027,PH0335,PH0169,2026-06-13T15:13:00,437,voice,LOC0257
CDR6239,CASE027,PH0335,PH0169,2026-06-09T06:13:00,538,voice,LOC0226
CDR6240,CASE027,PH0335,PH0169,2026-06-09T20:13:00,44,voice,LOC0190
CDR6241,CASE027,PH0169,PH0173,2026-06-09T02:13:00,749,sms,LOC0267
CDR6242,CASE027,PH0169,PH0173,2026-06-05T04:13:00,805,voice,LOC0001
CDR6243,CASE027,PH0173,PH1156,2026-06-10T17:13:00,481,voice,LOC0087
CDR6244,CASE027,PH0173,PH1156,2026-06-11T20:13:00,141,voice,LOC0068
CDR6245,CASE027,PH1156,PH0633,2026-06-12T22:13:00,491,voice,LOC0191
CDR6246,CASE027,PH1156,PH0633,2026-06-06T17:13:00,785,voice,LOC0239
CDR6247,CASE027,PH1156,PH0633,2026-06-08T18:13:00,311,voice,LOC0016
CDR6248,CASE027,PH1156,PH0633,2026-06-12T14:13:00,43,voice,LOC0182
CDR6249,CASE027,PH1156,PH0633,2026-06-06T00:13:00,237,sms,LOC0017
CDR6250,CASE027,PH1156,PH0633,2026-06-10T14:13:00,846,sms,LOC0255
CDR6251,CASE027,PH0633,PH0080,2026-06-08T10:13:00,375,voice,LOC0149
CDR6252,CASE027,PH0633,PH0080,2026-06-09T14:13:00,647,voice,LOC0297
CDR6253,CASE027,PH0633,PH0080,2026-06-10T18:13:00,309,voice,LOC0231
CDR6254,CASE027,PH0633,PH0080,2026-06-07T19:13:00,835,sms,LOC0105
CDR6255,CASE027,PH0080,PH0644,2026-06-10T20:13:00,158,sms,LOC0063
CDR6256,CASE027,PH0080,PH0644,2026-06-08T20:13:00,300,voice,LOC0227
CDR6257,CASE027,PH0080,PH0644,2026-06-09T01:13:00,84,sms,LOC0060
CDR6258,CASE027,PH0080,PH0644,2026-06-06T05:13:00,879,voice,LOC0240
CDR6259,CASE027,PH0644,PH0802,2026-06-07T21:13:00,23,voice,LOC0238
CDR6260,CASE027,PH0644,PH0802,2026-06-06T03:13:00,557,voice,LOC0090
CDR6261,CASE027,PH0802,PH1010,2026-06-07T02:13:00,52,voice,LOC0229
CDR6262,CASE027,PH0802,PH1010,2026-06-04T22:13:00,672,voice,LOC0270
CDR6263,CASE027,PH0802,PH1010,2026-06-05T01:13:00,796,sms,LOC0191
CDR6264,CASE027,PH0802,PH1010,2026-06-06T12:13:00,176,voice,LOC0042
CDR6265,CASE027,PH1010,PH0374,2026-06-10T14:13:00,445,voice,LOC0140
CDR6266,CASE027,PH1010,PH0374,2026-06-08T00:13:00,148,voice,LOC0179
CDR6267,CASE027,PH1010,PH0374,2026-06-09T20:13:00,615,voice,LOC0039
CDR6268,CASE027,PH1010,PH0374,2026-06-06T21:13:00,671,voice,LOC0241
CDR6269,CASE027,PH1010,PH0374,2026-06-08T15:13:00,33,voice,LOC0141
CDR6270,CASE027,PH1010,PH0374,2026-06-07T18:13:00,411,voice,LOC0196
CDR6271,CASE027,PH0374,PH0247,2026-06-09T12:13:00,634,voice,LOC0290
CDR6272,CASE027,PH0374,PH0246,2026-06-11T03:13:00,466,voice,LOC0051
CDR6273,CASE027,PH0374,PH0246,2026-06-11T00:13:00,538,voice,LOC0283
CDR6274,CASE027,PH0374,PH0246,2026-06-09T18:13:00,168,sms,LOC0092
CDR6275,CASE027,PH0247,PH0953,2026-06-12T02:13:00,513,sms,LOC0049
CDR6276,CASE027,PH0247,PH0953,2026-06-11T09:13:00,384,sms,LOC0035
CDR6277,CASE027,PH0247,PH0953,2026-06-05T06:13:00,793,sms,LOC0043
CDR6278,CASE027,PH0246,PH0953,2026-06-11T20:13:00,262,voice,LOC0251
CDR6279,CASE027,PH0246,PH0953,2026-06-06T04:13:00,565,voice,LOC0189
CDR6280,CASE027,PH0953,PH0806,2026-06-12T06:13:00,518,voice,LOC0170
CDR6281,CASE027,PH0953,PH0806,2026-06-11T06:13:00,248,voice,LOC0293
CDR6282,CASE027,PH0953,PH0806,2026-06-13T18:13:00,89,voice,LOC0283
CDR6283,CASE027,PH0953,PH0806,2026-06-05T02:13:00,307,sms,LOC0064
CDR6284,CASE027,PH0953,PH0806,2026-06-11T03:13:00,818,sms,LOC0222
CDR6285,CASE027,PH0953,PH0806,2026-06-12T15:13:00,810,sms,LOC0253
CDR6286,CASE027,PH0806,PH1127,2026-06-10T10:13:00,172,sms,LOC0277
CDR6287,CASE027,PH0806,PH1127,2026-06-11T17:13:00,516,voice,LOC0244
CDR6288,CASE027,PH1127,PH0682,2026-06-07T19:13:00,529,voice,LOC0006
CDR6289,CASE027,PH1127,PH0682,2026-06-07T10:13:00,184,voice,LOC0028
CDR6290,CASE027,PH0682,PH1132,2026-06-06T17:13:00,367,sms,LOC0053
CDR6291,CASE027,PH0682,PH1132,2026-06-10T06:13:00,870,sms,LOC0097
CDR6292,CASE027,PH1132,PH0174,2026-06-10T11:13:00,708,voice,LOC0196
CDR6293,CASE027,PH1132,PH0174,2026-06-05T13:13:00,590,voice,LOC0199
CDR6294,CASE027,PH1132,PH0174,2026-06-06T23:13:00,116,sms,LOC0189
CDR6295,CASE027,PH1132,PH0174,2026-06-12T05:13:00,759,voice,LOC0014
CDR6296,CASE027,PH1132,PH0174,2026-06-08T15:13:00,224,sms,LOC0235
CDR6297,CASE027,PH1132,PH0174,2026-06-06T11:13:00,47,voice,LOC0080
CDR6298,CASE027,PH0174,PH0776,2026-06-13T00:13:00,32,voice,LOC0281
CDR6299,CASE027,PH0174,PH0776,2026-06-07T18:13:00,300,sms,LOC0211
CDR6300,CASE027,PH0174,PH0776,2026-06-12T09:13:00,703,voice,LOC0116
CDR6301,CASE027,PH0174,PH0776,2026-06-06T13:13:00,139,voice,LOC0079
CDR6302,CASE027,PH0174,PH0776,2026-06-08T16:13:00,448,voice,LOC0176
CDR6303,CASE027,PH0776,PH0297,2026-06-11T22:13:00,894,sms,LOC0270
CDR6304,CASE027,PH0776,PH0297,2026-06-07T11:13:00,273,sms,LOC0180
CDR6305,CASE027,PH0776,PH0297,2026-06-05T10:13:00,654,voice,LOC0148
CDR6306,CASE027,PH0776,PH0297,2026-06-14T04:13:00,644,voice,LOC0230
CDR6307,CASE027,PH0297,PH0078,2026-06-07T04:13:00,580,sms,LOC0134
CDR6308,CASE027,PH0297,PH0078,2026-06-14T09:13:00,520,voice,LOC0004
CDR6309,CASE027,PH0297,PH0078,2026-06-05T21:13:00,899,voice,LOC0247
CDR6310,CASE027,PH0297,PH0078,2026-06-06T23:13:00,118,voice,LOC0099
CDR6311,CASE027,PH0297,PH0078,2026-06-04T16:13:00,459,voice,LOC0170
CDR6312,CASE027,PH0078,PH0626,2026-06-05T10:13:00,498,voice,LOC0036
CDR6313,CASE027,PH0078,PH0626,2026-06-04T17:13:00,404,voice,LOC0209
CDR6314,CASE027,PH0078,PH0626,2026-06-05T03:13:00,641,voice,LOC0150
CDR6315,CASE027,PH0078,PH0626,2026-06-05T09:13:00,299,sms,LOC0174
CDR6316,CASE027,PH0078,PH0626,2026-06-11T22:13:00,697,voice,LOC0029
CDR6317,CASE027,PH0626,PH0298,2026-06-10T23:13:00,423,voice,LOC0229
CDR6318,CASE027,PH0626,PH0298,2026-06-10T12:13:00,450,voice,LOC0054
CDR6319,CASE027,PH0626,PH0298,2026-06-05T12:13:00,254,sms,LOC0080
CDR6320,CASE027,PH0626,PH0298,2026-06-14T01:13:00,24,voice,LOC0094
CDR6321,CASE027,PH0298,PH1042,2026-06-05T18:13:00,892,voice,LOC0187
CDR6322,CASE027,PH0298,PH1043,2026-06-09T16:13:00,575,sms,LOC0116
CDR6323,CASE027,PH0298,PH1042,2026-06-06T17:13:00,361,sms,LOC0131
CDR6324,CASE027,PH0298,PH1042,2026-06-05T10:13:00,528,sms,LOC0292
CDR6325,CASE027,PH0298,PH1042,2026-06-07T07:13:00,889,voice,LOC0127
CDR6326,CASE027,PH1042,PH0542,2026-06-10T09:13:00,739,voice,LOC0083
CDR6327,CASE027,PH1042,PH0542,2026-06-13T09:13:00,730,voice,LOC0187
CDR6328,CASE027,PH1043,PH0542,2026-06-10T08:13:00,897,sms,LOC0124
CDR6329,CASE027,PH1043,PH0542,2026-06-11T19:13:00,113,voice,LOC0045
CDR6330,CASE027,PH0542,PH0178,2026-06-05T07:13:00,29,voice,LOC0191
CDR6331,CASE027,PH0542,PH0178,2026-06-07T14:13:00,447,voice,LOC0066
CDR6332,CASE027,PH0542,PH0178,2026-06-09T12:13:00,448,voice,LOC0073
CDR6333,CASE027,PH0542,PH0178,2026-06-04T19:13:00,15,voice,LOC0018
CDR6334,CASE027,PH1042,PH0883,2026-06-10T20:13:00,402,voice,LOC0006
CDR6335,CASE027,PH0633,PH0511,2026-05-28T20:13:00,111,sms,LOC0087
CDR6336,CASE027,PH0617,PH0562,2026-06-11T02:13:00,267,sms,LOC0176
CDR6337,CASE027,PH0143,PH0264,2026-06-09T09:13:00,366,voice,LOC0269
CDR6338,CASE027,PH0953,PH0340,2026-06-12T00:13:00,558,sms,LOC0241
CDR6339,CASE027,PH0298,PH0388,2026-06-09T14:13:00,241,sms,LOC0081
CDR6340,CASE027,PH0169,PH0163,2026-05-30T06:13:00,201,voice,LOC0060
CDR6341,CASE027,PH0174,PH0768,2026-06-07T06:13:00,549,sms,LOC0232
CDR6342,CASE027,PH1043,PH0904,2026-06-11T09:13:00,17,sms,LOC0253
CDR6343,CASE027,PH0776,PH0631,2026-06-05T20:13:00,56,voice,LOC0261
CDR6344,CASE027,PH0644,PH0399,2026-06-04T02:13:00,331,sms,LOC0126
CDR6345,CASE027,PH1156,PH0255,2026-05-27T16:13:00,507,sms,LOC0155
CDR6346,CASE027,PH0229,PH0948,2026-05-30T16:13:00,147,sms,LOC0003
CDR6347,CASE027,PH0230,PH1157,2026-06-13T03:13:00,564,voice,LOC0177
CDR6348,CASE027,PH0542,PH0737,2026-06-05T08:13:00,528,voice,LOC0022
CDR6349,CASE027,PH0246,PH0506,2026-05-28T06:13:00,304,voice,LOC0260
CDR6350,CASE027,PH0940,PH1066,2026-06-08T18:13:00,348,sms,LOC0119
CDR6351,CASE027,PH0644,PH0676,2026-06-09T11:13:00,83,voice,LOC0242
CDR6352,CASE027,PH0633,PH1025,2026-06-03T15:13:00,456,sms,LOC0189
CDR6353,CASE027,PH1043,PH0107,2026-06-09T04:13:00,201,voice,LOC0085
CDR6354,CASE027,PH0940,PH0896,2026-06-03T02:13:00,308,voice,LOC0215
CDR6355,CASE027,PH0143,PH0970,2026-06-08T12:13:00,32,sms,LOC0244
CDR6356,CASE027,PH0682,PH0639,2026-05-27T08:13:00,333,sms,LOC0298
CDR6357,CASE027,PH1043,PH1097,2026-06-06T06:13:00,93,voice,LOC0164
CDR6358,CASE027,PH0143,PH0312,2026-06-05T00:13:00,160,sms,LOC0225
CDR6359,CASE027,PH1095,PH0815,2026-06-12T13:13:00,224,voice,LOC0196
CDR6360,CASE027,PH0174,PH0231,2026-06-09T11:13:00,326,voice,LOC0075
CDR6361,CASE027,PH0806,PH0514,2026-06-01T06:13:00,15,sms,LOC0270
CDR6362,CASE027,PH1095,PH1043,2026-05-26T00:13:00,250,sms,LOC0154
CDR6363,CASE027,PH0173,PH0322,2026-06-08T04:13:00,443,sms,LOC0193
CDR6364,CASE027,PH0169,PH0590,2026-06-01T12:13:00,107,sms,LOC0238
CDR6365,CASE027,PH0080,PH0104,2026-06-11T05:13:00,369,voice,LOC0012
CDR6366,CASE027,PH0297,PH0958,2026-05-25T09:13:00,441,sms,LOC0150
CDR6367,CASE027,PH0230,PH0658,2026-06-11T15:13:00,11,voice,LOC0022
CDR6368,CASE027,PH0174,PH0299,2026-06-12T07:13:00,117,voice,LOC0266
CDR6369,CASE027,PH0078,PH0266,2026-05-29T05:13:00,264,sms,LOC0225
CDR6370,CASE027,PH1043,PH0003,2026-06-03T09:13:00,39,voice,LOC0257
CDR6371,CASE027,PH1043,PH0982,2026-05-30T07:13:00,598,voice,LOC0091
CDR6372,CASE027,PH0802,PH0306,2026-05-27T14:13:00,336,sms,LOC0191
CDR6373,CASE027,PH0078,PH0772,2026-05-31T16:13:00,442,sms,LOC0196
CDR6374,CASE027,PH0298,PH0954,2026-06-11T01:13:00,584,sms,LOC0163
CDR6375,CASE027,PH0626,PH0155,2026-05-25T02:13:00,11,sms,LOC0167
CDR6376,CASE027,PH0953,PH0247,2026-06-04T20:13:00,477,sms,LOC0188
CDR6377,CASE027,PH1010,PH0136,2026-05-28T10:13:00,12,sms,LOC0125
CDR6378,CASE027,PH1043,PH1145,2026-06-10T22:13:00,442,sms,LOC0112
CDR6379,CASE027,PH1089,PH0453,2026-06-13T00:13:00,375,sms,LOC0204
CDR6380,CASE027,PH0776,PH0730,2026-06-11T04:13:00,124,sms,LOC0051
CDR6381,CASE027,PH0247,PH1090,2026-05-30T13:13:00,274,sms,LOC0222
CDR6382,CASE027,PH0178,PH1088,2026-06-05T16:13:00,248,voice,LOC0040
CDR6383,CASE027,PH0143,PH0924,2026-06-01T06:13:00,229,voice,LOC0042
CDR6384,CASE027,PH0682,PH0792,2026-06-01T12:13:00,186,sms,LOC0292
CDR6385,CASE027,PH1042,PH0300,2026-05-25T07:13:00,316,voice,LOC0300
CDR6386,CASE027,PH0734,PH0583,2026-05-30T01:13:00,381,sms,LOC0276
CDR6387,CASE027,PH0246,PH0138,2026-06-10T01:13:00,582,sms,LOC0136
CDR6388,CASE027,PH0802,PH1056,2026-06-06T14:13:00,208,voice,LOC0289
CDR6389,CASE027,PH0374,PH1110,2026-05-29T21:13:00,159,voice,LOC0130
CDR6390,CASE027,PH0776,PH0549,2026-06-05T08:13:00,29,sms,LOC0146
CDR6391,CASE027,PH0174,PH0397,2026-05-27T21:13:00,29,sms,LOC0216
CDR6392,CASE027,PH0953,PH1070,2026-05-30T15:13:00,105,sms,LOC0252
CDR6393,CASE027,PH1156,PH0244,2026-05-25T02:13:00,150,voice,LOC0277
CDR6394,CASE027,PH0178,PH0535,2026-05-26T19:13:00,257,sms,LOC0053
CDR6395,CASE027,PH1042,PH0343,2026-05-24T15:13:00,142,voice,LOC0240
CDR6396,CASE027,PH0735,PH0577,2026-06-07T01:13:00,79,voice,LOC0125
CDR6397,CASE027,PH0644,PH0222,2026-06-06T13:13:00,296,sms,LOC0294
CDR6398,CASE027,PH0247,PH0880,2026-06-01T00:13:00,564,sms,LOC0244
CDR6399,CASE027,PH0617,PH0728,2026-06-11T01:13:00,445,voice,LOC0054
CDR6400,CASE027,PH1095,PH0797,2026-06-05T03:13:00,562,voice,LOC0073
CDR6401,CASE027,PH0633,PH0523,2026-06-02T02:13:00,411,voice,LOC0171
CDR6402,CASE027,PH0230,PH0528,2026-06-09T20:13:00,73,voice,LOC0102
CDR6403,CASE027,PH0230,PH1076,2026-06-13T22:13:00,407,sms,LOC0213
CDR6404,CASE027,PH0806,PH0312,2026-05-31T06:13:00,473,voice,LOC0099
CDR6405,CASE027,PH1095,PH0881,2026-06-09T15:13:00,471,sms,LOC0285
CDR6406,CASE027,PH1043,PH0392,2026-05-26T08:13:00,76,voice,LOC0171
CDR6407,CASE027,PH1042,PH0641,2026-06-08T05:13:00,297,voice,LOC0055
CDR6408,CASE027,PH0298,PH0291,2026-06-06T15:13:00,108,sms,LOC0201
CDR6409,CASE027,PH0776,PH0329,2026-06-13T10:13:00,364,voice,LOC0231
CDR6410,CASE027,PH1043,PH0312,2026-06-12T01:13:00,585,voice,LOC0104
CDR6411,CASE027,PH0080,PH0236,2026-05-27T08:13:00,339,voice,LOC0246
CDR6412,CASE027,PH0178,PH1018,2026-06-03T01:13:00,421,voice,LOC0013
CDR6413,CASE027,PH0735,PH0972,2026-06-02T03:13:00,526,sms,LOC0018
CDR6414,CASE027,PH0633,PH0122,2026-05-26T14:13:00,254,voice,LOC0028
CDR6415,CASE027,PH1132,PH0785,2026-06-05T17:13:00,106,voice,LOC0201
CDR6416,CASE027,PH0735,PH0775,2026-06-14T03:13:00,331,sms,LOC0195
CDR6417,CASE027,PH0644,PH0645,2026-05-31T13:13:00,424,voice,LOC0094
CDR6418,CASE027,PH0626,PH0524,2026-05-25T20:13:00,87,voice,LOC0003
CDR6419,CASE027,PH1089,PH0164,2026-06-01T22:13:00,438,voice,LOC0105
CDR6420,CASE027,PH0230,PH1093,2026-06-04T18:13:00,533,sms,LOC0009
CDR6421,CASE027,PH0169,PH0582,2026-06-08T01:13:00,313,voice,LOC0138
CDR6422,CASE027,PH1043,PH0977,2026-05-28T15:13:00,572,sms,LOC0247
CDR6423,CASE027,PH0169,PH0540,2026-06-12T13:13:00,316,sms,LOC0002
CDR6424,CASE028,PH0942,PH0061,2025-09-15T18:56:00,351,sms,LOC0020
CDR6425,CASE028,PH0942,PH0061,2025-09-09T22:56:00,512,voice,LOC0064
CDR6426,CASE028,PH0062,PH0288,2025-09-13T06:56:00,154,sms,LOC0191
CDR6427,CASE028,PH0061,PH0288,2025-09-15T00:56:00,418,voice,LOC0255
CDR6428,CASE028,PH0061,PH0288,2025-09-09T07:56:00,589,sms,LOC0149
CDR6429,CASE028,PH0061,PH0288,2025-09-08T00:56:00,361,voice,LOC0285
CDR6430,CASE028,PH0062,PH0288,2025-09-09T20:56:00,861,voice,LOC0247
CDR6431,CASE028,PH0062,PH0288,2025-09-07T08:56:00,32,sms,LOC0290
CDR6432,CASE028,PH0288,PH0757,2025-09-08T18:56:00,309,voice,LOC0212
CDR6433,CASE028,PH0288,PH0757,2025-09-10T05:56:00,351,sms,LOC0143
CDR6434,CASE028,PH0288,PH0757,2025-09-15T03:56:00,51,voice,LOC0024
CDR6435,CASE028,PH0288,PH0757,2025-09-06T22:56:00,286,voice,LOC0277
CDR6436,CASE028,PH0757,PH0580,2025-09-14T06:56:00,627,voice,LOC0239
CDR6437,CASE028,PH0757,PH0580,2025-09-14T04:56:00,847,voice,LOC0066
CDR6438,CASE028,PH0757,PH0580,2025-09-06T17:56:00,99,voice,LOC0161
CDR6439,CASE028,PH0580,PH0165,2025-09-10T10:56:00,224,sms,LOC0039
CDR6440,CASE028,PH0580,PH0165,2025-09-09T05:56:00,761,voice,LOC0133
CDR6441,CASE028,PH0580,PH0165,2025-09-06T16:56:00,548,sms,LOC0258
CDR6442,CASE028,PH0580,PH0165,2025-09-11T20:56:00,751,sms,LOC0151
CDR6443,CASE028,PH0580,PH0166,2025-09-13T05:56:00,808,sms,LOC0036
CDR6444,CASE028,PH0580,PH0165,2025-09-13T18:56:00,477,voice,LOC0017
CDR6445,CASE028,PH0498,PH0497,2025-09-07T01:56:00,542,voice,LOC0023
CDR6446,CASE028,PH0498,PH0497,2025-09-11T18:56:00,211,voice,LOC0160
CDR6447,CASE028,PH0498,PH0497,2025-09-06T18:56:00,549,voice,LOC0002
CDR6448,CASE028,PH0497,PH0684,2025-09-11T19:56:00,518,voice,LOC0208
CDR6449,CASE028,PH0497,PH0684,2025-09-14T17:56:00,596,voice,LOC0300
CDR6450,CASE028,PH0684,PH0259,2025-09-07T01:56:00,301,sms,LOC0286
CDR6451,CASE028,PH0685,PH0259,2025-09-12T22:56:00,475,voice,LOC0230
CDR6452,CASE028,PH0259,PH0477,2025-09-11T20:56:00,554,sms,LOC0221
CDR6453,CASE028,PH0259,PH0477,2025-09-12T13:56:00,247,sms,LOC0154
CDR6454,CASE028,PH0259,PH0477,2025-09-13T06:56:00,181,sms,LOC0240
CDR6455,CASE028,PH0259,PH0477,2025-09-06T20:56:00,490,voice,LOC0049
CDR6456,CASE028,PH0259,PH0477,2025-09-09T10:56:00,156,voice,LOC0060
CDR6457,CASE028,PH0477,PH0004,2025-09-09T17:56:00,53,voice,LOC0219
CDR6458,CASE028,PH0477,PH0004,2025-09-14T08:56:00,506,voice,LOC0192
CDR6459,CASE028,PH0477,PH0004,2025-09-07T12:56:00,568,voice,LOC0205
CDR6460,CASE028,PH0004,PH0192,2025-09-14T07:56:00,700,voice,LOC0059
