fir_id,person_id,role,confidence,source
FIR0018,P0168,mentioned_person,0.9,FIR0018
FIR0018,P0854,mentioned_person,0.63,FIR0018
FIR0018,P0596,mentioned_person,0.72,FIR0018
FIR0019,P0888,suspect,0.78,FIR0019
FIR0019,P0333,suspect,0.84,FIR0019
FIR0019,P0406,mentioned_person,0.86,FIR0019
FIR0019,P0538,mentioned_person,0.71,FIR0019
FIR0019,P0283,mentioned_person,0.67,FIR0019
FIR0019,P0215,mentioned_person,0.56,FIR0019
FIR0019,P0498,mentioned_person,0.86,FIR0019
FIR0019,P0354,mentioned_person,0.47,FIR0019
FIR0019,P0772,mentioned_person,0.65,FIR0019
FIR0019,P0222,mentioned_person,0.71,FIR0019
FIR0019,P0547,mentioned_person,0.93,FIR0019
FIR0019,P0257,mentioned_person,0.89,FIR0019
FIR0019,P0816,mentioned_person,0.45,FIR0019
FIR0019,P0723,victim,0.46,FIR0019
FIR0019,P0242,mentioned_person,0.58,FIR0019
FIR0019,P0722,mentioned_person,0.68,FIR0019
FIR0019,P0431,mentioned_person,0.83,FIR0019
FIR0019,P0635,mentioned_person,0.59,FIR0019
FIR0019,P0458,mentioned_person,0.76,FIR0019
FIR0019,P0929,mentioned_person,0.69,FIR0019
FIR0019,P0404,mentioned_person,0.82,FIR0019
FIR0019,P0052,mentioned_person,0.6,FIR0019
FIR0019,P0228,mentioned_person,0.64,FIR0019
FIR0019,P0050,mentioned_person,0.77,FIR0019
FIR0019,P0587,mentioned_person,0.92,FIR0019
FIR0019,P0613,mentioned_person,0.8,FIR0019
FIR0019,P0270,mentioned_person,0.69,FIR0019
FIR0019,P0582,mentioned_person,0.78,FIR0019
FIR0019,P0710,mentioned_person,0.69,FIR0019
FIR0019,P0703,mentioned_person,0.74,FIR0019
FIR0019,P0998,mentioned_person,0.76,FIR0019
FIR0019,P0313,mentioned_person,0.46,FIR0019
FIR0019,P0759,mentioned_person,0.71,FIR0019
FIR0019,P0741,mentioned_person,0.45,FIR0019
FIR0019,P0933,mentioned_person,0.61,FIR0019
FIR0019,P0762,mentioned_person,0.55,FIR0019
FIR0019,P0528,mentioned_person,0.6,FIR0019
FIR0019,P0734,mentioned_person,0.57,FIR0019
FIR0019,P0777,mentioned_person,0.73,FIR0019
FIR0019,P0912,mentioned_person,0.55,FIR0019
FIR0019,P0295,mentioned_person,0.45,FIR0019
FIR0019,P0438,mentioned_person,0.59,FIR0019
FIR0019,P0894,mentioned_person,0.64,FIR0019
FIR0019,P0850,mentioned_person,0.58,FIR0019
FIR0019,P0990,mentioned_person,0.65,FIR0019
FIR0019,P0687,mentioned_person,0.84,FIR0019
FIR0019,P0755,mentioned_person,0.76,FIR0019
FIR0019,P0733,mentioned_person,0.42,FIR0019
FIR0019,P0107,mentioned_person,0.71,FIR0019
FIR0019,P0823,mentioned_person,0.73,FIR0019
FIR0019,P0532,mentioned_person,0.64,FIR0019
FIR0019,P0463,mentioned_person,0.75,FIR0019
FIR0019,P0343,mentioned_person,0.63,FIR0019
FIR0019,P0291,mentioned_person,0.76,FIR0019
FIR0019,P0062,mentioned_person,0.48,FIR0019
FIR0019,P0649,mentioned_person,0.7,FIR0019
FIR0019,P0407,mentioned_person,0.89,FIR0019
FIR0019,P0625,mentioned_person,0.54,FIR0019
FIR0020,P0985,suspect,0.87,FIR0020
FIR0020,P0820,suspect,0.91,FIR0020
FIR0020,P0850,mentioned_person,0.81,FIR0020
FIR0020,P0541,mentioned_person,0.77,FIR0020
FIR0020,P0435,mentioned_person,0.62,FIR0020
FIR0020,P0023,mentioned_person,0.83,FIR0020
FIR0020,P0565,mentioned_person,0.51,FIR0020
FIR0020,P0911,mentioned_person,0.8,FIR0020
FIR0020,P0714,mentioned_person,0.45,FIR0020
FIR0020,P0693,mentioned_person,0.84,FIR0020
FIR0020,P0951,mentioned_person,0.71,FIR0020
FIR0020,P0273,mentioned_person,0.68,FIR0020
FIR0020,P0065,mentioned_person,0.84,FIR0020
FIR0020,P0132,mentioned_person,0.59,FIR0020
FIR0020,P0443,mentioned_person,0.61,FIR0020
FIR0020,P0494,mentioned_person,0.79,FIR0020
FIR0020,P0214,mentioned_person,0.86,FIR0020
FIR0020,P0239,mentioned_person,0.62,FIR0020
FIR0020,P1000,mentioned_person,0.57,FIR0020
FIR0020,P0041,mentioned_person,0.73,FIR0020
FIR0020,P0669,mentioned_person,0.52,FIR0020
FIR0020,P0206,mentioned_person,0.45,FIR0020
FIR0020,P0010,mentioned_person,0.41,FIR0020
FIR0020,P0817,mentioned_person,0.66,FIR0020
FIR0020,P0345,mentioned_person,0.61,FIR0020
FIR0020,P0964,mentioned_person,0.44,FIR0020
FIR0020,P0048,mentioned_person,0.6,FIR0020
FIR0020,P0763,mentioned_person,0.77,FIR0020
FIR0020,P0203,mentioned_person,0.84,FIR0020
FIR0020,P0572,mentioned_person,0.65,FIR0020
FIR0020,P0397,mentioned_person,0.51,FIR0020
FIR0020,P0789,victim,0.77,FIR0020
FIR0020,P0950,mentioned_person,0.53,FIR0020
FIR0020,P0606,mentioned_person,0.84,FIR0020
FIR0020,P0296,mentioned_person,0.83,FIR0020
FIR0020,P0487,mentioned_person,0.45,FIR0020
FIR0020,P0411,mentioned_person,0.57,FIR0020
FIR0020,P0949,mentioned_person,0.85,FIR0020
FIR0020,P0767,mentioned_person,0.67,FIR0020
FIR0020,P0742,mentioned_person,0.78,FIR0020
FIR0020,P0975,mentioned_person,0.87,FIR0020
FIR0020,P0007,mentioned_person,0.42,FIR0020
FIR0020,P0502,mentioned_person,0.61,FIR0020
FIR0020,P0191,mentioned_person,0.5,FIR0020
FIR0020,P0621,mentioned_person,0.5,FIR0020
FIR0020,P0930,mentioned_person,0.55,FIR0020
FIR0020,P0125,mentioned_person,0.87,FIR0020
FIR0020,P0927,mentioned_person,0.84,FIR0020
FIR0020,P0707,mentioned_person,0.65,FIR0020
FIR0020,P0127,mentioned_person,0.61,FIR0020
FIR0020,P0670,mentioned_person,0.88,FIR0020
FIR0020,P0842,mentioned_person,0.66,FIR0020
FIR0020,P0561,mentioned_person,0.66,FIR0020
FIR0020,P0195,mentioned_person,0.64,FIR0020
FIR0020,P0651,mentioned_person,0.83,FIR0020
FIR0020,P0674,mentioned_person,0.67,FIR0020
FIR0020,P0066,mentioned_person,0.83,FIR0020
FIR0020,P0302,mentioned_person,0.6,FIR0020
FIR0020,P0255,mentioned_person,0.83,FIR0020
FIR0020,P0076,mentioned_person,0.59,FIR0020
FIR0020,P0406,mentioned_person,0.87,FIR0020
FIR0020,P0543,mentioned_person,0.82,FIR0020
FIR0020,P0107,mentioned_person,0.67,FIR0020
FIR0020,P0448,mentioned_person,0.6,FIR0020
FIR0020,P0708,mentioned_person,0.44,FIR0020
FIR0020,P0802,mentioned_person,0.89,FIR0020
FIR0020,P0177,mentioned_person,0.87,FIR0020
FIR0020,P0826,mentioned_person,0.6,FIR0020
FIR0020,P0038,mentioned_person,0.9,FIR0020
FIR0020,P0071,mentioned_person,0.71,FIR0020
FIR0020,P0544,mentioned_person,0.86,FIR0020
FIR0020,P0620,mentioned_person,0.82,FIR0020
FIR0020,P0421,mentioned_person,0.78,FIR0020
FIR0020,P0907,mentioned_person,0.79,FIR0020
FIR0020,P0812,mentioned_person,0.87,FIR0020
FIR0021,P0801,suspect,0.86,FIR0021
FIR0021,P0038,suspect,0.78,FIR0021
FIR0021,P0127,mentioned_person,0.7,FIR0021
FIR0021,P0113,mentioned_person,0.88,FIR0021
FIR0021,P0401,mentioned_person,0.76,FIR0021
FIR0021,P0624,mentioned_person,0.65,FIR0021
FIR0021,P0954,mentioned_person,0.8,FIR0021
FIR0021,P0591,mentioned_person,0.74,FIR0021
FIR0021,P0738,mentioned_person,0.41,FIR0021
FIR0021,P0328,mentioned_person,0.4,FIR0021
FIR0021,P0483,mentioned_person,0.51,FIR0021
FIR0021,P0132,mentioned_person,0.91,FIR0021
FIR0021,P0616,mentioned_person,0.6,FIR0021
FIR0021,P0585,mentioned_person,0.5,FIR0021
FIR0021,P0431,mentioned_person,0.83,FIR0021
FIR0021,P0187,mentioned_person,0.9,FIR0021
FIR0021,P0922,mentioned_person,0.75,FIR0021
FIR0021,P0840,mentioned_person,0.4,FIR0021
FIR0021,P0090,mentioned_person,0.5,FIR0021
FIR0021,P0974,mentioned_person,0.52,FIR0021
FIR0021,P0938,mentioned_person,0.51,FIR0021
FIR0021,P0942,mentioned_person,0.7,FIR0021
FIR0021,P0200,mentioned_person,0.63,FIR0021
FIR0021,P0806,mentioned_person,0.61,FIR0021
FIR0021,P0763,victim,0.48,FIR0021
FIR0021,P0358,mentioned_person,0.59,FIR0021
FIR0022,P0875,suspect,0.49,FIR0022
FIR0022,P0184,suspect,0.79,FIR0022
FIR0022,P0364,mentioned_person,0.55,FIR0022
FIR0022,P0346,mentioned_person,0.54,FIR0022
FIR0022,P0277,mentioned_person,0.87,FIR0022
FIR0022,P0498,mentioned_person,0.45,FIR0022
FIR0022,P0908,mentioned_person,0.55,FIR0022
FIR0022,P0504,victim,0.75,FIR0022
FIR0023,P0933,suspect,0.89,FIR0023
FIR0023,P0760,suspect,0.87,FIR0023
FIR0023,P0892,mentioned_person,0.49,FIR0023
FIR0023,P0393,mentioned_person,0.6,FIR0023
FIR0023,P0246,mentioned_person,0.55,FIR0023
FIR0023,P0093,mentioned_person,0.52,FIR0023
FIR0023,P0536,mentioned_person,0.56,FIR0023
FIR0023,P0063,mentioned_person,0.76,FIR0023
FIR0023,P0992,mentioned_person,0.47,FIR0023
FIR0023,P0678,mentioned_person,0.46,FIR0023
FIR0023,P0925,mentioned_person,0.62,FIR0023
FIR0023,P0624,mentioned_person,0.71,FIR0023
FIR0023,P0358,mentioned_person,0.55,FIR0023
FIR0023,P0315,mentioned_person,0.94,FIR0023
FIR0023,P0444,mentioned_person,0.76,FIR0023
FIR0023,P0679,mentioned_person,0.47,FIR0023
FIR0023,P0149,mentioned_person,0.67,FIR0023
FIR0023,P0878,mentioned_person,0.78,FIR0023
FIR0023,P0058,mentioned_person,0.48,FIR0023
FIR0023,P0434,mentioned_person,0.94,FIR0023
FIR0023,P0191,mentioned_person,0.47,FIR0023
FIR0023,P0575,mentioned_person,0.71,FIR0023
FIR0023,P0084,mentioned_person,0.92,FIR0023
FIR0023,P0915,mentioned_person,0.74,FIR0023
FIR0023,P0756,mentioned_person,0.71,FIR0023
FIR0023,P0048,mentioned_person,0.45,FIR0023
FIR0023,P0176,mentioned_person,0.5,FIR0023
FIR0023,P0346,mentioned_person,0.72,FIR0023
FIR0023,P0479,mentioned_person,0.8,FIR0023
FIR0023,P0182,mentioned_person,0.57,FIR0023
FIR0023,P0172,mentioned_person,0.82,FIR0023
FIR0023,P0843,mentioned_person,0.82,FIR0023
FIR0023,P0245,mentioned_person,0.81,FIR0023
FIR0023,P0596,mentioned_person,0.83,FIR0023
FIR0023,P0630,mentioned_person,0.62,FIR0023
FIR0023,P0905,mentioned_person,0.41,FIR0023
FIR0023,P0081,mentioned_person,0.82,FIR0023
FIR0023,P0531,mentioned_person,0.58,FIR0023
FIR0023,P0714,mentioned_person,0.75,FIR0023
FIR0023,P0857,mentioned_person,0.69,FIR0023
FIR0023,P0699,mentioned_person,0.65,FIR0023
FIR0023,P0024,mentioned_person,0.84,FIR0023
FIR0023,P0665,mentioned_person,0.69,FIR0023
FIR0023,P0526,mentioned_person,0.8,FIR0023
FIR0023,P0303,mentioned_person,0.9,FIR0023
FIR0023,P0123,mentioned_person,0.66,FIR0023
FIR0023,P0644,mentioned_person,0.9,FIR0023
FIR0023,P0166,victim,0.46,FIR0023
FIR0023,P0098,mentioned_person,0.92,FIR0023
FIR0023,P0380,mentioned_person,0.48,FIR0023
FIR0023,P0340,mentioned_person,0.49,FIR0023
FIR0023,P0101,mentioned_person,0.44,FIR0023
FIR0023,P0397,mentioned_person,0.42,FIR0023
FIR0023,P0970,mentioned_person,0.8,FIR0023
FIR0023,P0386,mentioned_person,0.79,FIR0023
FIR0023,P0602,mentioned_person,0.56,FIR0023
FIR0023,P0914,mentioned_person,0.63,FIR0023
FIR0023,P0518,mentioned_person,0.73,FIR0023
FIR0023,P0167,mentioned_person,0.83,FIR0023
FIR0023,P0208,mentioned_person,0.66,FIR0023
FIR0023,P0731,mentioned_person,0.67,FIR0023
FIR0023,P0431,mentioned_person,0.9,FIR0023
FIR0023,P0594,mentioned_person,0.52,FIR0023
FIR0023,P0334,mentioned_person,0.86,FIR0023
FIR0023,P0898,mentioned_person,0.5,FIR0023
FIR0023,P0803,mentioned_person,0.74,FIR0023
FIR0023,P0522,mentioned_person,0.95,FIR0023
FIR0023,P0932,mentioned_person,0.41,FIR0023
FIR0023,P0675,mentioned_person,0.57,FIR0023
FIR0023,P0832,mentioned_person,0.63,FIR0023
FIR0023,P0827,mentioned_person,0.86,FIR0023
FIR0023,P0060,mentioned_person,0.76,FIR0023
FIR0023,P0661,mentioned_person,0.71,FIR0023
FIR0023,P0552,mentioned_person,0.94,FIR0023
FIR0023,P0351,mentioned_person,0.62,FIR0023
FIR0023,P0629,mentioned_person,0.88,FIR0023
FIR0023,P0353,mentioned_person,0.83,FIR0023
FIR0024,P0436,suspect,0.65,FIR0024
FIR0024,P0429,suspect,0.56,FIR0024
FIR0024,P0236,mentioned_person,0.74,FIR0024
FIR0024,P0630,mentioned_person,0.84,FIR0024
FIR0024,P0162,mentioned_person,0.6,FIR0024
FIR0024,P0288,mentioned_person,0.44,FIR0024
FIR0024,P0967,mentioned_person,0.55,FIR0024
FIR0024,P0366,mentioned_person,0.44,FIR0024
FIR0024,P0384,mentioned_person,0.91,FIR0024
FIR0024,P0544,mentioned_person,0.82,FIR0024
FIR0024,P0212,mentioned_person,0.44,FIR0024
FIR0024,P0404,mentioned_person,0.57,FIR0024
FIR0024,P0169,mentioned_person,0.81,FIR0024
FIR0024,P0070,mentioned_person,0.55,FIR0024
FIR0024,P0038,mentioned_person,0.8,FIR0024
FIR0024,P0318,mentioned_person,0.94,FIR0024
FIR0024,P0882,mentioned_person,0.84,FIR0024
FIR0024,P0772,mentioned_person,0.46,FIR0024
FIR0024,P0206,mentioned_person,0.61,FIR0024
FIR0024,P0241,mentioned_person,0.42,FIR0024
FIR0024,P0482,mentioned_person,0.7,FIR0024
FIR0024,P0263,mentioned_person,0.48,FIR0024
FIR0024,P0684,mentioned_person,0.62,FIR0024
FIR0024,P0590,mentioned_person,0.83,FIR0024
FIR0024,P0666,mentioned_person,0.48,FIR0024
FIR0024,P0780,mentioned_person,0.9,FIR0024
FIR0024,P0221,mentioned_person,0.84,FIR0024
FIR0024,P0635,mentioned_person,0.67,FIR0024
FIR0024,P0960,mentioned_person,0.44,FIR0024
FIR0024,P0205,mentioned_person,0.83,FIR0024
FIR0024,P0063,mentioned_person,0.58,FIR0024
FIR0024,P0266,mentioned_person,0.66,FIR0024
FIR0024,P0391,mentioned_person,0.61,FIR0024
FIR0024,P0963,mentioned_person,0.48,FIR0024
FIR0024,P0219,mentioned_person,0.57,FIR0024
FIR0024,P0250,mentioned_person,0.45,FIR0024
FIR0024,P0249,mentioned_person,0.49,FIR0024
FIR0024,P0297,mentioned_person,0.63,FIR0024
FIR0024,P0337,mentioned_person,0.68,FIR0024
FIR0024,P0565,mentioned_person,0.68,FIR0024
FIR0024,P0885,mentioned_person,0.8,FIR0024
FIR0024,P0736,mentioned_person,0.59,FIR0024
FIR0024,P0865,mentioned_person,0.41,FIR0024
FIR0024,P0352,mentioned_person,0.66,FIR0024
FIR0024,P0878,mentioned_person,0.87,FIR0024
FIR0024,P0824,mentioned_person,0.53,FIR0024
FIR0024,P0451,mentioned_person,0.76,FIR0024
FIR0024,P0529,mentioned_person,0.49,FIR0024
FIR0024,P0240,mentioned_person,0.72,FIR0024
FIR0024,P0491,mentioned_person,0.66,FIR0024
FIR0024,P0353,mentioned_person,0.71,FIR0024
FIR0024,P0850,mentioned_person,0.64,FIR0024
FIR0024,P0806,mentioned_person,0.53,FIR0024
FIR0024,P0245,mentioned_person,0.66,FIR0024
FIR0024,P0557,mentioned_person,0.66,FIR0024
FIR0024,P0158,mentioned_person,0.4,FIR0024
FIR0024,P0310,victim,0.6,FIR0024
FIR0024,P0364,mentioned_person,0.5,FIR0024
FIR0024,P0537,mentioned_person,0.71,FIR0024
FIR0024,P0421,mentioned_person,0.42,FIR0024
FIR0024,P0925,mentioned_person,0.83,FIR0024
FIR0024,P0903,mentioned_person,0.88,FIR0024
FIR0024,P0302,mentioned_person,0.6,FIR0024
FIR0024,P0223,mentioned_person,0.83,FIR0024
FIR0024,P0438,mentioned_person,0.52,FIR0024
FIR0024,P0155,mentioned_person,0.94,FIR0024
FIR0024,P0880,mentioned_person,0.78,FIR0024
FIR0024,P0702,mentioned_person,0.72,FIR0024
FIR0024,P0182,mentioned_person,0.56,FIR0024
FIR0024,P0074,mentioned_person,0.92,FIR0024
FIR0024,P0787,mentioned_person,0.43,FIR0024
FIR0024,P0778,mentioned_person,0.92,FIR0024
FIR0024,P0541,mentioned_person,0.8,FIR0024
FIR0024,P0387,mentioned_person,0.64,FIR0024
FIR0024,P0422,mentioned_person,0.93,FIR0024
FIR0024,P0402,mentioned_person,0.65,FIR0024
FIR0024,P0731,mentioned_person,0.57,FIR0024
FIR0024,P0447,mentioned_person,0.91,FIR0024
FIR0024,P0328,mentioned_person,0.71,FIR0024
FIR0025,P0510,suspect,0.45,FIR0025
FIR0025,P0603,suspect,0.48,FIR0025
FIR0025,P0711,mentioned_person,0.61,FIR0025
FIR0025,P0223,mentioned_person,0.61,FIR0025
FIR0025,P0550,mentioned_person,0.79,FIR0025
FIR0025,P0900,mentioned_person,0.56,FIR0025
FIR0025,P0751,mentioned_person,0.92,FIR0025
FIR0025,P0625,victim,0.94,FIR0025
FIR0026,P0689,suspect,0.56,FIR0026
FIR0026,P0759,suspect,0.77,FIR0026
FIR0026,P0734,mentioned_person,0.78,FIR0026
FIR0026,P0095,mentioned_person,0.58,FIR0026
FIR0026,P0903,mentioned_person,0.64,FIR0026
FIR0026,P0290,mentioned_person,0.75,FIR0026
FIR0026,P0069,mentioned_person,0.43,FIR0026
FIR0026,P0577,mentioned_person,0.61,FIR0026
FIR0026,P0162,mentioned_person,0.79,FIR0026
FIR0026,P0034,mentioned_person,0.48,FIR0026
FIR0026,P0843,mentioned_person,0.82,FIR0026
FIR0026,P0397,mentioned_person,0.84,FIR0026
FIR0026,P0187,mentioned_person,0.68,FIR0026
FIR0026,P0992,mentioned_person,0.52,FIR0026
FIR0026,P0946,mentioned_person,0.6,FIR0026
FIR0026,P0473,mentioned_person,0.66,FIR0026
FIR0026,P0979,mentioned_person,0.94,FIR0026
FIR0026,P0767,mentioned_person,0.78,FIR0026
FIR0026,P0895,mentioned_person,0.84,FIR0026
FIR0026,P0431,mentioned_person,0.61,FIR0026
FIR0026,P0851,mentioned_person,0.75,FIR0026
FIR0026,P0773,mentioned_person,0.83,FIR0026
FIR0026,P0394,mentioned_person,0.52,FIR0026
FIR0026,P0153,mentioned_person,0.53,FIR0026
FIR0026,P0849,victim,0.74,FIR0026
FIR0026,P0883,mentioned_person,0.61,FIR0026
FIR0026,P0094,mentioned_person,0.74,FIR0026
FIR0027,P0627,suspect,0.41,FIR0027
FIR0027,P0126,suspect,0.53,FIR0027
FIR0027,P0811,mentioned_person,0.53,FIR0027
FIR0027,P0937,mentioned_person,0.84,FIR0027
FIR0027,P0203,mentioned_person,0.88,FIR0027
FIR0027,P0943,mentioned_person,0.9,FIR0027
FIR0027,P0532,mentioned_person,0.7,FIR0027
FIR0027,P0292,mentioned_person,0.43,FIR0027
FIR0027,P0149,mentioned_person,0.53,FIR0027
FIR0027,P0153,mentioned_person,0.69,FIR0027
FIR0027,P0995,mentioned_person,0.54,FIR0027
FIR0027,P0547,mentioned_person,0.56,FIR0027
FIR0027,P0068,mentioned_person,0.93,FIR0027
FIR0027,P0558,mentioned_person,0.64,FIR0027
FIR0027,P0688,mentioned_person,0.82,FIR0027
FIR0027,P0870,mentioned_person,0.61,FIR0027
FIR0027,P0327,mentioned_person,0.47,FIR0027
FIR0027,P0218,mentioned_person,0.94,FIR0027
FIR0027,P0823,mentioned_person,0.67,FIR0027
FIR0027,P0692,mentioned_person,0.52,FIR0027
FIR0027,P0971,mentioned_person,0.62,FIR0027
FIR0027,P0586,mentioned_person,0.51,FIR0027
FIR0027,P0975,mentioned_person,0.9,FIR0027
FIR0027,P0154,mentioned_person,0.43,FIR0027
FIR0027,P0664,mentioned_person,0.52,FIR0027
FIR0027,P0258,mentioned_person,0.53,FIR0027
FIR0027,P0066,mentioned_person,0.52,FIR0027
FIR0027,P0541,mentioned_person,0.82,FIR0027
FIR0027,P0259,mentioned_person,0.44,FIR0027
FIR0027,P0899,mentioned_person,0.7,FIR0027
FIR0027,P0467,mentioned_person,0.94,FIR0027
FIR0027,P0158,mentioned_person,0.78,FIR0027
FIR0028,P0813,suspect,0.44,FIR0028
FIR0028,P0054,suspect,0.64,FIR0028
FIR0028,P0250,victim,0.51,FIR0028
FIR0028,P0648,mentioned_person,0.95,FIR0028
FIR0028,P0502,mentioned_person,0.66,FIR0028
FIR0028,P0146,mentioned_person,0.47,FIR0028
FIR0028,P0431,mentioned_person,0.42,FIR0028
FIR0028,P0430,mentioned_person,0.81,FIR0028
FIR0028,P0588,mentioned_person,0.45,FIR0028
FIR0028,P0226,mentioned_person,0.9,FIR0028
FIR0028,P0414,mentioned_person,0.74,FIR0028
FIR0028,P0003,mentioned_person,0.83,FIR0028
FIR0028,P0170,mentioned_person,0.8,FIR0028
FIR0029,P0849,suspect,0.45,FIR0029
FIR0029,P0341,suspect,0.4,FIR0029
FIR0029,P0125,mentioned_person,0.8,FIR0029
FIR0029,P0171,mentioned_person,0.61,FIR0029
FIR0029,P0378,mentioned_person,0.89,FIR0029
FIR0029,P0822,mentioned_person,0.77,FIR0029
FIR0029,P0842,mentioned_person,0.51,FIR0029
FIR0029,P0933,mentioned_person,0.55,FIR0029
FIR0029,P0634,victim,0.78,FIR0029
FIR0029,P0810,mentioned_person,0.79,FIR0029
FIR0029,P0282,mentioned_person,0.64,FIR0029
FIR0029,P0870,mentioned_person,0.55,FIR0029
FIR0029,P0597,mentioned_person,0.47,FIR0029
FIR0029,P0986,mentioned_person,0.63,FIR0029
FIR0029,P0322,mentioned_person,0.69,FIR0029
FIR0029,P0901,mentioned_person,0.5,FIR0029
FIR0029,P0791,mentioned_person,0.84,FIR0029
FIR0029,P0845,mentioned_person,0.71,FIR0029
FIR0029,P0851,mentioned_person,0.6,FIR0029
FIR0030,P0026,suspect,0.71,FIR0030
FIR0030,P0501,suspect,0.59,FIR0030
FIR0030,P0374,mentioned_person,0.69,FIR0030
FIR0030,P0320,mentioned_person,0.65,FIR0030
FIR0030,P0477,mentioned_person,0.61,FIR0030
FIR0030,P0327,mentioned_person,0.44,FIR0030
FIR0030,P0813,mentioned_person,0.52,FIR0030
FIR0030,P0375,mentioned_person,0.73,FIR0030
FIR0030,P0740,mentioned_person,0.64,FIR0030
FIR0030,P0011,mentioned_person,0.61,FIR0030
FIR0030,P0857,mentioned_person,0.45,FIR0030
FIR0030,P0354,mentioned_person,0.47,FIR0030
FIR0030,P0411,mentioned_person,0.65,FIR0030
FIR0030,P0027,mentioned_person,0.47,FIR0030
FIR0030,P0269,mentioned_person,0.63,FIR0030
FIR0030,P0818,mentioned_person,0.56,FIR0030
FIR0030,P0984,mentioned_person,0.64,FIR0030
FIR0030,P0883,mentioned_person,0.8,FIR0030
FIR0030,P0355,mentioned_person,0.69,FIR0030
FIR0030,P0055,mentioned_person,0.7,FIR0030
FIR0030,P0697,mentioned_person,0.41,FIR0030
FIR0030,P0716,mentioned_person,0.85,FIR0030
FIR0030,P0478,mentioned_person,0.7,FIR0030
FIR0030,P0880,mentioned_person,0.85,FIR0030
FIR0030,P0409,victim,0.51,FIR0030
FIR0030,P0489,mentioned_person,0.84,FIR0030
FIR0030,P0810,mentioned_person,0.67,FIR0030
FIR0030,P0016,mentioned_person,0.76,FIR0030
FIR0030,P0069,mentioned_person,0.9,FIR0030
FIR0030,P0184,mentioned_person,0.56,FIR0030
FIR0030,P0758,mentioned_person,0.91,FIR0030
FIR0030,P0920,mentioned_person,0.71,FIR0030
FIR0030,P0266,mentioned_person,0.8,FIR0030
FIR0030,P0596,mentioned_person,0.46,FIR0030
FIR0031,P0323,suspect,0.89,FIR0031
FIR0031,P0805,suspect,0.66,FIR0031
FIR0031,P0117,mentioned_person,0.45,FIR0031
FIR0031,P0170,mentioned_person,0.9,FIR0031
FIR0031,P0160,mentioned_person,0.63,FIR0031
FIR0031,P0978,mentioned_person,0.87,FIR0031
FIR0031,P0694,mentioned_person,0.46,FIR0031
FIR0031,P0595,mentioned_person,0.59,FIR0031
FIR0031,P0139,mentioned_person,0.44,FIR0031
FIR0031,P0999,mentioned_person,0.93,FIR0031
FIR0031,P0998,mentioned_person,0.66,FIR0031
FIR0031,P0211,mentioned_person,0.87,FIR0031
FIR0031,P0533,mentioned_person,0.52,FIR0031
FIR0031,P0440,mentioned_person,0.56,FIR0031
FIR0031,P0778,mentioned_person,0.47,FIR0031
FIR0031,P0927,mentioned_person,0.92,FIR0031
FIR0031,P0770,mentioned_person,0.7,FIR0031
FIR0031,P0495,mentioned_person,0.63,FIR0031
FIR0031,P0016,victim,0.48,FIR0031
FIR0031,P0494,mentioned_person,0.91,FIR0031
FIR0031,P0107,mentioned_person,0.83,FIR0031
FIR0031,P0603,mentioned_person,0.89,FIR0031
FIR0031,P0539,mentioned_person,0.55,FIR0031
FIR0031,P0260,mentioned_person,0.79,FIR0031
FIR0031,P0898,mentioned_person,0.58,FIR0031
FIR0031,P0997,mentioned_person,0.45,FIR0031
FIR0031,P0723,mentioned_person,0.69,FIR0031
FIR0031,P0466,mentioned_person,0.78,FIR0031
FIR0031,P0541,mentioned_person,0.66,FIR0031
FIR0031,P0480,mentioned_person,0.61,FIR0031
FIR0031,P0492,mentioned_person,0.8,FIR0031
FIR0031,P0885,mentioned_person,0.49,FIR0031
FIR0031,P0922,mentioned_person,0.54,FIR0031
FIR0031,P0514,mentioned_person,0.49,FIR0031
FIR0031,P0940,mentioned_person,0.46,FIR0031
FIR0031,P0656,mentioned_person,0.92,FIR0031
FIR0031,P0034,mentioned_person,0.53,FIR0031
FIR0031,P0055,mentioned_person,0.49,FIR0031
FIR0031,P0593,mentioned_person,0.93,FIR0031
FIR0031,P0611,mentioned_person,0.57,FIR0031
FIR0031,P0629,mentioned_person,0.81,FIR0031
FIR0031,P0780,mentioned_person,0.42,FIR0031
FIR0031,P0022,mentioned_person,0.76,FIR0031
FIR0031,P0575,mentioned_person,0.53,FIR0031
FIR0031,P0269,mentioned_person,0.8,FIR0031
FIR0031,P0263,mentioned_person,0.82,FIR0031
FIR0031,P0327,mentioned_person,0.42,FIR0031
FIR0031,P0423,mentioned_person,0.5,FIR0031
FIR0031,P0243,mentioned_person,0.9,FIR0031
FIR0031,P0929,mentioned_person,0.53,FIR0031
FIR0031,P0788,mentioned_person,0.66,FIR0031
FIR0031,P0058,mentioned_person,0.92,FIR0031
FIR0031,P0484,mentioned_person,0.94,FIR0031
FIR0031,P0100,mentioned_person,0.77,FIR0031
FIR0031,P0585,mentioned_person,0.61,FIR0031
FIR0031,P0353,mentioned_person,0.57,FIR0031
FIR0031,P0763,mentioned_person,0.61,FIR0031
FIR0031,P0869,mentioned_person,0.81,FIR0031
FIR0031,P0787,mentioned_person,0.55,FIR0031
FIR0031,P0481,mentioned_person,0.56,FIR0031
FIR0031,P0802,mentioned_person,0.5,FIR0031
FIR0031,P0883,mentioned_person,0.62,FIR0031
FIR0031,P0919,mentioned_person,0.77,FIR0031
