evidence_id,case_id,source_table,record_id,sequence_index,content_sha256,previous_hash,block_hash
transactions:TX0489,CASE011,transactions,TX0489,188,3195c53fc83e8a2d2841a207147b8b47cc03ac811e69d41f7e4874ee9f8b5eef,767cf009a9681b7f3a43059114e23778587931fcbeeaba7c3486db47b0404dfd,47389a1b13706475e261d53a9105ccf6ba8beb2962cc8756065f862fa947799f
transactions:TX0490,CASE011,transactions,TX0490,189,62e507e095deecc92652c2ef98262e96efea537628961d6f6704fbd8647dd199,47389a1b13706475e261d53a9105ccf6ba8beb2962cc8756065f862fa947799f,d6f68fcc76ecbf4a14f322d009f97a09d5b6a78c26c987a29ae55c164911fbc6
transactions:TX0491,CASE011,transactions,TX0491,190,49ff7143503d9b57475119be6644932a41b7bd124db6925d90edc4f57005a226,d6f68fcc76ecbf4a14f322d009f97a09d5b6a78c26c987a29ae55c164911fbc6,8ea643efe582c91baefc752bfad294de212ce670da7fe328168b1c0d646cb2dc
transactions:TX0492,CASE011,transactions,TX0492,191,5ce639aa47a942e3d095c0c3470105abac8a2da57bfefad5eea15d651abb0320,8ea643efe582c91baefc752bfad294de212ce670da7fe328168b1c0d646cb2dc,302c0f6e1ce27aa80fbb9958a46dff5dd23210c368ce401982347ff23fc3ea6b
transactions:TX0493,CASE011,transactions,TX0493,192,b3c9946c4cc8f8923a05787689776ed80e4ea1b547b22d0329c82291c66e6fbe,302c0f6e1ce27aa80fbb9958a46dff5dd23210c368ce401982347ff23fc3ea6b,b53a40964c7ad5024f1c90eb61ca9f0696d23071e4b39efcc3fdac98e58fa063
transactions:TX0494,CASE011,transactions,TX0494,193,01cbe80bde819b2b27145c3a055b682551337fe78e565e1d24bf2d0ca0a59d3b,b53a40964c7ad5024f1c90eb61ca9f0696d23071e4b39efcc3fdac98e58fa063,43d0c682b5bc8c335ce7758b4c34e8a279a7c86681ccac97c6f2be06cd10b1b3
transactions:TX0495,CASE011,transactions,TX0495,194,49472b5f1581c96db5115cd50ad0a7bbb1a09498b28e93726ef03b394fdf11b6,43d0c682b5bc8c335ce7758b4c34e8a279a7c86681ccac97c6f2be06cd10b1b3,c42f252880f4eb4a85c6fd427b88bb0be96ae68fd8dfe9fee289fd12adcae2b8
transactions:TX0496,CASE011,transactions,TX0496,195,2935ddd320e1cbcebd715cff76e4e863e6aad5525c61af0c9edde6efeefe1f82,c42f252880f4eb4a85c6fd427b88bb0be96ae68fd8dfe9fee289fd12adcae2b8,c8bd356c702fc855f9589d3f0539e5d8620dc3e154d8f28e38dfe41681fe7205
transactions:TX0497,CASE011,transactions,TX0497,196,15cf82469579c09cc9576e04363c103a527787e89669e3a14b968762a2fc28a9,c8bd356c702fc855f9589d3f0539e5d8620dc3e154d8f28e38dfe41681fe7205,e0d058e54a0c098b06b8e5c0b5265446cb275c0aa00b94cecbcf1a9e73e2aa0f
transactions:TX0498,CASE011,transactions,TX0498,197,4aca9f9953f06169bcf707b72c360ebf4a638956b78d895482a32fae5bb6cc47,e0d058e54a0c098b06b8e5c0b5265446cb275c0aa00b94cecbcf1a9e73e2aa0f,127b0885945af21987796a501eaa555967a854bdd01980d34548c1d9e8acaa12
transactions:TX0499,CASE011,transactions,TX0499,198,d40b08e91952123e77fb602118f528e6e702392d9a877e5559ff101948e62c6f,127b0885945af21987796a501eaa555967a854bdd01980d34548c1d9e8acaa12,bf729537f7b6169ac0b71c7f632dcaa3391af0a486754935a87a72b24319028f
transactions:TX0500,CASE011,transactions,TX0500,199,2952df20ecf58c0e8b69c45fb0aae27a6b94d8c80a74ff2535f76e4162971b17,bf729537f7b6169ac0b71c7f632dcaa3391af0a486754935a87a72b24319028f,11558e959b384679d3532fa7056f056071dbdef7a28eb43d202c063c58159523
transactions:TX0501,CASE011,transactions,TX0501,200,1cd7189aeb5a14df35d8c15835f53c641c3a9ccd5677554526cfb10c24a57243,11558e959b384679d3532fa7056f056071dbdef7a28eb43d202c063c58159523,ec8263db836b694181a796e3b5fdbc096cad86ba6acf796cb8cbf55667a2e846
transactions:TX0502,CASE011,transactions,TX0502,201,d8004d2b115c04e45d3dc562713aef3bd8035268d0da2e9bd0bcb40b9a044e69,ec8263db836b694181a796e3b5fdbc096cad86ba6acf796cb8cbf55667a2e846,f1b5ba1f69ed308d872cb4d28ef89485171c45901afd7eebbb46ff0b4c7c298f
transactions:TX0503,CASE011,transactions,TX0503,202,73ba8ab82da184093bd3ef56480ad86377af0426943da3a6bf46d23f91f5e0dd,f1b5ba1f69ed308d872cb4d28ef89485171c45901afd7eebbb46ff0b4c7c298f,cdf2c17e398239d97d249765b39966dcdbe17226a423170d9453000b79396a0a
transactions:TX0504,CASE011,transactions,TX0504,203,9abb3cc78ff534ff70ade09eb43f3eed4c9cd71a6debbaf46cbbac07df8be741,cdf2c17e398239d97d249765b39966dcdbe17226a423170d9453000b79396a0a,6fee2bb23088d2ff66e3da193d4b1cfac9c82c74ba9afe5b3555bcbb9e05f727
transactions:TX0505,CASE011,transactions,TX0505,204,13ca5353320155af42c8bfb1085325d23fa4309d3d11cc92fce2ddb96d876599,6fee2bb23088d2ff66e3da193d4b1cfac9c82c74ba9afe5b3555bcbb9e05f727,9794c08135157c52ac9acb978cc71e9d5351930b0b692bdfdb8a21039f5e0def
transactions:TX0506,CASE011,transactions,TX0506,205,c699822d0d5da7a45374ef8cd6f34cf2a05543cb8c85c79f70473d18ee295e69,9794c08135157c52ac9acb978cc71e9d5351930b0b692bdfdb8a21039f5e0def,43c236530e51a66fdc444fa82ae11d5a94ee94b322241cddca3ea9aa9e4cbd02
transactions:TX0507,CASE011,transactions,TX0507,206,4222ffa18fae2c11dc8b4508d1152f139e8f7c55ea9511a9a39f08b2a3850841,43c236530e51a66fdc444fa82ae11d5a94ee94b322241cddca3ea9aa9e4cbd02,056417b9937a0ab01878e701a11e878e4f79cdc84d656fd47ee75bd9e5f3cc70
transactions:TX0508,CASE011,transactions,TX0508,207,36fbd93c404516c638c5e8ea8a694a88cf570b53535a32d1e19c1a10d41c1796,056417b9937a0ab01878e701a11e878e4f79cdc84d656fd47ee75bd9e5f3cc70,582d7475e31b5dff54e08f8882a2f53b445e8f2ac7977a693bf78c08bf7d74c3
transactions:TX0509,CASE011,transactions,TX0509,208,5d17d7841401c2c8004328328a357079746f72023ea421bee924632f75854117,582d7475e31b5dff54e08f8882a2f53b445e8f2ac7977a693bf78c08bf7d74c3,f92c6d2bf474643e6a66557ad6a6f111d6b9c2556770b9762eeac6af4bb03e84
transactions:TX0510,CASE011,transactions,TX0510,209,7e18a56c9ef071022f861bbbdf2c679df03a75900539486f0e848e06238e55b1,f92c6d2bf474643e6a66557ad6a6f111d6b9c2556770b9762eeac6af4bb03e84,d5372469e4d8ba39ce5d7ae61d186fff04ae3123d9241208304491a204370e67
transactions:TX0511,CASE011,transactions,TX0511,210,2b71da0f378422e24ce2a492e8ac3e2baa1f1e7a4b1277ab6ad91d8af7e1a947,d5372469e4d8ba39ce5d7ae61d186fff04ae3123d9241208304491a204370e67,07047324e341a0a90866da407ab574e2a5e52354bd5425b4f5af216e70b87b60
transactions:TX0512,CASE011,transactions,TX0512,211,b599e391ed359a54d8540bd2fa7e1283a1f2e2db311b50bc167f5d030a9a96b6,07047324e341a0a90866da407ab574e2a5e52354bd5425b4f5af216e70b87b60,faf02d78a1fa032d486ed21126fdfe63c4131119f1f50926805a2b660492c6e0
transactions:TX0513,CASE011,transactions,TX0513,212,51c3c6bfd67259d24d527260131f354b9589e8133ac0d0e5fda15ba52af0eeff,faf02d78a1fa032d486ed21126fdfe63c4131119f1f50926805a2b660492c6e0,23442712c5235c964f7a9899620b637e55d906c4004612e4acaff6d88cf87a3b
transactions:TX0514,CASE011,transactions,TX0514,213,31dc053df12b724005f97cd962e079770b89505533ea9f1651d1203d348ce708,23442712c5235c964f7a9899620b637e55d906c4004612e4acaff6d88cf87a3b,4bfe4ca59913355c55aa3888a4764e2bce2147bc87a3c59b8d890442f6a79543
transactions:TX0515,CASE011,transactions,TX0515,214,7b04aaa7e3426b3157f10fc1dafdc16ac027a1dd7ad6402fd5ad97b98d834dfc,4bfe4ca59913355c55aa3888a4764e2bce2147bc87a3c59b8d890442f6a79543,a808348bc3f9f708063d5faecdd42d1c380d1770d56e8f2b3baacef104ef8392
transactions:TX0516,CASE011,transactions,TX0516,215,05e2ab72f3e6e3e7c3e54e2718e18d848c01ab63966f4c88aa47dc4349a4ad40,a808348bc3f9f708063d5faecdd42d1c380d1770d56e8f2b3baacef104ef8392,d1670b351ee729f9bd53fd8ccddad26229241372a41d0870921f1fa065a6dfb9
transactions:TX0517,CASE011,transactions,TX0517,216,27e066bbd226ad032ad143d1fae996fe679982a1ce6e3263ee1405c0bed2afd8,d1670b351ee729f9bd53fd8ccddad26229241372a41d0870921f1fa065a6dfb9,59f19d0e606ee5ada0b09036e942d0568edb9459b293b671f799ea6da2794506
transactions:TX0518,CASE011,transactions,TX0518,217,1565bf5e4d20ca24f24acdb3ee4ea15877112639b9fe5809ff856029b136400e,59f19d0e606ee5ada0b09036e942d0568edb9459b293b671f799ea6da2794506,0a46d80d291a6bf7fd5b2aaec85c8721c8f3253333d164173330ef42b43a4439
transactions:TX0519,CASE011,transactions,TX0519,218,04fd636e8d78c24265c1723a089ec8c44d83c39d633256c23a53ccc6b07e5b43,0a46d80d291a6bf7fd5b2aaec85c8721c8f3253333d164173330ef42b43a4439,5df952208a88969084d9f5b8e0bd9ff9a2a60b4feb877ff9922f2f2cb170e1e9
transactions:TX0520,CASE011,transactions,TX0520,219,cb2a8443f035bf70b7b2b784a5f872477148c40f344e6bd0339e8ddc71eae66d,5df952208a88969084d9f5b8e0bd9ff9a2a60b4feb877ff9922f2f2cb170e1e9,1f960857d78cb07193690842a4b98a2873473da891072f7c9f988d817d36a69f
transactions:TX0521,CASE011,transactions,TX0521,220,f06cc8668457403d82b66a198f49dd322d9948cf223583cf959d2bf7c895d744,1f960857d78cb07193690842a4b98a2873473da891072f7c9f988d817d36a69f,14a43247ae80a0344a9e111be04f670998989d96c020f110395e961d089adf8d
transactions:TX0522,CASE011,transactions,TX0522,221,5e3fcd21cbd3e10789cea42f91aaa470b247727d99a29af98e8be5f1c687a344,14a43247ae80a0344a9e111be04f670998989d96c020f110395e961d089adf8d,540ad3d0496f2f9529460735581497e572996ffb9cecf63b2066e26593e7ca67
transactions:TX0523,CASE011,transactions,TX0523,222,ad9f456a382eb61d0394254c3df0ae30bf1e590552543feab67a652c43ba89db,540ad3d0496f2f9529460735581497e572996ffb9cecf63b2066e26593e7ca67,eea8d34b77806b82810ea3b903efdeb7e934164b04d5f40e61c72261649062be
transactions:TX0524,CASE011,transactions,TX0524,223,5a5cd18919118acea07b81364fc83830175a82c7dd4257ca805e2bcb4855187e,eea8d34b77806b82810ea3b903efdeb7e934164b04d5f40e61c72261649062be,8b1317eb1f5355941c1f1ec5becb1d9cb41ad9c8a976ff29417e3dce75469cfe
transactions:TX4835,CASE011,transactions,TX4835,224,7b74af3b9fb0b7199b7670bf2e5273fe6d6e2ef9072b06cebe14bae99aef7fa1,8b1317eb1f5355941c1f1ec5becb1d9cb41ad9c8a976ff29417e3dce75469cfe,89fbefb9d6725b47aa45e85c48d2e95e53b029b39092baf792faf9ba8d94622b
transactions:TX4836,CASE011,transactions,TX4836,225,f22e2f2c170c0cfe77423de2ab27e9949181d0eea4a2bea65b123d7d4309a664,89fbefb9d6725b47aa45e85c48d2e95e53b029b39092baf792faf9ba8d94622b,eb48ce16145387eeb2b99322de0e85317b068beae23d7a5316ddac2c20b9d1b8
transactions:TX4837,CASE011,transactions,TX4837,226,bd4e1bc30f4833b0e2f021fc162893976b4ef16fcd09f321094d1effe9224a03,eb48ce16145387eeb2b99322de0e85317b068beae23d7a5316ddac2c20b9d1b8,34dffe3e5728b5907413fc212f93e66cbf583f7ce793c6770a07753396100f83
transactions:TX4838,CASE011,transactions,TX4838,227,59ada3f651aac5f7ec974d14ffa88a6403baac65509eeab93f58c88867744956,34dffe3e5728b5907413fc212f93e66cbf583f7ce793c6770a07753396100f83,364a4203dec2e58cb0c1a5afa88a257216c4ca0d2495e87a6a7e79163d9e4809
transactions:TX4839,CASE011,transactions,TX4839,228,cdee4bcf05c050d245968118996a26dcac1b2e8a3785b30bfff82b7d862befdc,364a4203dec2e58cb0c1a5afa88a257216c4ca0d2495e87a6a7e79163d9e4809,c4951ec4d03b094acae6965cd6ee5fb07fa959afa7282cc88a91ad8bb56ad708
transactions:TX4840,CASE011,transactions,TX4840,229,92f1ae74e44c51be5b854bfff923e1b158fe6ee0e2324b0bc5ba0b500bef74d5,c4951ec4d03b094acae6965cd6ee5fb07fa959afa7282cc88a91ad8bb56ad708,24f0b92454600208d784cda195f330f6d95e99bc1f7b49458266873d2a892cbf
transactions:TX4841,CASE011,transactions,TX4841,230,11f95d280114df61b4f9a3c7b268866b44c5b7db4aa6c0c6174e97d20214eb03,24f0b92454600208d784cda195f330f6d95e99bc1f7b49458266873d2a892cbf,1d9c8a35d31d0a59cc99b0a504ee12a450dd060ffe9eba1b097018ae36c723ca
location_events:CASE011-LE0052,CASE011,location_events,CASE011-LE0052,231,42d10a8dd9c6a24fe9cf6e82e4bd37f1b15e2159800bcff2ae992c6bf8572169,1d9c8a35d31d0a59cc99b0a504ee12a450dd060ffe9eba1b097018ae36c723ca,8c549a1aff661c5e498464c7b44f4255e9c536f4f6891f97c448c9501f6a4ffc
location_events:CASE011-LE0053,CASE011,location_events,CASE011-LE0053,232,c4872e670e26448fd69cc28e677337a8ea374a3a6ae6ddea7e3cbbe7a0043004,8c549a1aff661c5e498464c7b44f4255e9c536f4f6891f97c448c9501f6a4ffc,b7833890ccf6424568141be914eb7b8d22b3b7439ee661f950545b919c77e674
location_events:CASE011-LE0054,CASE011,location_events,CASE011-LE0054,233,8201fecd7dfabfaeea410a85c6564128b006b2d2f33646a75dfbffa0c349d4b7,b7833890ccf6424568141be914eb7b8d22b3b7439ee661f950545b919c77e674,35ac198df97a525813368891da46dd571a26c3b9a70762353c2a41dd3ee900ce
location_events:CASE011-LE0055,CASE011,location_events,CASE011-LE0055,234,72daa37edce8215020971754ca432ac74fe5d2ddca8251ecbdc0c00b0ed3245b,35ac198df97a525813368891da46dd571a26c3b9a70762353c2a41dd3ee900ce,680a711d2c1f6914d460cc92b691d18a7849cec69a08c5c91ac7d21de521816e
location_events:CASE011-LE0056,CASE011,location_events,CASE011-LE0056,235,e00540b1aa0fccbd27c4e6b93536ba499ee025d502c2b884e3db3d1694f67991,680a711d2c1f6914d460cc92b691d18a7849cec69a08c5c91ac7d21de521816e,7500a93e34af2096c7619834924b7be2837591142ffbe22454b1d66ef4e3cee6
documents:FIR_FIR0011,CASE011,documents,FIR_FIR0011,236,b330f3506ae7f652f86f8bceeb346b4b36a5a64f682c124d16fbdb8fe16781e4,7500a93e34af2096c7619834924b7be2837591142ffbe22454b1d66ef4e3cee6,95fb946a4f1b2709b3ed579ed38a319f598ae6077b9b0cb327aba68cd534b0c2
documents:WITNESS_CASE011_1,CASE011,documents,WITNESS_CASE011_1,237,b58f0aabe652082b204f2cad8c8283d119448b7a60f57c5cb88525c3b8937967,95fb946a4f1b2709b3ed579ed38a319f598ae6077b9b0cb327aba68cd534b0c2,4dafb2abfa19544907dab0adcd444b7ad4e5e079fd7d8cb6265b9899b95bb1d7
fir:FIR0012,CASE012,fir,FIR0012,1,1271b179683b4026c6079a95b6d1f91447c15e63195f446f10c07b3365a3fdde,0000000000000000000000000000000000000000000000000000000000000000,b010f3eecb3b6eb8355018bed89b0ab940116076e642cf6433e194f8c9df71f0
cdr:CDR2636,CASE012,cdr,CDR2636,2,bdf0f4dd0709d346f8bacd73b19eeee35b8fcbc8e9ce5497082968439d47bd4a,b010f3eecb3b6eb8355018bed89b0ab940116076e642cf6433e194f8c9df71f0,8259f6edd2de7263ded81fc1eb71efad3a4bc4eadded3d356ed9eb95e915f281
cdr:CDR2637,CASE012,cdr,CDR2637,3,258d4b1a2730155d3acb8d0217374a19a1dc68be1bb920135673c3f66e2698bf,8259f6edd2de7263ded81fc1eb71efad3a4bc4eadded3d356ed9eb95e915f281,0def165ca64daa789972c6373f206f2067f4e86c74eaf59faca6b0f2f559da51
cdr:CDR2638,CASE012,cdr,CDR2638,4,4500421e35ea9829a8dff10a1a0c930da3533f398e3b3d911760afd7558dfed8,0def165ca64daa789972c6373f206f2067f4e86c74eaf59faca6b0f2f559da51,350dd69ce071d5dd09715be047b5bd2006ef8563e1678d8b88b6dcad9c9a0882
cdr:CDR2639,CASE012,cdr,CDR2639,5,017a5ddefbd69692afa89a2cfcf66048054ec4265c2a50c9a71ef982af138d9e,350dd69ce071d5dd09715be047b5bd2006ef8563e1678d8b88b6dcad9c9a0882,01be013dae000bbc275e3631d5b47bd3132037a75f15c553026ec4582f938f93
cdr:CDR2640,CASE012,cdr,CDR2640,6,e232d004224780e70e21603c7021d8140ab592c73ed851f994278d57474d8508,01be013dae000bbc275e3631d5b47bd3132037a75f15c553026ec4582f938f93,01a46d4a997b1ab50e300517a2c8f5ef16d0f301c8f41c0c8f8535b87a144e50
cdr:CDR2641,CASE012,cdr,CDR2641,7,9ec6e1b866072c97b9817e684ca102fc119725f0e8d2475d624ee87ed27d1f02,01a46d4a997b1ab50e300517a2c8f5ef16d0f301c8f41c0c8f8535b87a144e50,f02d6d6e98397b835db30e680b4ba975395d129489281013ec3367612823a7e6
cdr:CDR2642,CASE012,cdr,CDR2642,8,bbdd890f879bc216606850885f8f3e61150f0b5ccf5baf8385b819baa3e78fbb,f02d6d6e98397b835db30e680b4ba975395d129489281013ec3367612823a7e6,f8324920561c23d5f6b7824da67a1a9e826ea8191e97651fc1e69fbaea3c713d
cdr:CDR2643,CASE012,cdr,CDR2643,9,7fa4492a7933f7c929c0f17b7e5143bcdd751189ff3cb13e8e8d860ee8edae7b,f8324920561c23d5f6b7824da67a1a9e826ea8191e97651fc1e69fbaea3c713d,2e9a0e91bef211ef1527683b817bb498f7d76ecec0977482fdf5a0d709f25efb
cdr:CDR2644,CASE012,cdr,CDR2644,10,477d723938ea739b7316253734875be4a9bede62eaff2797ab5b65deab591bdd,2e9a0e91bef211ef1527683b817bb498f7d76ecec0977482fdf5a0d709f25efb,af3ca3f8fef95bb3e988423cfccf39a72f1204e2f0b629fc94312b430e60ac54
cdr:CDR2645,CASE012,cdr,CDR2645,11,e29bbed2738adc7a199aa7aace849e9679815df56a6094e46c1104b5fad9dd9c,af3ca3f8fef95bb3e988423cfccf39a72f1204e2f0b629fc94312b430e60ac54,b8063051fae013af7b3f0891882fd02152f6d5ccd669a817f1a9613d3ff89012
cdr:CDR2646,CASE012,cdr,CDR2646,12,8dd5a8665d0153291438e5acfc1a8ef1063db1cf6b802484076b6df9b01ba622,b8063051fae013af7b3f0891882fd02152f6d5ccd669a817f1a9613d3ff89012,ae583d071a46e948cd4084dcedb440c074432d56a204c66e44a46c47e8bcb85c
cdr:CDR2647,CASE012,cdr,CDR2647,13,519a94943bcc0cccd9726f02bbe7ec2352d627321299c416cf4526c795831bc3,ae583d071a46e948cd4084dcedb440c074432d56a204c66e44a46c47e8bcb85c,59e3b0ef14d470b02e2ff745f861aef343b5de580d29fa2a31527da53a7ff479
cdr:CDR2648,CASE012,cdr,CDR2648,14,e323e97581a7406c38574aa121e0709cdfadb5d487123198825efca6aef48f65,59e3b0ef14d470b02e2ff745f861aef343b5de580d29fa2a31527da53a7ff479,98004598293066f449acf22333153c28a279368d9a48f186a9ea59bfdcb96e3c
cdr:CDR2649,CASE012,cdr,CDR2649,15,89635f9b6b393e6f980558973d09414eca6daab07bee78f115ba46dfb1066213,98004598293066f449acf22333153c28a279368d9a48f186a9ea59bfdcb96e3c,0b522ccfcaa0be05f9fd71c47bb2b9171c1eae72d154fac00b06c9ef270c8119
cdr:CDR2650,CASE012,cdr,CDR2650,16,0e59b68ab5da1d8001bea9f8ae118e1ab3bb31491e65cd15b2c38f814bc43490,0b522ccfcaa0be05f9fd71c47bb2b9171c1eae72d154fac00b06c9ef270c8119,ae069afba95dc2a72108cf39952277819e0e3abcad5e1b82785ceac955e6d045
cdr:CDR2651,CASE012,cdr,CDR2651,17,f678cb553dbd4ae8d088358bffc5b61d53cd7c8f6f8af2202f101491fb5051c5,ae069afba95dc2a72108cf39952277819e0e3abcad5e1b82785ceac955e6d045,e86d6bd3430cf28e431fd790565e9a249b25ccad49a2fc4fb294ffa5ba32e4ce
cdr:CDR2652,CASE012,cdr,CDR2652,18,97791639b0e923240923a6aa6320b8c25e18b830b9c7f6a185dc8e97a6216c2c,e86d6bd3430cf28e431fd790565e9a249b25ccad49a2fc4fb294ffa5ba32e4ce,b562385a17d7113ed647b73f4f15996ec214ba3dac30d0383e245f18efeb6e6c
cdr:CDR2653,CASE012,cdr,CDR2653,19,4e353e31cb2261d42f3e6346fb3c5bd8e292824b29c2f8be47e851d649b705a2,b562385a17d7113ed647b73f4f15996ec214ba3dac30d0383e245f18efeb6e6c,9d9bb7a76b88be142fd13c3522b0cf87e4a4a65634963460f5b3894662add20e
cdr:CDR2654,CASE012,cdr,CDR2654,20,ce4a97377981baa58182b5a308f665f88b49cd9bb41295c83437a625e15eb379,9d9bb7a76b88be142fd13c3522b0cf87e4a4a65634963460f5b3894662add20e,e8a0b28e0b74427a80f56411b48c98d4ea097eaab0a8e570c0941a282e272e04
cdr:CDR2655,CASE012,cdr,CDR2655,21,ff35b84a41f9a1154f730156b2ae40a2a901a73052c052bff7db960729cc2cbd,e8a0b28e0b74427a80f56411b48c98d4ea097eaab0a8e570c0941a282e272e04,e0716c7b9293b00d22ba81a0f11a55ffa247915f0f191bc63719f0aa3538a913
cdr:CDR2656,CASE012,cdr,CDR2656,22,5bad3f1d0f06bdd14301117be1fe97353cee283230bd8c9994dd3e11a547c226,e0716c7b9293b00d22ba81a0f11a55ffa247915f0f191bc63719f0aa3538a913,741881c6784c130e0914e083972a6827bf23371836d3604916c5c3b740ce5cb9
cdr:CDR2657,CASE012,cdr,CDR2657,23,ab44a709bca3ac9c3580814d53e8acc397d4f2ad557d48dd44426a5faa8849d6,741881c6784c130e0914e083972a6827bf23371836d3604916c5c3b740ce5cb9,3dd1b8ef808891fe60e4f597a6a986327245fb02fca9e8f27fb28efc5d56b8b0
cdr:CDR2658,CASE012,cdr,CDR2658,24,951ed2a971464c61e6dc14ba987d5655190a4edeb633c9622dec899cab7c2c40,3dd1b8ef808891fe60e4f597a6a986327245fb02fca9e8f27fb28efc5d56b8b0,d1297358406e965ec4c7df6564f1454afc0559db62259a94e39e1a7e1a407a1b
cdr:CDR2659,CASE012,cdr,CDR2659,25,67c1aab497d63b00b82d417718aa72b5003210241cc158de09c3a53fc01e34a2,d1297358406e965ec4c7df6564f1454afc0559db62259a94e39e1a7e1a407a1b,71771770f9d707e017a2ee3aaf4c04d39c3c979e1e17cc0cd2c15c128b1992dc
cdr:CDR2660,CASE012,cdr,CDR2660,26,f0ad19b0985f2b241f955b69c8e8bae3ec767dc7237cc73a1bff1ec76da4a724,71771770f9d707e017a2ee3aaf4c04d39c3c979e1e17cc0cd2c15c128b1992dc,701b74327a881b2b01b1bebb7d863197923c6ac19853a73ddeb42d4837a1243b
cdr:CDR2661,CASE012,cdr,CDR2661,27,1eec09ba7706c3b0e386240e4a78cbc78b6d230515529a6853c03f6f45ddd9ea,701b74327a881b2b01b1bebb7d863197923c6ac19853a73ddeb42d4837a1243b,b4efc7bd092d48d796ac0169ee1ced543d466e62c56f9cd61e3e66d197939672
cdr:CDR2662,CASE012,cdr,CDR2662,28,3bac604ab1f6623d22086478bc9793a871399ef2d739121b8fa8721fb355526d,b4efc7bd092d48d796ac0169ee1ced543d466e62c56f9cd61e3e66d197939672,f94e31d46325eee8621558961de3ab467f96c2ebec4cb22c2f1d56c9cb48e50d
cdr:CDR2663,CASE012,cdr,CDR2663,29,c616019ef9fc0ecf68ebf7d09b503c39c8901c6101bf7f6062664a0d9cccb753,f94e31d46325eee8621558961de3ab467f96c2ebec4cb22c2f1d56c9cb48e50d,357f149b35c640fbf8864f972353ab5c6519099ddb698810609ca08da89f5158
cdr:CDR2664,CASE012,cdr,CDR2664,30,4979ebe5c42b827f23c6eee060bd765a6cdd4d76bfd33e5b313d807712ce09b9,357f149b35c640fbf8864f972353ab5c6519099ddb698810609ca08da89f5158,c1c115e7ca2752b675fcf99ac374325966be6b471be7a7dd2d55e971cb7419ed
cdr:CDR2665,CASE012,cdr,CDR2665,31,395e3160dfb37927abad47b56e455423cc43b24969871a4c3c593d0647fb6791,c1c115e7ca2752b675fcf99ac374325966be6b471be7a7dd2d55e971cb7419ed,7b96aa305085647cb4e86766b7d77ceeb37b864da0588594c6be1af0dd4a71eb
cdr:CDR2666,CASE012,cdr,CDR2666,32,deb59ed2d8ed6115152b2fcc5b61260a2aa0f9bad5f20f39667eddfe80408aa2,7b96aa305085647cb4e86766b7d77ceeb37b864da0588594c6be1af0dd4a71eb,bc33212b359198e03df0cebfe019a7cddf89eefe16218cb1dc949a8ca35c9798
cdr:CDR2667,CASE012,cdr,CDR2667,33,e175555ac25e83843eace60e5ae0e7853b7618fa933abf717a163d03427974bb,bc33212b359198e03df0cebfe019a7cddf89eefe16218cb1dc949a8ca35c9798,1d6e86b2083062a4da09d932c2fa1eefbbd445133a488ba771156df5e2147d24
cdr:CDR2668,CASE012,cdr,CDR2668,34,3a949fd5a046ff41358ee9e5de616cbb8114048304bcf7a2b522ab2ad43830af,1d6e86b2083062a4da09d932c2fa1eefbbd445133a488ba771156df5e2147d24,d562fd4a6ad527ed51c0bdc5e5681a4d30d2325386e7244f09436a5ee676d5a9
cdr:CDR2669,CASE012,cdr,CDR2669,35,8e9933fe9e5da340753ff67cb52bdfad7204569e7c4caac359f745ab0f234022,d562fd4a6ad527ed51c0bdc5e5681a4d30d2325386e7244f09436a5ee676d5a9,e4c462c3c4fa035f7fb93b3fa4ca40bd59755238f103b79685bab37bc0c048cc
cdr:CDR2670,CASE012,cdr,CDR2670,36,bbdc3eb46c8ed11c3d1dc17b618ef0e2e527f6c145fc076496f3161e5245bb2f,e4c462c3c4fa035f7fb93b3fa4ca40bd59755238f103b79685bab37bc0c048cc,6f5f63af9da43514b4048f7e47b20c794255a8af7ba76164d9eaf47fe0d0bca3
cdr:CDR2671,CASE012,cdr,CDR2671,37,b07b2068d073ca503dec2809d4783989bcb548706682e76961d6332291e7942d,6f5f63af9da43514b4048f7e47b20c794255a8af7ba76164d9eaf47fe0d0bca3,1a7825b856a8cc3a073a40864a060400be96c696272ed0ebdc69fb3cd436af7e
cdr:CDR2672,CASE012,cdr,CDR2672,38,f3e3590557becebd6b6170b117707a2998cbe77c0b8e8d30bc94712d963c951d,1a7825b856a8cc3a073a40864a060400be96c696272ed0ebdc69fb3cd436af7e,766a0ef2d9885d35a3cbc457df801094dbae574b4d98c613c1cd46c0fe341832
cdr:CDR2673,CASE012,cdr,CDR2673,39,fed57078356c0a10b7728372f694dc885ba32ecd0f355185c7909901809a797e,766a0ef2d9885d35a3cbc457df801094dbae574b4d98c613c1cd46c0fe341832,9776441c130abf5763451e7aa31abf53470aa386545d5b526505a1b629f158c3
cdr:CDR2674,CASE012,cdr,CDR2674,40,0adf0016309e1a56f185c22948afb7be70d525f7cde6d0ee28f691d4cfd978f0,9776441c130abf5763451e7aa31abf53470aa386545d5b526505a1b629f158c3,77b55ef1071ec296dc6730eaae95b4400f5932bdcad05b904f818aed7434edfd
cdr:CDR2675,CASE012,cdr,CDR2675,41,cca6b27ec3afd1d32a9890100e1ce01fa11e8efba83d97be97ffae77552c0516,77b55ef1071ec296dc6730eaae95b4400f5932bdcad05b904f818aed7434edfd,802b3510cc700d4e8bed5a4ed587cf114bb00fd289cc877b83672d449a7b0c50
