link_id,phone_id,sim_id,device_id,person_id,first_seen,last_seen,is_primary
LNK0317,PH0301,SIM0317,DEV0609,P0262,2025-12-15,2026-02-09,Y
LNK0318,PH0302,SIM0318,DEV0610,P0263,2025-10-04,2025-10-27,Y
LNK0319,PH0303,SIM0319,DEV0131,P0264,2026-03-31,2026-05-30,Y
LNK0320,PH0303,SIM0320,DEV0611,P0264,2026-04-12,2026-05-21,N
LNK0321,PH0304,SIM0321,DEV0251,P0265,2026-02-13,2026-03-17,Y
LNK0322,PH0305,SIM0322,DEV0154,P0265,2026-02-14,2026-07-14,Y
LNK0323,PH0306,SIM0323,DEV0612,P0266,2026-02-04,2026-05-27,Y
LNK0324,PH0307,SIM0324,DEV0088,P0267,2026-02-09,2026-03-30,Y
LNK0325,PH0307,SIM0325,DEV0140,P0267,2025-10-02,2026-01-05,N
LNK0326,PH0308,SIM0326,DEV0613,P0268,2025-11-28,2026-01-10,Y
LNK0327,PH0309,SIM0327,DEV0614,P0268,2026-01-03,2026-01-17,Y
LNK0328,PH0310,SIM0328,DEV0615,P0269,2025-02-28,2025-05-04,Y
LNK0329,PH0310,SIM0329,DEV0312,P0269,2025-10-28,2026-04-20,N
LNK0330,PH0311,SIM0330,DEV0616,P0270,2025-02-08,2025-06-20,Y
LNK0331,PH0312,SIM0331,DEV0617,P0271,2025-10-23,2025-11-25,Y
LNK0332,PH0312,SIM0332,DEV0618,P0271,2025-01-30,2025-03-12,N
LNK0333,PH0313,SIM0333,DEV0619,P0272,2025-12-01,2026-01-31,Y
LNK0334,PH0314,SIM0334,DEV0351,P0273,2025-10-29,2026-02-14,Y
LNK0335,PH0315,SIM0335,DEV0217,P0274,2025-03-11,2025-03-16,Y
LNK0336,PH0316,SIM0336,DEV0620,P0275,2025-10-19,2026-02-17,Y
LNK0337,PH0317,SIM0337,DEV0621,P0276,2026-04-20,2026-04-21,Y
LNK0338,PH0318,SIM0338,DEV0396,P0276,2025-03-29,2025-09-26,Y
LNK0339,PH0319,SIM0339,DEV0622,P0277,2025-03-30,2025-06-28,Y
LNK0340,PH0320,SIM0340,DEV0623,P0278,2025-08-05,2025-11-26,Y
LNK0341,PH0321,SIM0341,DEV0133,P0279,2026-03-05,2026-06-03,Y
LNK0342,PH0322,SIM0342,DEV0624,P0280,2025-03-29,2025-10-07,Y
LNK0343,PH0323,SIM0343,DEV0625,P0281,2026-03-23,2026-06-29,Y
LNK0344,PH0324,SIM0344,DEV0155,P0282,2025-10-04,2026-01-01,Y
LNK0345,PH0325,SIM0345,DEV0396,P0283,2025-06-17,2025-12-20,Y
LNK0346,PH0326,SIM0346,DEV0626,P0284,2025-04-21,2025-05-24,Y
LNK0347,PH0327,SIM0347,DEV0244,P0285,2025-07-02,2025-11-14,Y
LNK0348,PH0328,SIM0348,DEV0627,P0286,2025-10-13,2026-02-07,Y
LNK0349,PH0329,SIM0349,DEV0215,P0287,2026-03-18,2026-03-20,Y
LNK0350,PH0330,SIM0350,DEV0351,P0288,2026-02-21,2026-03-05,Y
LNK0351,PH0331,SIM0351,DEV0104,P0289,2025-08-24,2025-11-21,Y
LNK0352,PH0332,SIM0352,DEV0628,P0290,2025-11-08,2026-04-10,Y
LNK0353,PH0333,SIM0353,DEV0629,P0291,2025-09-04,2025-12-04,Y
LNK0354,PH0334,SIM0354,DEV0630,P0291,2025-07-30,2025-11-30,Y
LNK0355,PH0335,SIM0355,DEV0400,P0292,2025-06-30,2026-01-04,Y
LNK0356,PH0336,SIM0356,DEV0631,P0293,2026-03-02,2026-06-30,Y
LNK0357,PH0337,SIM0357,DEV0325,P0294,2026-01-06,2026-04-16,Y
LNK0358,PH0338,SIM0358,DEV0632,P0295,2025-12-22,2026-03-29,Y
LNK0359,PH0339,SIM0359,DEV0633,P0296,2025-07-29,2025-12-27,Y
LNK0360,PH0340,SIM0360,DEV0634,P0297,2025-10-31,2026-01-13,Y
LNK0361,PH0341,SIM0361,DEV0635,P0297,2025-04-04,2025-09-09,Y
LNK0362,PH0342,SIM0362,DEV0636,P0298,2025-05-14,2025-10-22,Y
LNK0363,PH0343,SIM0363,DEV0358,P0299,2025-02-28,2025-08-22,Y
LNK0364,PH0344,SIM0364,DEV0637,P0300,2025-09-08,2026-01-22,Y
LNK0365,PH0345,SIM0365,DEV0638,P0301,2025-04-15,2025-08-23,Y
LNK0366,PH0346,SIM0366,DEV0382,P0302,2025-10-24,2026-01-21,Y
LNK0367,PH0347,SIM0367,DEV0013,P0303,2026-01-22,2026-03-04,Y
LNK0368,PH0348,SIM0368,DEV0639,P0304,2025-08-03,2025-12-05,Y
LNK0369,PH0349,SIM0369,DEV0640,P0304,2026-01-07,2026-06-02,Y
LNK0370,PH0350,SIM0370,DEV0641,P0305,2025-04-16,2025-05-25,Y
LNK0371,PH0351,SIM0371,DEV0642,P0306,2026-03-11,2026-09-25,Y
LNK0372,PH0352,SIM0372,DEV0643,P0307,2026-03-14,2026-08-26,Y
LNK0373,PH0353,SIM0373,DEV0644,P0308,2025-01-20,2025-04-24,Y
LNK0374,PH0354,SIM0374,DEV0343,P0309,2025-05-10,2025-08-22,Y
LNK0375,PH0355,SIM0375,DEV0645,P0310,2025-01-31,2025-04-15,Y
LNK0376,PH0356,SIM0376,DEV0294,P0311,2026-02-25,2026-04-01,Y
LNK0377,PH0357,SIM0377,DEV0646,P0312,2026-01-19,2026-07-17,Y
LNK0378,PH0358,SIM0378,DEV0288,P0313,2025-02-14,2025-08-06,Y
LNK0379,PH0359,SIM0379,DEV0647,P0314,2025-12-28,2026-03-28,Y
LNK0380,PH0360,SIM0380,DEV0648,P0315,2025-12-16,2026-06-18,Y
LNK0381,PH0361,SIM0381,DEV0649,P0316,2025-04-22,2025-11-03,Y
LNK0382,PH0362,SIM0382,DEV0276,P0317,2026-04-25,2026-09-19,Y
LNK0383,PH0362,SIM0383,DEV0329,P0317,2025-09-06,2025-12-18,N
LNK0384,PH0363,SIM0384,DEV0089,P0317,2025-07-09,2025-12-02,Y
LNK0385,PH0364,SIM0385,DEV0650,P0318,2025-01-01,2025-03-17,Y
LNK0386,PH0365,SIM0386,DEV0108,P0319,2025-11-15,2026-04-28,Y
LNK0387,PH0366,SIM0387,DEV0651,P0320,2026-04-07,2026-06-03,Y
LNK0388,PH0367,SIM0388,DEV0324,P0321,2025-08-20,2025-09-13,Y
LNK0389,PH0367,SIM0389,DEV0652,P0321,2026-04-12,2026-09-17,N
LNK0390,PH0368,SIM0390,DEV0128,P0322,2025-08-09,2025-09-01,Y
LNK0391,PH0369,SIM0391,DEV0283,P0323,2025-03-31,2025-04-03,Y
LNK0392,PH0370,SIM0392,DEV0653,P0323,2025-12-20,2026-04-14,Y
LNK0393,PH0371,SIM0393,DEV0357,P0324,2025-04-21,2025-06-09,Y
LNK0394,PH0372,SIM0394,DEV0654,P0325,2025-08-12,2025-08-31,Y
LNK0395,PH0373,SIM0395,DEV0655,P0326,2026-02-24,2026-03-07,Y
LNK0396,PH0374,SIM0396,DEV0656,P0327,2025-07-26,2025-12-08,Y
LNK0397,PH0375,SIM0397,DEV0347,P0328,2025-07-07,2026-01-16,Y
LNK0398,PH0376,SIM0398,DEV0328,P0328,2026-02-12,2026-06-13,Y
LNK0399,PH0377,SIM0399,DEV0168,P0329,2025-03-19,2025-07-13,Y
LNK0400,PH0378,SIM0400,DEV0657,P0330,2025-04-03,2025-05-04,Y
LNK0401,PH0379,SIM0401,DEV0276,P0331,2025-04-06,2025-09-24,Y
LNK0402,PH0380,SIM0402,DEV0114,P0332,2026-01-31,2026-04-30,Y
LNK0403,PH0381,SIM0403,DEV0658,P0333,2025-10-12,2025-12-05,Y
LNK0404,PH0381,SIM0404,DEV0659,P0333,2025-05-07,2025-05-23,N
LNK0405,PH0382,SIM0405,DEV0660,P0334,2025-05-31,2025-09-02,Y
LNK0406,PH0383,SIM0406,DEV0661,P0335,2025-06-17,2025-12-29,Y
LNK0407,PH0384,SIM0407,DEV0143,P0336,2025-10-10,2025-10-29,Y
LNK0408,PH0385,SIM0408,DEV0662,P0337,2025-05-06,2025-06-28,Y
LNK0409,PH0386,SIM0409,DEV0663,P0338,2026-01-19,2026-07-25,Y
LNK0410,PH0387,SIM0410,DEV0021,P0339,2025-02-01,2025-02-07,Y
LNK0411,PH0388,SIM0411,DEV0664,P0340,2025-04-01,2025-09-03,Y
LNK0412,PH0389,SIM0412,DEV0665,P0341,2025-01-28,2025-05-15,Y
LNK0413,PH0390,SIM0413,DEV0317,P0341,2025-03-14,2025-05-28,Y
LNK0414,PH0391,SIM0414,DEV0366,P0342,2025-11-01,2026-05-19,Y
LNK0415,PH0392,SIM0415,DEV0666,P0343,2025-05-11,2025-07-24,Y
LNK0416,PH0393,SIM0416,DEV0215,P0344,2026-03-05,2026-09-20,Y
LNK0417,PH0394,SIM0417,DEV0667,P0344,2025-11-10,2026-04-04,Y
LNK0418,PH0395,SIM0418,DEV0668,P0345,2026-02-13,2026-05-28,Y
LNK0419,PH0396,SIM0419,DEV0101,P0346,2025-10-02,2025-10-25,Y
LNK0420,PH0397,SIM0420,DEV0669,P0346,2026-02-10,2026-03-18,Y
LNK0421,PH0398,SIM0421,DEV0670,P0347,2026-02-03,2026-05-11,Y
LNK0422,PH0399,SIM0422,DEV0671,P0348,2025-12-09,2026-06-04,Y
LNK0423,PH0400,SIM0423,DEV0672,P0349,2025-12-27,2026-04-13,Y
LNK0424,PH0401,SIM0424,DEV0673,P0350,2025-03-31,2025-04-18,Y
LNK0425,PH0402,SIM0425,DEV0674,P0351,2025-04-03,2025-09-20,Y
LNK0426,PH0403,SIM0426,DEV0675,P0351,2025-05-13,2025-11-10,Y
LNK0427,PH0404,SIM0427,DEV0676,P0352,2025-07-11,2025-10-04,Y
LNK0428,PH0405,SIM0428,DEV0677,P0353,2025-09-29,2026-03-10,Y
LNK0429,PH0406,SIM0429,DEV0678,P0354,2025-09-03,2026-01-29,Y
LNK0430,PH0407,SIM0430,DEV0679,P0355,2025-01-10,2025-04-30,Y
LNK0431,PH0408,SIM0431,DEV0680,P0356,2025-09-23,2025-12-04,Y
LNK0432,PH0409,SIM0432,DEV0108,P0357,2025-11-17,2025-12-27,Y
LNK0433,PH0410,SIM0433,DEV0134,P0357,2025-02-12,2025-06-10,Y
LNK0434,PH0411,SIM0434,DEV0681,P0358,2025-04-28,2025-05-09,Y
LNK0435,PH0411,SIM0435,DEV0682,P0358,2025-12-31,2026-04-10,N
LNK0436,PH0412,SIM0436,DEV0683,P0359,2025-02-26,2025-08-14,Y
LNK0437,PH0413,SIM0437,DEV0684,P0360,2026-04-26,2026-10-04,Y
LNK0438,PH0414,SIM0438,DEV0685,P0361,2025-01-04,2025-03-08,Y
LNK0439,PH0415,SIM0439,DEV0246,P0362,2025-03-18,2025-04-15,Y
LNK0440,PH0415,SIM0440,DEV0686,P0362,2026-03-28,2026-06-02,N
LNK0441,PH0416,SIM0441,DEV0289,P0363,2025-02-17,2025-08-06,Y
LNK0442,PH0416,SIM0442,DEV0029,P0363,2025-09-05,2026-01-11,N
LNK0443,PH0417,SIM0443,DEV0687,P0363,2025-08-13,2026-02-07,Y
LNK0444,PH0418,SIM0444,DEV0688,P0364,2025-11-05,2026-05-04,Y
LNK0445,PH0419,SIM0445,DEV0689,P0364,2025-05-07,2025-08-16,Y
LNK0446,PH0420,SIM0446,DEV0690,P0365,2025-06-14,2025-11-22,Y
LNK0447,PH0421,SIM0447,DEV0047,P0366,2025-08-23,2025-09-11,Y
LNK0448,PH0422,SIM0448,DEV0085,P0367,2025-10-14,2025-11-24,Y
LNK0449,PH0423,SIM0449,DEV0691,P0368,2025-12-03,2026-04-19,Y
LNK0450,PH0424,SIM0450,DEV0314,P0368,2026-01-11,2026-02-07,Y
LNK0451,PH0425,SIM0451,DEV0692,P0369,2025-01-10,2025-06-23,Y
LNK0452,PH0426,SIM0452,DEV0693,P0369,2025-05-01,2025-05-03,Y
LNK0453,PH0427,SIM0453,DEV0694,P0370,2025-09-02,2026-03-05,Y
LNK0454,PH0428,SIM0454,DEV0695,P0371,2026-02-24,2026-05-08,Y
LNK0455,PH0429,SIM0455,DEV0696,P0372,2025-10-20,2025-10-30,Y
LNK0456,PH0430,SIM0456,DEV0697,P0373,2026-01-31,2026-05-25,Y
LNK0457,PH0431,SIM0457,DEV0086,P0374,2026-05-15,2026-09-25,Y
LNK0458,PH0432,SIM0458,DEV0048,P0375,2025-08-06,2025-10-19,Y
LNK0459,PH0433,SIM0459,DEV0698,P0376,2025-10-27,2025-11-25,Y
LNK0460,PH0434,SIM0460,DEV0699,P0376,2026-02-15,2026-05-24,Y
LNK0461,PH0435,SIM0461,DEV0354,P0377,2025-10-15,2026-03-18,Y
LNK0462,PH0436,SIM0462,DEV0059,P0378,2025-01-20,2025-05-28,Y
LNK0463,PH0437,SIM0463,DEV0204,P0379,2025-06-11,2025-09-17,Y
LNK0464,PH0438,SIM0464,DEV0700,P0380,2025-07-19,2026-01-30,Y
LNK0465,PH0439,SIM0465,DEV0252,P0381,2026-03-18,2026-05-25,Y
LNK0466,PH0440,SIM0466,DEV0701,P0382,2026-01-27,2026-07-17,Y
LNK0467,PH0441,SIM0467,DEV0702,P0383,2026-04-10,2026-05-18,Y
LNK0468,PH0442,SIM0468,DEV0703,P0384,2025-12-10,2026-06-07,Y
LNK0469,PH0443,SIM0469,DEV0704,P0385,2025-11-19,2026-04-18,Y
LNK0470,PH0444,SIM0470,DEV0705,P0386,2026-01-18,2026-05-26,Y
LNK0471,PH0444,SIM0471,DEV0706,P0386,2025-10-05,2025-10-30,N
LNK0472,PH0445,SIM0472,DEV0370,P0387,2025-11-28,2025-12-21,Y
LNK0473,PH0446,SIM0473,DEV0164,P0388,2025-09-10,2025-09-12,Y
LNK0474,PH0447,SIM0474,DEV0707,P0389,2025-06-09,2025-08-14,Y
LNK0475,PH0448,SIM0475,DEV0315,P0390,2025-02-06,2025-05-13,Y
LNK0476,PH0449,SIM0476,DEV0708,P0390,2026-03-30,2026-06-23,Y
LNK0477,PH0450,SIM0477,DEV0709,P0391,2025-04-02,2025-09-14,Y
LNK0478,PH0451,SIM0478,DEV0217,P0392,2025-05-05,2025-07-02,Y
LNK0479,PH0452,SIM0479,DEV0710,P0393,2025-02-19,2025-03-04,Y
LNK0480,PH0453,SIM0480,DEV0711,P0394,2025-12-06,2026-05-04,Y
LNK0481,PH0454,SIM0481,DEV0712,P0395,2026-03-26,2026-06-19,Y
LNK0482,PH0455,SIM0482,DEV0217,P0396,2025-10-13,2026-04-04,Y
LNK0483,PH0456,SIM0483,DEV0713,P0396,2025-06-01,2025-10-14,Y
LNK0484,PH0457,SIM0484,DEV0714,P0397,2026-02-10,2026-08-09,Y
LNK0485,PH0458,SIM0485,DEV0715,P0398,2025-07-30,2026-02-05,Y
LNK0486,PH0459,SIM0486,DEV0716,P0399,2026-02-07,2026-08-11,Y
LNK0487,PH0460,SIM0487,DEV0717,P0400,2026-01-01,2026-07-13,Y
LNK0488,PH0461,SIM0488,DEV0718,P0401,2025-09-15,2025-12-19,Y
LNK0489,PH0462,SIM0489,DEV0719,P0402,2025-03-14,2025-06-26,Y
LNK0490,PH0463,SIM0490,DEV0720,P0403,2025-09-02,2026-03-18,Y
LNK0491,PH0464,SIM0491,DEV0008,P0403,2025-04-07,2025-10-13,Y
LNK0492,PH0465,SIM0492,DEV0225,P0404,2026-04-08,2026-04-24,Y
LNK0493,PH0466,SIM0493,DEV0002,P0405,2025-07-13,2025-11-23,Y
LNK0494,PH0467,SIM0494,DEV0400,P0406,2025-06-03,2025-11-02,Y
LNK0495,PH0467,SIM0495,DEV0721,P0406,2026-02-01,2026-02-04,N
LNK0496,PH0468,SIM0496,DEV0722,P0407,2026-03-12,2026-03-19,Y
LNK0497,PH0469,SIM0497,DEV0723,P0408,2025-02-13,2025-07-27,Y
LNK0498,PH0470,SIM0498,DEV0055,P0408,2025-04-12,2025-08-10,Y
LNK0499,PH0471,SIM0499,DEV0724,P0409,2025-07-12,2025-10-03,Y
LNK0500,PH0472,SIM0500,DEV0308,P0410,2025-01-16,2025-07-29,Y
LNK0501,PH0473,SIM0501,DEV0725,P0411,2025-04-21,2025-06-10,Y
LNK0502,PH0474,SIM0502,DEV0726,P0412,2026-03-15,2026-04-12,Y
LNK0503,PH0475,SIM0503,DEV0727,P0413,2025-10-05,2025-10-29,Y
LNK0504,PH0476,SIM0504,DEV0112,P0413,2025-06-29,2025-10-10,Y
LNK0505,PH0477,SIM0505,DEV0219,P0414,2025-12-14,2026-04-18,Y
LNK0506,PH0478,SIM0506,DEV0728,P0415,2025-11-12,2026-05-21,Y
LNK0507,PH0479,SIM0507,DEV0729,P0415,2025-06-16,2025-07-27,Y
LNK0508,PH0480,SIM0508,DEV0730,P0416,2025-08-24,2025-09-20,Y
LNK0509,PH0481,SIM0509,DEV0731,P0416,2025-10-05,2026-04-16,Y
LNK0510,PH0482,SIM0510,DEV0732,P0417,2025-08-11,2026-02-16,Y
LNK0511,PH0483,SIM0511,DEV0733,P0418,2025-04-06,2025-06-15,Y
LNK0512,PH0484,SIM0512,DEV0734,P0419,2025-05-10,2025-10-08,Y
LNK0513,PH0485,SIM0513,DEV0735,P0420,2026-05-04,2026-08-05,Y
LNK0514,PH0486,SIM0514,DEV0736,P0421,2025-05-25,2025-06-19,Y
LNK0515,PH0487,SIM0515,DEV0159,P0422,2026-05-13,2026-06-20,Y
LNK0516,PH0488,SIM0516,DEV0737,P0423,2026-03-26,2026-06-28,Y
LNK0517,PH0489,SIM0517,DEV0738,P0424,2026-03-02,2026-08-29,Y
LNK0518,PH0490,SIM0518,DEV0081,P0424,2025-09-25,2025-10-20,Y
LNK0519,PH0491,SIM0519,DEV0739,P0425,2026-03-10,2026-07-09,Y
LNK0520,PH0492,SIM0520,DEV0740,P0426,2026-01-10,2026-04-20,Y
LNK0521,PH0493,SIM0521,DEV0239,P0427,2025-09-19,2026-02-06,Y
LNK0522,PH0494,SIM0522,DEV0741,P0428,2026-04-29,2026-09-02,Y
LNK0523,PH0495,SIM0523,DEV0060,P0429,2026-04-30,2026-09-13,Y
LNK0524,PH0496,SIM0524,DEV0042,P0429,2026-04-30,2026-10-28,Y
LNK0525,PH0497,SIM0525,DEV0361,P0430,2026-05-16,2026-11-04,Y
LNK0526,PH0498,SIM0526,DEV0742,P0431,2025-01-20,2025-02-18,Y
LNK0527,PH0499,SIM0527,DEV0743,P0432,2025-06-06,2025-08-17,Y
LNK0528,PH0500,SIM0528,DEV0162,P0433,2025-10-24,2025-12-17,Y
LNK0529,PH0501,SIM0529,DEV0744,P0433,2025-11-04,2026-04-11,Y
LNK0530,PH0502,SIM0530,DEV0745,P0434,2025-01-11,2025-01-19,Y
LNK0531,PH0503,SIM0531,DEV0746,P0435,2025-11-11,2026-03-17,Y
LNK0532,PH0504,SIM0532,DEV0747,P0436,2025-12-28,2026-06-30,Y
LNK0533,PH0505,SIM0533,DEV0748,P0436,2025-11-11,2026-04-30,Y
LNK0534,PH0506,SIM0534,DEV0749,P0437,2025-05-02,2025-09-15,Y
LNK0535,PH0507,SIM0535,DEV0750,P0438,2025-12-13,2026-02-27,Y
LNK0536,PH0508,SIM0536,DEV0180,P0439,2025-05-11,2025-07-24,Y
LNK0537,PH0509,SIM0537,DEV0751,P0439,2026-01-26,2026-04-14,Y
LNK0538,PH0510,SIM0538,DEV0752,P0440,2025-01-04,2025-01-21,Y
LNK0539,PH0511,SIM0539,DEV0057,P0441,2026-03-18,2026-09-08,Y
LNK0540,PH0512,SIM0540,DEV0137,P0442,2025-02-13,2025-04-10,Y
LNK0541,PH0513,SIM0541,DEV0753,P0443,2026-02-04,2026-07-31,Y
LNK0542,PH0514,SIM0542,DEV0150,P0444,2025-02-12,2025-05-09,Y
LNK0543,PH0515,SIM0543,DEV0346,P0445,2026-01-13,2026-06-23,Y
LNK0544,PH0516,SIM0544,DEV0108,P0445,2025-07-25,2025-09-01,Y
LNK0545,PH0517,SIM0545,DEV0754,P0446,2025-03-04,2025-04-23,Y
LNK0546,PH0518,SIM0546,DEV0106,P0447,2025-10-25,2026-02-03,Y
LNK0547,PH0519,SIM0547,DEV0755,P0448,2025-08-17,2026-01-11,Y
LNK0548,PH0520,SIM0548,DEV0056,P0448,2025-06-27,2025-09-22,Y
LNK0549,PH0521,SIM0549,DEV0756,P0449,2025-03-25,2025-10-07,Y
LNK0550,PH0522,SIM0550,DEV0187,P0450,2025-08-08,2025-10-22,Y
LNK0551,PH0523,SIM0551,DEV0757,P0451,2025-01-18,2025-01-31,Y
LNK0552,PH0524,SIM0552,DEV0758,P0451,2026-01-03,2026-04-02,Y
LNK0553,PH0525,SIM0553,DEV0759,P0452,2026-02-15,2026-02-25,Y
LNK0554,PH0526,SIM0554,DEV0392,P0453,2025-01-25,2025-06-14,Y
LNK0555,PH0527,SIM0555,DEV0243,P0454,2025-08-19,2025-11-24,Y
LNK0556,PH0528,SIM0556,DEV0395,P0455,2026-05-08,2026-11-08,Y
LNK0557,PH0529,SIM0557,DEV0760,P0456,2025-10-30,2026-02-07,Y
LNK0558,PH0530,SIM0558,DEV0761,P0457,2025-07-27,2025-09-21,Y
LNK0559,PH0531,SIM0559,DEV0762,P0458,2026-03-19,2026-04-27,Y
LNK0560,PH0532,SIM0560,DEV0363,P0459,2025-05-17,2025-07-08,Y
LNK0561,PH0533,SIM0561,DEV0763,P0460,2026-03-22,2026-08-23,Y
LNK0562,PH0534,SIM0562,DEV0764,P0461,2025-08-14,2026-01-25,Y
LNK0563,PH0535,SIM0563,DEV0765,P0462,2026-01-11,2026-06-13,Y
LNK0564,PH0536,SIM0564,DEV0766,P0462,2026-03-25,2026-05-18,Y
LNK0565,PH0537,SIM0565,DEV0093,P0463,2025-12-30,2026-01-30,Y
LNK0566,PH0538,SIM0566,DEV0767,P0464,2025-07-01,2025-07-19,Y
LNK0567,PH0539,SIM0567,DEV0768,P0465,2025-02-15,2025-07-16,Y
LNK0568,PH0539,SIM0568,DEV0163,P0465,2025-07-14,2025-10-07,N
LNK0569,PH0540,SIM0569,DEV0769,P0466,2025-09-05,2025-12-20,Y
LNK0570,PH0541,SIM0570,DEV0770,P0466,2025-09-07,2025-09-29,Y
LNK0571,PH0541,SIM0571,DEV0771,P0466,2026-04-12,2026-08-26,N
LNK0572,PH0542,SIM0572,DEV0357,P0467,2025-07-07,2025-08-26,Y
LNK0573,PH0543,SIM0573,DEV0400,P0468,2025-10-31,2026-02-26,Y
LNK0574,PH0544,SIM0574,DEV0772,P0469,2025-06-13,2025-11-17,Y
LNK0575,PH0545,SIM0575,DEV0205,P0470,2025-01-14,2025-06-13,Y
LNK0576,PH0546,SIM0576,DEV0773,P0471,2025-07-01,2025-11-21,Y
LNK0577,PH0547,SIM0577,DEV0774,P0472,2025-01-31,2025-07-28,Y
LNK0578,PH0547,SIM0578,DEV0188,P0472,2025-07-01,2025-10-31,N
LNK0579,PH0548,SIM0579,DEV0775,P0473,2025-06-02,2025-09-23,Y
LNK0580,PH0549,SIM0580,DEV0776,P0474,2025-10-04,2025-12-04,Y
LNK0581,PH0550,SIM0581,DEV0010,P0475,2026-02-09,2026-04-23,Y
LNK0582,PH0551,SIM0582,DEV0323,P0476,2025-10-02,2026-04-17,Y
LNK0583,PH0552,SIM0583,DEV0082,P0477,2026-05-01,2026-05-26,Y
LNK0584,PH0553,SIM0584,DEV0777,P0478,2025-10-25,2026-03-20,Y
LNK0585,PH0554,SIM0585,DEV0363,P0479,2025-06-05,2025-08-26,Y
LNK0586,PH0555,SIM0586,DEV0221,P0480,2025-01-07,2025-06-04,Y
LNK0587,PH0556,SIM0587,DEV0778,P0481,2025-08-15,2025-12-23,Y
LNK0588,PH0557,SIM0588,DEV0779,P0482,2025-05-27,2025-06-19,Y
LNK0589,PH0558,SIM0589,DEV0780,P0483,2026-01-16,2026-03-15,Y
LNK0590,PH0559,SIM0590,DEV0338,P0483,2025-04-11,2025-09-22,Y
LNK0591,PH0560,SIM0591,DEV0781,P0484,2025-05-09,2025-06-14,Y
LNK0592,PH0561,SIM0592,DEV0782,P0485,2025-10-14,2026-01-01,Y
LNK0593,PH0562,SIM0593,DEV0783,P0486,2025-03-03,2025-06-03,Y
LNK0594,PH0563,SIM0594,DEV0784,P0487,2025-03-15,2025-07-01,Y
LNK0595,PH0564,SIM0595,DEV0036,P0488,2025-02-03,2025-03-10,Y
LNK0596,PH0565,SIM0596,DEV0785,P0489,2025-10-19,2025-10-24,Y
LNK0597,PH0566,SIM0597,DEV0037,P0490,2025-05-09,2025-11-02,Y
LNK0598,PH0567,SIM0598,DEV0786,P0491,2025-03-25,2025-05-15,Y
LNK0599,PH0568,SIM0599,DEV0787,P0492,2026-03-12,2026-07-23,Y
LNK0600,PH0569,SIM0600,DEV0788,P0492,2025-11-18,2025-12-17,Y
LNK0601,PH0570,SIM0601,DEV0091,P0493,2025-03-19,2025-05-03,Y
LNK0602,PH0571,SIM0602,DEV0789,P0494,2025-04-17,2025-10-11,Y
LNK0603,PH0572,SIM0603,DEV0790,P0494,2026-03-11,2026-03-19,Y
LNK0604,PH0573,SIM0604,DEV0791,P0495,2025-10-05,2025-10-20,Y
LNK0605,PH0574,SIM0605,DEV0792,P0496,2026-02-19,2026-06-02,Y
LNK0606,PH0575,SIM0606,DEV0331,P0497,2025-03-03,2025-08-12,Y
LNK0607,PH0576,SIM0607,DEV0027,P0498,2025-09-19,2025-10-28,Y
LNK0608,PH0577,SIM0608,DEV0793,P0499,2025-09-28,2025-11-06,Y
LNK0609,PH0578,SIM0609,DEV0794,P0500,2026-01-09,2026-01-12,Y
LNK0610,PH0579,SIM0610,DEV0142,P0501,2025-05-24,2025-08-27,Y
LNK0611,PH0580,SIM0611,DEV0144,P0502,2025-08-29,2025-10-27,Y
LNK0612,PH0581,SIM0612,DEV0795,P0503,2025-12-19,2026-02-03,Y
LNK0613,PH0582,SIM0613,DEV0392,P0504,2026-04-04,2026-08-12,Y
LNK0614,PH0583,SIM0614,DEV0796,P0505,2025-09-11,2026-03-28,Y
LNK0615,PH0584,SIM0615,DEV0029,P0506,2025-10-20,2026-01-18,Y
LNK0616,PH0585,SIM0616,DEV0797,P0506,2026-04-09,2026-07-18,Y
LNK0617,PH0586,SIM0617,DEV0798,P0507,2025-07-07,2025-11-29,Y
LNK0618,PH0587,SIM0618,DEV0799,P0508,2025-06-10,2025-11-22,Y
LNK0619,PH0588,SIM0619,DEV0800,P0508,2026-01-11,2026-02-25,Y
LNK0620,PH0589,SIM0620,DEV0801,P0509,2025-02-10,2025-04-19,Y
LNK0621,PH0590,SIM0621,DEV0091,P0510,2025-10-25,2026-02-12,Y
LNK0622,PH0591,SIM0622,DEV0227,P0511,2025-06-16,2025-11-12,Y
LNK0623,PH0592,SIM0623,DEV0802,P0512,2025-06-11,2025-07-26,Y
LNK0624,PH0593,SIM0624,DEV0352,P0513,2026-01-21,2026-02-19,Y
LNK0625,PH0594,SIM0625,DEV0077,P0514,2025-12-30,2026-02-03,Y
LNK0626,PH0595,SIM0626,DEV0803,P0515,2025-01-15,2025-04-17,Y
LNK0627,PH0596,SIM0627,DEV0804,P0516,2025-09-24,2025-10-21,Y
LNK0628,PH0597,SIM0628,DEV0805,P0517,2025-12-13,2026-01-14,Y
LNK0629,PH0598,SIM0629,DEV0196,P0517,2026-03-26,2026-04-23,Y
LNK0630,PH0599,SIM0630,DEV0109,P0518,2026-01-08,2026-06-06,Y
LNK0631,PH0600,SIM0631,DEV0806,P0519,2025-07-19,2025-09-30,Y
LNK0632,PH0601,SIM0632,DEV0807,P0520,2026-03-20,2026-06-29,Y
LNK0633,PH0602,SIM0633,DEV0174,P0521,2025-02-18,2025-04-19,Y
