evidence_id,case_id,source_table,record_id,evidence_type,collected_date,custodian
cdr:CDR3448,CASE017,cdr,CDR3448,structured,,System
cdr:CDR3449,CASE017,cdr,CDR3449,structured,,System
cdr:CDR3450,CASE017,cdr,CDR3450,structured,,System
cdr:CDR3451,CASE017,cdr,CDR3451,structured,,System
cdr:CDR3452,CASE017,cdr,CDR3452,structured,,System
cdr:CDR3453,CASE017,cdr,CDR3453,structured,,System
cdr:CDR3454,CASE017,cdr,CDR3454,structured,,System
cdr:CDR3455,CASE017,cdr,CDR3455,structured,,System
cdr:CDR3456,CASE017,cdr,CDR3456,structured,,System
cdr:CDR3457,CASE017,cdr,CDR3457,structured,,System
cdr:CDR3458,CASE017,cdr,CDR3458,structured,,System
cdr:CDR3459,CASE017,cdr,CDR3459,structured,,System
cdr:CDR3460,CASE017,cdr,CDR3460,structured,,System
cdr:CDR3461,CASE017,cdr,CDR3461,structured,,System
cdr:CDR3462,CASE017,cdr,CDR3462,structured,,System
cdr:CDR3463,CASE017,cdr,CDR3463,structured,,System
cdr:CDR3464,CASE017,cdr,CDR3464,structured,,System
cdr:CDR3465,CASE017,cdr,CDR3465,structured,,System
cdr:CDR3466,CASE017,cdr,CDR3466,structured,,System
cdr:CDR3467,CASE017,cdr,CDR3467,structured,,System
cdr:CDR3468,CASE017,cdr,CDR3468,structured,,System
cdr:CDR3469,CASE017,cdr,CDR3469,structured,,System
cdr:CDR3470,CASE017,cdr,CDR3470,structured,,System
cdr:CDR3471,CASE017,cdr,CDR3471,structured,,System
cdr:CDR3472,CASE017,cdr,CDR3472,structured,,System
cdr:CDR3473,CASE017,cdr,CDR3473,structured,,System
cdr:CDR3474,CASE017,cdr,CDR3474,structured,,System
cdr:CDR3475,CASE017,cdr,CDR3475,structured,,System
cdr:CDR3476,CASE017,cdr,CDR3476,structured,,System
cdr:CDR3477,CASE017,cdr,CDR3477,structured,,System
cdr:CDR3478,CASE017,cdr,CDR3478,structured,,System
cdr:CDR3479,CASE017,cdr,CDR3479,structured,,System
cdr:CDR3480,CASE017,cdr,CDR3480,structured,,System
cdr:CDR3481,CASE017,cdr,CDR3481,structured,,System
cdr:CDR3482,CASE017,cdr,CDR3482,structured,,System
cdr:CDR3483,CASE017,cdr,CDR3483,structured,,System
cdr:CDR3484,CASE017,cdr,CDR3484,structured,,System
cdr:CDR3485,CASE017,cdr,CDR3485,structured,,System
cdr:CDR3486,CASE017,cdr,CDR3486,structured,,System
cdr:CDR3487,CASE017,cdr,CDR3487,structured,,System
cdr:CDR3488,CASE017,cdr,CDR3488,structured,,System
cdr:CDR3489,CASE017,cdr,CDR3489,structured,,System
cdr:CDR3490,CASE017,cdr,CDR3490,structured,,System
cdr:CDR3491,CASE017,cdr,CDR3491,structured,,System
cdr:CDR3492,CASE017,cdr,CDR3492,structured,,System
cdr:CDR3493,CASE017,cdr,CDR3493,structured,,System
cdr:CDR3494,CASE017,cdr,CDR3494,structured,,System
cdr:CDR3495,CASE017,cdr,CDR3495,structured,,System
cdr:CDR3496,CASE017,cdr,CDR3496,structured,,System
cdr:CDR3497,CASE017,cdr,CDR3497,structured,,System
cdr:CDR3498,CASE017,cdr,CDR3498,structured,,System
cdr:CDR3499,CASE017,cdr,CDR3499,structured,,System
cdr:CDR3500,CASE017,cdr,CDR3500,structured,,System
cdr:CDR3501,CASE017,cdr,CDR3501,structured,,System
cdr:CDR3502,CASE017,cdr,CDR3502,structured,,System
cdr:CDR3503,CASE017,cdr,CDR3503,structured,,System
cdr:CDR3504,CASE017,cdr,CDR3504,structured,,System
cdr:CDR3505,CASE017,cdr,CDR3505,structured,,System
cdr:CDR3506,CASE017,cdr,CDR3506,structured,,System
cdr:CDR3507,CASE017,cdr,CDR3507,structured,,System
cdr:CDR3508,CASE017,cdr,CDR3508,structured,,System
cdr:CDR3509,CASE017,cdr,CDR3509,structured,,System
cdr:CDR3510,CASE017,cdr,CDR3510,structured,,System
cdr:CDR3511,CASE017,cdr,CDR3511,structured,,System
cdr:CDR3512,CASE017,cdr,CDR3512,structured,,System
cdr:CDR3513,CASE017,cdr,CDR3513,structured,,System
cdr:CDR3514,CASE017,cdr,CDR3514,structured,,System
cdr:CDR3515,CASE017,cdr,CDR3515,structured,,System
cdr:CDR3516,CASE017,cdr,CDR3516,structured,,System
cdr:CDR3517,CASE017,cdr,CDR3517,structured,,System
cdr:CDR3518,CASE017,cdr,CDR3518,structured,,System
cdr:CDR3519,CASE017,cdr,CDR3519,structured,,System
cdr:CDR3520,CASE017,cdr,CDR3520,structured,,System
cdr:CDR3521,CASE017,cdr,CDR3521,structured,,System
cdr:CDR3522,CASE017,cdr,CDR3522,structured,,System
cdr:CDR3523,CASE017,cdr,CDR3523,structured,,System
cdr:CDR3524,CASE017,cdr,CDR3524,structured,,System
cdr:CDR3525,CASE017,cdr,CDR3525,structured,,System
cdr:CDR3526,CASE017,cdr,CDR3526,structured,,System
cdr:CDR3527,CASE017,cdr,CDR3527,structured,,System
cdr:CDR3528,CASE017,cdr,CDR3528,structured,,System
cdr:CDR3529,CASE017,cdr,CDR3529,structured,,System
cdr:CDR3530,CASE017,cdr,CDR3530,structured,,System
cdr:CDR3531,CASE017,cdr,CDR3531,structured,,System
cdr:CDR3532,CASE017,cdr,CDR3532,structured,,System
cdr:CDR3533,CASE017,cdr,CDR3533,structured,,System
cdr:CDR3534,CASE017,cdr,CDR3534,structured,,System
cdr:CDR3535,CASE017,cdr,CDR3535,structured,,System
cdr:CDR3536,CASE017,cdr,CDR3536,structured,,System
cdr:CDR3537,CASE017,cdr,CDR3537,structured,,System
cdr:CDR3538,CASE017,cdr,CDR3538,structured,,System
cdr:CDR3539,CASE017,cdr,CDR3539,structured,,System
cdr:CDR3540,CASE017,cdr,CDR3540,structured,,System
cdr:CDR3541,CASE017,cdr,CDR3541,structured,,System
cdr:CDR3542,CASE017,cdr,CDR3542,structured,,System
cdr:CDR3543,CASE017,cdr,CDR3543,structured,,System
cdr:CDR3544,CASE017,cdr,CDR3544,structured,,System
cdr:CDR3545,CASE017,cdr,CDR3545,structured,,System
cdr:CDR3546,CASE017,cdr,CDR3546,structured,,System
cdr:CDR3547,CASE017,cdr,CDR3547,structured,,System
cdr:CDR3548,CASE017,cdr,CDR3548,structured,,System
cdr:CDR3549,CASE017,cdr,CDR3549,structured,,System
cdr:CDR3550,CASE017,cdr,CDR3550,structured,,System
cdr:CDR3551,CASE017,cdr,CDR3551,structured,,System
cdr:CDR3552,CASE017,cdr,CDR3552,structured,,System
cdr:CDR3553,CASE017,cdr,CDR3553,structured,,System
cdr:CDR3554,CASE017,cdr,CDR3554,structured,,System
cdr:CDR3555,CASE017,cdr,CDR3555,structured,,System
cdr:CDR3556,CASE017,cdr,CDR3556,structured,,System
cdr:CDR3557,CASE017,cdr,CDR3557,structured,,System
cdr:CDR3558,CASE017,cdr,CDR3558,structured,,System
cdr:CDR3559,CASE017,cdr,CDR3559,structured,,System
cdr:CDR3560,CASE017,cdr,CDR3560,structured,,System
cdr:CDR3561,CASE017,cdr,CDR3561,structured,,System
cdr:CDR3562,CASE017,cdr,CDR3562,structured,,System
cdr:CDR3563,CASE017,cdr,CDR3563,structured,,System
cdr:CDR3564,CASE017,cdr,CDR3564,structured,,System
cdr:CDR3565,CASE017,cdr,CDR3565,structured,,System
cdr:CDR3566,CASE017,cdr,CDR3566,structured,,System
cdr:CDR3567,CASE017,cdr,CDR3567,structured,,System
cdr:CDR3568,CASE017,cdr,CDR3568,structured,,System
cdr:CDR3569,CASE017,cdr,CDR3569,structured,,System
cdr:CDR3570,CASE017,cdr,CDR3570,structured,,System
cdr:CDR3571,CASE017,cdr,CDR3571,structured,,System
cdr:CDR3572,CASE017,cdr,CDR3572,structured,,System
cdr:CDR3573,CASE017,cdr,CDR3573,structured,,System
cdr:CDR3574,CASE017,cdr,CDR3574,structured,,System
cdr:CDR3575,CASE017,cdr,CDR3575,structured,,System
cdr:CDR3576,CASE017,cdr,CDR3576,structured,,System
cdr:CDR3577,CASE017,cdr,CDR3577,structured,,System
cdr:CDR3578,CASE017,cdr,CDR3578,structured,,System
cdr:CDR3579,CASE017,cdr,CDR3579,structured,,System
cdr:CDR3580,CASE017,cdr,CDR3580,structured,,System
cdr:CDR3581,CASE017,cdr,CDR3581,structured,,System
cdr:CDR3582,CASE017,cdr,CDR3582,structured,,System
cdr:CDR3583,CASE017,cdr,CDR3583,structured,,System
cdr:CDR3584,CASE017,cdr,CDR3584,structured,,System
cdr:CDR3585,CASE017,cdr,CDR3585,structured,,System
cdr:CDR3586,CASE017,cdr,CDR3586,structured,,System
cdr:CDR3587,CASE017,cdr,CDR3587,structured,,System
cdr:CDR3588,CASE017,cdr,CDR3588,structured,,System
cdr:CDR3589,CASE017,cdr,CDR3589,structured,,System
cdr:CDR3590,CASE017,cdr,CDR3590,structured,,System
cdr:CDR3591,CASE017,cdr,CDR3591,structured,,System
cdr:CDR3592,CASE017,cdr,CDR3592,structured,,System
cdr:CDR3593,CASE017,cdr,CDR3593,structured,,System
cdr:CDR3594,CASE017,cdr,CDR3594,structured,,System
cdr:CDR3595,CASE017,cdr,CDR3595,structured,,System
cdr:CDR3596,CASE017,cdr,CDR3596,structured,,System
cdr:CDR3597,CASE017,cdr,CDR3597,structured,,System
cdr:CDR3598,CASE017,cdr,CDR3598,structured,,System
cdr:CDR3599,CASE017,cdr,CDR3599,structured,,System
cdr:CDR3600,CASE017,cdr,CDR3600,structured,,System
cdr:CDR3601,CASE017,cdr,CDR3601,structured,,System
cdr:CDR3602,CASE017,cdr,CDR3602,structured,,System
cdr:CDR3603,CASE017,cdr,CDR3603,structured,,System
cdr:CDR3604,CASE017,cdr,CDR3604,structured,,System
cdr:CDR3605,CASE017,cdr,CDR3605,structured,,System
cdr:CDR3606,CASE017,cdr,CDR3606,structured,,System
cdr:CDR3607,CASE017,cdr,CDR3607,structured,,System
cdr:CDR3608,CASE017,cdr,CDR3608,structured,,System
cdr:CDR3609,CASE017,cdr,CDR3609,structured,,System
cdr:CDR3610,CASE017,cdr,CDR3610,structured,,System
cdr:CDR3611,CASE017,cdr,CDR3611,structured,,System
cdr:CDR3612,CASE017,cdr,CDR3612,structured,,System
cdr:CDR3613,CASE017,cdr,CDR3613,structured,,System
cdr:CDR3614,CASE017,cdr,CDR3614,structured,,System
cdr:CDR3615,CASE017,cdr,CDR3615,structured,,System
cdr:CDR3616,CASE017,cdr,CDR3616,structured,,System
cdr:CDR3617,CASE017,cdr,CDR3617,structured,,System
cdr:CDR3618,CASE017,cdr,CDR3618,structured,,System
cdr:CDR3619,CASE017,cdr,CDR3619,structured,,System
cdr:CDR3620,CASE017,cdr,CDR3620,structured,,System
cdr:CDR3621,CASE017,cdr,CDR3621,structured,,System
cdr:CDR3622,CASE017,cdr,CDR3622,structured,,System
cdr:CDR3623,CASE017,cdr,CDR3623,structured,,System
cdr:CDR3624,CASE017,cdr,CDR3624,structured,,System
cdr:CDR3625,CASE017,cdr,CDR3625,structured,,System
cdr:CDR3626,CASE017,cdr,CDR3626,structured,,System
cdr:CDR3627,CASE017,cdr,CDR3627,structured,,System
cdr:CDR3628,CASE017,cdr,CDR3628,structured,,System
cdr:CDR3629,CASE017,cdr,CDR3629,structured,,System
cdr:CDR3630,CASE017,cdr,CDR3630,structured,,System
cdr:CDR3631,CASE017,cdr,CDR3631,structured,,System
cdr:CDR3632,CASE017,cdr,CDR3632,structured,,System
cdr:CDR3633,CASE017,cdr,CDR3633,structured,,System
cdr:CDR3634,CASE017,cdr,CDR3634,structured,,System
cdr:CDR3635,CASE017,cdr,CDR3635,structured,,System
cdr:CDR3636,CASE017,cdr,CDR3636,structured,,System
cdr:CDR3637,CASE017,cdr,CDR3637,structured,,System
cdr:CDR3638,CASE017,cdr,CDR3638,structured,,System
cdr:CDR3639,CASE017,cdr,CDR3639,structured,,System
cdr:CDR3640,CASE017,cdr,CDR3640,structured,,System
cdr:CDR3641,CASE017,cdr,CDR3641,structured,,System
cdr:CDR3642,CASE017,cdr,CDR3642,structured,,System
cdr:CDR3643,CASE017,cdr,CDR3643,structured,,System
cdr:CDR3644,CASE017,cdr,CDR3644,structured,,System
cdr:CDR3645,CASE017,cdr,CDR3645,structured,,System
cdr:CDR3646,CASE017,cdr,CDR3646,structured,,System
cdr:CDR3647,CASE017,cdr,CDR3647,structured,,System
cdr:CDR3648,CASE017,cdr,CDR3648,structured,,System
cdr:CDR3649,CASE017,cdr,CDR3649,structured,,System
cdr:CDR3650,CASE017,cdr,CDR3650,structured,,System
cdr:CDR3651,CASE017,cdr,CDR3651,structured,,System
cdr:CDR3652,CASE017,cdr,CDR3652,structured,,System
cdr:CDR3653,CASE017,cdr,CDR3653,structured,,System
cdr:CDR3654,CASE017,cdr,CDR3654,structured,,System
cdr:CDR3655,CASE017,cdr,CDR3655,structured,,System
cdr:CDR3656,CASE017,cdr,CDR3656,structured,,System
cdr:CDR3657,CASE017,cdr,CDR3657,structured,,System
cdr:CDR3658,CASE017,cdr,CDR3658,structured,,System
cdr:CDR3659,CASE017,cdr,CDR3659,structured,,System
cdr:CDR3660,CASE017,cdr,CDR3660,structured,,System
cdr:CDR3661,CASE017,cdr,CDR3661,structured,,System
cdr:CDR3662,CASE017,cdr,CDR3662,structured,,System
cdr:CDR3663,CASE017,cdr,CDR3663,structured,,System
cdr:CDR3664,CASE017,cdr,CDR3664,structured,,System
cdr:CDR3665,CASE017,cdr,CDR3665,structured,,System
cdr:CDR3666,CASE017,cdr,CDR3666,structured,,System
cdr:CDR3667,CASE017,cdr,CDR3667,structured,,System
cdr:CDR3668,CASE017,cdr,CDR3668,structured,,System
cdr:CDR3669,CASE017,cdr,CDR3669,structured,,System
cdr:CDR3670,CASE017,cdr,CDR3670,structured,,System
cdr:CDR3671,CASE017,cdr,CDR3671,structured,,System
cdr:CDR3672,CASE017,cdr,CDR3672,structured,,System
cdr:CDR3673,CASE017,cdr,CDR3673,structured,,System
cdr:CDR3674,CASE017,cdr,CDR3674,structured,,System
cdr:CDR3675,CASE017,cdr,CDR3675,structured,,System
cdr:CDR3676,CASE017,cdr,CDR3676,structured,,System
cdr:CDR3677,CASE017,cdr,CDR3677,structured,,System
cdr:CDR3678,CASE017,cdr,CDR3678,structured,,System
cdr:CDR3679,CASE017,cdr,CDR3679,structured,,System
cdr:CDR3680,CASE017,cdr,CDR3680,structured,,System
cdr:CDR3681,CASE017,cdr,CDR3681,structured,,System
cdr:CDR3682,CASE017,cdr,CDR3682,structured,,System
cdr:CDR3683,CASE017,cdr,CDR3683,structured,,System
cdr:CDR3684,CASE017,cdr,CDR3684,structured,,System
cdr:CDR3685,CASE017,cdr,CDR3685,structured,,System
cdr:CDR3686,CASE017,cdr,CDR3686,structured,,System
cdr:CDR3687,CASE017,cdr,CDR3687,structured,,System
cdr:CDR3688,CASE017,cdr,CDR3688,structured,,System
cdr:CDR3689,CASE017,cdr,CDR3689,structured,,System
cdr:CDR3690,CASE017,cdr,CDR3690,structured,,System
cdr:CDR3691,CASE017,cdr,CDR3691,structured,,System
cdr:CDR3692,CASE017,cdr,CDR3692,structured,,System
cdr:CDR3693,CASE017,cdr,CDR3693,structured,,System
cdr:CDR3694,CASE017,cdr,CDR3694,structured,,System
cdr:CDR3695,CASE017,cdr,CDR3695,structured,,System
cdr:CDR3696,CASE017,cdr,CDR3696,structured,,System
cdr:CDR3697,CASE017,cdr,CDR3697,structured,,System
cdr:CDR3698,CASE017,cdr,CDR3698,structured,,System
cdr:CDR3699,CASE017,cdr,CDR3699,structured,,System
cdr:CDR3700,CASE017,cdr,CDR3700,structured,,System
cdr:CDR3701,CASE017,cdr,CDR3701,structured,,System
cdr:CDR3702,CASE017,cdr,CDR3702,structured,,System
cdr:CDR3703,CASE017,cdr,CDR3703,structured,,System
cdr:CDR3704,CASE017,cdr,CDR3704,structured,,System
cdr:CDR3705,CASE017,cdr,CDR3705,structured,,System
cdr:CDR3706,CASE017,cdr,CDR3706,structured,,System
cdr:CDR3707,CASE017,cdr,CDR3707,structured,,System
cdr:CDR3708,CASE017,cdr,CDR3708,structured,,System
cdr:CDR3709,CASE017,cdr,CDR3709,structured,,System
cdr:CDR3710,CASE017,cdr,CDR3710,structured,,System
cdr:CDR3711,CASE017,cdr,CDR3711,structured,,System
cdr:CDR3712,CASE017,cdr,CDR3712,structured,,System
cdr:CDR3713,CASE017,cdr,CDR3713,structured,,System
cdr:CDR3714,CASE017,cdr,CDR3714,structured,,System
cdr:CDR3715,CASE017,cdr,CDR3715,structured,,System
cdr:CDR3716,CASE017,cdr,CDR3716,structured,,System
cdr:CDR3717,CASE017,cdr,CDR3717,structured,,System
cdr:CDR3718,CASE017,cdr,CDR3718,structured,,System
cdr:CDR3719,CASE017,cdr,CDR3719,structured,,System
cdr:CDR3720,CASE017,cdr,CDR3720,structured,,System
cdr:CDR3721,CASE017,cdr,CDR3721,structured,,System
cdr:CDR3722,CASE017,cdr,CDR3722,structured,,System
cdr:CDR3723,CASE017,cdr,CDR3723,structured,,System
cdr:CDR3724,CASE017,cdr,CDR3724,structured,,System
cdr:CDR3725,CASE017,cdr,CDR3725,structured,,System
cdr:CDR3726,CASE017,cdr,CDR3726,structured,,System
cdr:CDR3727,CASE017,cdr,CDR3727,structured,,System
cdr:CDR3728,CASE017,cdr,CDR3728,structured,,System
cdr:CDR3729,CASE017,cdr,CDR3729,structured,,System
cdr:CDR3730,CASE017,cdr,CDR3730,structured,,System
cdr:CDR3731,CASE017,cdr,CDR3731,structured,,System
cdr:CDR3732,CASE017,cdr,CDR3732,structured,,System
cdr:CDR3733,CASE017,cdr,CDR3733,structured,,System
cdr:CDR3734,CASE017,cdr,CDR3734,structured,,System
cdr:CDR3735,CASE017,cdr,CDR3735,structured,,System
cdr:CDR3736,CASE017,cdr,CDR3736,structured,,System
cdr:CDR3737,CASE017,cdr,CDR3737,structured,,System
cdr:CDR3738,CASE017,cdr,CDR3738,structured,,System
cdr:CDR3739,CASE017,cdr,CDR3739,structured,,System
cdr:CDR3740,CASE017,cdr,CDR3740,structured,,System
cdr:CDR3741,CASE017,cdr,CDR3741,structured,,System
cdr:CDR3742,CASE017,cdr,CDR3742,structured,,System
cdr:CDR3743,CASE017,cdr,CDR3743,structured,,System
cdr:CDR3744,CASE017,cdr,CDR3744,structured,,System
cdr:CDR3745,CASE017,cdr,CDR3745,structured,,System
cdr:CDR3746,CASE017,cdr,CDR3746,structured,,System
cdr:CDR3747,CASE017,cdr,CDR3747,structured,,System
cdr:CDR3748,CASE017,cdr,CDR3748,structured,,System
cdr:CDR3749,CASE017,cdr,CDR3749,structured,,System
cdr:CDR3750,CASE017,cdr,CDR3750,structured,,System
cdr:CDR3751,CASE017,cdr,CDR3751,structured,,System
cdr:CDR3752,CASE017,cdr,CDR3752,structured,,System
cdr:CDR3753,CASE017,cdr,CDR3753,structured,,System
cdr:CDR3754,CASE017,cdr,CDR3754,structured,,System
cdr:CDR3755,CASE017,cdr,CDR3755,structured,,System
cdr:CDR3756,CASE017,cdr,CDR3756,structured,,System
cdr:CDR3757,CASE017,cdr,CDR3757,structured,,System
cdr:CDR3758,CASE017,cdr,CDR3758,structured,,System
cdr:CDR3759,CASE017,cdr,CDR3759,structured,,System
cdr:CDR3760,CASE017,cdr,CDR3760,structured,,System
cdr:CDR3761,CASE017,cdr,CDR3761,structured,,System
cdr:CDR3762,CASE017,cdr,CDR3762,structured,,System
cdr:CDR3763,CASE017,cdr,CDR3763,structured,,System
cdr:CDR3764,CASE017,cdr,CDR3764,structured,,System
cdr:CDR3765,CASE017,cdr,CDR3765,structured,,System
cdr:CDR3766,CASE017,cdr,CDR3766,structured,,System
cdr:CDR3767,CASE017,cdr,CDR3767,structured,,System
cdr:CDR3768,CASE017,cdr,CDR3768,structured,,System
cdr:CDR3769,CASE017,cdr,CDR3769,structured,,System
cdr:CDR3770,CASE017,cdr,CDR3770,structured,,System
cdr:CDR3771,CASE017,cdr,CDR3771,structured,,System
cdr:CDR3772,CASE017,cdr,CDR3772,structured,,System
cdr:CDR3773,CASE017,cdr,CDR3773,structured,,System
cdr:CDR3774,CASE017,cdr,CDR3774,structured,,System
cdr:CDR3775,CASE017,cdr,CDR3775,structured,,System
cdr:CDR3776,CASE017,cdr,CDR3776,structured,,System
cdr:CDR3777,CASE017,cdr,CDR3777,structured,,System
cdr:CDR3778,CASE017,cdr,CDR3778,structured,,System
cdr:CDR3779,CASE017,cdr,CDR3779,structured,,System
cdr:CDR3780,CASE017,cdr,CDR3780,structured,,System
cdr:CDR3781,CASE017,cdr,CDR3781,structured,,System
cdr:CDR3782,CASE017,cdr,CDR3782,structured,,System
cdr:CDR3783,CASE017,cdr,CDR3783,structured,,System
cdr:CDR3784,CASE017,cdr,CDR3784,structured,,System
cdr:CDR3785,CASE017,cdr,CDR3785,structured,,System
cdr:CDR3786,CASE017,cdr,CDR3786,structured,,System
cdr:CDR3787,CASE017,cdr,CDR3787,structured,,System
cdr:CDR3788,CASE017,cdr,CDR3788,structured,,System
cdr:CDR3789,CASE017,cdr,CDR3789,structured,,System
cdr:CDR3790,CASE017,cdr,CDR3790,structured,,System
cdr:CDR3791,CASE017,cdr,CDR3791,structured,,System
cdr:CDR3792,CASE017,cdr,CDR3792,structured,,System
cdr:CDR3793,CASE017,cdr,CDR3793,structured,,System
cdr:CDR3794,CASE017,cdr,CDR3794,structured,,System
cdr:CDR3795,CASE017,cdr,CDR3795,structured,,System
cdr:CDR3796,CASE017,cdr,CDR3796,structured,,System
cdr:CDR3797,CASE017,cdr,CDR3797,structured,,System
cdr:CDR3798,CASE017,cdr,CDR3798,structured,,System
cdr:CDR3799,CASE017,cdr,CDR3799,structured,,System
cdr:CDR3800,CASE017,cdr,CDR3800,structured,,System
cdr:CDR3801,CASE017,cdr,CDR3801,structured,,System
cdr:CDR3802,CASE017,cdr,CDR3802,structured,,System
cdr:CDR3803,CASE017,cdr,CDR3803,structured,,System
cdr:CDR3804,CASE017,cdr,CDR3804,structured,,System
cdr:CDR3805,CASE017,cdr,CDR3805,structured,,System
cdr:CDR3806,CASE017,cdr,CDR3806,structured,,System
cdr:CDR3807,CASE017,cdr,CDR3807,structured,,System
cdr:CDR3808,CASE017,cdr,CDR3808,structured,,System
cdr:CDR3809,CASE017,cdr,CDR3809,structured,,System
cdr:CDR3810,CASE017,cdr,CDR3810,structured,,System
cdr:CDR3811,CASE017,cdr,CDR3811,structured,,System
cdr:CDR3812,CASE017,cdr,CDR3812,structured,,System
cdr:CDR3813,CASE017,cdr,CDR3813,structured,,System
cdr:CDR3814,CASE017,cdr,CDR3814,structured,,System
cdr:CDR3815,CASE017,cdr,CDR3815,structured,,System
cdr:CDR3816,CASE017,cdr,CDR3816,structured,,System
cdr:CDR3817,CASE017,cdr,CDR3817,structured,,System
cdr:CDR3818,CASE017,cdr,CDR3818,structured,,System
cdr:CDR3819,CASE017,cdr,CDR3819,structured,,System
cdr:CDR3820,CASE017,cdr,CDR3820,structured,,System
cdr:CDR3821,CASE017,cdr,CDR3821,structured,,System
cdr:CDR3822,CASE017,cdr,CDR3822,structured,,System
cdr:CDR3823,CASE017,cdr,CDR3823,structured,,System
cdr:CDR3824,CASE017,cdr,CDR3824,structured,,System
cdr:CDR3825,CASE017,cdr,CDR3825,structured,,System
cdr:CDR3826,CASE017,cdr,CDR3826,structured,,System
cdr:CDR3827,CASE017,cdr,CDR3827,structured,,System
cdr:CDR3828,CASE017,cdr,CDR3828,structured,,System
cdr:CDR3829,CASE017,cdr,CDR3829,structured,,System
cdr:CDR3830,CASE017,cdr,CDR3830,structured,,System
cdr:CDR3831,CASE017,cdr,CDR3831,structured,,System
cdr:CDR3832,CASE017,cdr,CDR3832,structured,,System
cdr:CDR3833,CASE017,cdr,CDR3833,structured,,System
cdr:CDR3834,CASE017,cdr,CDR3834,structured,,System
cdr:CDR3835,CASE017,cdr,CDR3835,structured,,System
cdr:CDR3836,CASE017,cdr,CDR3836,structured,,System
cdr:CDR3837,CASE017,cdr,CDR3837,structured,,System
cdr:CDR3838,CASE017,cdr,CDR3838,structured,,System
cdr:CDR3839,CASE017,cdr,CDR3839,structured,,System
cdr:CDR3840,CASE017,cdr,CDR3840,structured,,System
cdr:CDR3841,CASE017,cdr,CDR3841,structured,,System
cdr:CDR3842,CASE017,cdr,CDR3842,structured,,System
cdr:CDR3843,CASE017,cdr,CDR3843,structured,,System
cdr:CDR3844,CASE017,cdr,CDR3844,structured,,System
cdr:CDR3845,CASE017,cdr,CDR3845,structured,,System
cdr:CDR3846,CASE017,cdr,CDR3846,structured,,System
cdr:CDR3847,CASE017,cdr,CDR3847,structured,,System
cdr:CDR3848,CASE017,cdr,CDR3848,structured,,System
cdr:CDR3849,CASE017,cdr,CDR3849,structured,,System
cdr:CDR3850,CASE017,cdr,CDR3850,structured,,System
cdr:CDR3851,CASE017,cdr,CDR3851,structured,,System
cdr:CDR3852,CASE017,cdr,CDR3852,structured,,System
cdr:CDR3853,CASE017,cdr,CDR3853,structured,,System
cdr:CDR3854,CASE017,cdr,CDR3854,structured,,System
cdr:CDR3855,CASE017,cdr,CDR3855,structured,,System
cdr:CDR3856,CASE017,cdr,CDR3856,structured,,System
cdr:CDR3857,CASE017,cdr,CDR3857,structured,,System
cdr:CDR3858,CASE017,cdr,CDR3858,structured,,System
cdr:CDR3859,CASE017,cdr,CDR3859,structured,,System
cdr:CDR3860,CASE017,cdr,CDR3860,structured,,System
cdr:CDR3861,CASE017,cdr,CDR3861,structured,,System
cdr:CDR3862,CASE017,cdr,CDR3862,structured,,System
cdr:CDR3863,CASE017,cdr,CDR3863,structured,,System
cdr:CDR3864,CASE017,cdr,CDR3864,structured,,System
cdr:CDR3865,CASE017,cdr,CDR3865,structured,,System
cdr:CDR3866,CASE017,cdr,CDR3866,structured,,System
cdr:CDR3867,CASE017,cdr,CDR3867,structured,,System
cdr:CDR3868,CASE017,cdr,CDR3868,structured,,System
cdr:CDR3869,CASE017,cdr,CDR3869,structured,,System
cdr:CDR3870,CASE017,cdr,CDR3870,structured,,System
cdr:CDR3871,CASE017,cdr,CDR3871,structured,,System
transactions:TX0763,CASE017,transactions,TX0763,structured,,System
transactions:TX0764,CASE017,transactions,TX0764,structured,,System
transactions:TX0765,CASE017,transactions,TX0765,structured,,System
transactions:TX0766,CASE017,transactions,TX0766,structured,,System
transactions:TX0767,CASE017,transactions,TX0767,structured,,System
transactions:TX0768,CASE017,transactions,TX0768,structured,,System
transactions:TX0769,CASE017,transactions,TX0769,structured,,System
transactions:TX0770,CASE017,transactions,TX0770,structured,,System
transactions:TX0771,CASE017,transactions,TX0771,structured,,System
transactions:TX0772,CASE017,transactions,TX0772,structured,,System
transactions:TX0773,CASE017,transactions,TX0773,structured,,System
transactions:TX0774,CASE017,transactions,TX0774,structured,,System
transactions:TX0775,CASE017,transactions,TX0775,structured,,System
transactions:TX0776,CASE017,transactions,TX0776,structured,,System
transactions:TX0777,CASE017,transactions,TX0777,structured,,System
transactions:TX0778,CASE017,transactions,TX0778,structured,,System
transactions:TX0779,CASE017,transactions,TX0779,structured,,System
transactions:TX0780,CASE017,transactions,TX0780,structured,,System
transactions:TX0781,CASE017,transactions,TX0781,structured,,System
transactions:TX0782,CASE017,transactions,TX0782,structured,,System
transactions:TX0783,CASE017,transactions,TX0783,structured,,System
transactions:TX0784,CASE017,transactions,TX0784,structured,,System
transactions:TX0785,CASE017,transactions,TX0785,structured,,System
transactions:TX0786,CASE017,transactions,TX0786,structured,,System
transactions:TX0787,CASE017,transactions,TX0787,structured,,System
transactions:TX0788,CASE017,transactions,TX0788,structured,,System
transactions:TX0789,CASE017,transactions,TX0789,structured,,System
transactions:TX0790,CASE017,transactions,TX0790,structured,,System
