relationship_id,source_entity,target_entity,relationship_type,timestamp,source_record,confidence
REL0355,P0288,P0730,CALLS,2025-10-09T05:38:00,CDR,0.68
REL0356,P0288,P0231,CALLS,2025-10-09T05:38:00,CDR,0.89
REL0357,P0288,P0794,CALLS,2025-10-09T05:38:00,CDR,0.67
REL0358,P0288,P0353,CALLS,2025-10-09T05:38:00,CDR,0.88
REL0359,P0288,P0210,CALLS,2025-10-09T05:38:00,CDR,0.62
REL0360,P0288,P0006,CALLS,2025-10-09T05:38:00,CDR,0.56
REL0361,P0288,P0720,CALLS,2025-10-09T05:38:00,CDR,0.72
REL0362,P0288,P0815,CALLS,2025-10-09T05:38:00,CDR,0.76
REL0363,P0288,P0694,CALLS,2025-10-09T05:38:00,CDR,0.83
REL0364,P0288,P0319,CALLS,2025-10-09T05:38:00,CDR,0.85
REL0365,P0288,P0960,CALLS,2025-10-09T05:38:00,CDR,0.52
REL0366,P0288,P0129,CALLS,2025-10-09T05:38:00,CDR,0.81
REL0367,P0288,P0510,CALLS,2025-10-09T05:38:00,CDR,0.8
REL0368,P0288,P0746,CALLS,2025-10-09T05:38:00,CDR,0.89
REL0369,P0288,P0967,CALLS,2025-10-09T05:38:00,CDR,0.6
REL0370,P0288,P0486,CALLS,2025-10-09T05:38:00,CDR,0.88
REL0371,P0288,P0061,CALLS,2025-10-09T05:38:00,CDR,0.61
REL0372,P0288,P0124,CALLS,2025-10-09T05:38:00,CDR,0.74
REL0373,P0288,P0809,CALLS,2025-10-09T05:38:00,CDR,0.78
REL0374,P0288,P0159,CALLS,2025-10-09T05:38:00,CDR,0.79
REL0375,P0288,P0506,CALLS,2025-10-09T05:38:00,CDR,0.67
REL0376,P0288,P0814,CALLS,2025-10-09T05:38:00,CDR,0.69
REL0377,P0288,P0440,CALLS,2025-10-09T05:38:00,CDR,0.58
REL0378,P0288,P0436,CALLS,2025-10-09T05:38:00,CDR,0.54
REL0379,P0288,P0499,CALLS,2025-10-09T05:38:00,CDR,0.71
REL0380,P0288,P0832,CALLS,2025-10-09T05:38:00,CDR,0.65
REL0381,P0288,P0076,CALLS,2025-10-09T05:38:00,CDR,0.76
REL0382,P0288,P0594,CALLS,2025-10-09T05:38:00,CDR,0.53
REL0383,P0288,P0428,CALLS,2025-10-09T05:38:00,CDR,0.7
REL0384,P0288,P0280,CALLS,2025-10-09T05:38:00,CDR,0.89
REL0385,P0288,P0144,CALLS,2025-10-09T05:38:00,CDR,0.67
REL0386,P0288,P0999,CALLS,2025-10-09T05:38:00,CDR,0.92
REL0387,P0288,P0983,CALLS,2025-10-09T05:38:00,CDR,0.94
REL0388,P0288,P0939,CALLS,2025-10-09T05:38:00,CDR,0.85
REL0389,P0288,P0028,CALLS,2025-10-09T05:38:00,CDR,0.68
REL0390,P0288,P0830,CALLS,2025-10-09T05:38:00,CDR,0.9
REL0391,P0288,P0085,CALLS,2025-10-09T05:38:00,CDR,0.89
REL0392,P0288,P0416,CALLS,2025-10-09T05:38:00,CDR,0.72
REL0393,P0288,P0840,CALLS,2025-10-09T05:38:00,CDR,0.74
REL0394,P0288,P0807,CALLS,2025-10-09T05:38:00,CDR,0.53
REL0395,P0288,P0565,CALLS,2025-10-09T05:38:00,CDR,0.75
REL0396,P0288,P0904,CALLS,2025-10-09T05:38:00,CDR,0.6
REL0397,P0440,P0999,ASSOCIATED_WITH,2025-10-09T05:38:00,SHARED_ORG,0.3
REL0398,P0649,P0510,CALLS,2025-09-28T03:12:00,CDR,0.66
REL0399,P0649,P0437,CALLS,2025-09-28T03:12:00,CDR,0.81
REL0400,P0510,P0437,CALLS,2025-09-28T03:12:00,CDR,0.5
REL0401,P0510,P0137,CALLS,2025-09-28T03:12:00,CDR,0.81
REL0402,P0437,P0137,CALLS,2025-09-28T03:12:00,CDR,0.79
REL0403,P0437,P0361,CALLS,2025-09-28T03:12:00,CDR,0.59
REL0404,P0137,P0361,CALLS,2025-09-28T03:12:00,CDR,0.53
REL0405,P0137,P0705,CALLS,2025-09-28T03:12:00,CDR,0.52
REL0406,P0361,P0705,CALLS,2025-09-28T03:12:00,CDR,0.67
REL0407,P0361,P0402,CALLS,2025-09-28T03:12:00,CDR,0.52
REL0408,P0705,P0402,CALLS,2025-09-28T03:12:00,CDR,0.66
REL0409,P0705,P0842,CALLS,2025-09-28T03:12:00,CDR,0.6
REL0410,P0402,P0842,CALLS,2025-09-28T03:12:00,CDR,0.88
REL0411,P0402,P0549,CALLS,2025-09-28T03:12:00,CDR,0.85
REL0412,P0842,P0549,CALLS,2025-09-28T03:12:00,CDR,0.66
REL0413,P0842,P0587,CALLS,2025-09-28T03:12:00,CDR,0.9
REL0414,P0549,P0587,CALLS,2025-09-28T03:12:00,CDR,0.51
REL0415,P0549,P0794,CALLS,2025-09-28T03:12:00,CDR,0.93
REL0416,P0587,P0794,CALLS,2025-09-28T03:12:00,CDR,0.61
REL0417,P0587,P0416,CALLS,2025-09-28T03:12:00,CDR,0.77
REL0418,P0794,P0416,CALLS,2025-09-28T03:12:00,CDR,0.61
REL0419,P0794,P0034,CALLS,2025-09-28T03:12:00,CDR,0.87
REL0420,P0416,P0034,CALLS,2025-09-28T03:12:00,CDR,0.8
REL0421,P0437,P0034,ASSOCIATED_WITH,2025-09-28T03:12:00,SHARED_ORG,0.3
REL0422,P0174,P0927,CALLS,2026-05-24T10:40:00,CDR,0.89
REL0423,P0927,P0235,CALLS,2026-05-24T10:40:00,CDR,0.9
REL0424,P0235,P0670,CALLS,2026-05-24T10:40:00,CDR,0.89
REL0425,P0715,P0637,CALLS,2026-05-24T10:40:00,CDR,0.54
REL0426,P0637,P0257,CALLS,2026-05-24T10:40:00,CDR,0.51
REL0427,P0257,P0096,CALLS,2026-05-24T10:40:00,CDR,0.56
REL0428,P0670,P0715,CALLS,2026-05-24T10:40:00,CDR,0.52
REL0429,P0096,P0174,ASSOCIATED_WITH,2026-05-24T10:40:00,SHARED_ORG,0.3
REL0430,P0196,P0759,CALLS,2025-10-08T21:12:00,CDR,0.76
REL0431,P0325,P0759,CALLS,2025-10-08T21:12:00,CDR,0.85
REL0432,P0309,P0383,CALLS,2025-10-08T21:12:00,CDR,0.85
REL0433,P0759,P0344,CALLS,2025-10-08T21:12:00,CDR,0.91
REL0434,P0759,P0443,ASSOCIATED_WITH,2025-10-08T21:12:00,SHARED_ORG,0.3
REL0435,P0454,P0801,CALLS,2026-02-17T17:41:00,CDR,0.92
REL0436,P0801,P0233,CALLS,2026-02-17T17:41:00,CDR,0.86
REL0437,P0233,P0754,CALLS,2026-02-17T17:41:00,CDR,0.9
REL0438,P0754,P0842,CALLS,2026-02-17T17:41:00,CDR,0.94
REL0439,P0842,P0026,CALLS,2026-02-17T17:41:00,CDR,0.81
REL0440,P0026,P0234,CALLS,2026-02-17T17:41:00,CDR,0.6
REL0441,P0234,P0666,CALLS,2026-02-17T17:41:00,CDR,0.87
REL0442,P0666,P0610,CALLS,2026-02-17T17:41:00,CDR,0.69
REL0443,P0610,P0332,CALLS,2026-02-17T17:41:00,CDR,0.83
REL0444,P0332,P0889,CALLS,2026-02-17T17:41:00,CDR,0.68
REL0445,P0889,P0703,CALLS,2026-02-17T17:41:00,CDR,0.54
REL0446,P0703,P0643,CALLS,2026-02-17T17:41:00,CDR,0.94
REL0447,P0643,P0414,CALLS,2026-02-17T17:41:00,CDR,0.74
REL0448,P0414,P0861,CALLS,2026-02-17T17:41:00,CDR,0.83
REL0449,P0861,P0266,CALLS,2026-02-17T17:41:00,CDR,0.62
REL0450,P0266,P0627,CALLS,2026-02-17T17:41:00,CDR,0.79
REL0451,P0627,P0807,CALLS,2026-02-17T17:41:00,CDR,0.67
REL0452,P0807,P0342,CALLS,2026-02-17T17:41:00,CDR,0.58
REL0453,P0342,P0843,CALLS,2026-02-17T17:41:00,CDR,0.67
REL0454,P0843,P0168,CALLS,2026-02-17T17:41:00,CDR,0.89
REL0455,P0168,P0697,CALLS,2026-02-17T17:41:00,CDR,0.82
REL0456,P0697,P0171,CALLS,2026-02-17T17:41:00,CDR,0.76
REL0457,P0171,P0001,CALLS,2026-02-17T17:41:00,CDR,0.64
REL0458,P0001,P0691,CALLS,2026-02-17T17:41:00,CDR,0.52
REL0459,P0691,P0116,CALLS,2026-02-17T17:41:00,CDR,0.58
REL0460,P0116,P0616,CALLS,2026-02-17T17:41:00,CDR,0.92
REL0461,P0616,P0449,CALLS,2026-02-17T17:41:00,CDR,0.75
REL0462,P0449,P0502,CALLS,2026-02-17T17:41:00,CDR,0.74
REL0463,P0807,P0666,ASSOCIATED_WITH,2026-02-17T17:41:00,SHARED_ORG,0.3
REL0464,P0930,P0261,CALLS,2026-05-09T00:34:00,CDR,0.71
REL0465,P0261,P0587,CALLS,2026-05-09T00:34:00,CDR,0.74
REL0466,P0587,P0611,CALLS,2026-05-09T00:34:00,CDR,0.93
REL0467,P0611,P0046,CALLS,2026-05-09T00:34:00,CDR,0.86
REL0468,P0611,P0587,ASSOCIATED_WITH,2026-05-09T00:34:00,SHARED_ORG,0.3
REL0469,P0486,P0704,CALLS,2025-11-23T07:00:00,CDR,0.7
REL0470,P0486,P0099,CALLS,2025-11-23T07:00:00,CDR,0.67
REL0471,P0486,P0130,CALLS,2025-11-23T07:00:00,CDR,0.83
REL0472,P0486,P0550,CALLS,2025-11-23T07:00:00,CDR,0.53
REL0473,P0486,P0979,CALLS,2025-11-23T07:00:00,CDR,0.84
REL0474,P0486,P0591,CALLS,2025-11-23T07:00:00,CDR,0.9
REL0475,P0486,P0319,CALLS,2025-11-23T07:00:00,CDR,0.74
REL0476,P0486,P0566,CALLS,2025-11-23T07:00:00,CDR,0.86
REL0477,P0486,P0926,CALLS,2025-11-23T07:00:00,CDR,0.92
REL0478,P0486,P0547,CALLS,2025-11-23T07:00:00,CDR,0.57
REL0479,P0486,P0875,CALLS,2025-11-23T07:00:00,CDR,0.79
REL0480,P0486,P0962,CALLS,2025-11-23T07:00:00,CDR,0.55
REL0481,P0486,P0861,CALLS,2025-11-23T07:00:00,CDR,0.58
REL0482,P0486,P0343,CALLS,2025-11-23T07:00:00,CDR,0.57
REL0483,P0486,P0859,CALLS,2025-11-23T07:00:00,CDR,0.61
REL0484,P0486,P0801,CALLS,2025-11-23T07:00:00,CDR,0.79
REL0485,P0486,P0452,CALLS,2025-11-23T07:00:00,CDR,0.84
REL0486,P0486,P0913,CALLS,2025-11-23T07:00:00,CDR,0.83
REL0487,P0486,P0729,CALLS,2025-11-23T07:00:00,CDR,0.9
REL0488,P0486,P0355,CALLS,2025-11-23T07:00:00,CDR,0.77
REL0489,P0486,P0092,CALLS,2025-11-23T07:00:00,CDR,0.59
REL0490,P0486,P0826,CALLS,2025-11-23T07:00:00,CDR,0.87
REL0491,P0486,P0737,CALLS,2025-11-23T07:00:00,CDR,0.89
REL0492,P0486,P0521,CALLS,2025-11-23T07:00:00,CDR,0.92
REL0493,P0486,P0786,CALLS,2025-11-23T07:00:00,CDR,0.71
REL0494,P0486,P0909,CALLS,2025-11-23T07:00:00,CDR,0.72
REL0495,P0486,P0029,CALLS,2025-11-23T07:00:00,CDR,0.94
REL0496,P0486,P0150,CALLS,2025-11-23T07:00:00,CDR,0.64
REL0497,P0486,P0189,CALLS,2025-11-23T07:00:00,CDR,0.69
REL0498,P0486,P0384,CALLS,2025-11-23T07:00:00,CDR,0.53
REL0499,P0486,P0002,CALLS,2025-11-23T07:00:00,CDR,0.81
REL0500,P0486,P0906,CALLS,2025-11-23T07:00:00,CDR,0.93
REL0501,P0486,P0534,CALLS,2025-11-23T07:00:00,CDR,0.55
REL0502,P0486,P0730,CALLS,2025-11-23T07:00:00,CDR,0.63
REL0503,P0486,P0489,CALLS,2025-11-23T07:00:00,CDR,0.65
REL0504,P0486,P0889,CALLS,2025-11-23T07:00:00,CDR,0.83
REL0505,P0486,P0447,CALLS,2025-11-23T07:00:00,CDR,0.63
REL0506,P0486,P0956,CALLS,2025-11-23T07:00:00,CDR,0.78
REL0507,P0486,P0210,CALLS,2025-11-23T07:00:00,CDR,0.91
REL0508,P0486,P0829,CALLS,2025-11-23T07:00:00,CDR,0.91
REL0509,P0486,P0076,CALLS,2025-11-23T07:00:00,CDR,0.6
REL0510,P0486,P0732,CALLS,2025-11-23T07:00:00,CDR,0.81
REL0511,P0486,P0032,CALLS,2025-11-23T07:00:00,CDR,0.59
REL0512,P0547,P0319,ASSOCIATED_WITH,2025-11-23T07:00:00,SHARED_ORG,0.3
REL0513,P0186,P0723,CALLS,2026-01-11T02:16:00,CDR,0.75
REL0514,P0186,P0695,CALLS,2026-01-11T02:16:00,CDR,0.71
REL0515,P0723,P0695,CALLS,2026-01-11T02:16:00,CDR,0.78
REL0516,P0723,P0727,CALLS,2026-01-11T02:16:00,CDR,0.6
REL0517,P0695,P0727,CALLS,2026-01-11T02:16:00,CDR,0.64
REL0518,P0695,P0139,CALLS,2026-01-11T02:16:00,CDR,0.53
REL0519,P0727,P0139,CALLS,2026-01-11T02:16:00,CDR,0.74
REL0520,P0727,P0862,CALLS,2026-01-11T02:16:00,CDR,0.62
REL0521,P0139,P0862,CALLS,2026-01-11T02:16:00,CDR,0.62
REL0522,P0139,P0318,CALLS,2026-01-11T02:16:00,CDR,0.92
REL0523,P0862,P0318,CALLS,2026-01-11T02:16:00,CDR,0.6
REL0524,P0862,P0870,CALLS,2026-01-11T02:16:00,CDR,0.91
REL0525,P0318,P0870,CALLS,2026-01-11T02:16:00,CDR,0.66
REL0526,P0318,P0219,CALLS,2026-01-11T02:16:00,CDR,0.93
REL0527,P0870,P0219,CALLS,2026-01-11T02:16:00,CDR,0.68
REL0528,P0870,P0624,CALLS,2026-01-11T02:16:00,CDR,0.52
REL0529,P0219,P0624,CALLS,2026-01-11T02:16:00,CDR,0.77
REL0530,P0219,P0313,CALLS,2026-01-11T02:16:00,CDR,0.65
REL0531,P0624,P0313,CALLS,2026-01-11T02:16:00,CDR,0.7
REL0532,P0624,P0730,CALLS,2026-01-11T02:16:00,CDR,0.67
REL0533,P0313,P0730,CALLS,2026-01-11T02:16:00,CDR,0.91
REL0534,P0313,P0579,CALLS,2026-01-11T02:16:00,CDR,0.76
REL0535,P0730,P0579,CALLS,2026-01-11T02:16:00,CDR,0.5
REL0536,P0730,P1000,CALLS,2026-01-11T02:16:00,CDR,0.81
REL0537,P0579,P1000,CALLS,2026-01-11T02:16:00,CDR,0.65
REL0538,P0579,P0600,CALLS,2026-01-11T02:16:00,CDR,0.85
REL0539,P1000,P0600,CALLS,2026-01-11T02:16:00,CDR,0.84
REL0540,P1000,P0450,CALLS,2026-01-11T02:16:00,CDR,0.82
REL0541,P0600,P0450,CALLS,2026-01-11T02:16:00,CDR,0.75
REL0542,P0600,P0196,CALLS,2026-01-11T02:16:00,CDR,0.61
REL0543,P0450,P0196,CALLS,2026-01-11T02:16:00,CDR,0.57
REL0544,P0450,P0359,CALLS,2026-01-11T02:16:00,CDR,0.78
REL0545,P0196,P0359,CALLS,2026-01-11T02:16:00,CDR,0.6
REL0546,P0196,P0397,CALLS,2026-01-11T02:16:00,CDR,0.66
REL0547,P0359,P0397,CALLS,2026-01-11T02:16:00,CDR,0.86
REL0548,P0359,P0953,CALLS,2026-01-11T02:16:00,CDR,0.72
REL0549,P0397,P0953,CALLS,2026-01-11T02:16:00,CDR,0.71
REL0550,P0397,P0463,CALLS,2026-01-11T02:16:00,CDR,0.53
REL0551,P0953,P0463,CALLS,2026-01-11T02:16:00,CDR,0.77
REL0552,P0953,P0404,CALLS,2026-01-11T02:16:00,CDR,0.71
REL0553,P0463,P0404,CALLS,2026-01-11T02:16:00,CDR,0.8
REL0554,P0463,P0693,CALLS,2026-01-11T02:16:00,CDR,0.85
REL0555,P0404,P0693,CALLS,2026-01-11T02:16:00,CDR,0.8
REL0556,P0404,P0748,CALLS,2026-01-11T02:16:00,CDR,0.54
REL0557,P0693,P0748,CALLS,2026-01-11T02:16:00,CDR,0.68
REL0558,P0693,P0728,CALLS,2026-01-11T02:16:00,CDR,0.89
REL0559,P0748,P0728,CALLS,2026-01-11T02:16:00,CDR,0.67
REL0560,P0748,P0029,CALLS,2026-01-11T02:16:00,CDR,0.79
REL0561,P0728,P0029,CALLS,2026-01-11T02:16:00,CDR,0.94
REL0562,P0728,P0198,CALLS,2026-01-11T02:16:00,CDR,0.66
REL0563,P0029,P0198,CALLS,2026-01-11T02:16:00,CDR,0.75
REL0564,P0029,P0970,CALLS,2026-01-11T02:16:00,CDR,0.87
REL0565,P0198,P0970,CALLS,2026-01-11T02:16:00,CDR,0.91
REL0566,P0198,P0026,CALLS,2026-01-11T02:16:00,CDR,0.89
REL0567,P0970,P0026,CALLS,2026-01-11T02:16:00,CDR,0.64
REL0568,P0970,P0356,CALLS,2026-01-11T02:16:00,CDR,0.76
REL0569,P0026,P0356,CALLS,2026-01-11T02:16:00,CDR,0.57
REL0570,P0026,P0009,CALLS,2026-01-11T02:16:00,CDR,0.78
REL0571,P0356,P0009,CALLS,2026-01-11T02:16:00,CDR,0.7
REL0572,P0356,P0775,CALLS,2026-01-11T02:16:00,CDR,0.57
REL0573,P0009,P0775,CALLS,2026-01-11T02:16:00,CDR,0.53
REL0574,P0009,P0520,CALLS,2026-01-11T02:16:00,CDR,0.63
REL0575,P0775,P0520,CALLS,2026-01-11T02:16:00,CDR,0.85
REL0576,P0775,P0043,CALLS,2026-01-11T02:16:00,CDR,0.93
REL0577,P0520,P0043,CALLS,2026-01-11T02:16:00,CDR,0.82
REL0578,P0520,P0785,CALLS,2026-01-11T02:16:00,CDR,0.89
REL0579,P0043,P0785,CALLS,2026-01-11T02:16:00,CDR,0.51
REL0580,P0043,P0456,CALLS,2026-01-11T02:16:00,CDR,0.95
REL0581,P0785,P0456,CALLS,2026-01-11T02:16:00,CDR,0.55
REL0582,P0785,P0806,CALLS,2026-01-11T02:16:00,CDR,0.55
REL0583,P0456,P0806,CALLS,2026-01-11T02:16:00,CDR,0.9
REL0584,P0456,P0249,CALLS,2026-01-11T02:16:00,CDR,0.52
REL0585,P0806,P0249,CALLS,2026-01-11T02:16:00,CDR,0.55
REL0586,P0806,P0287,CALLS,2026-01-11T02:16:00,CDR,0.91
REL0587,P0249,P0287,CALLS,2026-01-11T02:16:00,CDR,0.72
REL0588,P0249,P0550,CALLS,2026-01-11T02:16:00,CDR,0.75
REL0589,P0287,P0550,CALLS,2026-01-11T02:16:00,CDR,0.81
REL0590,P0287,P0178,CALLS,2026-01-11T02:16:00,CDR,0.69
REL0591,P0550,P0178,CALLS,2026-01-11T02:16:00,CDR,0.9
REL0592,P0550,P0814,CALLS,2026-01-11T02:16:00,CDR,0.56
REL0593,P0178,P0814,CALLS,2026-01-11T02:16:00,CDR,0.82
REL0594,P0178,P0511,CALLS,2026-01-11T02:16:00,CDR,0.58
REL0595,P0814,P0511,CALLS,2026-01-11T02:16:00,CDR,0.5
REL0596,P0814,P0307,CALLS,2026-01-11T02:16:00,CDR,0.85
REL0597,P0511,P0307,CALLS,2026-01-11T02:16:00,CDR,0.92
REL0598,P0026,P0520,ASSOCIATED_WITH,2026-01-11T02:16:00,SHARED_ORG,0.3
REL0599,P0772,P0613,CALLS,2025-07-27T17:18:00,CDR,0.64
REL0600,P0772,P0970,CALLS,2025-07-27T17:18:00,CDR,0.55
REL0601,P0772,P0664,CALLS,2025-07-27T17:18:00,CDR,0.63
REL0602,P0772,P0103,CALLS,2025-07-27T17:18:00,CDR,0.77
REL0603,P0772,P0021,CALLS,2025-07-27T17:18:00,CDR,0.65
REL0604,P0772,P0273,CALLS,2025-07-27T17:18:00,CDR,0.87
REL0605,P0772,P0810,CALLS,2025-07-27T17:18:00,CDR,0.84
REL0606,P0772,P0728,CALLS,2025-07-27T17:18:00,CDR,0.53
REL0607,P0772,P0893,CALLS,2025-07-27T17:18:00,CDR,0.68
REL0608,P0772,P0930,CALLS,2025-07-27T17:18:00,CDR,0.54
REL0609,P0772,P0148,CALLS,2025-07-27T17:18:00,CDR,0.65
REL0610,P0772,P0663,CALLS,2025-07-27T17:18:00,CDR,0.63
REL0611,P0772,P0732,CALLS,2025-07-27T17:18:00,CDR,0.83
REL0612,P0772,P0355,CALLS,2025-07-27T17:18:00,CDR,0.74
REL0613,P0772,P0552,CALLS,2025-07-27T17:18:00,CDR,0.7
REL0614,P0772,P0239,CALLS,2025-07-27T17:18:00,CDR,0.92
REL0615,P0772,P0277,CALLS,2025-07-27T17:18:00,CDR,0.71
REL0616,P0772,P0589,CALLS,2025-07-27T17:18:00,CDR,0.57
REL0617,P0772,P0448,CALLS,2025-07-27T17:18:00,CDR,0.54
REL0618,P0772,P0585,CALLS,2025-07-27T17:18:00,CDR,0.7
REL0619,P0772,P0120,CALLS,2025-07-27T17:18:00,CDR,0.61
REL0620,P0772,P0745,CALLS,2025-07-27T17:18:00,CDR,0.86
REL0621,P0772,P0326,CALLS,2025-07-27T17:18:00,CDR,0.56
REL0622,P0772,P0778,CALLS,2025-07-27T17:18:00,CDR,0.52
REL0623,P0772,P0535,CALLS,2025-07-27T17:18:00,CDR,0.88
REL0624,P0772,P0757,CALLS,2025-07-27T17:18:00,CDR,0.63
REL0625,P0772,P0921,CALLS,2025-07-27T17:18:00,CDR,0.57
REL0626,P0772,P0924,CALLS,2025-07-27T17:18:00,CDR,0.89
REL0627,P0772,P0036,CALLS,2025-07-27T17:18:00,CDR,0.71
REL0628,P0772,P0248,CALLS,2025-07-27T17:18:00,CDR,0.62
REL0629,P0772,P0786,CALLS,2025-07-27T17:18:00,CDR,0.84
REL0630,P0772,P0789,CALLS,2025-07-27T17:18:00,CDR,0.87
REL0631,P0772,P0918,CALLS,2025-07-27T17:18:00,CDR,0.69
REL0632,P0772,P0219,CALLS,2025-07-27T17:18:00,CDR,0.57
REL0633,P0772,P0673,CALLS,2025-07-27T17:18:00,CDR,0.57
REL0634,P0772,P0680,CALLS,2025-07-27T17:18:00,CDR,0.52
REL0635,P0772,P0393,CALLS,2025-07-27T17:18:00,CDR,0.62
REL0636,P0772,P0012,CALLS,2025-07-27T17:18:00,CDR,0.82
REL0637,P0772,P0991,CALLS,2025-07-27T17:18:00,CDR,0.68
REL0638,P0772,P0776,CALLS,2025-07-27T17:18:00,CDR,0.93
REL0639,P0772,P0665,CALLS,2025-07-27T17:18:00,CDR,0.81
REL0640,P0772,P0931,CALLS,2025-07-27T17:18:00,CDR,0.69
REL0641,P0772,P0246,CALLS,2025-07-27T17:18:00,CDR,0.53
REL0642,P0772,P0986,CALLS,2025-07-27T17:18:00,CDR,0.94
REL0643,P0772,P0005,CALLS,2025-07-27T17:18:00,CDR,0.95
REL0644,P0772,P0531,CALLS,2025-07-27T17:18:00,CDR,0.95
REL0645,P0772,P0466,CALLS,2025-07-27T17:18:00,CDR,0.63
REL0646,P0772,P0584,CALLS,2025-07-27T17:18:00,CDR,0.74
REL0647,P0772,P0163,CALLS,2025-07-27T17:18:00,CDR,0.9
REL0648,P0772,P0746,CALLS,2025-07-27T17:18:00,CDR,0.78
REL0649,P0772,P0168,CALLS,2025-07-27T17:18:00,CDR,0.69
REL0650,P0772,P0854,CALLS,2025-07-27T17:18:00,CDR,0.63
REL0651,P0772,P0596,CALLS,2025-07-27T17:18:00,CDR,0.66
REL0652,P0273,P0986,ASSOCIATED_WITH,2025-07-27T17:18:00,SHARED_ORG,0.3
REL0653,P0888,P0333,CALLS,2025-07-28T12:19:00,CDR,0.81
REL0654,P0333,P0406,CALLS,2025-07-28T12:19:00,CDR,0.69
REL0655,P0406,P0538,CALLS,2025-07-28T12:19:00,CDR,0.63
REL0656,P0538,P0283,CALLS,2025-07-28T12:19:00,CDR,0.91
REL0657,P0283,P0215,CALLS,2025-07-28T12:19:00,CDR,0.88
REL0658,P0215,P0498,CALLS,2025-07-28T12:19:00,CDR,0.88
REL0659,P0498,P0354,CALLS,2025-07-28T12:19:00,CDR,0.69
REL0660,P0354,P0772,CALLS,2025-07-28T12:19:00,CDR,0.55
REL0661,P0772,P0222,CALLS,2025-07-28T12:19:00,CDR,0.69
REL0662,P0222,P0547,CALLS,2025-07-28T12:19:00,CDR,0.89
REL0663,P0547,P0257,CALLS,2025-07-28T12:19:00,CDR,0.63
REL0664,P0257,P0816,CALLS,2025-07-28T12:19:00,CDR,0.75
REL0665,P0816,P0723,CALLS,2025-07-28T12:19:00,CDR,0.57
REL0666,P0723,P0242,CALLS,2025-07-28T12:19:00,CDR,0.88
REL0667,P0242,P0722,CALLS,2025-07-28T12:19:00,CDR,0.93
REL0668,P0722,P0431,CALLS,2025-07-28T12:19:00,CDR,0.73
REL0669,P0431,P0635,CALLS,2025-07-28T12:19:00,CDR,0.83
REL0670,P0635,P0458,CALLS,2025-07-28T12:19:00,CDR,0.59
REL0671,P0458,P0929,CALLS,2025-07-28T12:19:00,CDR,0.86
REL0672,P0929,P0404,CALLS,2025-07-28T12:19:00,CDR,0.89
REL0673,P0404,P0052,CALLS,2025-07-28T12:19:00,CDR,0.54
REL0674,P0052,P0228,CALLS,2025-07-28T12:19:00,CDR,0.69
REL0675,P0228,P0050,CALLS,2025-07-28T12:19:00,CDR,0.9
REL0676,P0050,P0587,CALLS,2025-07-28T12:19:00,CDR,0.93
REL0677,P0587,P0613,CALLS,2025-07-28T12:19:00,CDR,0.87
REL0678,P0613,P0270,CALLS,2025-07-28T12:19:00,CDR,0.8
REL0679,P0270,P0582,CALLS,2025-07-28T12:19:00,CDR,0.8
REL0680,P0582,P0710,CALLS,2025-07-28T12:19:00,CDR,0.85
REL0681,P0710,P0703,CALLS,2025-07-28T12:19:00,CDR,0.65
REL0682,P0703,P0998,CALLS,2025-07-28T12:19:00,CDR,0.77
REL0683,P0998,P0313,CALLS,2025-07-28T12:19:00,CDR,0.93
REL0684,P0313,P0759,CALLS,2025-07-28T12:19:00,CDR,0.58
REL0685,P0759,P0741,CALLS,2025-07-28T12:19:00,CDR,0.74
REL0686,P0741,P0933,CALLS,2025-07-28T12:19:00,CDR,0.73
REL0687,P0933,P0762,CALLS,2025-07-28T12:19:00,CDR,0.88
REL0688,P0762,P0528,CALLS,2025-07-28T12:19:00,CDR,0.61
REL0689,P0528,P0734,CALLS,2025-07-28T12:19:00,CDR,0.63
REL0690,P0734,P0777,CALLS,2025-07-28T12:19:00,CDR,0.57
REL0691,P0777,P0912,CALLS,2025-07-28T12:19:00,CDR,0.62
REL0692,P0912,P0295,CALLS,2025-07-28T12:19:00,CDR,0.72
REL0693,P0295,P0438,CALLS,2025-07-28T12:19:00,CDR,0.86
REL0694,P0438,P0894,CALLS,2025-07-28T12:19:00,CDR,0.66
REL0695,P0894,P0850,CALLS,2025-07-28T12:19:00,CDR,0.94
REL0696,P0850,P0990,CALLS,2025-07-28T12:19:00,CDR,0.81
REL0697,P0990,P0687,CALLS,2025-07-28T12:19:00,CDR,0.9
REL0698,P0687,P0755,CALLS,2025-07-28T12:19:00,CDR,0.86
REL0699,P0755,P0733,CALLS,2025-07-28T12:19:00,CDR,0.9
REL0700,P0733,P0107,CALLS,2025-07-28T12:19:00,CDR,0.92
REL0701,P0107,P0823,CALLS,2025-07-28T12:19:00,CDR,0.51
REL0702,P0823,P0532,CALLS,2025-07-28T12:19:00,CDR,0.76
REL0703,P0532,P0463,CALLS,2025-07-28T12:19:00,CDR,0.66
REL0704,P0463,P0343,CALLS,2025-07-28T12:19:00,CDR,0.78
REL0705,P0343,P0291,CALLS,2025-07-28T12:19:00,CDR,0.88
REL0706,P0291,P0062,CALLS,2025-07-28T12:19:00,CDR,0.74
REL0707,P0062,P0649,CALLS,2025-07-28T12:19:00,CDR,0.87
REL0708,P0649,P0407,CALLS,2025-07-28T12:19:00,CDR,0.79
REL0709,P0407,P0625,CALLS,2025-07-28T12:19:00,CDR,0.76
