event_id,case_id,camera_id,location_id,timestamp,detection_type,plate_number,description
CASE088-CCTV0182,CASE088,CAM0066,LOC0146,2025-08-28T15:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE086-CCTV0183,CASE086,CAM0069,LOC0152,2026-06-06T02:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE028-CCTV0184,CASE028,CAM0026,LOC0053,2025-11-01T17:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE074-CCTV0185,CASE074,CAM0056,LOC0128,2025-06-01T05:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE010-CCTV0186,CASE010,CAM0012,LOC0026,2025-11-30T18:00:00,vehicle,AH-86-AY-0086,Vehicle plate captured by ANPR camera.
CASE061-CCTV0187,CASE061,CAM0132,LOC0293,2025-12-05T08:00:00,vehicle,KO-47-FI-0185,Vehicle plate captured by ANPR camera.
CASE026-CCTV0188,CASE026,CAM0044,LOC0093,2025-07-26T21:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE056-CCTV0189,CASE056,CAM0052,LOC0119,2025-06-21T21:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE061-CCTV0190,CASE061,CAM0026,LOC0053,2026-01-19T01:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE047-CCTV0191,CASE047,CAM0066,LOC0146,2025-09-09T02:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE039-CCTV0192,CASE039,CAM0049,LOC0113,2025-06-13T00:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE081-CCTV0193,CASE081,CAM0034,LOC0071,2026-01-28T03:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE050-CCTV0194,CASE050,CAM0015,LOC0030,2026-04-25T17:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE070-CCTV0195,CASE070,CAM0029,LOC0057,2026-01-18T23:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE035-CCTV0196,CASE035,CAM0080,LOC0174,2025-06-15T13:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE005-CCTV0197,CASE005,CAM0031,LOC0064,2025-10-10T09:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE014-CCTV0198,CASE014,CAM0129,LOC0284,2026-02-02T22:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE018-CCTV0199,CASE018,CAM0045,LOC0094,2026-05-18T06:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE062-CCTV0200,CASE062,CAM0076,LOC0166,2026-07-11T04:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE038-CCTV0201,CASE038,CAM0009,LOC0020,2025-12-10T14:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE100-CCTV0202,CASE100,CAM0110,LOC0239,2026-01-06T13:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE070-CCTV0203,CASE070,CAM0108,LOC0237,2025-11-25T19:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE085-CCTV0204,CASE085,CAM0019,LOC0037,2025-07-05T22:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE076-CCTV0205,CASE076,CAM0011,LOC0024,2025-06-13T10:00:00,vehicle,NO-21-DR-0089,Vehicle plate captured by ANPR camera.
CASE056-CCTV0206,CASE056,CAM0120,LOC0266,2025-07-26T01:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE080-CCTV0207,CASE080,CAM0019,LOC0037,2025-10-30T08:00:00,vehicle,PU-81-MA-0282,Vehicle plate captured by ANPR camera.
CASE071-CCTV0208,CASE071,CAM0025,LOC0052,2026-05-28T13:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE033-CCTV0209,CASE033,CAM0076,LOC0166,2025-09-15T13:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE098-CCTV0210,CASE098,CAM0077,LOC0168,2025-06-22T05:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE028-CCTV0211,CASE028,CAM0117,LOC0255,2025-06-15T05:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE075-CCTV0212,CASE075,CAM0055,LOC0127,2025-08-12T21:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE064-CCTV0213,CASE064,CAM0122,LOC0273,2025-11-02T06:00:00,vehicle,AG-18-QQ-0288,Vehicle plate captured by ANPR camera.
CASE071-CCTV0214,CASE071,CAM0034,LOC0071,2025-11-17T16:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE066-CCTV0215,CASE066,CAM0042,LOC0089,2025-11-16T04:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE025-CCTV0216,CASE025,CAM0062,LOC0138,2025-07-24T06:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE099-CCTV0217,CASE099,CAM0017,LOC0033,2026-04-10T11:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE093-CCTV0218,CASE093,CAM0074,LOC0164,2025-08-15T15:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE089-CCTV0219,CASE089,CAM0114,LOC0246,2025-09-11T05:00:00,vehicle,HY-94-IL-0232,Vehicle plate captured by ANPR camera.
CASE016-CCTV0220,CASE016,CAM0034,LOC0071,2025-08-09T22:00:00,vehicle,HY-34-RI-0003,Vehicle plate captured by ANPR camera.
CASE002-CCTV0221,CASE002,CAM0108,LOC0237,2025-07-01T10:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE060-CCTV0222,CASE060,CAM0031,LOC0064,2025-06-23T15:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE048-CCTV0223,CASE048,CAM0084,LOC0180,2026-04-21T00:00:00,vehicle,IN-53-EF-0159,Vehicle plate captured by ANPR camera.
CASE083-CCTV0224,CASE083,CAM0011,LOC0024,2025-09-27T04:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE096-CCTV0225,CASE096,CAM0029,LOC0057,2025-10-17T07:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE031-CCTV0226,CASE031,CAM0132,LOC0293,2025-12-31T17:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE034-CCTV0227,CASE034,CAM0032,LOC0067,2025-11-18T23:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE016-CCTV0228,CASE016,CAM0102,LOC0226,2025-10-20T15:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE098-CCTV0229,CASE098,CAM0029,LOC0057,2025-10-01T01:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE023-CCTV0230,CASE023,CAM0081,LOC0176,2026-07-20T13:00:00,vehicle,AH-40-ZD-0067,Vehicle plate captured by ANPR camera.
CASE042-CCTV0231,CASE042,CAM0015,LOC0030,2026-03-10T21:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE059-CCTV0232,CASE059,CAM0037,LOC0076,2025-12-14T12:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE071-CCTV0233,CASE071,CAM0123,LOC0276,2026-07-22T23:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE095-CCTV0234,CASE095,CAM0089,LOC0198,2026-01-25T16:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE081-CCTV0235,CASE081,CAM0081,LOC0176,2025-08-15T10:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE051-CCTV0236,CASE051,CAM0058,LOC0130,2026-01-10T22:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE016-CCTV0237,CASE016,CAM0068,LOC0151,2026-03-27T03:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE052-CCTV0238,CASE052,CAM0051,LOC0116,2025-08-08T08:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE011-CCTV0239,CASE011,CAM0007,LOC0016,2025-09-23T06:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE032-CCTV0240,CASE032,CAM0115,LOC0248,2026-03-17T02:00:00,vehicle,KA-38-SC-0153,Vehicle plate captured by ANPR camera.
CASE023-CCTV0241,CASE023,CAM0066,LOC0146,2026-05-15T13:00:00,vehicle,DE-52-VW-0095,Vehicle plate captured by ANPR camera.
CASE041-CCTV0242,CASE041,CAM0024,LOC0051,2026-03-29T00:00:00,vehicle,PA-30-DY-0184,Vehicle plate captured by ANPR camera.
CASE088-CCTV0243,CASE088,CAM0117,LOC0255,2026-02-06T20:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE063-CCTV0244,CASE063,CAM0039,LOC0080,2025-08-27T00:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE007-CCTV0245,CASE007,CAM0055,LOC0127,2025-11-05T23:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE091-CCTV0246,CASE091,CAM0133,LOC0294,2026-04-25T04:00:00,vehicle,AG-81-KV-0007,Vehicle plate captured by ANPR camera.
CASE065-CCTV0247,CASE065,CAM0021,LOC0039,2026-03-20T19:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE042-CCTV0248,CASE042,CAM0133,LOC0294,2026-01-10T05:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE067-CCTV0249,CASE067,CAM0032,LOC0067,2026-05-04T10:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE011-CCTV0250,CASE011,CAM0008,LOC0019,2026-04-15T02:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE084-CCTV0251,CASE084,CAM0116,LOC0254,2025-06-10T08:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE059-CCTV0252,CASE059,CAM0011,LOC0024,2025-10-19T18:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE057-CCTV0253,CASE057,CAM0073,LOC0161,2025-06-19T05:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE069-CCTV0254,CASE069,CAM0124,LOC0277,2026-04-08T07:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE060-CCTV0255,CASE060,CAM0084,LOC0180,2025-12-15T16:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE004-CCTV0256,CASE004,CAM0056,LOC0128,2026-03-10T04:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE005-CCTV0257,CASE005,CAM0034,LOC0071,2026-03-14T22:00:00,vehicle,RA-20-TO-0064,Vehicle plate captured by ANPR camera.
CASE082-CCTV0258,CASE082,CAM0002,LOC0004,2025-08-04T02:00:00,vehicle,KO-78-QI-0294,Vehicle plate captured by ANPR camera.
CASE061-CCTV0259,CASE061,CAM0119,LOC0264,2026-06-02T13:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
CASE028-CCTV0260,CASE028,CAM0076,LOC0166,2026-03-23T00:00:00,person,,"Unidentified individual captured on CCTV; description only, identity not resolved by the sensor."
